dimension,stratum,policy,method,method_label,accepted_fraction,n,n_events,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_loss,mean_sigma_hat_ns,calibration_loss_ci_low,coverage68_ci_low,coverage95_ci_low,pull_width68_ci_low,sigma68_ns_ci_low,tail_frac_abs_gt5ns_ci_low,calibration_loss_ci_high,coverage68_ci_high,coverage95_ci_high,pull_width68_ci_high,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_high
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,30,23,6,5.650895840988243,10.259948814734972,0.36666666666666664,1.2577498375523593,0.5666666666666667,0.8,0.11602282547033338,0.1499999999999999,0.17459088767423084,7.390922796868358,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,1471,1032,7,1.4049738753187169,2.990613669405599,0.017675050985723997,0.5866946199274202,0.6784500339904826,0.9394969408565602,0.004239458146517383,0.010503059143439741,0.14268263245417898,2.342557429323673,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,60,31,7,1.2721752276531009,1.804408243871854,0.0,0.8408445019716823,0.6666666666666666,0.9833333333333333,0.0160228254703334,0.033333333333333326,0.0695038856106615,1.695631136553309,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,5990,3189,7,1.5331001231816004,2.5557940805397283,0.010684474123539232,0.8069844022218258,0.6769616026711185,0.9712854757929883,0.005727889465881542,0.02128547579298834,0.0733429876790147,2.026317234061234,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,3624,1871,7,1.5526248683459372,2.6719382059866272,0.02152317880794702,0.9567578027448596,0.684878587196468,0.9594370860927153,0.0021890950594679603,0.009437086092715319,0.01828945946910791,1.8369878647464122,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,285,175,7,1.2287935903784133,3.625182563401786,0.02456140350877193,0.7607902555511024,0.6771929824561403,0.9649122807017544,0.005496509680859685,0.014912280701754432,0.08653951161050392,2.081927342397378,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,30,23,6,3.6783956645461124,9.25686949050178,0.23333333333333334,1.5468801141003599,0.5333333333333333,0.8333333333333334,0.1493561588036667,0.11666666666666659,0.27096764652356436,3.48284296917614,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,1471,1032,7,1.32382727913322,2.9011585340343196,0.01291638341264446,0.6599656397660483,0.6770904146838885,0.9850441876274643,0.005599077453111501,0.03504418762746431,0.1268925417715092,2.089775954039868,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,60,31,7,0.87169415831917,0.9874799834929491,0.0,0.8291333016848076,0.6833333333333333,1.0,0.0006438411963333168,0.050000000000000044,0.07383684650384192,0.9868503841437034,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,5990,3189,7,1.5583063711724794,2.6578045304208326,0.021202003338898164,0.7205705599708461,0.67779632721202,0.947746243739566,0.004893164924980042,0.0022537562604340033,0.09552545373818933,2.16103144731001,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,3624,1871,7,1.7269656971348821,3.0352871774638372,0.04056291390728477,0.9027727508909791,0.6749448123620309,0.9271523178807947,0.0077446797749691765,0.022847682119205293,0.04260653700106513,2.067462907981047,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,285,175,7,1.1405334921051773,3.3966527192983893,0.017543859649122806,0.5282771213513283,0.6666666666666666,0.9824561403508771,0.0160228254703334,0.03245614035087718,0.17340061482329408,2.207057197789943,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,30,23,6,6.602684110946087,10.434858122762199,0.4,1.1739141935795536,0.5666666666666667,0.7666666666666667,0.11602282547033338,0.18333333333333324,0.15775678412774008,5.284590479248426,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,1471,1032,7,1.3279465556816288,2.584259430093294,0.01563562202583277,0.6145544224090752,0.6668932698844323,0.9707681849082257,0.015796222252567715,0.02076818490822574,0.14066999491723942,2.1666032909365196,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,60,31,7,1.0061114869503969,1.5759888662697497,0.0,0.6251339290895309,0.7166666666666667,1.0,0.03397717452966664,0.050000000000000044,0.15294774848004525,3.2560299626168603,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,5990,3189,7,1.543294096733852,2.6936028912681604,0.02621035058430718,1.112111012172906,0.6767946577629382,0.8315525876460768,0.005894834374061797,0.1184474123539232,0.0788177529669637,2.350898072863131,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,3624,1871,7,1.7752475548945676,3.2511279549050993,0.05187637969094923,0.9835341264252995,0.6771523178807947,0.8791390728476821,0.005537174256205368,0.07086092715231784,0.030954658327741247,2.3265882801254443,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,285,175,7,1.2660451706576048,3.5327457897608316,0.010526315789473684,0.6369207677975881,0.6771929824561403,0.9859649122807017,0.005496509680859685,0.035964912280701755,0.13484688472132444,3.4252154441554987,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,30,23,6,6.492592572886215,10.624545808948248,0.36666666666666664,4.013381379036166,0.23333333333333334,0.4666666666666667,0.4493561588036667,0.4833333333333333,1.315356957057722,2.0061765634975,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,1471,1032,7,1.238845681835671,2.6582849571097857,0.018354860639021073,1.0856855616265257,0.6757307953772943,0.8008157715839564,0.006958696759705729,0.1491842284160435,0.08060949560075832,5.371785471940383,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,60,31,7,1.2648210890297278,1.7800222604502192,0.0,0.6886825579284083,0.65,0.9666666666666667,0.03268949213700001,0.01666666666666672,0.12022453362508616,1.9205427387558296,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,5685,3081,7,1.454146262985393,1.8926864256912581,0.0,0.812000666410118,0.6847845206684257,0.9715039577836412,0.0020950285314256245,0.021503957783641225,0.0705327733016496,1.8167832649765905,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,3437,1836,7,1.4415053038221166,1.6390660670879738,0.0,0.932954666357876,0.6857724759965086,0.9621763165551352,0.003082983859508559,0.012176316555135291,0.0274348780189226,1.5996510587240627,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,280,173,7,1.2245232359539158,1.8630040089734927,0.0,0.7072136758661447,0.6464285714285715,0.9642857142857143,0.03626092070842857,0.014285714285714346,0.11444431970933273,1.828143208739876,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,19,15,5,1.5675460963421446,1.6696580129256453,0.0,0.7754411920311179,0.7368421052631579,0.8947368421052632,0.05415261312615782,0.05526315789473679,0.11132485966325889,2.2127493616716727,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,1404,978,7,1.2911030934262644,1.918578058387069,0.0,0.684363574487346,0.6901709401709402,0.9850427350427351,0.00748144803394013,0.03504273504273514,0.11938686952977644,1.8946600930982063,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,46,26,7,1.4700361711587673,2.061103826330145,0.0,0.48148896898237625,0.8260869565217391,0.9565217391304348,0.1433974643847391,0.006521739130434856,0.22281007817759924,2.716050953434658,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,5714,3087,7,1.43125319903641,1.9378507540234347,0.0,0.7277888695918621,0.7133356667833392,0.9530976548827441,0.03064617464633912,0.003097654882744161,0.1019849866457404,2.0020530415236006,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,3409,1831,7,1.5152640129594281,1.653735282268594,0.0,0.8821615487739012,0.7148723965972426,0.9442651804048108,0.03218290446024252,0.005734819595189178,0.05191872509384351,1.8027213497207637,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,269,171,7,1.1309310449854115,2.1653628106250444,0.0,0.4159007478192833,0.7137546468401487,0.9702602230483272,0.031065154703148634,0.020260223048327197,0.2118082099773975,2.3513594236745767,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,18,13,5,1.5185387762341886,1.8347139037563713,0.0,0.7065949415372215,0.8333333333333334,0.9444444444444444,0.15064384119633334,0.005555555555555536,0.14986815173822246,2.4000448543618087,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,1429,1002,7,1.3064747701139194,2.0995251091806706,0.0,0.5700824795735224,0.6962911126662001,0.960111966410077,0.013601620529200109,0.010111966410077056,0.15121036912191824,2.050422613692324,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,59,31,7,1.2400209143328045,2.2618762751537824,0.0,0.4477228719565055,0.6779661016949152,0.9491525423728814,0.004723390442084807,0.0008474576271185752,0.18594932537089928,2.706561674208066,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,5727,3097,7,1.5282655652935215,1.9601565673872148,0.0,0.714278486950622,0.7082242011524358,0.965077702112799,0.025534709015435753,0.015077702112799019,0.10877797472587092,2.154247937716385,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,3402,1828,7,1.5693426176688428,1.6339199120970764,0.0,0.884895164791401,0.7139917695473251,0.9603174603174603,0.0313022774103251,0.010317460317460392,0.052241524312128175,1.8740772663863912,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,273,171,7,1.2398725136134612,2.2325131896233694,0.0,0.43179479295504836,0.6886446886446886,0.967032967032967,0.005955196507688609,0.017032967032967083,0.19706445686186913,2.516282259000504,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,16,14,5,1.6774468209246571,2.1144963387544955,0.0,0.60133801114142,0.75,0.9375,0.06731050786299997,0.012499999999999956,0.15949083224052663,6.029504170725687,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,1408,989,7,1.3383995752273783,2.0867005042514473,0.0,0.5579992451676951,0.7066761363636364,0.9616477272727273,0.023986644226636322,0.011647727272727337,0.15921170877722288,2.3100734255548403,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,60,31,7,1.2721752276531009,1.804408243871854,0.0,0.8408445019716823,0.6666666666666666,0.9833333333333333,0.0160228254703334,0.033333333333333326,0.0695038856106615,1.695631136553309,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,5702,3076,7,1.4463181914516936,1.879234216545797,0.0,0.8105118610860635,0.6901087337776219,0.9743949491406524,0.00741924164062191,0.024394949140652433,0.07376744323173694,1.845977835708376,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,3430,1836,7,1.4499466960331358,1.5817508574751777,0.0,0.9468294614863589,0.7005830903790088,0.9693877551020408,0.017893598242008757,0.019387755102040827,0.030150630619230217,1.606508756762621,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,278,173,7,1.2200332714104736,1.8262018117958254,0.0,0.7300804172463714,0.6870503597122302,0.9820143884892086,0.004360867575230132,0.03201438848920868,0.10209827960602247,1.903728159209623,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,21,16,5,1.2827830498215498,1.9632848997352312,0.0,0.7523499363272592,0.6190476190476191,0.9523809523809523,0.06364187308938096,0.0023809523809523725,0.10455762971435804,2.2140518009374617,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,1394,968,7,1.2735219134533584,1.8932537059434105,0.0,0.6741960578042748,0.6958393113342898,0.9878048780487805,0.013149819197289747,0.03780487804878052,0.12558621314726515,1.9501251884548259,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,60,31,7,0.87169415831917,0.9874799834929491,0.0,0.8291333016848076,0.6833333333333333,1.0,0.0006438411963333168,0.050000000000000044,0.07383684650384192,0.9868503841437034,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,5724,3097,7,1.473228860921285,1.9519872157382911,0.0031446540880503146,0.6889584789233065,0.7085953878406709,0.9645352900069881,0.025905895703670856,0.014535290006988166,0.11716090226245084,2.1198438785066895,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,3401,1832,7,1.5631096548621457,1.763634821573994,0.003234342840341076,0.8416302028620426,0.7118494560423405,0.9526609820640988,0.02915996390534048,0.0026609820640988158,0.06339691436913224,1.945057700174546,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,279,172,7,1.1127751190060278,1.8152031307749192,0.0,0.5103960904594858,0.6738351254480287,0.992831541218638,0.008854366688971327,0.04283154121863808,0.18042993914937455,1.9575802964346116,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,16,14,5,1.1161233889961037,1.9824929876842492,0.0,0.40203018658882167,0.875,0.9375,0.19231050786299997,0.012499999999999956,0.2675934404247261,3.5394266726990544,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,1405,979,7,1.2821650176234125,1.895660223776704,0.0,0.6022729373947608,0.697508896797153,0.9864768683274021,0.014819404660152968,0.03647686832740216,0.1496744451975981,2.1298332420664,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,31,24,6,1.0147386211111835,1.1414260015576236,0.0,0.516938701368269,0.8387096774193549,1.0,0.15602018528235484,0.050000000000000044,0.22969382797136195,4.055197747518543,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,5963,3179,7,1.5352818353594861,2.13159273360059,0.021801106825423446,1.0978401570216558,0.6798591313097434,0.835317793057186,0.0028303608272566283,0.11468220694281395,0.07178424159724213,2.3544712718793948,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,3554,1857,7,1.7238322783346063,2.1607363125207564,0.033202025886325266,0.9489287419146355,0.6904895891952729,0.8961733258300506,0.007800097058272892,0.05382667416994935,0.037566009771195584,2.337996470494636,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,79,67,7,0.9943312506274209,0.9181453109010672,0.0,0.2547647739506042,0.9493670886075949,1.0,0.26667759647059486,0.050000000000000044,0.3539709408399969,3.9350590554828697,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,20,15,5,1.8881959937579773,2.493236559497831,0.05,3.4671111535353116,0.35,0.7,0.33268949213700005,0.25,1.0166002152241038,1.5908222749333913,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,1238,872,7,1.1176292344074499,1.7281189334779552,0.0,1.1304878403052572,0.6413570274636511,0.7730210016155089,0.041332464673348945,0.17697899838449105,0.11626643445436573,4.720463600641319,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,58,31,7,1.253550555720385,1.7256043162861747,0.0,0.6863027411592861,0.6724137931034483,0.9655172413793104,0.010275699033551744,0.015517241379310431,0.11316339975119201,1.8975446711450827,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,5329,2955,7,1.375134362887528,1.7390272983582349,0.0,0.8288214144351226,0.6916869956839933,0.9712891724526177,0.008997503546993246,0.021289172452617744,0.06715508718816281,1.7034608850517454,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,3289,1811,7,1.388457526528014,1.513086183692013,0.0,0.9350205191509459,0.6947400425661295,0.9638187899057464,0.012050550429129503,0.013818789905746476,0.03028294039464337,1.5245618910375305,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,280,173,7,1.2245232359539158,1.8630040089734927,0.0,0.7072136758661447,0.6464285714285715,0.9642857142857143,0.03626092070842857,0.014285714285714346,0.11444431970933273,1.828143208739876,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,18,15,5,1.3347058563834002,1.5148161708772145,0.0,0.6877229527231394,0.7222222222222222,0.8888888888888888,0.03953273008522218,0.061111111111111116,0.1376402961577313,2.1405831914774067,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,1339,923,7,1.2515554271886022,1.8129483301049938,0.0,0.6963593560611901,0.6997759522031367,0.9858103061986557,0.017086460066136677,0.03581030619865577,0.11884580340120077,1.8238598686081688,,,,,,,,,,,,
charge_bin,"charge[1000,4000)",charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,,38,26,7,1.3139785993085022,1.7027628800545431,0.0,0.5415859951869662,0.8157894736842105,0.9473684210526315,0.13309998154721048,0.0026315789473684292,0.19804852176920426,2.4892290177617387,,,,,,,,,,,,
charge_bin,"charge[14000,24000)",charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,,5382,2976,7,1.3322966212527636,1.7788371887438947,0.0,0.690572530886034,0.7495354886659235,0.9663693794128577,0.06684599652892342,0.016369379412857765,0.13088094835191574,1.9723619145516942,,,,,,,,,,,,
charge_bin,"charge[24000,40000)",charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,,3243,1805,7,1.446141028241708,1.5203740268925763,0.0,0.8501744013153478,0.742213999383287,0.9565217391304348,0.059524507246286995,0.006521739130434856,0.07195728168712467,1.770988147433003,,,,,,,,,,,,
charge_bin,"charge[4000,8000)",charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,,262,168,7,1.1360279074440462,2.096288208553288,0.0,0.4113238309962577,0.732824427480916,0.9694656488549618,0.050134935343916,0.019465648854961826,0.21942558440087337,2.3359159389398836,,,,,,,,,,,,
charge_bin,"charge[40000,80000)",charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,,18,13,5,1.5185387762341886,1.8347139037563713,0.0,0.7065949415372215,0.8333333333333334,0.9444444444444444,0.15064384119633334,0.005555555555555536,0.14986815173822246,2.4000448543618087,,,,,,,,,,,,
charge_bin,"charge[8000,14000)",charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,,1370,965,7,1.2412814966128898,1.9793303319849385,0.0,0.5435403682648952,0.7262773722627737,0.9737226277372263,0.04358788012577364,0.02372262773722633,0.1745900465327016,2.0436561234159507,,,,,,,,,,,,
