charge_bin,n_cal,scale,fallback,heldout_run,method,alpha,abstention_budget,global_scale,abstention_cutoff,policy
"charge[4000,8000)",233,11.618062569468494,False,60,traditional,0.317310507863,0.0,2.3706652599792855,inf,charge_bin_conformal68_budget0.00
"charge[40000,80000)",23,2.3706652599792855,True,60,traditional,0.317310507863,0.0,2.3706652599792855,inf,charge_bin_conformal68_budget0.00
"charge[8000,14000)",1265,6.27979639739469,False,60,traditional,0.317310507863,0.0,2.3706652599792855,inf,charge_bin_conformal68_budget0.00
"charge[1000,4000)",57,9.905411111493613,False,61,traditional,0.317310507863,0.0,1.9575156975947543,inf,charge_bin_conformal68_budget0.00
"charge[14000,24000)",4575,1.6514305216094796,False,61,traditional,0.317310507863,0.0,1.9575156975947543,inf,charge_bin_conformal68_budget0.00
"charge[24000,40000)",2611,1.8571060131532227,False,61,traditional,0.317310507863,0.0,1.9575156975947543,inf,charge_bin_conformal68_budget0.00
"charge[4000,8000)",210,11.141616943959546,False,61,traditional,0.317310507863,0.0,1.9575156975947543,inf,charge_bin_conformal68_budget0.00
"charge[40000,80000)",23,1.9575156975947543,True,61,traditional,0.317310507863,0.0,1.9575156975947543,inf,charge_bin_conformal68_budget0.00
"charge[8000,14000)",1185,6.0906835091480325,False,61,traditional,0.317310507863,0.0,1.9575156975947543,inf,charge_bin_conformal68_budget0.00
"charge[1000,4000)",52,11.32789029880974,False,62,traditional,0.317310507863,0.0,2.424187907741835,inf,charge_bin_conformal68_budget0.00
"charge[14000,24000)",4678,2.0520588684352896,False,62,traditional,0.317310507863,0.0,2.424187907741835,inf,charge_bin_conformal68_budget0.00
"charge[24000,40000)",2904,2.142215878597171,False,62,traditional,0.317310507863,0.0,2.424187907741835,inf,charge_bin_conformal68_budget0.00
"charge[4000,8000)",231,11.780233981095348,False,62,traditional,0.317310507863,0.0,2.424187907741835,inf,charge_bin_conformal68_budget0.00
"charge[40000,80000)",20,2.424187907741835,True,62,traditional,0.317310507863,0.0,2.424187907741835,inf,charge_bin_conformal68_budget0.00
"charge[8000,14000)",1154,6.633606328775871,False,62,traditional,0.317310507863,0.0,2.424187907741835,inf,charge_bin_conformal68_budget0.00
"charge[1000,4000)",50,10.02640170406896,False,63,traditional,0.317310507863,0.0,2.3496391050371233,inf,charge_bin_conformal68_budget0.00
"charge[14000,24000)",5395,1.9921302478613043,False,63,traditional,0.317310507863,0.0,2.3496391050371233,inf,charge_bin_conformal68_budget0.00
"charge[24000,40000)",3362,2.064960843380642,False,63,traditional,0.317310507863,0.0,2.3496391050371233,inf,charge_bin_conformal68_budget0.00
"charge[4000,8000)",251,11.651854043841144,False,63,traditional,0.317310507863,0.0,2.3496391050371233,inf,charge_bin_conformal68_budget0.00
"charge[40000,80000)",28,2.3496391050371233,True,63,traditional,0.317310507863,0.0,2.3496391050371233,inf,charge_bin_conformal68_budget0.00
"charge[8000,14000)",1264,7.036087739768318,False,63,traditional,0.317310507863,0.0,2.3496391050371233,inf,charge_bin_conformal68_budget0.00
"charge[1000,4000)",54,11.975206282266543,False,65,traditional,0.317310507863,0.0,2.311348118316044,inf,charge_bin_conformal68_budget0.00
"charge[14000,24000)",5884,1.9626796518695655,False,65,traditional,0.317310507863,0.0,2.311348118316044,inf,charge_bin_conformal68_budget0.00
"charge[24000,40000)",3589,2.0440924318191622,False,65,traditional,0.317310507863,0.0,2.311348118316044,inf,charge_bin_conformal68_budget0.00
"charge[4000,8000)",267,11.68109099794659,False,65,traditional,0.317310507863,0.0,2.311348118316044,inf,charge_bin_conformal68_budget0.00
"charge[40000,80000)",30,9.179885766284345,False,65,traditional,0.317310507863,0.0,2.311348118316044,inf,charge_bin_conformal68_budget0.00
"charge[8000,14000)",1438,6.768774561732431,False,65,traditional,0.317310507863,0.0,2.311348118316044,inf,charge_bin_conformal68_budget0.00
"charge[1000,4000)",53,10.66142377269606,False,58,traditional,0.317310507863,0.05,2.2977077315558723,23.287111654103008,charge_bin_conformal68_budget0.05
"charge[14000,24000)",5888,1.958351847519124,False,58,traditional,0.317310507863,0.05,2.2977077315558723,23.287111654103008,charge_bin_conformal68_budget0.05
"charge[24000,40000)",3571,2.0436698891234735,False,58,traditional,0.317310507863,0.05,2.2977077315558723,23.287111654103008,charge_bin_conformal68_budget0.05
"charge[4000,8000)",267,11.68109099794659,False,58,traditional,0.317310507863,0.05,2.2977077315558723,23.287111654103008,charge_bin_conformal68_budget0.05
"charge[40000,80000)",29,2.2977077315558723,True,58,traditional,0.317310507863,0.05,2.2977077315558723,23.287111654103008,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1433,6.5733713103996925,False,58,traditional,0.317310507863,0.05,2.2977077315558723,23.287111654103008,charge_bin_conformal68_budget0.05
"charge[1000,4000)",52,11.771288988049909,False,59,traditional,0.317310507863,0.05,2.428144663799447,19.499563489640853,charge_bin_conformal68_budget0.05
"charge[14000,24000)",4649,2.0931956243083882,False,59,traditional,0.317310507863,0.05,2.428144663799447,19.499563489640853,charge_bin_conformal68_budget0.05
"charge[24000,40000)",3105,2.0644585266535285,False,59,traditional,0.317310507863,0.05,2.428144663799447,19.499563489640853,charge_bin_conformal68_budget0.05
"charge[4000,8000)",251,11.666626154356075,False,59,traditional,0.317310507863,0.05,2.428144663799447,19.499563489640853,charge_bin_conformal68_budget0.05
"charge[40000,80000)",27,2.428144663799447,True,59,traditional,0.317310507863,0.05,2.428144663799447,19.499563489640853,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1087,7.370782513552411,False,59,traditional,0.317310507863,0.05,2.428144663799447,19.499563489640853,charge_bin_conformal68_budget0.05
"charge[1000,4000)",42,12.105405890024224,False,60,traditional,0.317310507863,0.05,2.3706652599792855,13.22935596751087,charge_bin_conformal68_budget0.05
"charge[14000,24000)",4871,2.042873364833431,False,60,traditional,0.317310507863,0.05,2.3706652599792855,13.22935596751087,charge_bin_conformal68_budget0.05
"charge[24000,40000)",2602,2.057658084287547,False,60,traditional,0.317310507863,0.05,2.3706652599792855,13.22935596751087,charge_bin_conformal68_budget0.05
"charge[4000,8000)",233,11.618062569468494,False,60,traditional,0.317310507863,0.05,2.3706652599792855,13.22935596751087,charge_bin_conformal68_budget0.05
"charge[40000,80000)",23,2.3706652599792855,True,60,traditional,0.317310507863,0.05,2.3706652599792855,13.22935596751087,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1265,6.27979639739469,False,60,traditional,0.317310507863,0.05,2.3706652599792855,13.22935596751087,charge_bin_conformal68_budget0.05
"charge[1000,4000)",57,9.905411111493613,False,61,traditional,0.317310507863,0.05,1.9575156975947543,17.40862173682588,charge_bin_conformal68_budget0.05
"charge[14000,24000)",4575,1.6514305216094796,False,61,traditional,0.317310507863,0.05,1.9575156975947543,17.40862173682588,charge_bin_conformal68_budget0.05
"charge[24000,40000)",2611,1.8571060131532227,False,61,traditional,0.317310507863,0.05,1.9575156975947543,17.40862173682588,charge_bin_conformal68_budget0.05
"charge[4000,8000)",210,11.141616943959546,False,61,traditional,0.317310507863,0.05,1.9575156975947543,17.40862173682588,charge_bin_conformal68_budget0.05
"charge[40000,80000)",23,1.9575156975947543,True,61,traditional,0.317310507863,0.05,1.9575156975947543,17.40862173682588,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1185,6.0906835091480325,False,61,traditional,0.317310507863,0.05,1.9575156975947543,17.40862173682588,charge_bin_conformal68_budget0.05
"charge[1000,4000)",52,11.32789029880974,False,62,traditional,0.317310507863,0.05,2.424187907741835,16.53668973704468,charge_bin_conformal68_budget0.05
"charge[14000,24000)",4678,2.0520588684352896,False,62,traditional,0.317310507863,0.05,2.424187907741835,16.53668973704468,charge_bin_conformal68_budget0.05
"charge[24000,40000)",2904,2.142215878597171,False,62,traditional,0.317310507863,0.05,2.424187907741835,16.53668973704468,charge_bin_conformal68_budget0.05
"charge[4000,8000)",231,11.780233981095348,False,62,traditional,0.317310507863,0.05,2.424187907741835,16.53668973704468,charge_bin_conformal68_budget0.05
"charge[40000,80000)",20,2.424187907741835,True,62,traditional,0.317310507863,0.05,2.424187907741835,16.53668973704468,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1154,6.633606328775871,False,62,traditional,0.317310507863,0.05,2.424187907741835,16.53668973704468,charge_bin_conformal68_budget0.05
"charge[1000,4000)",50,10.02640170406896,False,63,traditional,0.317310507863,0.05,2.3496391050371233,19.861143764705606,charge_bin_conformal68_budget0.05
"charge[14000,24000)",5395,1.9921302478613043,False,63,traditional,0.317310507863,0.05,2.3496391050371233,19.861143764705606,charge_bin_conformal68_budget0.05
"charge[24000,40000)",3362,2.064960843380642,False,63,traditional,0.317310507863,0.05,2.3496391050371233,19.861143764705606,charge_bin_conformal68_budget0.05
"charge[4000,8000)",251,11.651854043841144,False,63,traditional,0.317310507863,0.05,2.3496391050371233,19.861143764705606,charge_bin_conformal68_budget0.05
"charge[40000,80000)",28,2.3496391050371233,True,63,traditional,0.317310507863,0.05,2.3496391050371233,19.861143764705606,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1264,7.036087739768318,False,63,traditional,0.317310507863,0.05,2.3496391050371233,19.861143764705606,charge_bin_conformal68_budget0.05
"charge[1000,4000)",54,11.975206282266543,False,65,traditional,0.317310507863,0.05,2.311348118316044,24.979760751933878,charge_bin_conformal68_budget0.05
"charge[14000,24000)",5884,1.9626796518695655,False,65,traditional,0.317310507863,0.05,2.311348118316044,24.979760751933878,charge_bin_conformal68_budget0.05
"charge[24000,40000)",3589,2.0440924318191622,False,65,traditional,0.317310507863,0.05,2.311348118316044,24.979760751933878,charge_bin_conformal68_budget0.05
"charge[4000,8000)",267,11.68109099794659,False,65,traditional,0.317310507863,0.05,2.311348118316044,24.979760751933878,charge_bin_conformal68_budget0.05
"charge[40000,80000)",30,9.179885766284345,False,65,traditional,0.317310507863,0.05,2.311348118316044,24.979760751933878,charge_bin_conformal68_budget0.05
"charge[8000,14000)",1438,6.768774561732431,False,65,traditional,0.317310507863,0.05,2.311348118316044,24.979760751933878,charge_bin_conformal68_budget0.05
"charge[1000,4000)",53,10.66142377269606,False,58,traditional,0.317310507863,0.1,2.2977077315558723,16.452992225990275,charge_bin_conformal68_budget0.10
"charge[14000,24000)",5888,1.958351847519124,False,58,traditional,0.317310507863,0.1,2.2977077315558723,16.452992225990275,charge_bin_conformal68_budget0.10
"charge[24000,40000)",3571,2.0436698891234735,False,58,traditional,0.317310507863,0.1,2.2977077315558723,16.452992225990275,charge_bin_conformal68_budget0.10
"charge[4000,8000)",267,11.68109099794659,False,58,traditional,0.317310507863,0.1,2.2977077315558723,16.452992225990275,charge_bin_conformal68_budget0.10
"charge[40000,80000)",29,2.2977077315558723,True,58,traditional,0.317310507863,0.1,2.2977077315558723,16.452992225990275,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1433,6.5733713103996925,False,58,traditional,0.317310507863,0.1,2.2977077315558723,16.452992225990275,charge_bin_conformal68_budget0.10
"charge[1000,4000)",52,11.771288988049909,False,59,traditional,0.317310507863,0.1,2.428144663799447,15.307573943377454,charge_bin_conformal68_budget0.10
"charge[14000,24000)",4649,2.0931956243083882,False,59,traditional,0.317310507863,0.1,2.428144663799447,15.307573943377454,charge_bin_conformal68_budget0.10
"charge[24000,40000)",3105,2.0644585266535285,False,59,traditional,0.317310507863,0.1,2.428144663799447,15.307573943377454,charge_bin_conformal68_budget0.10
"charge[4000,8000)",251,11.666626154356075,False,59,traditional,0.317310507863,0.1,2.428144663799447,15.307573943377454,charge_bin_conformal68_budget0.10
"charge[40000,80000)",27,2.428144663799447,True,59,traditional,0.317310507863,0.1,2.428144663799447,15.307573943377454,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1087,7.370782513552411,False,59,traditional,0.317310507863,0.1,2.428144663799447,15.307573943377454,charge_bin_conformal68_budget0.10
"charge[1000,4000)",42,12.105405890024224,False,60,traditional,0.317310507863,0.1,2.3706652599792855,9.948423974900287,charge_bin_conformal68_budget0.10
"charge[14000,24000)",4871,2.042873364833431,False,60,traditional,0.317310507863,0.1,2.3706652599792855,9.948423974900287,charge_bin_conformal68_budget0.10
"charge[24000,40000)",2602,2.057658084287547,False,60,traditional,0.317310507863,0.1,2.3706652599792855,9.948423974900287,charge_bin_conformal68_budget0.10
"charge[4000,8000)",233,11.618062569468494,False,60,traditional,0.317310507863,0.1,2.3706652599792855,9.948423974900287,charge_bin_conformal68_budget0.10
"charge[40000,80000)",23,2.3706652599792855,True,60,traditional,0.317310507863,0.1,2.3706652599792855,9.948423974900287,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1265,6.27979639739469,False,60,traditional,0.317310507863,0.1,2.3706652599792855,9.948423974900287,charge_bin_conformal68_budget0.10
"charge[1000,4000)",57,9.905411111493613,False,61,traditional,0.317310507863,0.1,1.9575156975947543,13.296363749897521,charge_bin_conformal68_budget0.10
"charge[14000,24000)",4575,1.6514305216094796,False,61,traditional,0.317310507863,0.1,1.9575156975947543,13.296363749897521,charge_bin_conformal68_budget0.10
"charge[24000,40000)",2611,1.8571060131532227,False,61,traditional,0.317310507863,0.1,1.9575156975947543,13.296363749897521,charge_bin_conformal68_budget0.10
"charge[4000,8000)",210,11.141616943959546,False,61,traditional,0.317310507863,0.1,1.9575156975947543,13.296363749897521,charge_bin_conformal68_budget0.10
"charge[40000,80000)",23,1.9575156975947543,True,61,traditional,0.317310507863,0.1,1.9575156975947543,13.296363749897521,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1185,6.0906835091480325,False,61,traditional,0.317310507863,0.1,1.9575156975947543,13.296363749897521,charge_bin_conformal68_budget0.10
"charge[1000,4000)",52,11.32789029880974,False,62,traditional,0.317310507863,0.1,2.424187907741835,13.318735941784738,charge_bin_conformal68_budget0.10
"charge[14000,24000)",4678,2.0520588684352896,False,62,traditional,0.317310507863,0.1,2.424187907741835,13.318735941784738,charge_bin_conformal68_budget0.10
"charge[24000,40000)",2904,2.142215878597171,False,62,traditional,0.317310507863,0.1,2.424187907741835,13.318735941784738,charge_bin_conformal68_budget0.10
"charge[4000,8000)",231,11.780233981095348,False,62,traditional,0.317310507863,0.1,2.424187907741835,13.318735941784738,charge_bin_conformal68_budget0.10
"charge[40000,80000)",20,2.424187907741835,True,62,traditional,0.317310507863,0.1,2.424187907741835,13.318735941784738,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1154,6.633606328775871,False,62,traditional,0.317310507863,0.1,2.424187907741835,13.318735941784738,charge_bin_conformal68_budget0.10
"charge[1000,4000)",50,10.02640170406896,False,63,traditional,0.317310507863,0.1,2.3496391050371233,14.72974516541965,charge_bin_conformal68_budget0.10
"charge[14000,24000)",5395,1.9921302478613043,False,63,traditional,0.317310507863,0.1,2.3496391050371233,14.72974516541965,charge_bin_conformal68_budget0.10
"charge[24000,40000)",3362,2.064960843380642,False,63,traditional,0.317310507863,0.1,2.3496391050371233,14.72974516541965,charge_bin_conformal68_budget0.10
"charge[4000,8000)",251,11.651854043841144,False,63,traditional,0.317310507863,0.1,2.3496391050371233,14.72974516541965,charge_bin_conformal68_budget0.10
"charge[40000,80000)",28,2.3496391050371233,True,63,traditional,0.317310507863,0.1,2.3496391050371233,14.72974516541965,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1264,7.036087739768318,False,63,traditional,0.317310507863,0.1,2.3496391050371233,14.72974516541965,charge_bin_conformal68_budget0.10
"charge[1000,4000)",54,11.975206282266543,False,65,traditional,0.317310507863,0.1,2.311348118316044,18.79084870188679,charge_bin_conformal68_budget0.10
"charge[14000,24000)",5884,1.9626796518695655,False,65,traditional,0.317310507863,0.1,2.311348118316044,18.79084870188679,charge_bin_conformal68_budget0.10
"charge[24000,40000)",3589,2.0440924318191622,False,65,traditional,0.317310507863,0.1,2.311348118316044,18.79084870188679,charge_bin_conformal68_budget0.10
"charge[4000,8000)",267,11.68109099794659,False,65,traditional,0.317310507863,0.1,2.311348118316044,18.79084870188679,charge_bin_conformal68_budget0.10
"charge[40000,80000)",30,9.179885766284345,False,65,traditional,0.317310507863,0.1,2.311348118316044,18.79084870188679,charge_bin_conformal68_budget0.10
"charge[8000,14000)",1438,6.768774561732431,False,65,traditional,0.317310507863,0.1,2.311348118316044,18.79084870188679,charge_bin_conformal68_budget0.10
"charge[1000,4000)",53,10.66142377269606,False,58,traditional,0.317310507863,0.2,2.2977077315558723,11.891347402670126,charge_bin_conformal68_budget0.20
"charge[14000,24000)",5888,1.958351847519124,False,58,traditional,0.317310507863,0.2,2.2977077315558723,11.891347402670126,charge_bin_conformal68_budget0.20
"charge[24000,40000)",3571,2.0436698891234735,False,58,traditional,0.317310507863,0.2,2.2977077315558723,11.891347402670126,charge_bin_conformal68_budget0.20
"charge[4000,8000)",267,11.68109099794659,False,58,traditional,0.317310507863,0.2,2.2977077315558723,11.891347402670126,charge_bin_conformal68_budget0.20
"charge[40000,80000)",29,2.2977077315558723,True,58,traditional,0.317310507863,0.2,2.2977077315558723,11.891347402670126,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1433,6.5733713103996925,False,58,traditional,0.317310507863,0.2,2.2977077315558723,11.891347402670126,charge_bin_conformal68_budget0.20
"charge[1000,4000)",52,11.771288988049909,False,59,traditional,0.317310507863,0.2,2.428144663799447,6.890138024746849,charge_bin_conformal68_budget0.20
"charge[14000,24000)",4649,2.0931956243083882,False,59,traditional,0.317310507863,0.2,2.428144663799447,6.890138024746849,charge_bin_conformal68_budget0.20
"charge[24000,40000)",3105,2.0644585266535285,False,59,traditional,0.317310507863,0.2,2.428144663799447,6.890138024746849,charge_bin_conformal68_budget0.20
"charge[4000,8000)",251,11.666626154356075,False,59,traditional,0.317310507863,0.2,2.428144663799447,6.890138024746849,charge_bin_conformal68_budget0.20
"charge[40000,80000)",27,2.428144663799447,True,59,traditional,0.317310507863,0.2,2.428144663799447,6.890138024746849,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1087,7.370782513552411,False,59,traditional,0.317310507863,0.2,2.428144663799447,6.890138024746849,charge_bin_conformal68_budget0.20
"charge[1000,4000)",42,12.105405890024224,False,60,traditional,0.317310507863,0.2,2.3706652599792855,5.7841123201714835,charge_bin_conformal68_budget0.20
"charge[14000,24000)",4871,2.042873364833431,False,60,traditional,0.317310507863,0.2,2.3706652599792855,5.7841123201714835,charge_bin_conformal68_budget0.20
"charge[24000,40000)",2602,2.057658084287547,False,60,traditional,0.317310507863,0.2,2.3706652599792855,5.7841123201714835,charge_bin_conformal68_budget0.20
"charge[4000,8000)",233,11.618062569468494,False,60,traditional,0.317310507863,0.2,2.3706652599792855,5.7841123201714835,charge_bin_conformal68_budget0.20
"charge[40000,80000)",23,2.3706652599792855,True,60,traditional,0.317310507863,0.2,2.3706652599792855,5.7841123201714835,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1265,6.27979639739469,False,60,traditional,0.317310507863,0.2,2.3706652599792855,5.7841123201714835,charge_bin_conformal68_budget0.20
"charge[1000,4000)",57,9.905411111493613,False,61,traditional,0.317310507863,0.2,1.9575156975947543,7.817673060315283,charge_bin_conformal68_budget0.20
"charge[14000,24000)",4575,1.6514305216094796,False,61,traditional,0.317310507863,0.2,1.9575156975947543,7.817673060315283,charge_bin_conformal68_budget0.20
"charge[24000,40000)",2611,1.8571060131532227,False,61,traditional,0.317310507863,0.2,1.9575156975947543,7.817673060315283,charge_bin_conformal68_budget0.20
"charge[4000,8000)",210,11.141616943959546,False,61,traditional,0.317310507863,0.2,1.9575156975947543,7.817673060315283,charge_bin_conformal68_budget0.20
"charge[40000,80000)",23,1.9575156975947543,True,61,traditional,0.317310507863,0.2,1.9575156975947543,7.817673060315283,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1185,6.0906835091480325,False,61,traditional,0.317310507863,0.2,1.9575156975947543,7.817673060315283,charge_bin_conformal68_budget0.20
"charge[1000,4000)",52,11.32789029880974,False,62,traditional,0.317310507863,0.2,2.424187907741835,6.283368668688354,charge_bin_conformal68_budget0.20
"charge[14000,24000)",4678,2.0520588684352896,False,62,traditional,0.317310507863,0.2,2.424187907741835,6.283368668688354,charge_bin_conformal68_budget0.20
"charge[24000,40000)",2904,2.142215878597171,False,62,traditional,0.317310507863,0.2,2.424187907741835,6.283368668688354,charge_bin_conformal68_budget0.20
"charge[4000,8000)",231,11.780233981095348,False,62,traditional,0.317310507863,0.2,2.424187907741835,6.283368668688354,charge_bin_conformal68_budget0.20
"charge[40000,80000)",20,2.424187907741835,True,62,traditional,0.317310507863,0.2,2.424187907741835,6.283368668688354,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1154,6.633606328775871,False,62,traditional,0.317310507863,0.2,2.424187907741835,6.283368668688354,charge_bin_conformal68_budget0.20
"charge[1000,4000)",50,10.02640170406896,False,63,traditional,0.317310507863,0.2,2.3496391050371233,7.21622264388027,charge_bin_conformal68_budget0.20
"charge[14000,24000)",5395,1.9921302478613043,False,63,traditional,0.317310507863,0.2,2.3496391050371233,7.21622264388027,charge_bin_conformal68_budget0.20
"charge[24000,40000)",3362,2.064960843380642,False,63,traditional,0.317310507863,0.2,2.3496391050371233,7.21622264388027,charge_bin_conformal68_budget0.20
"charge[4000,8000)",251,11.651854043841144,False,63,traditional,0.317310507863,0.2,2.3496391050371233,7.21622264388027,charge_bin_conformal68_budget0.20
"charge[40000,80000)",28,2.3496391050371233,True,63,traditional,0.317310507863,0.2,2.3496391050371233,7.21622264388027,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1264,7.036087739768318,False,63,traditional,0.317310507863,0.2,2.3496391050371233,7.21622264388027,charge_bin_conformal68_budget0.20
"charge[1000,4000)",54,11.975206282266543,False,65,traditional,0.317310507863,0.2,2.311348118316044,10.860851014353031,charge_bin_conformal68_budget0.20
"charge[14000,24000)",5884,1.9626796518695655,False,65,traditional,0.317310507863,0.2,2.311348118316044,10.860851014353031,charge_bin_conformal68_budget0.20
"charge[24000,40000)",3589,2.0440924318191622,False,65,traditional,0.317310507863,0.2,2.311348118316044,10.860851014353031,charge_bin_conformal68_budget0.20
"charge[4000,8000)",267,11.68109099794659,False,65,traditional,0.317310507863,0.2,2.311348118316044,10.860851014353031,charge_bin_conformal68_budget0.20
"charge[40000,80000)",30,9.179885766284345,False,65,traditional,0.317310507863,0.2,2.311348118316044,10.860851014353031,charge_bin_conformal68_budget0.20
"charge[8000,14000)",1438,6.768774561732431,False,65,traditional,0.317310507863,0.2,2.311348118316044,10.860851014353031,charge_bin_conformal68_budget0.20
"charge[1000,4000)",53,17.038910166352135,False,58,traditional,0.05,0.0,15.653494397308004,inf,charge_bin_conformal95_budget0.00
"charge[14000,24000)",5888,15.099890021097785,False,58,traditional,0.05,0.0,15.653494397308004,inf,charge_bin_conformal95_budget0.00
"charge[24000,40000)",3571,6.357749007284312,False,58,traditional,0.05,0.0,15.653494397308004,inf,charge_bin_conformal95_budget0.00
"charge[4000,8000)",267,18.25763187776521,False,58,traditional,0.05,0.0,15.653494397308004,inf,charge_bin_conformal95_budget0.00
"charge[40000,80000)",29,15.653494397308004,True,58,traditional,0.05,0.0,15.653494397308004,inf,charge_bin_conformal95_budget0.00
"charge[8000,14000)",1433,18.05743290870794,False,58,traditional,0.05,0.0,15.653494397308004,inf,charge_bin_conformal95_budget0.00
"charge[1000,4000)",52,17.25470295334041,False,59,traditional,0.05,0.0,15.843481683965239,inf,charge_bin_conformal95_budget0.00
"charge[14000,24000)",4649,15.284435208747446,False,59,traditional,0.05,0.0,15.843481683965239,inf,charge_bin_conformal95_budget0.00
"charge[24000,40000)",3105,6.397112145339043,False,59,traditional,0.05,0.0,15.843481683965239,inf,charge_bin_conformal95_budget0.00
"charge[4000,8000)",251,18.268193416544765,False,59,traditional,0.05,0.0,15.843481683965239,inf,charge_bin_conformal95_budget0.00
"charge[40000,80000)",27,15.843481683965239,True,59,traditional,0.05,0.0,15.843481683965239,inf,charge_bin_conformal95_budget0.00
"charge[8000,14000)",1087,18.169595445549387,False,59,traditional,0.05,0.0,15.843481683965239,inf,charge_bin_conformal95_budget0.00
"charge[1000,4000)",42,17.726942509355673,False,60,traditional,0.05,0.0,15.576096292649947,inf,charge_bin_conformal95_budget0.00
"charge[14000,24000)",4871,14.838056963009025,False,60,traditional,0.05,0.0,15.576096292649947,inf,charge_bin_conformal95_budget0.00
"charge[24000,40000)",2602,5.917531445201265,False,60,traditional,0.05,0.0,15.576096292649947,inf,charge_bin_conformal95_budget0.00
"charge[4000,8000)",233,18.51296423294171,False,60,traditional,0.05,0.0,15.576096292649947,inf,charge_bin_conformal95_budget0.00
"charge[40000,80000)",23,15.576096292649947,True,60,traditional,0.05,0.0,15.576096292649947,inf,charge_bin_conformal95_budget0.00
"charge[8000,14000)",1265,18.1181789327395,False,60,traditional,0.05,0.0,15.576096292649947,inf,charge_bin_conformal95_budget0.00
"charge[1000,4000)",57,17.01961207720015,False,61,traditional,0.05,0.0,15.16142730949124,inf,charge_bin_conformal95_budget0.00
"charge[14000,24000)",4575,14.629501999639697,False,61,traditional,0.05,0.0,15.16142730949124,inf,charge_bin_conformal95_budget0.00
"charge[24000,40000)",2611,6.3801776418219145,False,61,traditional,0.05,0.0,15.16142730949124,inf,charge_bin_conformal95_budget0.00
"charge[4000,8000)",210,17.047027398220468,False,61,traditional,0.05,0.0,15.16142730949124,inf,charge_bin_conformal95_budget0.00
"charge[40000,80000)",23,15.16142730949124,True,61,traditional,0.05,0.0,15.16142730949124,inf,charge_bin_conformal95_budget0.00
"charge[8000,14000)",1185,16.684125556875404,False,61,traditional,0.05,0.0,15.16142730949124,inf,charge_bin_conformal95_budget0.00
