dimension,stratum,policy,method,method_label,accepted_fraction,n,n_events,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_loss,mean_sigma_hat_ns,calibration_loss_ci_low,coverage68_ci_low,coverage95_ci_low,pull_width68_ci_low,sigma68_ns_ci_low,tail_frac_abs_gt5ns_ci_low,calibration_loss_ci_high,coverage68_ci_high,coverage95_ci_high,pull_width68_ci_high,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_high
run,58,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,219,73,1,1.4039555478213432,2.6471602819037408,0.0182648401826484,0.8792947374190894,0.6301369863013698,0.9817351598173516,0.0525525058356302,0.031735159817351644,0.06833097607796416,1.8606822829992578,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,2289,763,1,1.4608511677820182,2.696748357173367,0.014416775884665793,0.8651319592103193,0.6308431629532547,0.9654871122761031,0.05184632918374532,0.01548711227610311,0.06740049408317639,1.8036032585668165,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,2424,808,1,1.3738857922491532,2.4464820610486835,0.014026402640264026,0.7393022777693512,0.7863036303630363,0.9715346534653465,0.10361413822603627,0.021534653465346554,0.1286155046406772,2.0410673661451293,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,2799,933,1,1.86024403408094,3.0508301513951057,0.02965344765987853,1.0433765929301115,0.4955341193283315,0.9421221864951769,0.1871553728086685,0.007877813504823084,0.07946992641453438,2.000482693670935,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,2421,807,1,1.4473126984541544,2.701217100502907,0.011565468814539447,0.7590484167677719,0.7893432465923172,0.9789343246592317,0.10665375445531722,0.028934324659231736,0.12551322078225902,2.186834718735959,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,1110,370,1,1.3404231889318217,2.589172390556064,0.018018018018018018,0.7362915752030886,0.7387387387387387,0.9738738738738739,0.05604924660173871,0.023873873873873963,0.11454384842417469,1.9229441743577398,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.00,cnn1d,1D-CNN residual scale model,,198,66,1,1.4547422594666517,1.972202886780474,0.010101010101010102,0.883151058572575,0.6717171717171717,0.9797979797979798,0.010972320419828319,0.029797979797979823,0.0525397472150777,1.767030870734433,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,219,73,1,1.4616986823631595,2.9149066149606075,0.0228310502283105,0.740930577105537,0.6712328767123288,0.9680365296803652,0.011456615424671246,0.018036529680365287,0.09618752266649984,2.1061290313606262,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,2289,763,1,1.449954031665229,2.441075156885455,0.013543031891655745,0.7996332528818202,0.673219746614242,0.9506334643949322,0.009469745522758033,0.0006334643949322816,0.07015665234529005,1.8729253855020436,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,2424,808,1,1.3859876921461796,2.3823980955426625,0.02103960396039604,0.7079592617808022,0.7508250825082509,0.9653465346534653,0.06813559037125083,0.01534653465346536,0.12517428774797135,2.0992305047630433,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,2799,933,1,1.9275565211044423,3.055737722053301,0.03751339764201501,1.1513822863533003,0.4855305466237942,0.8460164344408717,0.19715894551320584,0.10398356555912824,0.15084159914187814,1.8057777434347124,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,2421,807,1,1.4706176246548182,2.670499432049497,0.01321767864518794,0.6581771255799644,0.7955390334572491,0.9681949607600165,0.11284954132024905,0.018194960760016587,0.15762245883343373,2.3588508601624554,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,1110,370,1,1.4293823911254206,2.3754833070982264,0.014414414414414415,0.6862496221242101,0.7702702702702703,0.9702702702702702,0.08758077813327025,0.020270270270270285,0.1405338087597768,2.2382743251485637,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,,198,66,1,1.4532458185519155,2.009906270408311,0.010101010101010102,0.5825653129805477,0.7575757575757576,0.9646464646464646,0.07488626543875754,0.014646464646464685,0.16898913903489152,2.111706427285892,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,219,73,1,1.6339445465206723,2.765166677543108,0.0182648401826484,0.741741265776349,0.6118721461187214,0.954337899543379,0.0708173460182786,0.004337899543379042,0.11113799326176954,2.1929245381519893,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,2289,763,1,1.5275712609098593,2.658536790112192,0.013979903888160769,0.7889204598620312,0.6950633464394932,0.9480122324159022,0.012373854302493159,0.0019877675840977993,0.0751470540081866,2.0382670279984385,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,2424,808,1,1.551666383560403,2.5009290499557686,0.019389438943894388,0.7774247949907789,0.7004950495049505,0.9525577557755776,0.01780555736795042,0.002557755775577597,0.08097950605091637,2.162726299226786,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,2799,933,1,1.8756360570088941,3.1081410632849304,0.03572704537334762,1.0126971429959415,0.5251875669882101,0.909967845659164,0.1575019251487899,0.04003215434083596,0.07007707416185578,1.9834575557946672,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,2421,807,1,1.6085161822173086,2.6917834341119913,0.017761255679471292,0.7179622465646398,0.7703428335398596,0.966542750929368,0.08765334140285952,0.016542750929368077,0.1287446152558626,2.5246315516082443,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,1110,370,1,1.5148343668541755,2.5751903689736344,0.017117117117117116,0.6555247164284542,0.7801801801801802,0.9684684684684685,0.09749068804318017,0.018468468468468502,0.15347814669439816,2.3906309728749267,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.00,mlp,MLP residual scale model,,198,66,1,1.606488103353983,2.0684247565283864,0.010101010101010102,0.716974506933135,0.7474747474747475,0.9494949494949495,0.06478525533774748,0.0005050505050504528,0.11610526630322097,2.2130103736162106,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,219,73,1,1.444963991653738,2.864119794418784,0.0182648401826484,0.8925468926437845,0.593607305936073,0.9863013698630136,0.089082186200927,0.03630136986301369,0.07761222114005206,2.003548110181395,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2289,763,1,1.4551668344494617,2.6193730478106803,0.012232415902140673,0.9315931380697365,0.6797728265618174,0.962865880297073,0.0029166655751826642,0.012865880297073029,0.02806313593417305,1.880527060790824,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2424,808,1,1.3166927928106096,2.4258743530686764,0.012376237623762377,0.7608159248025593,0.7244224422442245,0.9731848184818482,0.04173295010722444,0.02318481848184828,0.10136728126217114,1.888890076839157,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2799,933,1,1.7710332922433571,3.11877311998294,0.02465166130760986,0.9020672414466757,0.5616291532690246,0.9717756341550554,0.1210603388679754,0.021775634155055457,0.08025624385878505,2.0338821375222036,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2421,807,1,1.4410042893076662,2.6287609761186124,0.008261049153242462,0.7932831354046482,0.7765386204047914,0.9624122263527468,0.09384912826779135,0.012412226352746858,0.10432607307196333,2.071156341660107,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,1110,370,1,1.4780787022184088,2.5785538242126407,0.02072072072072072,0.8977475520883538,0.6576576576576577,0.9702702702702702,0.02503183447934232,0.020270270270270285,0.049184850887086275,2.0186939951500897,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,198,66,1,1.5222827683138629,1.9978506570623906,0.005050505050505051,0.7875817523637274,0.797979797979798,0.9949494949494949,0.11529030584279798,0.04494949494949496,0.12421934947618851,2.013576600372569,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,219,73,1,1.3432764816401601,2.3691185778934556,0.0182648401826484,0.7058144542556358,0.6255707762557078,0.9634703196347032,0.05711871588129225,0.013470319634703243,0.12159152708678655,1.8758007004322037,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,2289,763,1,1.5061781009973858,2.645565238192649,0.01616426387068589,0.8520876864118128,0.6290956749672346,0.947138488422892,0.05359381716976541,0.0028615115771079003,0.06812254744502018,1.8350673169688034,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,2424,808,1,1.4042479283503588,2.5760818671295347,0.019389438943894388,0.6628900114987064,0.7508250825082509,0.9723597359735974,0.06813559037125083,0.022359735973597417,0.14253510494871394,2.2167066008054923,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,2799,933,1,2.0680650027088747,3.375651054626885,0.06037870668095748,1.0043161951862434,0.4630225080385852,0.8788853161843515,0.21966698409841484,0.07111468381564845,0.09836595436676888,1.9075666761853827,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,2421,807,1,1.500270736808412,2.7418524767286847,0.01486988847583643,0.5998824966813705,0.8265179677819083,0.9772821148285832,0.1438284756449083,0.027282114828583226,0.19040936459737368,2.5333838006242964,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,1110,370,1,1.4392275144807094,2.682364707149087,0.018018018018018018,0.6448929009858251,0.8135135135135135,0.9693693693693693,0.1308240213765135,0.019369369369369394,0.16843349658668594,2.365451574866108,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,,198,66,1,1.4421521832672937,1.9070294164807946,0.005050505050505051,0.6865884279189312,0.696969696969697,0.9595959595959596,0.014280204832696985,0.009595959595959602,0.1124292455032418,1.959993077422544,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,219,73,1,1.1874833645739167,2.8600039707443834,0.0182648401826484,1.0182840591538047,0.6666666666666666,0.8356164383561644,0.0160228254703334,0.11438356164383556,0.04956348208932456,2.708186661996985,,,,,,,,,,,,
