dimension,stratum,policy,method,method_label,accepted_fraction,n,n_events,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_loss,mean_sigma_hat_ns,calibration_loss_ci_low,coverage68_ci_low,coverage95_ci_low,pull_width68_ci_low,sigma68_ns_ci_low,tail_frac_abs_gt5ns_ci_low,calibration_loss_ci_high,coverage68_ci_high,coverage95_ci_high,pull_width68_ci_high,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_high
run,59,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,2289,763,1,1.4587081303487366,2.706812599758727,0.020969855832241154,0.8221772176748178,0.7684578418523372,0.8855395369156837,0.0857683497153372,0.0644604630843163,0.10935053170827858,3.38348344575868,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,2424,808,1,1.3437044382667396,2.633764552507721,0.018151815181518153,0.9131991720557714,0.7161716171617162,0.860973597359736,0.03348212502471615,0.08902640264026396,0.06976978520306958,2.4995415560970993,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,2799,933,1,2.1299643935400336,3.546696802027946,0.08252947481243302,1.3489157672597336,0.46123615576991783,0.7588424437299035,0.2214533363670822,0.19115755627009645,0.25384221996563744,2.115727501039425,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,2421,807,1,1.4690048724299039,2.806253226406497,0.014456836018174308,0.8048227242175967,0.7546468401486989,0.8777364725320116,0.07195734801169884,0.07226352746798836,0.1131327170873635,2.926895861168128,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,1110,370,1,1.3913214606535784,2.81876527189931,0.01891891891891892,0.7601943575728055,0.7522522522522522,0.8837837837837837,0.0695627601152522,0.0662162162162162,0.1251948729195543,3.2008184815151037,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,,198,66,1,1.494640076269676,1.9871215470585937,0.015151515151515152,0.7201057205838185,0.7626262626262627,0.8737373737373737,0.07993677048926262,0.07626262626262625,0.14536455872269013,3.4820475808981857,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,208,73,1,1.366205187072519,1.7633760145237756,0.0,0.8735820163036432,0.6490384615384616,0.9903846153846154,0.03365103059853847,0.04038461538461546,0.06681787655983691,1.7243214058393312,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,2174,763,1,1.3965401172445464,1.7471429713774402,0.0,0.8695076142090357,0.6444342226310947,0.9710211591536339,0.0382552695059053,0.021021159153633895,0.06325627148350117,1.6311290318854381,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,2302,807,1,1.3040489826139907,1.6549932864558985,0.0,0.7367456611336578,0.7966985230234579,0.974370112945265,0.11400903088645786,0.024370112945265032,0.1338778275660217,1.8153521996208626,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,2659,932,1,1.7315915515715885,2.1396464667224984,0.0,1.046578364352896,0.5039488529522377,0.9488529522376833,0.17874063918476235,0.0011470477623166664,0.07548868376665836,1.8204237176383318,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,2300,806,1,1.372174674782465,1.7120742962239117,0.0,0.7630872630419672,0.7943478260869565,0.9830434782608696,0.1116583339499565,0.03304347826086962,0.12720484972295298,1.8106766921021336,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,1054,368,1,1.281378098256466,1.656138127271944,0.0,0.7364749594539886,0.74573055028463,0.9772296015180265,0.06304105814762995,0.027229601518026558,0.11793190007055598,1.6658573443205607,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.05,cnn1d,1D-CNN residual scale model,,188,66,1,1.4165010334995498,1.7682475833786109,0.0,0.9088096197117022,0.6914893617021277,0.9787234042553191,0.008799869565127683,0.028723404255319163,0.042904551369581566,1.654895704100133,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,208,73,1,1.403482150140914,1.9214832751611162,0.0,0.7172384300663226,0.6971153846153846,0.9855769230769231,0.01442589247838455,0.03557692307692317,0.11092146182966171,2.031599981586342,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,2174,762,1,1.3687311981001156,1.7422794647473538,0.0,0.7510498521709895,0.703311867525299,0.9696412143514259,0.02062237538829892,0.019641214351425962,0.09640457918957845,1.7714620777458205,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,2302,806,1,1.3121366928478992,1.6753911865615156,0.0,0.6626279725551113,0.7849695916594266,0.977845351867941,0.10228009952242656,0.027845351867941015,0.15583249294508542,1.9913229943702606,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,2659,931,1,1.8096477805128939,2.292434016207303,0.0,1.1025393613050256,0.5073335840541557,0.8800300864986838,0.1753559080828443,0.0699699135013162,0.11595506096306203,1.7176106469101433,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,2300,804,1,1.3938904775507492,1.758995073695878,0.0,0.6376252794146048,0.8356521739130435,0.9747826086956521,0.15296268177604344,0.024782608695652186,0.18004000368569695,2.277963738700473,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,1054,370,1,1.3508761195033954,1.7092238166724096,0.0,0.6488171932941295,0.8074003795066413,0.9781783681214421,0.12471088736964131,0.028178368121442143,0.168024020732318,2.1476791670703914,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,,188,66,1,1.308103361435772,1.784893798821997,0.0,0.5606932844068788,0.7978723404255319,0.9680851063829787,0.11518284828853187,0.018085106382978777,0.19085822342154393,2.06416422429879,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,208,73,1,1.551004644336328,2.064688647128902,0.0,0.6993996479175297,0.6442307692307693,0.9711538461538461,0.03845872290623076,0.02115384615384619,0.1200709737141824,2.1277251814191773,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,2174,763,1,1.4698107082830654,1.7712164571538629,0.0,0.7570581966354276,0.7309107635694572,0.9696412143514259,0.048221271432457136,0.019641214351425962,0.10360142971615183,1.9759817539719862,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,2302,807,1,1.4555149505693774,1.7497136029669376,0.0,0.7475827055382139,0.7298001737619462,0.9617723718505647,0.04711068162494614,0.011772371850564789,0.10376678264576567,2.0355455303419974,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,2659,931,1,1.7834005840115137,2.1998582960724367,0.0,0.9601080263547415,0.5509590071455435,0.9420834900338473,0.13173048499145656,0.007916509966152674,0.05984632286762259,1.9271245200143867,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,2300,804,1,1.5287725537154095,1.7968576641476048,0.0,0.6953529297903133,0.8047826086956522,0.9756521739130435,0.12209311655865218,0.02565217391304353,0.15079745356046081,2.3960472608338925,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,1054,369,1,1.444531113707447,1.7565505670409731,0.0,0.6307781164140969,0.8102466793168881,0.9781783681214421,0.12755718717988807,0.028178368121442143,0.1749858129624111,2.3184247056942358,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.05,mlp,MLP residual scale model,,188,66,1,1.5739131271404596,1.8609208694216406,0.0,0.6845708024434435,0.7819148936170213,0.9521276595744681,0.09922540148002124,0.0021276595744681437,0.1389274195370153,2.158228855271176,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,208,73,1,1.4037031579135062,1.8026052424901489,0.0,0.8825844989963099,0.6105769230769231,0.9903846153846154,0.0721125690600769,0.04038461538461546,0.0766375618161275,1.7674059602171919,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2174,763,1,1.385199993370651,1.6495619199502345,0.0,0.9189923714945308,0.6996320147194113,0.9673413063477461,0.016942522582411246,0.01734130634774611,0.038430485811875505,1.6850497492676666,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2302,807,1,1.2693557578066499,1.607590401259192,0.0,0.7535465890490674,0.736750651607298,0.9791485664639444,0.05406115947029799,0.02914856646394448,0.10988771229505838,1.698116114508383,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2659,931,1,1.671532742608922,2.1192698440486284,0.0,0.8950999185219524,0.5799172621286198,0.9827002632568634,0.1027722300083802,0.03270026325686348,0.08012419158109711,1.8817961378507888,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,2300,806,1,1.366623858748784,1.6837117220227076,0.0,0.797029517430575,0.7878260869565218,0.9656521739130435,0.10513659481952176,0.01565217391304352,0.10791975043399675,1.8763707164377,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,1054,370,1,1.4388215914465758,1.7732378978398537,0.0,0.9024160834645705,0.6669829222011385,0.9734345351043643,0.015706569935861503,0.02343453510436433,0.04557500719188512,1.732126708952198,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,,188,66,1,1.4360215928104725,1.7880765427587417,0.0,0.7971096336867212,0.8031914893617021,0.9946808510638298,0.12050199722470212,0.044680851063829796,0.12269107153393692,1.8459709152403343,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,208,73,1,1.2685702251791575,1.6779053410354337,0.0,0.6823824517201581,0.6586538461538461,0.9807692307692307,0.024035645983153886,0.03076923076923077,0.12414080834407552,1.8160619227948445,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,2174,762,1,1.439507189473395,1.6839632402767446,0.0,0.8222887163287008,0.6623735050597976,0.9641214351425943,0.02031598707720239,0.01412143514259434,0.07071623529703197,1.78730937067436,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,2302,806,1,1.3374410042700242,1.6403792437522946,0.0,0.6357601544416079,0.7836663770634231,0.9856646394439618,0.1009768849264231,0.03566463944396181,0.16696045664292566,2.0992639236747244,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,2659,931,1,1.9255975098900333,2.4248609425852052,0.010906355772846935,0.9605303306948207,0.4866491162091012,0.919894697254607,0.19604037592789886,0.030105302745392915,0.08853844932615701,1.858125541729796,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,2300,805,1,1.4228983187421134,1.7060459703404196,0.0,0.5787043074007513,0.8647826086956522,0.9860869565217392,0.18209311655865212,0.03608695652173921,0.21315858855988,2.444346818929241,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,1054,369,1,1.3556754280024164,1.5974820530712506,0.0,0.6155897219731267,0.8519924098671727,0.9819734345351043,0.1693029177301727,0.03197343453510437,0.19522887676405012,2.2629622160567453,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,,188,66,1,1.3577454694869742,1.6539383942357413,0.0,0.6883269093317173,0.7340425531914894,0.9627659574468085,0.051353061054489335,0.012765957446808529,0.1252640363898602,1.9137094557398182,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,208,73,1,1.1759617347509905,1.9814760108618605,0.009615384615384616,1.1104048463980731,0.6778846153846154,0.8317307692307693,0.0048048767523846125,0.11826923076923068,0.07782631797322948,2.561424488265132,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,2174,763,1,1.3747995651018523,1.8031016568386475,0.00919963201471941,0.826753427277519,0.7736890524379025,0.890984360625575,0.0909995603009025,0.059015639374425,0.10775392413260283,3.1962738153158243,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,2302,808,1,1.2799429114424823,1.8026741238336657,0.006081668114682885,0.8996721239619774,0.7306689834926151,0.868375325803649,0.04797949135561508,0.081624674196351,0.07664401386332957,2.4867324225163907,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,2659,933,1,2.028259573402572,2.7749264730851655,0.0718315156073712,1.3578268181733206,0.45881910492666417,0.7574276043625423,0.22387038721033586,0.19257239563745765,0.258089867007038,1.9909263009837035,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,2300,806,1,1.3938781028066032,1.8332328464032692,0.005652173913043478,0.81852331143701,0.7569565217391304,0.8804347826086957,0.07426702960213039,0.06956521739130428,0.10843631185214157,2.7475059841315344,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,1054,369,1,1.3162924385122639,1.7886291486465744,0.006641366223908918,0.7611162298008204,0.7609108159392789,0.888045540796964,0.07822132380227886,0.061954459203035994,0.12635318440149815,3.063162708331323,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,,188,66,1,1.4142141926174348,1.8926176337554048,0.010638297872340425,0.7530893338779483,0.7553191489361702,0.8670212765957447,0.07262965679917022,0.08297872340425527,0.13417301544182572,3.264036871892103,,,,,,,,,,,,
run,58,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,197,73,1,1.338619880636096,1.6588151944430813,0.0,0.8787458583561918,0.6649746192893401,0.9898477157360406,0.017714872847659935,0.03984771573604062,0.05960557674250292,1.649052285440762,,,,,,,,,,,,
run,59,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,2060,763,1,1.3450336885259804,1.6246030210410456,0.0,0.8836901879658107,0.6567961165048544,0.9723300970873786,0.025893375632145665,0.022330097087378653,0.054844428251237885,1.5502592842035974,,,,,,,,,,,,
run,60,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,2181,806,1,1.2596875152525402,1.5326843117347382,0.0,0.7414314543541731,0.8019257221458047,0.9752407152682255,0.11923623000880468,0.025240715268225578,0.13434849697428572,1.7307261164933763,,,,,,,,,,,,
run,61,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,2519,930,1,1.6116565458492762,1.970643544574476,0.0,1.062496540860491,0.5144898769352918,0.9475982532751092,0.16819961520170823,0.0024017467248907964,0.07769930092902999,1.714084372084731,,,,,,,,,,,,
run,62,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,2179,806,1,1.3262491028639753,1.5880463132259353,0.0,0.7700013681937139,0.7962368058742543,0.9834786599357503,0.11354731373725424,0.03347865993575039,0.12567486849309692,1.7114191278961675,,,,,,,,,,,,
run,63,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,999,367,1,1.2428463609288902,1.5360283439484639,0.0,0.7443935099175475,0.7547547547547547,0.97997997997998,0.0720652626177547,0.02997997997998003,0.11921724422672908,1.5786787499798969,,,,,,,,,,,,
run,65,charge_bin_conformal68_budget0.10,cnn1d,1D-CNN residual scale model,,178,66,1,1.396353793337657,1.6687328808221922,0.0,0.9409227313470093,0.6910112359550562,0.9775280898876404,0.008321743818056171,0.02752808988764044,0.03164236745289576,1.5588297583668744,,,,,,,,,,,,
