heldout_family,method,run,heldout_rows,balanced_accuracy,predicted_stave_mix
sample_i_calib,ML residual masked-denoising AE-6,42,1824,0.28338395318037013,"{""0"": 743, ""1"": 256, ""2"": 201, ""3"": 624}"
sample_i_calib,proxy amplitude+multiplicity,31,1623,0.6482629808880482,"{""0"": 785, ""1"": 449, ""2"": 254, ""3"": 135}"
sample_i_calib,proxy amplitude+multiplicity,32,1624,0.6271045835145715,"{""0"": 794, ""1"": 485, ""2"": 225, ""3"": 120}"
sample_i_calib,proxy amplitude+multiplicity,33,1713,0.6066227059899465,"{""0"": 862, ""1"": 394, ""2"": 282, ""3"": 175}"
sample_i_calib,proxy amplitude+multiplicity,34,1445,0.6302350274339609,"{""0"": 807, ""1"": 272, ""2"": 214, ""3"": 152}"
sample_i_calib,proxy amplitude+multiplicity,35,1338,0.6351589032325724,"{""0"": 748, ""1"": 278, ""2"": 205, ""3"": 107}"
sample_i_calib,proxy amplitude+multiplicity,36,1244,0.6218535683217457,"{""0"": 736, ""1"": 247, ""2"": 193, ""3"": 68}"
sample_i_calib,proxy amplitude+multiplicity,37,1984,0.6452651498465559,"{""0"": 792, ""1"": 537, ""2"": 445, ""3"": 210}"
sample_i_calib,proxy amplitude+multiplicity,39,1744,0.6503232660585602,"{""0"": 760, ""1"": 473, ""2"": 332, ""3"": 179}"
sample_i_calib,proxy amplitude+multiplicity,40,1826,0.6397258859049738,"{""0"": 791, ""1"": 453, ""2"": 395, ""3"": 187}"
sample_i_calib,proxy amplitude+multiplicity,41,1825,0.6370059677942942,"{""0"": 771, ""1"": 521, ""2"": 344, ""3"": 189}"
sample_i_calib,proxy amplitude+multiplicity,42,1824,0.6530088234241329,"{""0"": 775, ""1"": 496, ""2"": 361, ""3"": 192}"
sample_i_calib,event-order leakage probe,31,1623,0.247851014826338,"{""0"": 768, ""1"": 54, ""2"": 342, ""3"": 459}"
sample_i_calib,event-order leakage probe,32,1624,0.24507039162990119,"{""0"": 748, ""1"": 60, ""2"": 281, ""3"": 535}"
sample_i_calib,event-order leakage probe,33,1713,0.2565113463956481,"{""0"": 792, ""1"": 73, ""2"": 336, ""3"": 512}"
sample_i_calib,event-order leakage probe,34,1445,0.2492852225003187,"{""0"": 660, ""1"": 58, ""2"": 286, ""3"": 441}"
sample_i_calib,event-order leakage probe,35,1338,0.23401986591700624,"{""0"": 631, ""1"": 43, ""2"": 272, ""3"": 392}"
sample_i_calib,event-order leakage probe,36,1244,0.25146103655264695,"{""0"": 616, ""1"": 43, ""2"": 237, ""3"": 348}"
sample_i_calib,event-order leakage probe,37,1984,0.24114179992070833,"{""0"": 953, ""1"": 57, ""2"": 401, ""3"": 573}"
sample_i_calib,event-order leakage probe,39,1744,0.25342365151188684,"{""0"": 823, ""1"": 46, ""2"": 323, ""3"": 552}"
sample_i_calib,event-order leakage probe,40,1826,0.23875337676783728,"{""0"": 841, ""1"": 58, ""2"": 401, ""3"": 526}"
sample_i_calib,event-order leakage probe,41,1825,0.25658363593812517,"{""0"": 884, ""1"": 63, ""2"": 307, ""3"": 571}"
sample_i_calib,event-order leakage probe,42,1824,0.2652979024233096,"{""0"": 833, ""1"": 56, ""2"": 355, ""3"": 580}"
sample_i_analysis,traditional residual hand+PCA-6,44,854,0.3332164420020208,"{""0"": 193, ""1"": 282, ""2"": 172, ""3"": 207}"
sample_i_analysis,traditional residual hand+PCA-6,45,1978,0.27546059689356106,"{""0"": 454, ""1"": 719, ""2"": 356, ""3"": 449}"
sample_i_analysis,traditional residual hand+PCA-6,46,687,0.13476190476190475,"{""0"": 176, ""1"": 264, ""2"": 140, ""3"": 107}"
sample_i_analysis,traditional residual hand+PCA-6,47,860,0.29130252100840337,"{""0"": 189, ""1"": 354, ""2"": 193, ""3"": 124}"
sample_i_analysis,traditional residual hand+PCA-6,48,1656,0.29605601172021395,"{""0"": 383, ""1"": 575, ""2"": 345, ""3"": 353}"
sample_i_analysis,traditional residual hand+PCA-6,49,1736,0.29120909580082227,"{""0"": 410, ""1"": 614, ""2"": 343, ""3"": 369}"
sample_i_analysis,traditional residual hand+PCA-6,50,1829,0.32051703354814126,"{""0"": 510, ""1"": 653, ""2"": 409, ""3"": 257}"
sample_i_analysis,traditional residual hand+PCA-6,51,1240,0.32487519877895776,"{""0"": 338, ""1"": 430, ""2"": 278, ""3"": 194}"
sample_i_analysis,traditional residual hand+PCA-6,52,959,0.3554186141028246,"{""0"": 323, ""1"": 292, ""2"": 213, ""3"": 131}"
sample_i_analysis,traditional residual hand+PCA-6,53,1675,0.3091282724712957,"{""0"": 407, ""1"": 679, ""2"": 296, ""3"": 293}"
sample_i_analysis,traditional residual hand+PCA-6,54,1647,0.32813960882678805,"{""0"": 407, ""1"": 635, ""2"": 313, ""3"": 292}"
sample_i_analysis,traditional residual hand+PCA-6,55,1352,0.29935510315987973,"{""0"": 353, ""1"": 478, ""2"": 284, ""3"": 237}"
sample_i_analysis,traditional residual hand+PCA-6,56,1993,0.30978115308433485,"{""0"": 557, ""1"": 710, ""2"": 428, ""3"": 298}"
sample_i_analysis,traditional residual hand+PCA-6,57,1759,0.2966714687751273,"{""0"": 411, ""1"": 651, ""2"": 316, ""3"": 381}"
sample_i_analysis,ML residual masked-denoising AE-6,44,854,0.2563266714310357,"{""0"": 319, ""1"": 269, ""2"": 85, ""3"": 181}"
sample_i_analysis,ML residual masked-denoising AE-6,45,1978,0.2836034208264649,"{""0"": 744, ""1"": 498, ""2"": 213, ""3"": 523}"
sample_i_analysis,ML residual masked-denoising AE-6,46,687,0.2517460317460317,"{""0"": 300, ""1"": 225, ""2"": 49, ""3"": 113}"
sample_i_analysis,ML residual masked-denoising AE-6,47,860,0.2610294117647059,"{""0"": 386, ""1"": 285, ""2"": 58, ""3"": 131}"
sample_i_analysis,ML residual masked-denoising AE-6,48,1656,0.2627306565364042,"{""0"": 655, ""1"": 422, ""2"": 193, ""3"": 386}"
sample_i_analysis,ML residual masked-denoising AE-6,49,1736,0.24919753030989591,"{""0"": 689, ""1"": 452, ""2"": 193, ""3"": 402}"
sample_i_analysis,ML residual masked-denoising AE-6,50,1829,0.32084724329792613,"{""0"": 864, ""1"": 390, ""2"": 178, ""3"": 397}"
sample_i_analysis,ML residual masked-denoising AE-6,51,1240,0.36140809419925046,"{""0"": 621, ""1"": 256, ""2"": 109, ""3"": 254}"
sample_i_analysis,ML residual masked-denoising AE-6,52,959,0.39064773420036575,"{""0"": 547, ""1"": 208, ""2"": 59, ""3"": 145}"
sample_i_analysis,ML residual masked-denoising AE-6,53,1675,0.3241657802704314,"{""0"": 736, ""1"": 452, ""2"": 130, ""3"": 357}"
sample_i_analysis,ML residual masked-denoising AE-6,54,1647,0.33389257407630896,"{""0"": 745, ""1"": 429, ""2"": 138, ""3"": 335}"
sample_i_analysis,ML residual masked-denoising AE-6,55,1352,0.3351020656276775,"{""0"": 649, ""1"": 298, ""2"": 111, ""3"": 294}"
sample_i_analysis,ML residual masked-denoising AE-6,56,1993,0.33460868758927087,"{""0"": 930, ""1"": 429, ""2"": 148, ""3"": 486}"
sample_i_analysis,ML residual masked-denoising AE-6,57,1759,0.2602951063164478,"{""0"": 671, ""1"": 461, ""2"": 194, ""3"": 433}"
sample_i_analysis,proxy amplitude+multiplicity,44,854,0.5995443045253291,"{""0"": 689, ""1"": 87, ""2"": 54, ""3"": 24}"
sample_i_analysis,proxy amplitude+multiplicity,45,1978,0.6400175358617177,"{""0"": 841, ""1"": 521, ""2"": 365, ""3"": 251}"
sample_i_analysis,proxy amplitude+multiplicity,46,687,0.5848412698412698,"{""0"": 665, ""1"": 14, ""2"": 4, ""3"": 4}"
sample_i_analysis,proxy amplitude+multiplicity,47,860,0.5439495798319328,"{""0"": 728, ""1"": 68, ""2"": 37, ""3"": 27}"
sample_i_analysis,proxy amplitude+multiplicity,48,1656,0.6341505400156724,"{""0"": 771, ""1"": 443, ""2"": 283, ""3"": 159}"
sample_i_analysis,proxy amplitude+multiplicity,49,1736,0.6383935081701333,"{""0"": 817, ""1"": 442, ""2"": 317, ""3"": 160}"
sample_i_analysis,proxy amplitude+multiplicity,50,1829,0.6204948301571974,"{""0"": 848, ""1"": 496, ""2"": 305, ""3"": 180}"
sample_i_analysis,proxy amplitude+multiplicity,51,1240,0.6265139564803938,"{""0"": 774, ""1"": 217, ""2"": 146, ""3"": 103}"
sample_i_analysis,proxy amplitude+multiplicity,52,959,0.6375259093680147,"{""0"": 721, ""1"": 105, ""2"": 67, ""3"": 66}"
sample_i_analysis,proxy amplitude+multiplicity,53,1675,0.6265103098242634,"{""0"": 845, ""1"": 388, ""2"": 264, ""3"": 178}"
sample_i_analysis,proxy amplitude+multiplicity,54,1647,0.6146464756520977,"{""0"": 857, ""1"": 376, ""2"": 263, ""3"": 151}"
sample_i_analysis,proxy amplitude+multiplicity,55,1352,0.6247820630146237,"{""0"": 776, ""1"": 274, ""2"": 171, ""3"": 131}"
sample_i_analysis,proxy amplitude+multiplicity,56,1993,0.6339191215347101,"{""0"": 866, ""1"": 530, ""2"": 336, ""3"": 261}"
sample_i_analysis,proxy amplitude+multiplicity,57,1759,0.631331635843831,"{""0"": 794, ""1"": 458, ""2"": 324, ""3"": 183}"
sample_i_analysis,event-order leakage probe,44,854,0.23625286478227656,"{""0"": 304, ""2"": 226, ""3"": 324}"
sample_i_analysis,event-order leakage probe,45,1978,0.2372268380702803,"{""0"": 702, ""2"": 542, ""3"": 734}"
sample_i_analysis,event-order leakage probe,46,687,0.257037037037037,"{""0"": 248, ""2"": 196, ""3"": 243}"
sample_i_analysis,event-order leakage probe,47,860,0.26035714285714284,"{""0"": 299, ""2"": 255, ""3"": 306}"
sample_i_analysis,event-order leakage probe,48,1656,0.2713520408163265,"{""0"": 615, ""2"": 480, ""3"": 561}"
sample_i_analysis,event-order leakage probe,49,1736,0.24340581552131918,"{""0"": 601, ""2"": 498, ""3"": 637}"
sample_i_analysis,event-order leakage probe,50,1829,0.2691883116883117,"{""0"": 604, ""2"": 537, ""3"": 688}"
sample_i_analysis,event-order leakage probe,51,1240,0.2688579499596449,"{""0"": 433, ""2"": 351, ""3"": 456}"
sample_i_analysis,event-order leakage probe,52,959,0.24479323308270676,"{""0"": 334, ""2"": 278, ""3"": 347}"
sample_i_analysis,event-order leakage probe,53,1675,0.2586325611325611,"{""0"": 583, ""2"": 483, ""3"": 609}"
sample_i_analysis,event-order leakage probe,54,1647,0.2514726707336733,"{""0"": 520, ""2"": 482, ""3"": 645}"
sample_i_analysis,event-order leakage probe,55,1352,0.24217307879786942,"{""0"": 476, ""2"": 372, ""3"": 504}"
sample_i_analysis,event-order leakage probe,56,1993,0.2390662755186591,"{""0"": 673, ""2"": 580, ""3"": 740}"
sample_i_analysis,event-order leakage probe,57,1759,0.25275641025641027,"{""0"": 623, ""2"": 500, ""3"": 636}"
sample_ii_analysis,traditional residual hand+PCA-6,58,1690,0.2714120962304237,"{""0"": 192, ""1"": 183, ""2"": 573, ""3"": 742}"
sample_ii_analysis,traditional residual hand+PCA-6,59,2800,0.2825,"{""0"": 605, ""1"": 257, ""2"": 1204, ""3"": 734}"
sample_ii_analysis,traditional residual hand+PCA-6,60,2800,0.2746428571428572,"{""0"": 637, ""1"": 306, ""2"": 1077, ""3"": 780}"
sample_ii_analysis,traditional residual hand+PCA-6,61,2800,0.29392857142857143,"{""0"": 559, ""1"": 268, ""2"": 1045, ""3"": 928}"
sample_ii_analysis,traditional residual hand+PCA-6,62,2800,0.28535714285714286,"{""0"": 614, ""1"": 253, ""2"": 1088, ""3"": 845}"
sample_ii_analysis,traditional residual hand+PCA-6,63,2553,0.27495427309996845,"{""0"": 517, ""1"": 217, ""2"": 1135, ""3"": 684}"
sample_ii_analysis,traditional residual hand+PCA-6,65,1828,0.2762159074155978,"{""0"": 282, ""1"": 234, ""2"": 739, ""3"": 573}"
sample_ii_analysis,ML residual masked-denoising AE-6,58,1690,0.24109919468722568,"{""0"": 431, ""1"": 121, ""2"": 325, ""3"": 813}"
sample_ii_analysis,ML residual masked-denoising AE-6,59,2800,0.2725,"{""0"": 1006, ""1"": 37, ""2"": 851, ""3"": 906}"
sample_ii_analysis,ML residual masked-denoising AE-6,60,2800,0.24071428571428571,"{""0"": 1174, ""1"": 43, ""2"": 647, ""3"": 936}"
sample_ii_analysis,ML residual masked-denoising AE-6,61,2800,0.265,"{""0"": 1003, ""1"": 30, ""2"": 667, ""3"": 1100}"
sample_ii_analysis,ML residual masked-denoising AE-6,62,2800,0.26357142857142857,"{""0"": 1042, ""1"": 56, ""2"": 749, ""3"": 953}"
sample_ii_analysis,ML residual masked-denoising AE-6,63,2553,0.26495348470514035,"{""0"": 894, ""1"": 71, ""2"": 766, ""3"": 822}"
sample_ii_analysis,ML residual masked-denoising AE-6,65,1828,0.252937122217308,"{""0"": 514, ""1"": 80, ""2"": 629, ""3"": 605}"
sample_ii_analysis,proxy amplitude+multiplicity,58,1690,0.6603950867015254,"{""0"": 679, ""1"": 404, ""2"": 266, ""3"": 341}"
sample_ii_analysis,proxy amplitude+multiplicity,59,2800,0.63,"{""0"": 419, ""1"": 553, ""2"": 775, ""3"": 1053}"
sample_ii_analysis,proxy amplitude+multiplicity,60,2800,0.5846428571428571,"{""0"": 342, ""1"": 522, ""2"": 704, ""3"": 1232}"
sample_ii_analysis,proxy amplitude+multiplicity,61,2800,0.5985714285714285,"{""0"": 368, ""1"": 495, ""2"": 718, ""3"": 1219}"
sample_ii_analysis,proxy amplitude+multiplicity,62,2800,0.5974999999999999,"{""0"": 378, ""1"": 502, ""2"": 742, ""3"": 1178}"
sample_ii_analysis,proxy amplitude+multiplicity,63,2553,0.6701994638915169,"{""0"": 513, ""1"": 550, ""2"": 652, ""3"": 838}"
sample_ii_analysis,proxy amplitude+multiplicity,65,1828,0.6443203597228364,"{""0"": 545, ""1"": 519, ""2"": 367, ""3"": 397}"
sample_ii_analysis,event-order leakage probe,58,1690,0.24714285714285714,"{""0"": 1016, ""2"": 674}"
sample_ii_analysis,event-order leakage probe,59,2800,0.24571428571428572,"{""0"": 1690, ""2"": 1110}"
sample_ii_analysis,event-order leakage probe,60,2800,0.25107142857142856,"{""0"": 1672, ""2"": 1128}"
sample_ii_analysis,event-order leakage probe,61,2800,0.24035714285714285,"{""0"": 1633, ""2"": 1167}"
sample_ii_analysis,event-order leakage probe,62,2800,0.24571428571428572,"{""0"": 1733, ""2"": 1067}"
sample_ii_analysis,event-order leakage probe,63,2553,0.25464285714285717,"{""0"": 1496, ""2"": 1057}"
sample_ii_analysis,event-order leakage probe,65,1828,0.2549657231313578,"{""0"": 1080, ""2"": 748}"
sample_ii_calib,traditional residual hand+PCA-6,64,2371,0.2675777543489721,"{""0"": 445, ""1"": 336, ""2"": 912, ""3"": 678}"
sample_ii_calib,ML residual masked-denoising AE-6,64,2371,0.25474696889826043,"{""0"": 566, ""1"": 278, ""2"": 592, ""3"": 935}"
sample_ii_calib,proxy amplitude+multiplicity,64,2371,0.6813165524512388,"{""0"": 647, ""1"": 576, ""2"": 652, ""3"": 496}"
sample_ii_calib,event-order leakage probe,64,2371,0.24871244069583553,"{""0"": 992, ""2"": 705, ""3"": 674}"
