sideband,value,method,n,timing_pull_sigma68,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,saturation_leakage_rate,energy_fractional_bias,energy_fractional_sigma68,pid_balanced_accuracy
late_tail_band,compact_tail,1d_cnn,227,13.455406971322308,0.23880597014925373,0.8656716417910447,0.03125,0.11764705882352941,-0.017984499053106753,0.17649881507570384,0.7725032320620555
late_tail_band,compact_tail,deltaE_over_E_likelihood_template,227,12.885536598740543,0.04477611940298507,0.9104477611940298,0.01875,0.011764705882352941,-0.039599963152145944,0.20157208754299366,0.6768341952165482
late_tail_band,compact_tail,gradient_boosted_trees,227,7.809037355620619,0.07462686567164178,0.8059701492537313,0.0875,0.2235294117647059,-0.05468458796086543,0.14742938678397846,0.8641321913380737
late_tail_band,compact_tail,joint_sequence_transformer,227,15.963202731920646,0.3582089552238806,0.9402985074626866,0.0125,0.047058823529411764,-0.20384319969626216,0.24164517500012442,0.5301793794440853
late_tail_band,compact_tail,mlp,227,14.75272329588066,0.29850746268656714,0.8507462686567164,0.0375,0.1411764705882353,0.0005171290645234158,0.1882578136352127,0.6696428571428572
late_tail_band,compact_tail,ridge,227,7.539628284470614,0.08955223880597014,0.9253731343283582,0.00625,0.047058823529411764,-0.09022546581742913,0.18766590427666965,0.724991919844861
late_tail_band,compact_tail,template_residual_boosted_stack_new,227,7.973785634939249,0.07462686567164178,0.835820895522388,0.06875,0.17647058823529413,-0.04694137414077696,0.16024696350685727,0.8696266968325792
late_tail_band,late_tail,1d_cnn,226,7.7809941457129215,0.08125,0.10625,0.7575757575757576,0.8426966292134831,-0.024564616174881128,0.12734441756224787,0.7763872491145218
late_tail_band,late_tail,deltaE_over_E_likelihood_template,226,8.653575357903826,0.05,0.5,0.3181818181818182,0.29213483146067415,0.0001790643205727033,0.11442860308630456,0.6772136953955136
late_tail_band,late_tail,gradient_boosted_trees,226,5.740632418176517,0.08125,0.1625,0.6666666666666666,0.7640449438202247,-0.005742514089233453,0.09746157048876486,0.851948051948052
late_tail_band,late_tail,joint_sequence_transformer,226,11.251633390782212,0.29375,0.175,0.7424242424242424,0.797752808988764,-0.015482458098828058,0.1581337223247795,0.4964580873671782
late_tail_band,late_tail,mlp,226,9.238817546245375,0.15625,0.13125,0.803030303030303,0.8426966292134831,-0.049461339898856545,0.18066659441111044,0.7563557654466746
late_tail_band,late_tail,ridge,226,7.53693284833855,0.05,0.09375,0.6818181818181818,0.7528089887640449,-0.006540108907251814,0.1098476617891922,0.7970484061393153
late_tail_band,late_tail,template_residual_boosted_stack_new,226,5.639514963197623,0.06875,0.18125,0.6363636363636364,0.7528089887640449,-0.007781904171028231,0.09032617422015746,0.8573396300669027
late_tail_band,nominal_tail,1d_cnn,227,6.826390830306572,0.05309734513274336,0.49557522123893805,0.20175438596491227,0.41025641025641024,-0.07619918696060406,0.09579007826747274,0.7818949343339587
late_tail_band,nominal_tail,deltaE_over_E_likelihood_template,227,7.557851142688222,0.061946902654867256,0.7079646017699115,0.16666666666666666,0.2692307692307692,-0.024878186355973157,0.09036554220870437,0.6613117573483427
late_tail_band,nominal_tail,gradient_boosted_trees,227,5.618342706081352,0.035398230088495575,0.4247787610619469,0.24561403508771928,0.48717948717948717,-0.03817401070668942,0.10210418354025483,0.8369684177611008
late_tail_band,nominal_tail,joint_sequence_transformer,227,8.201726024755397,0.22123893805309736,0.49557522123893805,0.2719298245614035,0.38461538461538464,-0.015339914511966299,0.13469611776187906,0.5049249530956849
late_tail_band,nominal_tail,mlp,227,8.811736138497581,0.1592920353982301,0.40707964601769914,0.23684210526315788,0.48717948717948717,-0.05116902624306056,0.1363699057962722,0.7308474046278924
late_tail_band,nominal_tail,ridge,227,5.930900340549627,0.017699115044247787,0.4247787610619469,0.2631578947368421,0.5256410256410257,-0.038559721186224576,0.08788691600813459,0.784865540963102
late_tail_band,nominal_tail,template_residual_boosted_stack_new,227,6.080052523728784,0.05309734513274336,0.39823008849557523,0.21929824561403508,0.5,-0.033970547596958486,0.10022917367418097,0.8513914946841776
