method,split,source_run,median_pedestal_adc,pedestal_iqr_adc,median_area_over_peak,late_tail_fraction_top_tertile,n,timing_pull_sigma68,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,saturation_leakage_rate,energy_fractional_bias,energy_fractional_sigma68,pid_balanced_accuracy
1d_cnn,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,7.868156689098542,0.125,0.2916666666666667,0.2708333333333333,0.475,-0.04726961323065977,0.10822555623715821,0.8015734265734266
1d_cnn,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,9.762886023708628,0.14583333333333334,0.3125,0.22916666666666666,0.47368421052631576,-0.03790677234304526,0.16451695246878734,0.7259528130671506
deltaE_over_E_likelihood_template,heldout,58,-58.477098237677666,421.9198200092634,7.6121232198598685,0.23529411764705882,136,5.77486456621509,0.029411764705882353,0.6323529411764706,0.20588235294117646,0.22033898305084745,0.013425973661936767,0.11054607915649092,0.6531473069435432
deltaE_over_E_likelihood_template,heldout,60,-78.06654871030196,427.4972275894129,7.764503661052405,0.38235294117647056,136,9.263524805467032,0.10294117647058823,0.6176470588235294,0.11764705882352941,0.23214285714285715,0.013573893382553251,0.10269554366102335,0.6970063834470615
deltaE_over_E_likelihood_template,heldout,62,-56.6049786064483,499.5184846675487,7.939864078668501,0.27941176470588236,136,9.552699409525038,0.058823529411764705,0.75,0.14705882352941177,0.10204081632653061,-0.02548661550245107,0.14554711341996787,0.6180555555555556
deltaE_over_E_likelihood_template,heldout,64,-37.36669890126801,188.9853744339129,7.46131301441619,0.20588235294117646,136,9.498228174166938,0.058823529411764705,0.6176470588235294,0.07352941176470588,0.19047619047619047,-0.017965162665969994,0.10975509878684363,0.7257575757575758
deltaE_over_E_likelihood_template,heldout,65,-24.077708613837295,146.79001011253592,7.481659829585429,0.22794117647058823,136,6.234339665957363,0.014705882352941176,0.6323529411764706,0.08823529411764706,0.1956521739130435,-0.0636910227229821,0.12256097493016349,0.6829891183655341
deltaE_over_E_likelihood_template,train,50,-54.37061274893364,769.6994096705527,7.878735664395711,0.34375,96,7.355655302056698,0.020833333333333332,0.7291666666666666,0.14583333333333334,0.16666666666666666,-0.021355412952498584,0.10880551211356158,0.6491532783326096
deltaE_over_E_likelihood_template,train,51,-48.680034578331274,953.2160139824067,7.974194597638196,0.40625,96,5.5519046733759945,0.020833333333333332,0.625,0.08333333333333333,0.18181818181818182,-0.008025398334576389,0.07524958871711251,0.7508741258741258
deltaE_over_E_likelihood_template,train,52,-198.784247016613,683.2777420420383,8.076577215181523,0.3958333333333333,96,5.2902346846015105,0.020833333333333332,0.6666666666666666,0.25,0.3170731707317073,-0.033249430332686555,0.08107297126327484,0.6875
deltaE_over_E_likelihood_template,train,53,-62.512279609709736,868.773467514534,8.3520996093964,0.4270833333333333,96,6.205722433355264,0.0,0.6875,0.16666666666666666,0.1282051282051282,-0.018052604230202066,0.04476584055467892,0.7014041246160596
deltaE_over_E_likelihood_template,train,54,-126.04419013229615,993.3654465597751,8.194250093397251,0.4479166666666667,96,9.013715261502849,0.041666666666666664,0.5416666666666666,0.10416666666666667,0.14285714285714285,-0.01839166041183497,0.0994590531192488,0.7202797202797202
deltaE_over_E_likelihood_template,train,55,-57.6253938413408,874.3154838045361,8.28164049123584,0.375,96,6.039718613963287,0.041666666666666664,0.6041666666666666,0.20833333333333334,0.1891891891891892,0.0068256007238523386,0.11244369106691884,0.6060869565217392
deltaE_over_E_likelihood_template,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,5.954258351502552,0.0,0.7083333333333334,0.20833333333333334,0.125,-0.021181892329624506,0.1314285310365088,0.6704545454545454
deltaE_over_E_likelihood_template,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,8.915948800936013,0.0625,0.6041666666666666,0.14583333333333334,0.23684210526315788,-0.019191465421562925,0.10872892633489692,0.646551724137931
gradient_boosted_trees,heldout,58,-58.477098237677666,421.9198200092634,7.6121232198598685,0.23529411764705882,136,6.223980332401802,0.014705882352941176,0.36764705882352944,0.29411764705882354,0.4745762711864407,-0.019315940918137414,0.13810593403367905,0.8158122431321653
gradient_boosted_trees,heldout,60,-78.06654871030196,427.4972275894129,7.764503661052405,0.38235294117647056,136,7.178027144455572,0.07352941176470588,0.39705882352941174,0.2647058823529412,0.4642857142857143,0.0013376428998354596,0.103725639246777,0.8952234206471494
gradient_boosted_trees,heldout,62,-56.6049786064483,499.5184846675487,7.939864078668501,0.27941176470588236,136,7.452797749636474,0.10294117647058823,0.35294117647058826,0.19117647058823528,0.4897959183673469,-0.03498388388016656,0.1297015415292835,0.7890625
gradient_boosted_trees,heldout,64,-37.36669890126801,188.9853744339129,7.46131301441619,0.20588235294117646,136,4.962725428860615,0.07352941176470588,0.39705882352941174,0.23529411764705882,0.5238095238095238,-0.024485092787297276,0.09797339902960227,0.8746753246753247
gradient_boosted_trees,heldout,65,-24.077708613837295,146.79001011253592,7.481659829585429,0.22794117647058823,136,4.429354747320393,0.058823529411764705,0.36764705882352944,0.27941176470588236,0.5434782608695652,-0.03202447271182529,0.12985601060553298,0.8724183877415057
gradient_boosted_trees,train,50,-54.37061274893364,769.6994096705527,7.878735664395711,0.34375,96,1.7908915931266598,0.0,0.0,0.0,0.5,-0.011223411425300572,0.06446649530677376,0.94811115935736
gradient_boosted_trees,train,51,-48.680034578331274,953.2160139824067,7.974194597638196,0.40625,96,2.0602947513918517,0.0,0.0,0.0,0.5454545454545454,-0.01734833206894333,0.07591860122102792,0.9597902097902098
gradient_boosted_trees,train,52,-198.784247016613,683.2777420420383,8.076577215181523,0.3958333333333333,96,2.0091294142115856,0.0,0.0,0.0,0.5121951219512195,-0.03511904892407598,0.11136786346701087,0.9791666666666667
gradient_boosted_trees,train,53,-62.512279609709736,868.773467514534,8.3520996093964,0.4270833333333333,96,1.8947081228943174,0.0,0.020833333333333332,0.0,0.5128205128205128,-0.01310606557197845,0.15442617771268927,0.9767441860465116
gradient_boosted_trees,train,54,-126.04419013229615,993.3654465597751,8.194250093397251,0.4479166666666667,96,1.7544984505733148,0.0,0.0,0.0,0.42857142857142855,0.003063032243509561,0.0482163486948259,0.9772727272727273
gradient_boosted_trees,train,55,-57.6253938413408,874.3154838045361,8.28164049123584,0.375,96,1.9280354077063873,0.0,0.0,0.0,0.6216216216216216,-0.014601428873472967,0.04482305734802736,0.9682608695652174
gradient_boosted_trees,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,1.8194854663977018,0.0,0.020833333333333332,0.0,0.55,-0.01453207465231456,0.05386075148958948,0.9807692307692308
gradient_boosted_trees,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,2.211980758741118,0.0,0.0,0.0,0.6578947368421053,-0.009727991638648948,0.09128400461922172,0.9519056261343013
joint_sequence_transformer,heldout,58,-58.477098237677666,421.9198200092634,7.6121232198598685,0.23529411764705882,136,11.68286203135666,0.23529411764705882,0.36764705882352944,0.2647058823529412,0.4576271186440678,0.00010894462203679092,0.22251963494890714,0.5574302401038287
joint_sequence_transformer,heldout,60,-78.06654871030196,427.4972275894129,7.764503661052405,0.38235294117647056,136,10.422576762566631,0.3088235294117647,0.4117647058823529,0.25,0.4107142857142857,-0.02541670941032239,0.13470889377772602,0.4569667620515078
joint_sequence_transformer,heldout,62,-56.6049786064483,499.5184846675487,7.939864078668501,0.27941176470588236,136,13.292370369338494,0.38235294117647056,0.4411764705882353,0.27941176470588236,0.42857142857142855,-0.05573329195577134,0.20445577064720605,0.5147569444444444
joint_sequence_transformer,heldout,64,-37.36669890126801,188.9853744339129,7.46131301441619,0.20588235294117646,136,8.5997132416508,0.2647058823529412,0.5,0.17647058823529413,0.35714285714285715,-0.05629977552574485,0.16417658192180087,0.5398268398268398
joint_sequence_transformer,heldout,65,-24.077708613837295,146.79001011253592,7.481659829585429,0.22794117647058823,136,9.752032361772422,0.22058823529411764,0.4411764705882353,0.23529411764705882,0.41304347826086957,-0.05581936586048937,0.18843341933067292,0.5144348212302909
joint_sequence_transformer,train,50,-54.37061274893364,769.6994096705527,7.878735664395711,0.34375,96,11.406702612740126,0.25,0.3125,0.3541666666666667,0.4791666666666667,-0.006460069719236913,0.20702540335079916,0.5453755970473296
joint_sequence_transformer,train,51,-48.680034578331274,953.2160139824067,7.974194597638196,0.40625,96,9.761674360407225,0.2708333333333333,0.25,0.25,0.5,-0.010319468794415946,0.15320592033004932,0.5743006993006993
joint_sequence_transformer,train,52,-198.784247016613,683.2777420420383,8.076577215181523,0.3958333333333333,96,10.504952384038745,0.4375,0.3125,0.4166666666666667,0.5853658536585366,-0.012468240230440525,0.12049286931125186,0.5520833333333334
joint_sequence_transformer,train,53,-62.512279609709736,868.773467514534,8.3520996093964,0.4270833333333333,96,8.99027670940198,0.25,0.1875,0.14583333333333334,0.5384615384615384,0.0165944533856334,0.18992622167544074,0.5605528740675735
joint_sequence_transformer,train,54,-126.04419013229615,993.3654465597751,8.194250093397251,0.4479166666666667,96,8.899747223688182,0.1875,0.16666666666666666,0.1875,0.42857142857142855,-0.015478875052946421,0.18158593581321192,0.5734265734265734
joint_sequence_transformer,train,55,-57.6253938413408,874.3154838045361,8.28164049123584,0.375,96,8.058799006678655,0.16666666666666666,0.3541666666666667,0.3541666666666667,0.5135135135135135,0.007127937851572174,0.16791879347138586,0.5678260869565217
joint_sequence_transformer,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,12.495044588018386,0.2708333333333333,0.3333333333333333,0.25,0.425,0.02307803370085365,0.15092481268191388,0.5157342657342657
joint_sequence_transformer,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,10.210599551349143,0.20833333333333334,0.3541666666666667,0.16666666666666666,0.39473684210526316,-0.021478685790409187,0.19170218518456436,0.5775862068965517
mlp,heldout,58,-58.477098237677666,421.9198200092634,7.6121232198598685,0.23529411764705882,136,9.505930728179361,0.19117647058823528,0.35294117647058826,0.27941176470588236,0.5084745762711864,-0.04643691244703166,0.14897047562397214,0.7205277958035907
mlp,heldout,60,-78.06654871030196,427.4972275894129,7.764503661052405,0.38235294117647056,136,10.013134169277677,0.19117647058823528,0.4117647058823529,0.3088235294117647,0.44642857142857145,-0.011651229850006717,0.1556834167997874,0.7415804534448602
mlp,heldout,62,-56.6049786064483,499.5184846675487,7.939864078668501,0.27941176470588236,136,9.102883027800466,0.19117647058823528,0.3382352941176471,0.3235294117647059,0.5510204081632653,-0.046006381201133956,0.1855025724840394,0.6883680555555556
mlp,heldout,64,-37.36669890126801,188.9853744339129,7.46131301441619,0.20588235294117646,136,8.95048211545471,0.14705882352941177,0.36764705882352944,0.1323529411764706,0.47619047619047616,-0.040716860844470085,0.13366914460283782,0.6954545454545455
mlp,heldout,65,-24.077708613837295,146.79001011253592,7.481659829585429,0.22794117647058823,136,9.749591885697445,0.20588235294117646,0.35294117647058826,0.22058823529411764,0.5,-0.05147244712368022,0.1917540202737245,0.7452809238285587
mlp,train,50,-54.37061274893364,769.6994096705527,7.878735664395711,0.34375,96,6.6964220501614555,0.0625,0.2708333333333333,0.22916666666666666,0.5,-0.018901443416498152,0.10759886299091374,0.7116804168475901
mlp,train,51,-48.680034578331274,953.2160139824067,7.974194597638196,0.40625,96,5.279846678609159,0.020833333333333332,0.16666666666666666,0.22916666666666666,0.5681818181818182,-0.010651754086467381,0.13274491396047514,0.7368881118881119
mlp,train,52,-198.784247016613,683.2777420420383,8.076577215181523,0.3958333333333333,96,4.636029682091865,0.041666666666666664,0.2708333333333333,0.3125,0.5609756097560976,-0.03425146536481487,0.14756854392178503,0.71875
mlp,train,53,-62.512279609709736,868.773467514534,8.3520996093964,0.4270833333333333,96,7.375227931879813,0.041666666666666664,0.25,0.2916666666666667,0.6410256410256411,-0.038666802489474725,0.15324378394756177,0.7101799034664327
mlp,train,54,-126.04419013229615,993.3654465597751,8.194250093397251,0.4479166666666667,96,5.280120489410107,0.0,0.10416666666666667,0.1875,0.5714285714285714,-0.004078082626110365,0.10441835155929924,0.7770979020979021
mlp,train,55,-57.6253938413408,874.3154838045361,8.28164049123584,0.375,96,5.507800508403319,0.0625,0.3333333333333333,0.3125,0.6216216216216216,-0.01940319027528184,0.10093628600991,0.6760869565217391
mlp,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,4.668813922194035,0.020833333333333332,0.25,0.25,0.575,-0.03632361789820959,0.08955968795915553,0.8199300699300699
mlp,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,6.788599737447086,0.0,0.3958333333333333,0.20833333333333334,0.4473684210526316,-0.0004150344841484766,0.11701789861269096,0.7041742286751361
ridge,heldout,58,-58.477098237677666,421.9198200092634,7.6121232198598685,0.23529411764705882,136,6.163286915812468,0.04411764705882353,0.3235294117647059,0.27941176470588236,0.4745762711864407,-0.005059088310821371,0.14539914316133884,0.809647415098421
ridge,heldout,60,-78.06654871030196,427.4972275894129,7.764503661052405,0.38235294117647056,136,7.150588550496936,0.04411764705882353,0.38235294117647056,0.2647058823529412,0.44642857142857145,-0.009532525892600304,0.09533373154389663,0.8084965881576052
ridge,heldout,62,-56.6049786064483,499.5184846675487,7.939864078668501,0.27941176470588236,136,8.802180195427244,0.058823529411764705,0.36764705882352944,0.22058823529411764,0.40816326530612246,-0.05863309667996576,0.13207475626707177,0.7039930555555556
ridge,heldout,64,-37.36669890126801,188.9853744339129,7.46131301441619,0.20588235294117646,136,5.6365511905591354,0.058823529411764705,0.39705882352941174,0.14705882352941177,0.4523809523809524,-0.0309979828523559,0.12042680999654945,0.767965367965368
ridge,heldout,65,-24.077708613837295,146.79001011253592,7.481659829585429,0.22794117647058823,136,6.327611582393114,0.029411764705882353,0.36764705882352944,0.20588235294117646,0.43478260869565216,-0.05375164451483101,0.1325840037882903,0.7685987119697979
ridge,train,50,-54.37061274893364,769.6994096705527,7.878735664395711,0.34375,96,6.888652780909022,0.0625,0.2708333333333333,0.375,0.625,-0.027863910178599176,0.10168938277794311,0.760963960052106
ridge,train,51,-48.680034578331274,953.2160139824067,7.974194597638196,0.40625,96,7.1616570276620735,0.020833333333333332,0.25,0.125,0.5,-0.04080383672188016,0.09685238100143388,0.8164335664335665
ridge,train,52,-198.784247016613,683.2777420420383,8.076577215181523,0.3958333333333333,96,7.144270488329905,0.125,0.3541666666666667,0.2916666666666667,0.5609756097560976,-0.08275268428976888,0.12779255814215434,0.7291666666666666
ridge,train,53,-62.512279609709736,868.773467514534,8.3520996093964,0.4270833333333333,96,6.651726130339759,0.041666666666666664,0.1875,0.2708333333333333,0.6666666666666666,-0.02434213135998563,0.17078756662424768,0.7211496270293989
ridge,train,54,-126.04419013229615,993.3654465597751,8.194250093397251,0.4479166666666667,96,6.643846179083244,0.0,0.125,0.20833333333333334,0.6571428571428571,0.005248587934100862,0.07539239811943624,0.770979020979021
ridge,train,55,-57.6253938413408,874.3154838045361,8.28164049123584,0.375,96,6.523932167304629,0.10416666666666667,0.3541666666666667,0.2708333333333333,0.5675675675675675,-0.008878461485560964,0.07474912883202052,0.64
ridge,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,6.538118282071279,0.0625,0.2916666666666667,0.22916666666666666,0.525,-0.023325641779744017,0.05976603526007961,0.7596153846153846
ridge,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,6.766709492646401,0.0625,0.3333333333333333,0.20833333333333334,0.47368421052631576,-0.03307925296079572,0.08790389324106833,0.7572595281306715
template_residual_boosted_stack_new,heldout,58,-58.477098237677666,421.9198200092634,7.6121232198598685,0.23529411764705882,136,6.488412291528935,0.04411764705882353,0.4264705882352941,0.27941176470588236,0.4406779661016949,-0.013500659669588301,0.1285741481054707,0.8162448626433052
template_residual_boosted_stack_new,heldout,60,-78.06654871030196,427.4972275894129,7.764503661052405,0.38235294117647056,136,6.344721431747552,0.058823529411764705,0.38235294117647056,0.23529411764705882,0.4642857142857143,-0.0023146721153526075,0.10326324900485227,0.9056790666960158
template_residual_boosted_stack_new,heldout,62,-56.6049786064483,499.5184846675487,7.939864078668501,0.27941176470588236,136,7.43576784980072,0.08823529411764706,0.3382352941176471,0.22058823529411764,0.4897959183673469,-0.03759519743798012,0.12698849318785876,0.8107638888888888
template_residual_boosted_stack_new,heldout,64,-37.36669890126801,188.9853744339129,7.46131301441619,0.20588235294117646,136,5.3787845787548605,0.058823529411764705,0.36764705882352944,0.14705882352941177,0.5,-0.030936347549369428,0.09238375016046815,0.8742424242424243
template_residual_boosted_stack_new,heldout,65,-24.077708613837295,146.79001011253592,7.481659829585429,0.22794117647058823,136,5.3022216379097475,0.07352941176470588,0.39705882352941174,0.2647058823529412,0.5217391304347826,-0.04250079818052949,0.13072793240886063,0.8811903175660671
template_residual_boosted_stack_new,train,50,-54.37061274893364,769.6994096705527,7.878735664395711,0.34375,96,2.140015908516962,0.0,0.0,0.0,0.5,-0.013265642441256205,0.06821029961022601,0.9795918367346939
template_residual_boosted_stack_new,train,51,-48.680034578331274,953.2160139824067,7.974194597638196,0.40625,96,2.7398240063175257,0.0,0.020833333333333332,0.0,0.5454545454545454,-0.024685451872071516,0.07421993746475625,0.9694055944055944
template_residual_boosted_stack_new,train,52,-198.784247016613,683.2777420420383,8.076577215181523,0.3958333333333333,96,2.4681733448225422,0.0,0.0,0.0,0.5121951219512195,-0.045351679307156514,0.10817233391681567,0.9791666666666666
template_residual_boosted_stack_new,train,53,-62.512279609709736,868.773467514534,8.3520996093964,0.4270833333333333,96,1.8901701413686491,0.0,0.020833333333333332,0.0,0.5128205128205128,-0.01696555012664538,0.1510550301673203,0.9767441860465116
template_residual_boosted_stack_new,train,54,-126.04419013229615,993.3654465597751,8.194250093397251,0.4479166666666667,96,2.1068016747429055,0.0,0.020833333333333332,0.0,0.42857142857142855,0.0037442570251110738,0.04631013401992702,1.0
template_residual_boosted_stack_new,train,55,-57.6253938413408,874.3154838045361,8.28164049123584,0.375,96,2.048349390229392,0.0,0.0,0.0,0.6216216216216216,-0.008696769204727055,0.046183679803097955,0.9782608695652174
template_residual_boosted_stack_new,train,56,-80.4994203072794,597.4600972770655,8.186187673282031,0.3854166666666667,96,1.9729532318753038,0.0,0.020833333333333332,0.0,0.55,-0.01713763548471807,0.056601686119916866,1.0
template_residual_boosted_stack_new,train,57,-68.36711330983289,498.80140230835,8.006188835529926,0.3541666666666667,96,2.749460996389348,0.0,0.0,0.0,0.6578947368421053,-0.006889465174833285,0.09212385459129299,0.9913793103448276
