flag,n_flagged,gross_rate_flagged,gross_rate_unflagged,enrichment,auc_as_score
any_early_peak,522,0.019157088122605363,0.03636363636363636,0.5268199233716475,0.450650940964166
b2_early_peak,270,0.014814814814814815,0.03474706182933061,0.4263616557734205,0.4660608404227894
early_low_area_count>0,378,0.007936507936507936,0.03731746890210925,0.21267540832758222,0.4338263727764888
