run,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,shuffled_res68_abs_frac,best_method,best_minus_shuffled_res68,passes_delta_gate
31,ridge_log_charge_support,229,-0.04958836566043614,0.5622737346356509,0.7133895866422,0.1222707423580786,0.30131004366812225,0.5579126629506466,ridge_log_charge_support,0.004361071685004325,False
32,ridge_log_charge_support,207,0.0074294782161360585,0.5754913443263358,1.1456119174784603,0.14009661835748793,0.3140096618357488,0.5756572069542023,ridge_log_charge_support,-0.00016586262786655315,False
33,ridge_log_charge_support,8,0.22789451939287658,0.4369488108879704,0.45224129059958973,0.125,0.25,0.49054979113561625,ridge_log_charge_support,-0.05360098024764587,True
34,ridge_log_charge_support,16,0.05288497440984231,0.5291564291104448,1.3073742718974455,0.0625,0.25,0.535883455884773,ridge_log_charge_support,-0.0067270267743282375,False
35,ridge_log_charge_support,221,0.02833771093294018,0.5192842539712103,0.6655357630360607,0.17647058823529413,0.334841628959276,0.5154445963259803,ridge_log_charge_support,0.003839657645229977,False
36,ridge_log_charge_support,295,-0.026113338967146505,0.48766087778559064,0.680771858762117,0.14576271186440679,0.3864406779661017,0.4842695589364067,ridge_log_charge_support,0.003391318849183922,False
37,ridge_log_charge_support,292,-0.07535092754385622,0.49198357892222816,0.6192182121502658,0.17123287671232876,0.3904109589041096,0.5005150186396061,ridge_log_charge_support,-0.008531439717377964,False
39,ridge_log_charge_support,324,-0.09476385459863898,0.4809303942189186,0.5798077442638817,0.1419753086419753,0.3487654320987654,0.4778490356209678,ridge_log_charge_support,0.0030813585979507785,False
40,ridge_log_charge_support,265,-0.05856360666139371,0.4833028833727646,0.6387757854140119,0.17735849056603772,0.3886792452830189,0.4954665630223461,ridge_log_charge_support,-0.012163679649581483,False
41,ridge_log_charge_support,295,-0.11701856937591165,0.5335399079819956,0.7695677862827992,0.11186440677966102,0.31186440677966104,0.5246353040257012,ridge_log_charge_support,0.008904603956294332,False
42,ridge_log_charge_support,279,-0.04252914276975906,0.5111889145265274,0.948669902357597,0.16129032258064516,0.3548387096774194,0.5080504222264259,ridge_log_charge_support,0.0031384923001014364,False
44,ridge_log_charge_support,30,-0.16023456359947152,0.4723223293787324,0.587751123711099,0.13333333333333333,0.3,0.4767057203506535,ridge_log_charge_support,-0.004383390971921086,False
45,ridge_log_charge_support,302,0.014806702197177612,0.5271315324602943,0.6832087831966841,0.10927152317880795,0.31125827814569534,0.5321842780511319,ridge_log_charge_support,-0.005052745590837571,False
47,ridge_log_charge_support,92,-0.015630080036816922,0.4983575342200256,0.5086601393668243,0.15217391304347827,0.33695652173913043,0.4866632470267305,ridge_log_charge_support,0.011694287193295072,False
48,ridge_log_charge_support,260,-0.10657609289336414,0.48584915270262524,0.6420542478781581,0.1346153846153846,0.36923076923076925,0.47789031751877126,ridge_log_charge_support,0.007958835183853985,False
49,ridge_log_charge_support,288,-0.1009623298598332,0.5303600320928629,0.7217916189334587,0.09722222222222222,0.3020833333333333,0.5409200262107949,ridge_log_charge_support,-0.01055999411793207,False
50,ridge_log_charge_support,61,0.0782131067820022,0.5977458167040159,0.8541692796989966,0.14754098360655737,0.32786885245901637,0.618146629714785,ridge_log_charge_support,-0.020400813010769014,False
51,ridge_log_charge_support,25,-0.03342911770366922,0.6812289580978743,1.5296309530621806,0.16,0.28,0.6296592830640411,ridge_log_charge_support,0.05156967503383325,False
52,ridge_log_charge_support,6,-0.22819043351956014,0.3642295066203118,0.6399323596212886,0.0,0.3333333333333333,0.36229312020882876,ridge_log_charge_support,0.0019363864114830265,False
53,ridge_log_charge_support,17,0.4313265713453933,1.0302479667741404,3.8663039347556305,0.058823529411764705,0.23529411764705882,1.0512448577689268,ridge_log_charge_support,-0.02099689099478641,False
54,ridge_log_charge_support,18,0.4083306012956834,0.6472062358854098,2.812941215640529,0.1111111111111111,0.2222222222222222,0.6441100097739418,ridge_log_charge_support,0.003096226111467981,False
55,ridge_log_charge_support,27,-0.12226082231251513,0.4654982960521839,1.5153144636240339,0.07407407407407407,0.2962962962962963,0.46634059973902425,ridge_log_charge_support,-0.0008423036868403511,False
56,ridge_log_charge_support,68,0.06570786176468299,0.6483197404764994,1.6511101976976126,0.17647058823529413,0.27941176470588236,0.6497413556972045,ridge_log_charge_support,-0.0014216152207050525,False
57,ridge_log_charge_support,276,-0.1367415766819582,0.5353145188124142,0.6931168017628616,0.09782608695652174,0.3007246376811594,0.5458981595111316,ridge_log_charge_support,-0.010583640698717423,False
58,ridge_log_charge_support,34,-0.000689680037407821,0.5180549996336067,0.7644529289869425,0.2647058823529412,0.4117647058823529,0.5014853771423423,ridge_log_charge_support,0.01656962249126437,False
59,ridge_log_charge_support,9,-0.11140767434238934,0.33669632210069644,0.45484159195872503,0.2222222222222222,0.4444444444444444,0.33274948524563724,ridge_log_charge_support,0.003946836855059199,False
60,ridge_log_charge_support,10,1.3397788926328587,1.9140021792700077,2.9638149797133426,0.1,0.1,1.8394381996630544,ridge_log_charge_support,0.07456397960695327,False
61,ridge_log_charge_support,6,-0.05956827709219281,0.648603572694985,1.1937224704672011,0.16666666666666666,0.5,0.5577766402189639,ridge_log_charge_support,0.09082693247602114,False
62,ridge_log_charge_support,8,0.16721213640915272,0.44269270916138476,0.7029105084558628,0.25,0.5,0.4374316784289871,ridge_log_charge_support,0.005261030732397642,False
63,ridge_log_charge_support,39,-0.07633234954542496,0.24770356470188612,0.4331885315840615,0.23076923076923078,0.6923076923076923,0.25337776985104027,ridge_log_charge_support,-0.005674205149154149,False
64,ridge_log_charge_support,35,0.10283952342552861,0.7406942667371309,0.8819366909126817,0.17142857142857143,0.45714285714285713,0.7782286608233713,ridge_log_charge_support,-0.037534394086240375,True
65,ridge_log_charge_support,13,0.05413666607296904,0.501389408833294,0.6521068514974687,0.07692307692307693,0.5384615384615384,0.4868434289254051,ridge_log_charge_support,0.014545979907888862,False
