event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,mean_peak_sample,delta_area_over_amp,mean_area_over_amp,delta_positive_area_over_amp,mean_positive_area_over_amp,max_tail_area_frac,delta_tail_area_frac,max_width20_samples,delta_width20_samples,max_width50_samples,max_pretrigger_abs_adc,delta_pretrigger_abs_adc,max_pretrigger_ptp_adc,max_late_abs_adc,delta_late_abs_adc,most_negative_postpeak_adc,has_pretrigger_anomaly,has_late_anomaly,centered_residual_ns,tail_abs_gt_threshold
49:99247:9147:99224,49,B6-B8,B6,B8,0.21500711870403677,0.21500711870403677,0.0,0.0,0.0,0.0,0.0,0.0,-0.03334273634959928,7.861534455267284,0.0,10.0,-0.07316710720595587,7.044870314057786,-0.06281410762640949,7.054147466224073,0.5138633135160731,-0.0022966715468625276,10.0,0.0,7.0,9.5,1.0,14.0,1799.5,-42.0,0.0,False,True,-0.432409358293004,False
49:99407:9299:99384,49,B4-B6,B4,B6,-4.255024028470135,4.255024028470135,0.0,0.0,0.0,0.0,0.0,0.0,0.12895304318986778,7.536097236175967,0.0,6.0,-0.18899435757848604,7.121942639732241,-0.18944660772014288,7.125452837052658,0.5576254897612183,-0.07824473438953805,10.0,-1.0,7.0,396.5,337.0,402.0,316.5,-83.0,0.0,True,True,0.31242856744404435,False
49:99407:9299:99384,49,B4-B8,B4,B8,-4.4194044977155365,4.4194044977155365,0.0,0.0,0.0,0.0,0.0,0.0,-0.32128463453417666,7.665050279365834,0.0,6.0,-1.3090063165701853,7.68194861922809,-1.3121859286206474,7.686822497502911,0.6147855162290001,-0.1354047608573199,12.0,-3.0,8.0,396.5,290.0,402.0,823.5,-590.0,0.0,True,True,-0.6483556527827083,False
49:99407:9299:99384,49,B6-B8,B6,B8,-0.16438046924540117,0.16438046924540117,0.0,0.0,0.0,0.0,0.0,0.0,-0.45023767772404444,7.536097236175967,0.0,6.0,-1.1200119589916993,7.776445798017333,-1.1227393209005045,7.781545801362983,0.6147855162290001,-0.057160026467781844,12.0,-2.0,8.0,106.5,-47.0,119.0,823.5,-507.0,0.0,False,True,-0.8117969462424419,False
50:129704:4286:129672,50,B4-B6,B4,B6,-3.179201910551452,3.179201910551452,347.40250000000015,347.40250000000015,401.3625000000002,455.3225000000002,0.1180231225648731,0.13640186915887856,0.002210697269696027,7.98514393119862,-1.0,4.5,0.19558534490541923,7.865503844114835,0.46748846534045985,8.066850499700204,0.6514974718008557,0.07870853363231933,11.0,-1.0,8.0,2379.5,1110.5,2825.0,460.0,-101.5,-127.5,True,True,1.3882506853627277,False
50:129704:4286:129672,50,B4-B8,B4,B8,-2.494616814176279,2.494616814176279,365.375,365.375,401.3625000000002,437.35000000000036,0.12816202943363525,0.13640186915887856,-0.39482035126983295,7.987354628468316,0.0,4.0,-1.8535323328886664,8.890062683011879,-1.5608820850308263,9.081035774885846,0.7439517065242628,-0.09245423472340708,15.0,-5.0,11.0,2379.5,160.0,2825.0,2075.5,-1717.0,-127.5,True,True,1.276432030756549,False
50:129704:4286:129672,50,B6-B8,B6,B8,0.684585096375173,0.684585096375173,17.972499999999854,17.972499999999854,53.960000000000036,89.94750000000022,0.010138906868762145,0.01837874659400546,-0.397031048539529,7.98514393119862,1.0,4.5,-2.0491176777940856,8.792270010559168,-2.028370550371286,8.847291542215617,0.7439517065242628,-0.1711627683557264,15.0,-4.0,11.0,2219.5,-950.5,2321.0,2075.5,-1615.5,0.0,True,True,0.037168619378132206,False
50:132565:6957:132533,50,B4-B6,B4,B6,-5.923633544749826,5.923633544749826,0.0,0.0,0.0,0.0,0.0,0.0,-0.05458056830413671,7.402451520818244,0.0,7.0,-0.211133587042303,7.252607672105654,-0.21219170641663787,7.254967116173542,0.5285669439648407,-0.07298957774481851,10.0,0.0,8.0,32.0,26.0,34.0,417.0,-134.0,0.0,False,True,-1.3561809488356467,False
50:132565:6957:132533,50,B4-B8,B4,B8,-4.457533971492353,4.457533971492353,0.0,0.0,0.0,0.0,0.0,0.0,-0.8303873882388872,7.402451520818244,1.0,6.5,-1.3859911565078802,7.840036456838442,-1.3862875832397492,7.842015054585097,0.6777760473446504,-0.22219868112462815,13.0,-3.0,9.0,32.0,25.5,34.0,1403.5,-1120.5,0.0,False,True,-0.6864851265595249,False
50:132565:6957:132533,50,B6-B8,B6,B8,1.4660995732574733,1.4660995732574733,0.0,0.0,0.0,0.0,0.0,0.0,-0.7758068199347505,7.4570320891223805,1.0,6.5,-1.1748575694655772,7.945603250359595,-1.1740958768231113,7.948110907793416,0.6777760473446504,-0.14920910337980964,13.0,-3.0,9.0,6.5,-0.5,13.0,1403.5,-986.5,0.0,False,True,0.8186830962604326,False
50:132962:7327:132930,50,B4-B6,B4,B6,-6.262818779194049,6.262818779194049,8.544999999999163,8.544999999999163,11.667499999999563,14.789999999999964,0.002763090476458459,0.0038185239731630054,0.03225013533799981,7.99277561413078,2.0,8.0,0.6380592910929233,8.106759914263717,0.643285019489177,8.130329344289121,0.5676781231062246,-0.2655096816735043,12.0,1.0,8.0,57.5,10.0,111.0,922.5,-28.0,0.0,False,True,-1.6953661832798694,False
50:132962:7327:132930,50,B4-B8,B4,B8,-5.125019797093842,5.125019797093842,11.667499999999563,11.667499999999563,11.667499999999563,11.667499999999563,0.0038185239731630054,0.0038185239731630054,-0.17127323528956317,8.02502574946878,3.0,7.5,-1.0403623773192852,8.945970748469822,-1.0183163025911348,8.961130005329277,0.7280456557186117,-0.4258772142858914,13.0,-1.0,10.0,57.5,45.0,111.0,1997.5,-1103.0,0.0,False,True,-1.3539709521610135,False
50:132962:7327:132930,50,B6-B8,B6,B8,1.1377989821002075,1.1377989821002075,3.1225000000004,3.1225000000004,3.1225000000004,3.1225000000004,0.0010554334967045464,0.0010554334967045464,-0.20352337062756298,7.99277561413078,1.0,6.5,-1.6784216684122084,8.62694110292336,-1.6616013220803119,8.639487495584689,0.7280456557186117,-0.16036753261238712,13.0,-2.0,10.0,47.5,35.0,72.0,1997.5,-1075.0,0.0,False,True,0.4903825051031667,False
50:133001:7363:132969,50,B4-B6,B4,B6,-6.96968211102002,6.96968211102002,0.0,0.0,0.0,0.0,0.0,0.0,0.42326379814684056,7.409741954080923,0.0,12.0,0.420602683667882,6.364753189199174,0.3675685290631403,6.398805463804738,0.44761719130689015,-0.06877636711120394,9.0,1.0,7.0,9.0,-5.5,16.0,2021.5,559.5,0.0,False,True,-2.402229515105841,False
50:133001:7363:132969,50,B4-B8,B4,B8,-4.7319243077064925,4.7319243077064925,0.0,0.0,0.0,0.0,0.0,0.0,-0.32034400577112887,7.833005752227764,1.0,11.5,-0.8216063785811629,6.985857720323697,-0.8204039389060638,6.99279169778934,0.5988412784819971,-0.22000045428631088,9.0,1.0,8.0,26.0,-22.5,38.0,3272.0,-1250.5,0.0,False,True,-0.9608754627736644,False
50:133001:7363:132969,50,B6-B8,B6,B8,2.237757803313528,2.237757803313528,0.0,0.0,0.0,0.0,0.0,0.0,-0.7436078039179694,7.409741954080923,1.0,11.5,-1.242209062249045,6.775556378489755,-1.187972467969204,6.80900743325777,0.5988412784819971,-0.15122408717510694,8.0,0.0,8.0,26.0,-17.0,38.0,3272.0,-1810.0,0.0,False,True,1.5903413263164872,False
50:133138:7495:133106,50,B4-B6,B4,B6,-5.399857364317022,5.399857364317022,0.0,0.0,0.0,0.0,0.0,0.0,-0.15762126226650608,7.905441649060286,0.0,8.0,-0.3016549998059208,7.7222033759634545,-0.31119883821821404,7.730663970935002,0.5999760297231433,-0.09291525839474446,12.0,-1.0,8.0,22.0,-16.0,28.0,1563.0,-484.0,0.0,False,True,-0.8324047684028422,False
50:133138:7495:133106,50,B4-B8,B4,B8,-5.220610423887813,5.220610423887813,0.0,0.0,0.0,0.0,0.0,0.0,0.031843859374745875,7.87359778968554,0.0,8.0,0.2899592728617124,7.4263962396296375,0.2871742243316069,7.431477439660091,0.5673006583760059,-0.060239887047606966,11.0,0.0,8.0,16.0,-10.0,25.0,1200.0,-121.0,0.0,False,True,-1.4495615789549845,False
50:133138:7495:133106,50,B6-B8,B6,B8,0.1792469404292092,0.1792469404292092,0.0,0.0,0.0,0.0,0.0,0.0,0.18946512164125195,7.87359778968554,0.0,8.0,0.5916142726676332,7.577223739532599,0.5983730625498209,7.587076858769198,0.5999760297231433,0.032675371347137494,12.0,1.0,7.0,22.0,6.0,28.0,1563.0,363.0,0.0,False,True,-0.46816953656783156,False
50:133437:7767:133405,50,B4-B6,B4,B6,-3.627658564690641,3.627658564690641,0.0,0.0,0.0,0.0,0.0,0.0,0.497944545923791,7.359149318978702,0.0,8.0,0.1665643607694447,7.054929201729099,0.16827439243308806,7.058332799911989,0.5475059382422803,-0.047641446941938836,10.0,0.0,8.0,17.5,-8.5,21.0,957.0,332.5,0.0,False,True,0.9397940312235384,False
50:133437:7767:133405,50,B4-B8,B4,B8,-7.690130519234728,7.690130519234728,0.0,0.0,0.0,0.0,0.0,0.0,0.2771597117966067,7.579934153105886,-1.0,8.5,0.12876055197333613,7.0738311061271535,0.11565007275688544,7.08464495975009,0.4998644913003415,0.018257802823423985,11.0,-1.0,8.0,9.0,2.5,14.0,972.5,-15.5,0.0,False,True,-3.9190816743019,False
50:133437:7767:133405,50,B6-B8,B6,B8,-4.062471954544087,4.062471954544087,0.0,0.0,0.0,0.0,0.0,0.0,-0.2207848341271843,7.359149318978702,-1.0,8.5,-0.03780380879610856,6.990548925742431,-0.052624319676202624,7.000507763533546,0.5475059382422803,0.06589924976536282,11.0,-1.0,7.0,17.5,11.0,21.0,972.5,-348.0,0.0,False,True,-4.709888431541128,False
50:135090:9297:135058,50,B4-B6,B4,B6,-5.640489891553457,5.640489891553457,0.0,0.0,0.0,0.0,0.0,0.0,-0.014727806710243208,7.960149093848632,-1.0,14.5,0.6598475051647394,4.50576683585835,0.6976229523858626,4.552183809296855,0.40045603534273905,0.17172087365628796,6.0,1.0,5.0,23.0,-8.5,39.0,2906.0,-42.5,0.0,False,True,-1.0730372956392777,False
50:135090:9297:135058,50,B4-B8,B4,B8,-5.778866862211203,5.778866862211203,0.0,0.0,0.0,0.0,0.0,0.0,-0.07415784249085622,7.960149093848632,-1.0,14.5,0.7186348167156877,4.476373180082875,0.7511898380189681,4.5254003664803015,0.40045603534273905,0.173545580584183,6.0,1.0,5.0,14.5,10.5,24.0,3084.0,-220.5,0.0,False,True,-2.0078180172783746,False
50:135090:9297:135058,50,B6-B8,B6,B8,-0.13837697065774535,0.13837697065774535,0.0,0.0,0.0,0.0,0.0,0.0,-0.05943003578061301,7.9748769005588755,0.0,15.0,0.058787311550948296,4.146449427500507,0.05356688563310552,4.17658889028737,0.22873516168645108,0.0018247069278950478,5.0,0.0,4.0,23.0,19.0,39.0,3084.0,-178.0,0.0,False,True,-0.7857934476547861,False
50:135314:9504:135282,50,B4-B6,B4,B6,-3.161454566862446,3.161454566862446,0.0,0.0,0.0,0.0,0.0,0.0,0.4614489167740077,7.363596594415368,-1.0,13.5,0.40338144084687766,5.601627288771045,0.36170007478544974,5.630263294608075,0.4072851098957796,0.1292033964747576,7.0,0.0,6.0,13.5,1.0,18.0,2463.5,887.0,0.0,False,True,1.4059980290517338,False
50:135314:9504:135282,50,B4-B8,B4,B8,-0.6262754658894778,0.6262754658894778,0.0,0.0,0.0,0.0,0.0,0.0,-0.5562134029860291,7.8250455111893755,1.0,12.5,0.04349218130402832,5.781571918542469,0.04005798652125403,5.791084338740173,0.5673496942260344,-0.16006458433025483,7.0,0.0,6.0,13.5,5.0,18.0,3657.5,-1194.0,0.0,False,True,3.1447733790433503,False
50:135314:9504:135282,50,B6-B8,B6,B8,2.535179100972968,2.535179100972968,0.0,0.0,0.0,0.0,0.0,0.0,-1.0176623197600367,7.363596594415368,2.0,13.0,-0.35988925954284934,5.579881198119031,-0.3216420882641957,5.6102343013474485,0.5673496942260344,-0.2892679808050124,7.0,0.0,6.0,12.5,4.0,15.0,3657.5,-2081.0,0.0,False,True,1.8877626239759273,False
50:136153:10278:136121,50,B4-B6,B4,B6,-6.2247407407407565,6.2247407407407565,0.0,0.0,0.0,0.0,0.0,0.0,-0.15109910589985986,7.808526199198255,0.0,11.0,0.24300815214420002,6.928282552661898,0.2349645006050176,6.934742907185807,0.44333965455384144,-0.039322826522490584,10.0,1.0,7.0,6.5,3.5,11.0,2038.0,-343.5,0.0,False,True,-1.6572881448265768,False
50:136153:10278:136121,50,B4-B8,B4,B8,-5.34646153846154,5.34646153846154,0.0,0.0,0.0,0.0,0.0,0.0,-0.310425729199137,7.808526199198255,1.0,10.5,-0.6585404977370288,7.379056877602512,-0.6577405806317502,7.38109544780419,0.6203605309426744,-0.21634370291132354,10.0,0.0,8.0,6.5,4.0,11.0,3206.5,-1512.0,0.0,False,True,-1.5754126935287118,False
50:136153:10278:136121,50,B6-B8,B6,B8,0.8782792022792165,0.8782792022792165,0.0,0.0,0.0,0.0,0.0,0.0,-0.15932662329927716,7.959625305098115,1.0,10.5,-0.9015486498812288,7.257552801530412,-0.8927050812367678,7.263613197501682,0.6203605309426744,-0.17702087638883296,10.0,-1.0,8.0,3.0,0.5,6.0,3206.5,-1168.5,0.0,False,True,0.23086272528217577,False
50:137241:11292:137209,50,B4-B6,B4,B6,-6.56197655232306,6.56197655232306,0.0,0.0,0.0,0.0,0.0,0.0,-0.510131741466842,7.1681946150400435,-1.0,7.5,0.019444087357701534,7.191203525160332,0.006634850237819734,7.199150758452244,0.5118333690297708,0.03399768737243314,11.0,-1.0,8.0,28.0,-20.5,46.0,710.0,-410.5,0.0,False,True,-1.9945239564088801,False
50:137241:11292:137209,50,B4-B8,B4,B8,-8.426346136829835,8.426346136829835,0.0,0.0,0.0,0.0,0.0,0.0,-0.7331827387525722,7.1681946150400435,-1.0,7.5,-0.34129665338303994,7.371573895530703,-0.35530959420662445,7.380122980674466,0.5181319219837303,-0.006298552953959424,10.0,0.0,8.0,36.0,-28.5,44.0,1107.0,-807.5,0.0,False,True,-4.655297291897007,False
50:137241:11292:137209,50,B6-B8,B6,B8,-1.8643695845067754,1.8643695845067754,0.0,0.0,0.0,0.0,0.0,0.0,-0.2230509972857302,7.6783263565068856,0.0,8.0,-0.3607407407407415,7.361851851851852,-0.3619444444444442,7.376805555555556,0.5181319219837303,-0.04029624032639256,11.0,1.0,8.0,36.0,-8.0,46.0,1107.0,-397.0,0.0,False,True,-2.511786061503816,False
50:137621:11652:137589,50,B4-B6,B4,B6,-5.828886991216109,5.828886991216109,0.0,0.0,0.0,0.0,0.0,0.0,-0.0722072478443696,8.064164666376463,0.0,9.0,0.2808234455756091,7.931657514033596,0.2622536612547899,7.9412571190185535,0.6499409570579745,-0.04847896875388091,11.0,1.0,8.0,31.5,-30.0,36.0,2983.5,-688.0,0.0,False,True,-1.2614343953019294,False
50:137621:11652:137589,50,B4-B8,B4,B8,-6.803461508665393,6.803461508665393,0.0,0.0,0.0,0.0,0.0,0.0,0.7304882707187792,7.333676395657684,-2.0,10.0,0.9576901518540808,7.59322416089436,0.9553904855936608,7.594688706849118,0.6014619883040936,0.20803743141181696,11.0,1.0,8.0,10.0,-8.5,12.0,2295.5,1203.5,0.0,False,True,-3.032412663732565,False
50:137621:11652:137589,50,B6-B8,B6,B8,-0.9745745174492839,0.9745745174492839,0.0,0.0,0.0,0.0,0.0,0.0,0.8026955185631488,7.333676395657684,-2.0,10.0,0.6768667062784717,7.452812438106555,0.6931368243388709,7.463561876221723,0.6499409570579745,0.2565164001656979,10.0,0.0,8.0,31.5,21.5,36.0,2983.5,1891.5,0.0,False,True,-1.6219909944463247,False
50:138596:12551:138564,50,B4-B6,B4,B6,-2.9205010030659793,2.9205010030659793,0.0,0.0,0.0,0.0,0.0,0.0,0.16668587581094751,7.64468008188797,-1.0,7.5,0.11762333364623512,7.3827283534403065,0.11784551819087419,7.386669946071736,0.5234868277814065,0.08347114560681168,10.0,0.0,8.0,19.5,-8.0,25.0,681.5,77.0,0.0,False,True,1.6469515928482004,False
50:138596:12551:138564,50,B4-B8,B4,B8,-2.4496683007227844,2.4496683007227844,0.0,0.0,0.0,0.0,0.0,0.0,-0.36727283089178187,7.811365957698918,0.0,7.0,-1.7810252337360133,8.332052637131431,-1.7794985101008587,8.335341960217603,0.6341537619033132,-0.11066693412190665,13.0,-3.0,9.0,11.5,2.5,21.0,1802.0,-1120.5,0.0,False,True,1.3213805442100437,False
50:138596:12551:138564,50,B6-B8,B6,B8,0.47083270234319485,0.47083270234319485,0.0,0.0,0.0,0.0,0.0,0.0,-0.5339587067027294,7.64468008188797,1.0,7.5,-1.8986485673822484,8.273240970308313,-1.8973440282917329,8.276419201122165,0.6341537619033132,-0.19413807972871833,13.0,-3.0,9.0,19.5,10.5,25.0,1802.0,-1197.5,0.0,False,True,-0.1765837746538459,False
50:138763:12708:138731,50,B4-B6,B4,B6,-5.181392176699177,5.181392176699177,0.0,0.0,0.0,0.0,0.0,0.0,0.11199624007322484,7.8741686202595025,-1.0,6.5,0.5080048522300409,7.650386821928532,0.5089449313329162,7.651618041308703,0.6199862282664831,0.07674173351447655,11.0,1.0,8.0,22.0,13.5,25.0,762.5,-23.5,0.0,False,True,-0.6139395807849972,False
50:138763:12708:138731,50,B4-B8,B4,B8,-3.596627210739392,3.596627210739392,0.0,0.0,0.0,0.0,0.0,0.0,-0.646586671717782,7.986164860332727,0.0,6.0,-0.7173696399543097,8.263074068020707,-0.7163812029063319,8.264281108428328,0.6862870724398057,-0.0663008441733226,13.0,-2.0,12.0,22.0,18.5,25.0,3145.5,-2406.5,0.0,False,True,0.17442163419343615,False
50:138763:12708:138731,50,B6-B8,B6,B8,1.5847649659597849,1.5847649659597849,0.0,0.0,0.0,0.0,0.0,0.0,-0.7585829117910068,7.8741686202595025,1.0,6.5,-1.2253744921843506,8.009071641905686,-1.225326134239248,8.009808642761868,0.6862870724398057,-0.14304257768779916,13.0,-3.0,12.0,8.5,5.0,10.0,3145.5,-2383.0,0.0,False,True,0.9373484889627441,False
50:140159:13988:140127,50,B4-B6,B4,B6,-3.4172795698924574,3.4172795698924574,0.0,0.0,0.0,0.0,0.0,0.0,0.33391414526674,7.201916317531627,0.0,17.0,0.1686089820690666,1.4944461763440038,0.16384765176317329,1.5107083150687604,0.0,0.0,2.0,0.0,1.0,6.0,0.0,9.0,1873.0,532.0,0.0,False,True,1.1501730260217222,False
50:140159:13988:140127,50,B4-B8,B4,B8,-6.427660766961651,6.427660766961651,0.0,0.0,0.0,0.0,0.0,0.0,-0.5622042933777038,7.535830462798367,0.0,17.0,0.36761589402897843,1.3949427203640479,0.3745001056598085,1.4053820881204429,0.0,0.0,2.0,0.0,1.0,6.0,0.0,10.0,3287.0,-1414.0,0.0,False,True,-2.656611922028823,False
50:140159:13988:140127,50,B6-B8,B6,B8,-3.0103811970691936,3.0103811970691936,0.0,0.0,0.0,0.0,0.0,0.0,-0.8961184386444438,7.201916317531627,0.0,17.0,0.19900691195991183,1.3106382293295147,0.21065245389663523,1.323458262238856,0.0,0.0,2.0,0.0,1.0,6.0,0.0,10.0,3287.0,-1946.0,0.0,False,True,-3.6577976740662344,False
50:140792:14573:140760,50,B4-B6,B4,B6,-3.8068992451749537,3.8068992451749537,0.0,0.0,0.0,0.0,0.0,0.0,-0.14524866506016476,7.8768281962952615,0.0,7.0,-0.5125561701515418,7.640981064768312,-0.5124737505590033,7.643976484313474,0.601898786770816,-0.07816143898270522,11.0,-1.0,8.0,8.5,0.0,13.0,1092.5,-384.0,0.0,False,True,0.7605533507392259,False
50:140792:14573:140760,50,B4-B8,B4,B8,-3.289899459236402,3.289899459236402,0.0,0.0,0.0,0.0,0.0,0.0,-0.508318214200643,7.8768281962952615,0.0,7.0,-1.827259125090018,8.29833254223755,-1.8255922024030786,8.300535710235511,0.657536113382393,-0.13379876559428228,13.0,-3.0,10.0,8.5,4.0,13.0,2953.5,-2245.0,0.0,False,True,0.4811493856964262,False
50:140792:14573:140760,50,B6-B8,B6,B8,0.5169997859385518,0.5169997859385518,0.0,0.0,0.0,0.0,0.0,0.0,-0.3630695491404783,8.022076861355426,0.0,7.0,-1.3147029549384763,8.554610627313322,-1.3131184518440753,8.556772585515013,0.657536113382393,-0.055637326611577054,13.0,-2.0,10.0,8.5,4.0,13.0,2953.5,-1861.0,0.0,False,True,-0.13041669105848896,False
50:142813:76:142781,50,B4-B6,B4,B6,-7.653445577801449,7.653445577801449,-17.3100000000004,17.3100000000004,17.3100000000004,17.3100000000004,-0.008460410557184946,0.008460410557184946,0.006087928214846272,7.624130585661289,-1.0,16.5,1.0926688353917702,2.6856306053791696,0.9142689955174772,2.775316315940557,0.0,0.0,4.0,1.0,3.0,21.5,14.5,22.0,2058.5,12.5,0.0,False,True,-3.0859929818872693,False
50:142813:76:142781,50,B4-B8,B4,B8,-8.128974942900498,8.128974942900498,0.0,0.0,0.0,0.0,0.0,0.0,-0.14673588944630644,7.630218513876136,-1.0,16.5,0.9966462311287456,2.7336419075106817,0.9480548405449332,2.758423393426829,0.0,0.0,4.0,1.0,3.0,32.0,-10.5,60.0,2384.0,-325.5,0.0,False,True,-4.35792609796767,False
50:142813:76:142781,50,B6-B8,B6,B8,-0.47552936509904953,0.47552936509904953,17.3100000000004,17.3100000000004,17.3100000000004,17.3100000000004,0.008460410557184946,0.008460410557184946,-0.15282381766115272,7.624130585661289,0.0,17.0,-0.09602260426302456,2.1873074898147964,0.03378584502745596,2.3012888956680904,0.0,0.0,3.0,0.0,2.0,32.0,-25.0,60.0,2384.0,-338.0,0.0,False,True,-1.1229458420960903,False
50:143460:708:143428,50,B4-B6,B4,B6,-3.19332482721957,3.19332482721957,-3.0,3.0,3.0,3.0,-0.001854140914709518,0.001854140914709518,0.08151451802824639,7.389563953677635,0.0,16.0,0.4328432378690459,3.9265575892682687,0.3623408190187365,3.991429989237427,0.0,0.0,5.0,0.0,4.0,11.5,7.5,14.0,1755.5,137.5,0.0,False,True,1.3741277686946098,False
50:143460:708:143428,50,B4-B8,B4,B8,-4.034904192298924,4.034904192298924,0.0,0.0,0.0,0.0,0.0,0.0,-0.14962661513238018,7.471078471705882,0.0,16.0,0.3572999536662538,3.9643292313696645,0.374169795509915,3.985515500991838,0.0,0.0,5.0,0.0,4.0,11.5,6.5,14.0,2039.0,-283.5,0.0,False,True,-0.2638553473660963,False
50:143460:708:143428,50,B6-B8,B6,B8,-0.8415793650793546,0.8415793650793546,3.0,3.0,3.0,3.0,0.001854140914709518,0.001854140914709518,-0.23114113316062657,7.389563953677635,0.0,16.0,-0.0755432842027921,3.7479076124351414,0.011828976491178533,3.80434509148247,0.0,0.0,5.0,0.0,4.0,5.0,-1.0,7.0,2039.0,-421.0,0.0,False,True,-1.4889958420763953,False
50:145726:2843:145694,50,B4-B6,B4,B6,-2.9012785382620727,2.9012785382620727,290.1999999999998,290.1999999999998,397.8074999999999,505.41499999999996,0.17130082217556758,0.22355015453779145,-0.1460544480610393,7.484649502717833,0.0,5.0,-0.9542302234841094,5.747696735793754,-0.11881465976957895,6.317625930615332,0.4653748048882628,-0.07674282895327428,9.0,0.0,7.0,1296.5,240.0,1721.0,304.5,207.0,-304.5,True,True,1.666174057652107,False
50:145726:2843:145694,50,B4-B8,B4,B8,-2.03800520011718,2.03800520011718,189.4375,189.4375,397.8074999999999,606.1774999999998,0.15927810025031464,0.22355015453779145,-0.5996046035894853,7.484649502717833,1.0,4.5,-3.5730334283850675,7.057098338244234,-2.741472947696355,7.62895507457872,0.7067210474003496,-0.31808907146536103,13.0,-4.0,9.0,1996.0,-699.5,2253.0,771.0,-466.5,-304.5,True,True,1.7330436448156483,False
50:145726:2843:145694,50,B6-B8,B6,B8,0.8632733381448929,0.8632733381448929,-100.76249999999982,100.76249999999982,208.3699999999999,315.97749999999996,-0.01202272192525295,0.06427205428747683,-0.453550155528446,7.630703950778872,1.0,4.5,-2.618803204900958,7.5342134499862885,-2.622658287926776,7.6883624044635095,0.7067210474003496,-0.24134624251208675,13.0,-4.0,9.0,1996.0,-939.5,2253.0,771.0,-673.5,-38.5,True,True,0.21585686114785219,False
50:147212:4216:147180,50,B4-B6,B4,B6,-6.739383112795139,6.739383112795139,0.0,0.0,0.0,0.0,0.0,0.0,0.07608795300076654,7.727755350538006,0.0,17.0,0.577972799775027,2.0246109868009308,0.6150339361844821,2.044463432071091,0.0,0.0,3.0,1.0,2.0,12.0,3.5,23.0,2449.0,179.5,0.0,False,True,-2.171930516880959,False
50:147212:4216:147180,50,B4-B8,B4,B8,-6.746110242548468,6.746110242548468,0.0,0.0,0.0,0.0,0.0,0.0,0.0571103957851502,7.746732907753622,0.0,17.0,0.6521187874666541,1.987537992955117,0.6848813945429255,2.0095397028918693,0.0,0.0,3.0,1.0,2.0,12.0,5.0,23.0,2449.0,136.0,0.0,False,True,-2.97506139761564,False
50:147212:4216:147180,50,B6-B8,B6,B8,-0.006727129753329564,0.006727129753329564,0.0,0.0,0.0,0.0,0.0,0.0,-0.018977557215616336,7.727755350538006,0.0,17.0,0.07414598769162706,1.6985515930676036,0.06984745835844341,1.7020227347996282,0.0,0.0,2.0,0.0,2.0,8.5,1.5,11.0,2313.0,-43.5,0.0,False,True,-0.6541436067503703,False
50:147278:4280:147246,50,B4-B6,B4,B6,-4.26618545470518,4.26618545470518,0.0500000000001819,0.0500000000001819,0.0500000000001819,0.0500000000001819,2.5906735751389585e-05,2.5906735751389585e-05,-0.3315031901673704,7.565793282428515,0.0,16.0,0.2380718220653324,3.46749258637666,0.2954595290350053,3.5222184220109947,0.0,0.0,5.0,1.0,4.0,27.0,14.0,34.0,2689.0,-759.0,0.0,False,True,0.30126714120899933,False
50:147278:4280:147246,50,B4-B8,B4,B8,-3.344754330092343,3.344754330092343,0.0500000000001819,0.0500000000001819,0.0500000000001819,0.0500000000001819,2.5906735751389585e-05,2.5906735751389585e-05,-0.4845911706385069,7.565793282428515,0.0,16.0,0.14906838254014998,3.5119943061392513,0.20345169642000993,3.5682223383184923,0.0,0.0,5.0,1.0,4.0,27.0,15.0,34.0,3134.0,-1204.0,0.0,False,True,0.4262945148404853,False
50:147278:4280:147246,50,B6-B8,B6,B8,0.9214311246128375,0.9214311246128375,0.0,0.0,0.0,0.0,0.0,0.0,-0.15308798047113648,7.897296472595885,0.0,16.0,-0.08900343952518242,3.3929583951065854,-0.09200783261499534,3.4204925738009897,0.0,0.0,4.0,0.0,3.0,13.0,1.0,20.0,3134.0,-445.0,0.0,False,True,0.27401464761579675,False
50:147770:4733:147738,50,B4-B6,B4,B6,-4.245139204679482,4.245139204679482,0.0,0.0,0.0,0.0,0.0,0.0,0.17294160266413972,7.430707082545968,0.0,10.0,0.40349900742309686,7.122271449144526,0.372562535007976,7.138238562877653,0.44663424622472486,-0.03960523110416908,10.0,0.0,7.0,12.0,-10.5,19.0,1157.5,155.5,0.0,False,True,0.3223133912346974,False
50:147770:4733:147738,50,B4-B8,B4,B8,-3.5129830339385464,3.5129830339385464,-0.1625000000003638,0.1625000000003638,0.1625000000003638,0.1625000000003638,-8.034610630425898e-05,8.034610630425898e-05,-0.008935279105812377,7.603648685210108,0.0,10.0,0.39002836941973307,7.1290067681462075,0.3648164929279947,7.142111583917644,0.4273231031543052,-0.020294088033749436,10.0,0.0,7.0,30.5,-29.0,37.0,1157.5,1.0,0.0,False,True,0.2580658109942817,False
