event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,mean_peak_sample,delta_area_over_amp,mean_area_over_amp,delta_positive_area_over_amp,mean_positive_area_over_amp,max_tail_area_frac,delta_tail_area_frac,max_width20_samples,delta_width20_samples,max_width50_samples,max_pretrigger_abs_adc,delta_pretrigger_abs_adc,max_pretrigger_ptp_adc,max_late_abs_adc,delta_late_abs_adc,most_negative_postpeak_adc,has_pretrigger_anomaly,has_late_anomaly,centered_residual_ns,tail_abs_gt_threshold,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns,ml_oracle_pred_ns,residual_ml_oracle_corrected_ns,ml_tail_probability,ml_tail_probability_shuffled
55:287639:11482:287593,55,B4-B8,B4,B8,-5.849342123056118,5.849342123056118,-11.0,11.0,11.0,11.0,-0.010091743119266056,0.010091743119266056,0.7564102552975687,6.994849985833071,-1.0,14.5,0.7086819354698601,4.802964820945939,0.5631274394252586,4.877893994941987,0.32882882882882886,0.14180288072503644,6.0,0.0,5.0,25.5,9.5,29.0,2323.5,1233.5,0.0,False,True,-1.6335053228524998,False,-3.1497332315310254,-2.699608891525093,False,-0.7344486162922146,-5.114893506763904,-0.35907003068135207,-5.4902720923747665,-1.6138959012118135,-4.235446221844304,0.05066752935052145,0.35766033813899323
55:287639:11482:287593,55,B6-B8,B6,B8,-2.30509040074557,2.30509040074557,-11.0,11.0,11.0,11.0,-0.010091743119266056,0.010091743119266056,0.7766387742845451,6.994849985833071,0.0,15.0,0.27174729820189736,4.584497502311958,0.12868026884487271,4.660670409651794,0.18702594810379242,-0.01501845011218303,6.0,0.0,5.0,16.0,-7.0,21.0,2371.0,1281.0,0.0,False,True,-2.9284476429116175,False,-2.5969017228024707,0.29181132205690075,False,-0.3700497599833454,-1.9350406407622245,-0.0980189268000117,-2.2070714739455584,-2.90237365365897,0.5972832529134,0.026252223012336883,0.4049190947751019
55:288788:12550:288742,55,B4-B6,B4,B6,-7.229050955611314,7.229050955611314,0.0,0.0,0.0,0.0,0.0,0.0,-0.3868697290025267,7.470224135899966,0.0,9.0,0.32060472583875477,7.316322494549265,0.32017520044886005,7.318817758954589,0.5024606565356119,-0.05025757679784698,11.0,1.0,8.0,7.0,-4.0,11.0,1344.0,-481.0,0.0,False,True,-2.7197253276890407,False,0.7876692364722433,-8.016720192083557,False,-0.8947122757424312,-6.334338679868883,-0.10911487789155346,-7.1199360777197604,-2.7003689433062177,-4.5286820123050955,0.0,0.16832423795841556
55:288788:12550:288742,55,B4-B8,B4,B8,-6.973798034226412,6.973798034226412,0.0,0.0,0.0,0.0,0.0,0.0,-0.3847389775910477,7.470224135899966,0.0,9.0,0.40000022119318235,7.276624746872052,0.3888956598579716,7.284457529250034,0.4971134641166653,-0.04491038437890038,11.0,1.0,8.0,28.5,-25.5,35.0,1323.5,-460.5,0.0,False,True,-2.757961234022794,False,0.14719304532051647,-7.120991079546929,False,-0.9383595135908198,-6.0354385206355925,-0.08005817794967289,-6.893739856276739,-2.775375536565787,-4.1984224976606255,0.014719896624937742,0.017492653744953002
55:288788:12550:288742,55,B6-B8,B6,B8,0.2552529213849013,0.2552529213849013,0.0,0.0,0.0,0.0,0.0,0.0,0.002130751411479004,7.854963113491014,0.0,9.0,0.07939549535442758,7.116322383952674,0.06872045940911153,7.124369929025603,0.5024606565356119,0.0053471924189466,10.0,0.0,8.0,28.5,-21.5,35.0,1344.0,20.5,0.0,False,True,-0.3681043207811463,False,-0.533903046526887,0.7891559679117883,False,-0.4073995700425793,0.6626524914274806,0.1493405779124953,0.105912343472406,-0.3613275123210283,0.6165804337059295,0.04753333278234947,0.015578752029330381
55:288901:12657:288855,55,B4-B6,B4,B6,-5.839907256711811,5.839907256711811,-13.385000000000218,13.385000000000218,13.385000000000218,13.385000000000218,-0.006558059774620391,0.006558059774620391,0.26289151187171367,7.621684998724611,0.0,12.0,0.5252445396675123,6.366002965571139,0.44163628663250876,6.430029314310865,0.44235776848417896,-0.04548383032583714,9.0,1.0,8.0,25.0,-20.0,42.0,2269.0,565.0,0.0,False,True,-1.3305816287895382,False,-1.0301391722355595,-4.809768084476252,False,-0.9146995552037722,-4.925207701508039,-3.7806142512108813,-2.0592930055009298,-1.3289483920813108,-4.5109588646305,0.03194656599456004,0.17216930645772935
55:288901:12657:288855,55,B4-B8,B4,B8,-3.267017099325116,3.267017099325116,0.0,0.0,0.0,0.0,0.0,0.0,-0.5043286605183814,7.884576510596324,1.0,11.5,-0.077765485541204,6.6675079781754985,-0.058272396819094574,6.679983656036667,0.5606440677966101,-0.1637701296382683,9.0,0.0,8.0,5.0,0.0,9.0,3499.0,-1230.0,0.0,False,True,0.9488197008785022,False,0.056815437277589254,-3.3238325366027053,False,0.834903009856052,-4.101920109181168,0.15954062132885313,-3.4265577206539692,0.947967982147184,-4.2149850814723,0.0,0.07633491049161427
55:288901:12657:288855,55,B6-B8,B6,B8,2.572890157386695,2.572890157386695,13.385000000000218,13.385000000000218,13.385000000000218,13.385000000000218,0.006558059774620391,0.006558059774620391,-0.7672201723900951,7.621684998724611,1.0,11.5,-0.6030100252087163,6.404885708341742,-0.49990868345160333,6.459165512720412,0.5606440677966101,-0.11828629931243118,9.0,-1.0,8.0,25.0,20.0,42.0,3499.0,-1795.0,0.0,False,True,1.9495329152206473,False,0.566355289338724,2.0065348680479707,False,0.9712127088105277,1.6016774485761673,0.1253977780467115,2.4474923793399834,1.9613840900030635,0.6115060673836314,0.0,0.1528007535774761
55:289166:12902:289120,55,B4-B6,B4,B6,-5.6701184671259455,5.6701184671259455,0.0,0.0,0.0,0.0,0.0,0.0,0.10898813684352504,7.836567291409964,-1.0,9.5,0.9074869861957682,6.944555585569727,0.8707566414057499,6.967881778517536,0.6034845874018763,0.08740824367361644,11.0,1.0,8.0,13.5,-7.5,25.0,1812.0,204.5,0.0,False,True,-1.1607928392036726,False,-0.8944247516699542,-4.775693715455992,False,-2.0325971735501103,-3.637521293575835,0.13900638210829158,-5.809124849234237,-1.1560567598801341,-4.514061707245811,0.0380956780303708,0.0056843370498166285
55:289166:12902:289120,55,B4-B8,B4,B8,-4.491952318516425,4.491952318516425,0.0,0.0,0.0,0.0,0.0,0.0,-0.39811736232186146,7.945555428253489,-1.0,9.5,-0.5702910462580277,7.683444601796626,-0.5672336544976142,7.686876926469218,0.6034845874018763,0.0163995623242551,11.0,1.0,9.0,6.5,-0.5,10.0,3413.5,-1601.5,0.0,False,True,-0.2761155183128068,False,-1.0964169996056228,-3.3955353189108024,False,-1.0741072252868042,-3.417845093229621,-0.06565762168231856,-4.426294696834106,-0.2691871849294504,-4.222765133586975,0.02196657747240924,0.18766377410681995
55:289166:12902:289120,55,B6-B8,B6,B8,1.1781661486095203,1.1781661486095203,0.0,0.0,0.0,0.0,0.0,0.0,-0.5071054991653865,7.836567291409964,0.0,10.0,-1.477778032453796,7.229701108698741,-1.4379902959033641,7.2514986057663435,0.5870850250776212,-0.07100868134936134,10.0,0.0,9.0,13.5,7.0,25.0,3413.5,-1806.0,0.0,False,True,0.5548089064434727,False,-0.219322069171559,1.3974882177810792,False,0.2012693719280954,0.9768967766814249,0.12161447976427917,1.0565516688452412,0.5819880864514461,0.5961780621580742,0.0,0.030556381810167975
55:289503:13218:289456,55,B4-B6,B4,B6,-5.916535293887613,5.916535293887613,0.0,0.0,0.0,0.0,0.0,0.0,-0.19850027961182004,7.508787170634276,0.0,7.0,-0.17264962937040718,7.097844288080706,-0.16882004312139287,7.104706236590866,0.5323428213950578,-0.07086446540193392,10.0,0.0,7.0,46.0,33.5,59.0,561.5,-235.5,0.0,False,True,-1.4072096659653397,False,0.7176842883770793,-6.634219582264691,False,-0.043845351353631865,-5.872689942533981,0.10325775760477014,-6.019793051492383,-1.391883398948789,-4.524651894938824,0.005197368421052632,0.04141170081773945
55:289503:13218:289456,55,B4-B8,B4,B8,-5.349286684675711,5.349286684675711,0.0,0.0,0.0,0.0,0.0,0.0,-0.5108256237659905,7.508787170634276,0.0,7.0,-1.4290859889276302,7.726062467859317,-1.4255741370593338,7.733083283559837,0.5851482448279892,-0.1236698888348653,12.0,-2.0,9.0,46.0,31.0,59.0,1098.0,-772.0,0.0,False,True,-1.1334498844720926,False,0.5013494380982841,-5.850636122773995,False,-0.2809814678599722,-5.068305216815739,-0.09501502482576293,-5.254271659849948,-1.1500874604625473,-4.199199224213164,0.0,0.062665708418171
55:289503:13218:289456,55,B6-B8,B6,B8,0.5672486092119016,0.5672486092119016,0.0,0.0,0.0,0.0,0.0,0.0,-0.31232534415417046,7.707287450246096,0.0,7.0,-1.256436359557223,7.81238728254452,-1.256754093937941,7.817493305120533,0.5851482448279892,-0.052805423432931375,12.0,-2.0,9.0,15.0,-2.5,28.0,1098.0,-536.5,0.0,False,True,-0.05610863295414603,False,0.19554983115514624,0.37169877805675533,False,-0.30725350924205086,0.8745021184539524,-0.013252129333369245,0.5805007385452708,-0.05714043291423724,0.6243890421261388,0.017829240423786367,0.22672649667079364
55:289613:13320:289566,55,B4-B6,B4,B6,-6.729446138982837,6.729446138982837,0.0,0.0,0.0,0.0,0.0,0.0,-0.21118296110171286,7.4377951216719325,-1.0,14.5,0.8186876238047711,4.882764550877356,0.818140531312868,4.898939157193979,0.31998224786419616,0.14759042413178308,6.0,0.0,5.0,28.0,20.5,42.0,2097.5,-399.5,0.0,False,True,-2.220120511060564,False,-0.2004813371234395,-6.528964801859398,False,-0.24189185019450665,-6.48755428878833,-0.41193840182466895,-6.317507737158168,-2.209350658202406,-4.520095480780431,0.039475551592099284,0.0622365035517917
55:289613:13320:289566,55,B4-B8,B4,B8,-1.1977543752861664,1.1977543752861664,0.0,0.0,0.0,0.0,0.0,0.0,-1.113896110151872,7.4377951216719325,1.0,13.5,0.5590906799118311,5.012563022823826,0.5601110751839711,5.027953885258427,0.47755210029306416,-0.157569852428868,6.0,0.0,5.0,28.0,5.5,42.0,5077.5,-3379.5,0.0,False,True,3.018082424917452,False,0.8871330248665643,-2.0848874001527307,False,1.2803560809238599,-2.4781104562100262,-0.18676049793624327,-1.010993877349923,3.1477098438081548,-4.345464219094321,0.005441176470588236,0.07483950715566495
55:289613:13320:289566,55,B6-B8,B6,B8,5.531691763696671,5.531691763696671,0.0,0.0,0.0,0.0,0.0,0.0,-0.9027131490501592,7.648978082773645,2.0,14.0,-0.25959694389293997,4.60321921092144,-0.25802945612889694,4.618883619601993,0.47755210029306416,-0.3051602765606511,6.0,0.0,5.0,22.5,-15.0,39.0,5077.5,-2980.0,0.0,False,True,4.908334521530623,False,1.0559044446453443,4.475787319051326,False,1.7902633381541997,3.741428425542471,0.06637984996470073,5.46531191373197,8.28178571029196,-2.750093946595289,0.01639039087416196,0.06380894048906594
55:290240:13907:290193,55,B4-B6,B4,B6,-5.7683457428730165,5.7683457428730165,0.0,0.0,0.0,0.0,0.0,0.0,0.20409535634351528,7.841492924460013,-1.0,7.5,1.1948434978643068,7.84791329435095,1.1970754513234825,7.852568398095874,0.6031336545392466,0.12587447960565307,12.0,1.0,8.0,18.0,11.0,26.0,1219.0,333.0,0.0,False,True,-1.2590201149507436,False,-0.9159139643754495,-4.852431778497567,False,-10.878726042132673,5.110380299259656,0.23321104441340382,-6.00155678728642,-1.2423174871561784,-4.526028255716838,0.38737598033158027,0.03304569845087987
55:290240:13907:290193,55,B4-B8,B4,B8,-6.813617245268823,6.813617245268823,0.0,0.0,0.0,0.0,0.0,0.0,0.07208831677889815,7.97349996402463,-3.0,8.5,0.3753832858744204,8.257643400345893,0.37529633740337687,8.263457955055927,0.6031336545392466,0.28315584262595084,12.0,1.0,8.0,18.0,2.0,28.0,1363.0,-144.0,0.0,False,True,-2.5977804450652044,False,-2.2783258651718703,-4.535291380096952,False,-1.575107264724103,-5.23850998054472,0.11290423260276124,-6.926521477871584,-2.657377008636085,-4.156240236632738,0.16481531555915754,0.044641653199188454
55:290240:13907:290193,55,B6-B8,B6,B8,-1.0452715023958064,1.0452715023958064,0.0,0.0,0.0,0.0,0.0,0.0,-0.13200703956461712,7.841492924460013,-2.0,9.0,-0.8194602119898864,7.66022165141374,-0.8217791139201056,7.664920229394186,0.47725917493359354,0.15728136302029777,11.0,0.0,8.0,16.0,-9.0,28.0,1363.0,-477.0,0.0,False,True,-1.668628744561854,False,-1.1972372989837523,0.15196579658794596,False,-0.36806307784593945,-0.6772084245498668,-0.058964635977833246,-0.986306866417973,-1.6520833638531056,0.6068118614572993,0.0,0.10421939312694406
55:291176:14766:291129,55,B4-B6,B4,B6,-4.148890563279309,4.148890563279309,22.222499999999854,22.222499999999854,22.222499999999854,22.222499999999854,0.009188546619805605,0.009188546619805605,-0.03132884370729094,7.791316186233373,-1.0,16.5,0.2146149610543553,3.107908562474683,0.3874287755586683,3.2131493707486793,0.0,0.0,4.0,0.0,3.0,26.5,14.0,35.0,2495.5,-77.0,0.0,False,True,0.3604350646429637,False,-1.0757714119229191,-3.07311915135639,False,0.08928990830966022,-4.2381804715889695,-0.7706192608483466,-3.3782713024309627,0.35133377492068696,-4.500224338199996,0.009603838998816169,0.1082955579254663
55:291176:14766:291129,55,B4-B8,B4,B8,-3.11623873349356,3.11623873349356,22.222499999999854,22.222499999999854,22.222499999999854,22.222499999999854,0.009188546619805605,0.009188546619805605,-0.2441246289025818,7.791316186233373,0.0,16.0,0.026875962030200817,3.20177806198676,0.21431315124056383,3.2997071829077314,0.0,0.0,4.0,0.0,3.0,26.5,16.0,35.0,3087.5,-669.0,0.0,False,True,1.0995980667100582,False,-1.0493386161101492,-2.066900117383411,False,-0.29047106908184606,-2.825767664411714,-0.31142767851068703,-2.8048110549828733,1.0929818574239605,-4.20922059091752,0.013224921919959364,0.10193788429716966
55:291176:14766:291129,55,B6-B8,B6,B8,1.032651829785749,1.032651829785749,0.0,0.0,0.0,0.0,0.0,0.0,-0.21279578519529085,7.822645029940664,1.0,16.5,-0.18773899902415447,3.0944705814595825,-0.17311562431810446,3.1059927951283974,0.0,0.0,4.0,0.0,3.0,12.5,2.0,21.0,3087.5,-592.0,0.0,False,True,0.4092945876197014,False,-0.09735815653913199,1.130009986324881,False,0.033739809406634305,0.9989120203791146,0.11089654068481503,0.921755289100934,0.43860935974491977,0.5940424700408292,0.041621907124542404,0.06512145444124826
55:291932:15465:291885,55,B4-B6,B4,B6,-5.103537070844993,5.103537070844993,0.0,0.0,0.0,0.0,0.0,0.0,0.12344877319206038,7.655390644826152,0.0,13.0,0.28898617814498273,5.869741786372349,0.2797783513236034,5.8921392940890875,0.403442312443383,-0.056921403194727827,8.0,1.0,7.0,20.5,11.5,29.0,2192.5,129.5,0.0,False,True,-0.5942114429227203,False,-0.5573052531482203,-4.546231817696773,False,-0.4851929282936645,-4.6183441425513285,-0.09431575074174306,-5.00922132010325,-0.5726820693313038,-4.5308550015136895,0.0,0.04220417875864424
55:291932:15465:291885,55,B4-B8,B4,B8,-6.044704204491225,6.044704204491225,0.0,0.0,0.0,0.0,0.0,0.0,-0.2645027524233958,7.7788394180182125,-3.0,14.5,-0.21455689833407998,6.121513324611881,-0.19933399811543495,6.131695468808607,0.3465209092486552,0.3465209092486552,8.0,1.0,7.0,20.5,12.5,29.0,3112.0,-919.5,0.0,False,True,-1.8288674042876067,False,-2.1017069963474664,-3.9429972081437588,False,-0.7113448117833067,-5.333359392707918,0.03825820303674542,-6.082962407527971,-1.8187220282929328,-4.2259821761982925,0.006133384952409729,0.0399639991275237
55:291932:15465:291885,55,B6-B8,B6,B8,-0.941167133646232,0.941167133646232,0.0,0.0,0.0,0.0,0.0,0.0,-0.3879515256154562,7.655390644826152,-3.0,14.5,-0.5035430764790627,5.977020235539388,-0.47911234943903835,5.991806293146805,0.403442312443383,0.403442312443383,7.0,0.0,6.0,9.0,1.0,12.0,3112.0,-1049.0,0.0,False,True,-1.5645243758122795,False,-1.6802792787172975,0.7391121450710656,False,-0.19800951353295732,-0.7431576201132746,0.08606386520726497,-1.027230998853497,-1.5767362626249277,0.6355691289786958,0.0,0.3207915611063095
55:292270:15778:292223,55,B4-B6,B4,B6,-2.762850009639493,2.762850009639493,0.0,0.0,0.0,0.0,0.0,0.0,-0.15090942200481106,7.582993038998515,0.0,12.0,0.18693599620711066,6.315495587330618,0.1990537401735386,6.331845678932838,0.424059305062713,-0.001981382984790947,9.0,1.0,7.0,7.5,-3.0,13.0,1885.5,-210.0,0.0,False,True,1.7464756182827799,False,0.11953837678168427,-2.8823883864211775,False,-0.5623792753897969,-2.200470734249696,-0.13193478355065555,-2.6309152260888373,1.7208530749711968,-4.48370308461069,0.005729166666666667,0.1895190118567734
55:292270:15778:292223,55,B4-B8,B4,B8,-1.2536043956044125,1.2536043956044125,0.0,0.0,0.0,0.0,0.0,0.0,-0.9228358223386728,7.582993038998515,1.0,11.5,-0.09361608072667593,6.455771625797512,-0.0726234044452374,6.467684251242227,0.5463043613513345,-0.12422643927341248,9.0,0.0,8.0,5.5,-1.0,10.0,3745.5,-2070.0,0.0,False,True,2.962232404599206,False,0.8825578835415309,-2.1361622791459434,False,1.1778849910312732,-2.4314893866356857,-0.050317494832134234,-1.2032869007722782,3.0579376559446048,-4.311542051549017,0.0,0.10179972604161429
55:292270:15778:292223,55,B6-B8,B6,B8,1.5092456140350805,1.5092456140350805,0.0,0.0,0.0,0.0,0.0,0.0,-0.7719264003338617,7.733902461003326,1.0,11.5,-0.2805520769337866,6.362303627693956,-0.271677144618776,6.3681573811554575,0.5463043613513345,-0.12224505628862153,9.0,-1.0,8.0,7.5,2.0,13.0,3745.5,-1860.0,0.0,False,True,0.8858883718690329,False,0.71973404790431,0.7895115661307706,False,1.2040310105689693,0.3052146034661112,0.07759810523515566,1.4316475087999248,0.891213282139451,0.6180323318956296,0.0,0.08804503065136202
55:292750:16227:292703,55,B4-B6,B4,B6,-3.0242602266490266,3.0242602266490266,0.0,0.0,0.0,0.0,0.0,0.0,0.13298167022048624,7.729515527010059,-1.0,6.5,-0.1363282344611232,7.452838741797369,-0.13770105226217755,7.456990687856155,0.5441705321311304,0.06658432523457869,13.0,-3.0,7.0,199.0,178.5,207.0,606.5,-159.5,0.0,True,True,1.4850654012732463,False,-0.34194770471211255,-2.682312521936914,False,-0.2560191805870829,-2.7682410460619438,0.101333885825064,-3.1255941124740905,1.4853696980721023,-4.5096299247211284,0.04337336260336512,0.03535257735536228
55:292750:16227:292703,55,B4-B8,B4,B8,-4.84799128231672,4.84799128231672,0.0,0.0,0.0,0.0,0.0,0.0,-0.3000190529096338,7.862497197230545,0.0,6.0,-1.806711570527316,8.288030409830466,-1.804672160009103,8.290476241729618,0.6785603475023271,-0.13438981537119665,14.0,-4.0,9.0,199.0,167.0,207.0,1401.0,-954.0,0.0,True,True,-0.6321544821131013,False,0.0535922393968975,-4.901583521713617,False,0.5529583312137978,-5.400949613530518,0.18918542856904472,-5.037176710885764,-0.6222727232587512,-4.2257185590579684,0.10498813621017382,0.13384273166516863
55:292750:16227:292703,55,B6-B8,B6,B8,-1.8237310556676931,1.8237310556676931,0.0,0.0,0.0,0.0,0.0,0.0,-0.43300072313012006,7.729515527010059,1.0,6.5,-1.6703833360661928,8.356194527061028,-1.6669711077469254,8.359326767860708,0.6785603475023271,-0.20097414060577534,14.0,-1.0,9.0,32.0,-11.5,36.0,1401.0,-794.5,0.0,False,True,-2.4470882978337407,False,0.7920149322644001,-2.615745987932093,False,0.3225959607517094,-2.1463270164194026,0.0729426501954891,-1.8966737058631822,-2.4440433251353917,0.6203122694676986,0.014633432248971488,0.1000788298745339
55:293023:106:292976,55,B4-B6,B4,B6,-5.708308923321766,5.708308923321766,0.0,0.0,0.0,0.0,0.0,0.0,-0.1773970344334863,7.854963113491014,0.0,17.0,0.5690891650579912,2.791692080904564,0.4982750460229317,2.8381563664162743,0.0,0.0,4.0,1.0,3.0,13.5,1.5,24.0,3078.0,-500.5,0.0,False,True,-1.1989832953994934,False,-0.1039576684465372,-5.604351254875229,False,-1.397983933414575,-4.310324989907191,-0.2410367002363117,-5.4672722230854545,-1.2025105342298907,-4.505798389091876,0.0,0.03611721317837924
55:293023:106:292976,55,B4-B8,B4,B8,-6.644913891032388,6.644913891032388,0.0,0.0,0.0,0.0,0.0,0.0,-0.07865453379456966,7.854963113491014,0.0,17.0,0.7595789621604738,2.6964471823533227,0.7525260931214826,2.711030842866999,0.0,0.0,4.0,1.0,3.0,13.5,8.0,22.0,2788.5,-211.0,0.0,False,True,-2.4290770908287698,False,-0.8720362959385697,-5.772877595093819,False,-1.9041936917980107,-4.740720199234378,-0.6698934589350709,-5.975020432097317,-2.353454386448425,-4.291459504583964,0.02480381012277811,0.0445513790481808
55:293023:106:292976,55,B6-B8,B6,B8,-0.9366049677106218,0.9366049677106218,0.0,0.0,0.0,0.0,0.0,0.0,0.09874250063891665,7.933617647285583,0.0,17.0,0.1904897971024826,2.4119025998243275,0.25425104709855084,2.461893319855533,0.0,0.0,3.0,0.0,3.0,12.0,6.5,24.0,3078.0,289.5,0.0,False,True,-1.5599622098766694,False,-1.194897354594591,0.25829238688396905,False,-0.3700497599833454,-0.5665552077272764,-0.6212567290591188,-0.3153482386515031,-1.5767362626249277,0.6401312949143059,0.05050897267415096,0.04860516468588819
55:293188:265:293141,55,B4-B6,B4,B6,-5.974678708264918,5.974678708264918,0.0,0.0,0.0,0.0,0.0,0.0,-0.01363071389587045,7.899524472032198,0.0,10.0,0.5848242637930987,7.376233508177662,0.5687791501533397,7.388708755164518,0.4887423360296769,-0.027694896598369823,11.0,1.0,8.0,37.0,-34.0,59.0,1782.0,6.0,0.0,False,True,-1.4653530803426449,False,-0.15855126416325155,-5.816127444101666,False,-1.1961926023530438,-4.778486105911874,-0.006541841465422004,-5.968136866799496,-1.4711504361244627,-4.503528272140455,0.02491332664846746,0.014496196331939343
55:293188:265:293141,55,B4-B8,B4,B8,-4.908621362868416,4.908621362868416,0.0,0.0,0.0,0.0,0.0,0.0,-0.37215173909293675,7.899524472032198,1.0,9.5,-0.6412891508732388,7.989290215510831,-0.653841958724418,8.000019309603397,0.65021113243762,-0.18916369300631286,11.0,1.0,10.0,19.5,-16.5,32.0,3290.5,-1508.5,0.0,False,True,-0.6927845626647979,False,-0.19720442190412635,-4.71141694096429,False,-0.8276655655216171,-4.0809557973468,0.0805294234647145,-4.989150786333131,-0.6937380337595027,-4.214883329108914,0.02412916164427781,0.06716837831422931
55:293188:265:293141,55,B6-B8,B6,B8,1.0660573453965014,1.0660573453965014,0.0,0.0,0.0,0.0,0.0,0.0,-0.3585210251970663,7.913155185928068,1.0,9.5,-1.2261134146663375,7.696878083614282,-1.2226211088777577,7.715629734526727,0.65021113243762,-0.16146879640794304,10.0,0.0,10.0,37.0,17.5,59.0,3290.5,-1514.5,0.0,False,True,0.44270010323045383,False,-0.03854299186797225,1.1046003372644737,False,0.2918753078213975,0.774182037575104,0.031013823465909574,1.0350435219305918,0.4597030568693935,0.6063542885271079,0.0,0.042273957666648196
55:293552:598:293505,55,B4-B6,B4,B6,-6.737626343406305,6.737626343406305,0.0,0.0,0.0,0.0,0.0,0.0,0.07828665355378739,7.883257870488138,-1.0,13.5,0.7525174100758214,5.437167624517451,0.7570588015765116,5.443964060414883,0.4471430282702444,0.13294453225356656,7.0,1.0,6.0,10.5,-1.0,19.0,2831.5,180.0,0.0,False,True,-2.228300715484032,False,-1.1429662528216358,-5.594660090584669,False,-2.1805348887023435,-4.557091454703961,-0.13972606378103963,-6.597900279625265,-2.2110042223207094,-4.5266221210855955,0.02689454401355094,0.015790602067406727
55:293552:598:293505,55,B4-B8,B4,B8,-5.493006371394372,5.493006371394372,0.0,0.0,0.0,0.0,0.0,0.0,-0.7146162984699584,7.961544524041925,0.0,13.0,1.0163953595016118,5.3052286498045556,0.9996114545484165,5.32268773392893,0.4471430282702444,0.0222814527957092,7.0,1.0,6.0,18.5,-9.0,35.0,5169.5,-2338.0,0.0,False,True,-1.277169571190754,False,-0.4906037369376618,-5.00240263445671,False,-1.4873464284291233,-4.005659942965249,-0.0019138462456332445,-5.491092525148739,-1.253418998324537,-4.239587373069836,0.053091861728451026,0.008827060438314955
55:293552:598:293505,55,B6-B8,B6,B8,1.2446199720119324,1.2446199720119324,0.0,0.0,0.0,0.0,0.0,0.0,-0.7929029520237458,7.883257870488138,1.0,13.5,0.26387794942579035,4.928969944766645,0.24255265297190487,4.944158333140674,0.4248615754745352,-0.11066307945785736,6.0,0.0,6.0,18.5,-8.0,35.0,5169.5,-2518.0,0.0,False,True,0.6212627298458848,False,0.3097218449252999,0.9348981270866326,False,1.6331179350135379,-0.38849796300160544,0.04397464572406622,1.2006453262878662,0.6103323124967819,0.6342876595151505,0.0,0.021888990779345
55:294908:1850:294860,55,B4-B6,B4,B6,-5.393412892687195,5.393412892687195,0.0,0.0,0.0,0.0,0.0,0.0,0.08701137698962924,7.636993279686436,-1.0,15.5,0.4393584187531907,3.9364463987613965,0.42998897228880795,3.959264691210749,0.21116762025852934,0.21116762025852934,5.0,0.0,4.0,12.5,-8.5,19.0,2261.0,188.5,0.0,False,True,-0.884087264764922,False,-0.8807102021985194,-4.512702690488675,False,0.05420860367271607,-5.447621496359911,-0.14960451270072753,-5.243808379986468,-0.8778415593141814,-4.515571333373013,0.020216316345075414,0.062458310545146625
55:294908:1850:294860,55,B4-B8,B4,B8,-3.5796994223441487,3.5796994223441487,0.0,0.0,0.0,0.0,0.0,0.0,-0.47091501751877196,7.724004656676065,0.0,15.0,0.24283001239037327,4.034710601942805,0.26041132425560853,4.044053515227349,0.21775786651615633,-0.006590246257626997,5.0,0.0,4.0,9.5,-5.5,11.0,3621.5,-1360.5,0.0,False,True,0.6361373778594697,False,-0.394946075059367,-3.1847533472847815,False,0.2280428125845168,-3.8077422349286656,-0.2926090842416379,-3.287090338102511,0.6290506968077153,-4.208750119151864,0.020216316345075414,0.10020747406233026
55:294908:1850:294860,55,B6-B8,B6,B8,1.8137134703430462,1.8137134703430462,0.0,0.0,0.0,0.0,0.0,0.0,-0.5579263945084012,7.636993279686436,1.0,15.5,-0.19652840636281743,3.81503139256621,-0.1695776480331994,3.829059029082945,0.21775786651615633,-0.21775786651615633,5.0,0.0,4.0,12.5,3.0,19.0,3621.5,-1549.0,0.0,False,True,1.1903562281769986,False,0.42020460396521725,1.393508866377829,False,0.9508416024564778,0.8628718678865684,0.08175429192022997,1.7319591784228163,1.209880357133953,0.6038331132090933,0.02528715255792959,0.08930937785127203
55:295049:1983:295001,55,B4-B6,B4,B6,-7.403772206388311,7.403772206388311,0.0,0.0,0.0,0.0,0.0,0.0,-0.08868636314385991,7.818229125534727,0.0,13.0,0.6233756472449627,6.141522077766128,0.5704774389428078,6.171794888900502,0.36991615567513453,-0.04007355009620356,8.0,1.0,7.0,14.0,-8.5,25.0,2617.0,-277.5,0.0,False,True,-2.894446578466038,False,-0.2736420268909618,-7.130130179497349,False,-1.6087366011341788,-5.795035605254132,-0.05865541368993381,-7.345116792698377,-2.8891303414613443,-4.514641864926967,0.005153432732316226,0.007835335535357474
