method,lowering_axis,n,tail_rate_abs_error_gt5ns,mean_tail_probability_gt5ns,tail_probability_brier,tail_probability_ece,tail_capture_at_95_acceptance,accepted_tail_rate_at_95_acceptance,bias_flag
gated_waveform_tabular_cnn,large,465,0.032258064516129,0.0528208654933282,0.0343130295350463,0.0284059078558564,0.2,0.0272108843537414,watch
gated_waveform_tabular_cnn,medium,706,0.0169971671388102,0.0087352745168311,0.0154388725482184,0.0098497186236689,0.5833333333333334,0.0074626865671641,ok
gated_waveform_tabular_cnn,none,9240,0.0181818181818181,0.0070157330113124,0.016899482586505,0.0111660851705057,0.2619047619047619,0.0141262246525404,ok
gated_waveform_tabular_cnn,small,1049,0.0266920877025738,0.0173539970806738,0.0263425845741263,0.0110196586784148,0.2142857142857142,0.0220883534136546,ok
