left,right,right_minus_left_auc,ci,bootstrap_valid
traditional_deltae_depth_ridge,ridge,-0.024668110608895732,"[-0.033258436240562066, -0.01624035562222926]",500
traditional_deltae_depth_ridge,gradient_boosted_trees,0.0010965010398875652,"[-0.0018601756395469405, 0.005023994643705826]",500
traditional_deltae_depth_ridge,mlp,0.0012392609523714793,"[-0.0015034124387816954, 0.00542808187737617]",500
traditional_deltae_depth_ridge,cnn_1d,-0.06598242002744958,"[-0.09016374452151875, -0.04536256373901682]",500
traditional_deltae_depth_ridge,support_residual_hybrid_mlp_new,0.010753058903758106,"[0.003916618742016359, 0.018775603110978166]",500
