method,charge_fractional_bias,charge_fractional_sigma68,energy_proxy_bias,energy_proxy_sigma68,pileup_merge_rate,pileup_false_split_rate,saturation_onset_accuracy,saturation_onset_calibration_abs,pid_proxy_energy_bias_span,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_sigma68_ci_low,charge_fractional_sigma68_ci_high,energy_proxy_bias_ci_low,energy_proxy_bias_ci_high,energy_proxy_sigma68_ci_low,energy_proxy_sigma68_ci_high,pileup_merge_rate_ci_low,pileup_merge_rate_ci_high,pileup_false_split_rate_ci_low,pileup_false_split_rate_ci_high,saturation_onset_accuracy_ci_low,saturation_onset_accuracy_ci_high,saturation_onset_calibration_abs_ci_low,saturation_onset_calibration_abs_ci_high,pid_proxy_energy_bias_span_ci_low,pid_proxy_energy_bias_span_ci_high
ridge,-0.0043982705478806455,0.07173655558500121,-0.0043982705478806455,0.07173655558500121,0.2722222222222222,0.26944444444444443,0.9923664122137404,0.0,0.041338512210224734,-0.010330718620539149,0.010944533987070045,0.0617288902140936,0.07401985518886467,-0.010330718620539149,0.010944533987070045,0.0617288902140936,0.07401985518886467,0.23333333333333334,0.3111111111111111,0.21388888888888888,0.34444444444444444,0.984375,1.0,0.0,0.01195219123505976,0.016284954342811905,0.06543476832397521
template_residual_boosted_stack_new,-0.003030420389209107,0.07281496193004997,-0.003030420389209107,0.07281496193004997,0.2972222222222222,0.19444444444444445,0.9920948616600791,0.007905138339920952,0.029905745186552073,-0.017238382086673873,0.010080586765745372,0.06163246769344162,0.0810329026865319,-0.017238382086673873,0.010080586765745372,0.06163246769344162,0.0810329026865319,0.25,0.35305555555555534,0.1361111111111111,0.25833333333333336,0.9829750707697927,1.0,0.0,0.017024929230207285,0.013798362378945299,0.06548048781780386
gradient_boosted_trees,-0.003649448293482685,0.0746307749322371,-0.003649448293482685,0.0746307749322371,0.30277777777777776,0.18611111111111112,0.9960159362549801,0.00398406374501992,0.027750263636607417,-0.014621945142910988,0.010773236525574607,0.06489766088663304,0.08457586464263375,-0.014621945142910988,0.010773236525574607,0.06489766088663304,0.08457586464263375,0.25,0.3556944444444443,0.13333333333333333,0.2388888888888889,0.9888836477987422,1.0,0.0,0.011116352201257859,0.006749861596487267,0.05498303536082654
1d_cnn,-0.017483752700436464,0.08103412349408959,-0.017483752700436464,0.08103412349408959,0.3333333333333333,0.2611111111111111,0.9833333333333333,0.008333333333333331,0.024085628334115993,-0.024447636847034073,-0.013677261420964126,0.07263725418794537,0.0901296112853395,-0.024447636847034073,-0.013677261420964126,0.07263725418794537,0.0901296112853395,0.3111111111111111,0.35555555555555557,0.20548611111111112,0.32222222222222224,0.9703389830508474,0.9958333333333333,0.0,0.025867691154422785,0.011011057696200552,0.11248654617913617
two_pulse_template_cfd_baseline,0.011404084633614076,0.08872287295206659,0.011404084633614076,0.08872287295206659,0.5583333333333333,0.2,0.9874213836477987,0.012578616352201255,0.13837685165180605,0.0015508095153408052,0.021238005387736496,0.06606461666384114,0.1003284240814264,0.0015508095153408052,0.021238005387736496,0.06606461666384114,0.1003284240814264,0.5305555555555556,0.5777777777777777,0.16944444444444445,0.23618055555555548,0.974025974025974,1.0,0.0,0.025974025974025976,0.0766342802107044,0.16502170903823105
mlp,-0.029417548728489007,0.11670144111317028,-0.029417548728489007,0.11670144111317028,0.35555555555555557,0.2,0.9870689655172413,0.012931034482758622,0.028884153596878855,-0.03974311899336325,-0.01711862616493904,0.10950870855542293,0.12509114638069513,-0.03974311899336325,-0.01711862616493904,0.10950870855542293,0.12509114638069513,0.325,0.38055555555555554,0.15555555555555556,0.25555555555555554,0.9780701754385965,0.9957810339325605,0.004218966067439638,0.021929824561403508,0.010564772108510895,0.10050465621758858
masked_token_waveform_transformer,-0.11315049739241803,0.13777761543878422,-0.11315049739241803,0.13777761543878422,0.2861111111111111,0.3277777777777778,0.980544747081712,0.019455252918287938,0.13504678829442487,-0.12605218280997946,-0.0977001881088482,0.12062671773127442,0.15460401963374715,-0.12605218280997946,-0.0977001881088482,0.12062671773127442,0.15460401963374715,0.26666666666666666,0.30833333333333335,0.2833333333333333,0.37229166666666663,0.9607230392156864,0.9961240310077519,0.003875968992248062,0.03927696078431367,0.07726731931011704,0.1689765464810462
kalman_clipped_template_traditional,0.15136488641300297,0.13931894453696736,0.15136488641300297,0.13931894453696736,0.5805555555555556,0.2,0.9668874172185431,0.033112582781456956,0.11176260113607106,0.13316800672622747,0.16728327221996334,0.11493311473528892,0.16160662555243896,0.13316800672622747,0.16728327221996334,0.11493311473528892,0.16160662555243896,0.56375,0.6,0.16111111111111112,0.23902777777777767,0.9370868885951208,0.9933333333333333,0.0066666666666666645,0.06291311140487921,0.10410874862306335,0.2055503313570698
