method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,detection_auc_ci_low,detection_auc_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,ablation,delta_energy_sigma68_vs_all_inputs,delta_time_sigma68_ns_vs_all_inputs
ablation_all_inputs,0.8302085018655128,0.8090432098765432,0.2144460262717951,7.1649570189779,0.05533596837944664,0.2972222222222222,0.19722222222222222,-0.014418500128100175,0.06436255687577083,720,360,0.8157429492843276,0.8642972415265792,0.7826466049382717,0.8427546296296295,-0.7249852100840208,1.6743581834372545,6.16999748092832,7.797982846088132,0.037109375,0.07509881422924901,0.24993055555555557,0.3417361111111111,0.13041666666666668,0.25833333333333336,-0.02288400119830194,-0.0004835390689911547,0.05370076761710655,0.0804837229295806,all_inputs,0.0,0.0
ablation_remove_pretrigger,0.8115296700439726,0.7915972222222222,0.6445981715325422,7.976603979187683,0.0668103448275862,0.35555555555555557,0.19722222222222222,-0.010103387229423739,0.07966100343338012,720,360,0.7909096102416175,0.8428533109279015,0.7575617283950616,0.8271527777777778,-0.773192059947192,1.6480995471803794,7.046103395227077,8.715138773760346,0.045454545454545456,0.08032128514056225,0.30277777777777776,0.40555555555555556,0.125,0.2861111111111111,-0.021837589921429163,-0.006468970614043565,0.06882419626574908,0.08562232255421258,remove_pretrigger,0.015298446557609285,0.8116469602097824
ablation_remove_saturation_mask,0.8288999734413327,0.8073765432098765,0.2153013355385669,7.016048936328987,0.05443548387096774,0.3111111111111111,0.19444444444444445,-0.013641420260316992,0.06330589572484244,720,360,0.8115913342961251,0.8489882714372645,0.7820524691358024,0.8297762345679012,-0.49286101571199836,1.1918742555423152,6.347637938753028,7.589574291971697,0.025476244139920664,0.07926829268292683,0.25833333333333336,0.36666666666666664,0.13333333333333333,0.25555555555555554,-0.02377879886330788,-0.00035626669935828645,0.05528088114912449,0.08006428412629678,remove_saturation_mask,-0.0010566611509283952,-0.1489080826489131
ablation_remove_tail,0.8351195442068102,0.8088503086419753,0.2690104512728819,7.358306863822577,0.06944444444444445,0.3,0.225,-0.006944912563945671,0.07223769244123453,720,360,0.8187113299489633,0.8633153727643953,0.7837370756172839,0.8415972222222223,-0.9205771082045011,1.2309198895760298,6.734560598447979,8.00357180704422,0.04291845493562232,0.08955223880597014,0.25555555555555554,0.3527777777777778,0.14993055555555557,0.3,-0.019849655078415577,0.004035058206743634,0.06478511843681226,0.08224947559772347,remove_tail,0.007875135565463695,0.19334984484467643
