method,bootstrap_unit,n_source_units,bootstrap_replicates,detection_ap,detection_ap_ci_low,detection_ap_ci_high,time_sigma68_ns,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,pileup_miss_rate,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high
ridge,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.7935080394464784,0.7131350650452272,0.8738277443315678,9.497592233739159,8.568356567292781,10.59192218585553,0.2722222222222222,0.21903014343343793,0.3225875576036866,0.26944444444444443,0.21768529385212604,0.33176124235736765,0.07173655558500121,0.060291939803819056,0.08011971199132822
template_residual_boosted_stack_new,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.8398215784400784,0.7676152065073722,0.9057462959470151,7.154842926475231,6.39814489905256,7.569389241736442,0.2972222222222222,0.24407320706533306,0.351964395334561,0.19444444444444445,0.14283049040511728,0.24567368421052624,0.07281496193004997,0.06460350928126371,0.08113558445724377
gradient_boosted_trees,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.8385643827428878,0.7712576638699838,0.8986633759601895,7.271977522874328,6.646433957722784,7.820193761241825,0.30277777777777776,0.25380079149325185,0.35886240815624837,0.18611111111111112,0.14071198814696537,0.2364766081871345,0.0746307749322371,0.06368920572436514,0.08343443777310514
1d_cnn,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.7797653679121045,0.6874928540882213,0.8599491233106137,11.345993153229951,10.266474643239945,12.096445474722692,0.3333333333333333,0.28972811671087534,0.38578571428571423,0.2611111111111111,0.19321649484536083,0.3324629380053908,0.08103412349408959,0.07200107310326946,0.09079055340152561
two_pulse_template_cfd_baseline,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.6841357962239435,0.5882223762775552,0.7824689737607375,8.864224202868709,7.244603844931538,11.17249919103356,0.5583333333333333,0.4953439310947051,0.621240328820116,0.2,0.13758289684886374,0.28017591036414563,0.08872287295206659,0.0715858401904737,0.09789625195431889
mlp,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.7760736456960274,0.697652667425674,0.8675378671171495,10.297853369346004,8.894178338249109,11.737211994837923,0.35555555555555557,0.3042300769104893,0.4156116775809783,0.2,0.1524772141272411,0.2624339040664736,0.11670144111317028,0.1000262631587496,0.13560822395117147
masked_token_waveform_transformer,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.7771049347486205,0.6897548944260562,0.8642445399269466,15.107628385044675,13.263054894257836,16.387447832296814,0.2861111111111111,0.23780098280098283,0.3396913000458873,0.3277777777777778,0.26019865841073275,0.38257566956506184,0.13777761543878422,0.12243136244387286,0.15558760178685205
kalman_clipped_template_traditional,source_run:stave:is_overlap:spacing_bin:ratio_bin,198,400,0.6377857413192485,0.5360586929099034,0.7734123336668186,8.429883704287374,6.786151143609757,10.317334332440213,0.5805555555555556,0.5169156010230179,0.6415709228667246,0.2,0.11905966000213836,0.2953200018117582,0.13931894453696736,0.11327712998047684,0.164754703662958
