target,method,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,bias_ci95,res68_ci95,full_rms_ci95
downstream_B4B6B8_charge_proxy,traditional_loglinear,leave_one_run_out,3774,-0.020878571932236523,0.22495177290024548,0.35875936791434876,0.32591414944356123,"[-0.07818445128543274, 0.04540190283537153]","[0.20815880642356355, 0.2383832442514794]","[0.30416128430942974, 0.4480033359703302]"
downstream_B4B6B8_charge_proxy,p04_duplicate_ml_transfer,leave_one_run_out,3774,-0.04294113314562424,0.2461255032965801,0.5419377422772559,0.2962374138844727,"[-0.09567772926612582, 0.03514820232894597]","[0.2289559928316179, 0.27184168920435525]","[0.4502802770475484, 0.6807749726143294]"
downstream_B4B6B8_charge_proxy,external_ml_hgb,leave_one_run_out,3774,-0.017885511291665414,0.2131744652334116,0.26840486409209535,0.3441971383147854,"[-0.06114069090004423, 0.0256640044644938]","[0.20418351065467538, 0.23013743186034644]","[0.24171362602295252, 0.31055313655402794]"
same_event_B2_duplicate_charge,p04_duplicate_ml_b2_only,leave_one_run_out,3774,-0.0002840231003400868,0.021445355210364402,0.18041964327764615,0.9451510333863276,"[-0.0009047049431285649, 0.00041400814748926277]","[0.018584536681636475, 0.025625212167652688]","[0.0927577668236721, 0.24990906244273567]"
downstream_B4B6B8_charge_proxy,shuffled_external_ml,negative_control,3774,-0.05441496555614676,0.27823913353985613,0.6094853967213073,0.2636459989401166,"[-0.10673836264760049, 0.02028161211865838]","[0.26428086468561496, 0.29637065519030614]","[0.5226112529345375, 0.7251714704573412]"
