axis,nmi_with_taxonomy
pileup_separation_bin,0.20513625904978858
energy_bin,0.15125375471885388
pid_sideband,0.04368225064977206
stave,0.03736923193049163
run,0.0106953812280761
pedestal_drift_bin,0.00987453132749914
saturation_onset_bin,0.008534587009272324
