method,n,accuracy,balanced_accuracy,macro_f1,adjusted_rand,proxy_coupling_max_nmi,selection_score,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1_ci_low,macro_f1_ci_high,adjusted_rand_ci_low,adjusted_rand_ci_high,proxy_coupling_max_nmi_ci_low,proxy_coupling_max_nmi_ci_high,selection_score_ci_low,selection_score_ci_high
gradient_boosted_trees,5466,0.9835345773874863,0.985116169508553,0.9850473938012492,0.9531234721076595,0.1767916591459597,0.9585286449293552,0.9804251926652956,0.9861878555905805,0.9821586633291801,0.9872515828546445,0.9821447816969922,0.9872099639922013,0.9446485112768399,0.9616499863853669,0.15048352522186562,0.22230428578707817,0.9525603181095911,0.9622124787384306
mlp,5466,0.9714599341383096,0.9726018800847641,0.9732272848182506,0.9207284541699137,0.1739376151850051,0.9471366425404998,0.9689035698598091,0.9737582058495773,0.969672151479297,0.9754413710701589,0.9703321966349832,0.9759660007800773,0.9150851131577551,0.9263972299045906,0.149822842772095,0.21266814992000949,0.9395883066699331,0.9510363742882022
residual_gated_shape_cnn_new,5466,0.7250274423710209,0.7486844296054822,0.7465212665969001,0.4144842462759672,0.2785197697310685,0.7047433011372398,0.6793590949246245,0.7628791914967565,0.7196970406613463,0.7736248209495714,0.71314259555823,0.7737565223592348,0.34682392277869084,0.4801890735872667,0.24347263075720996,0.3189275813212417,0.6748163765932513,0.7294280747885876
1d_cnn,5466,0.6496523966337359,0.6733693146027335,0.6705065211733511,0.28017434172088634,0.27532060401190084,0.629208430571566,0.6094950378850272,0.6899853216407212,0.6495770965720424,0.6971806643393373,0.6446008405713359,0.6938923536356901,0.20849638598366835,0.3665727504822953,0.23293229965135087,0.3278377068635085,0.6055435455464484,0.6516658268541862
contrastive_sequence_encoder,5466,0.6097694840834248,0.6486541549228755,0.643848952152203,0.23829377180018055,0.2719586587517402,0.6030551533394419,0.5641272008328463,0.6498065841791961,0.617092088945354,0.6715609181022011,0.6108041108858113,0.6689433469667,0.17604709814541877,0.3072057403146694,0.2550446539580755,0.3072111736561963,0.5679001861513698,0.6274313499259545
ridge,5466,0.5276253201609953,0.5563211040532393,0.49430808656513314,0.20625131600242438,0.11554367485763013,0.47697653533648865,0.4769017633694895,0.5730897910621032,0.515055491441625,0.5962869259861373,0.45623121150743146,0.5243093178108911,0.14344656145093013,0.27706061734739773,0.10036931526856911,0.1367561066128175,0.44067696296200415,0.5044332825918268
traditional_pca_cfd_dtw_cluster,5466,0.5203073545554336,0.545665327714964,0.4514053893245687,0.2260746166022913,0.21092119969004633,0.41976720937106177,0.48661828352231773,0.5576000480241751,0.5393402122925973,0.5510477764233375,0.44212790856371853,0.46107081309893805,0.17356975527072221,0.27920060032836624,0.18573927510362592,0.27740462273826794,0.40564678393094683,0.429687840809067
compact_transformer,5466,0.48737650933040616,0.513946998895651,0.4013458124166239,0.20844831235595038,0.20710614748900819,0.3702798902932727,0.43973286562331354,0.5373631046050079,0.5071344749167136,0.5199502060086785,0.37971688328711667,0.4215391231831279,0.15481123986106257,0.267035994849779,0.14991231747050401,0.2749122350090223,0.3556269126190023,0.384498990277555
