path,status,source_path,sha256,source_sha256,claim_ids,role
final/1303_pe_per_mev.csv,FINAL,reports/paper_1303_optical_stage_accounting_regen/tables/1303_pe_per_mev.csv,82dfd6dad7cf5fd8b15bae5cd8447430f81fbbc86e1087f5ffdeda0e973faff8,82dfd6dad7cf5fd8b15bae5cd8447430f81fbbc86e1087f5ffdeda0e973faff8,CL-1303-001,#1303 per-point PE/MeV yields (regenerated grid)
final/1303_stage_accounting.csv,FINAL,reports/paper_1303_optical_stage_accounting_regen/tables/1303_stage_accounting.csv,510e80f5b3554ca4c87c26bc1bd65c239d522c34e4dc67b5ebc157c087e0b84b,510e80f5b3554ca4c87c26bc1bd65c239d522c34e4dc67b5ebc157c087e0b84b,CL-1303-001,#1303 optical stage accounting (regenerated grid)
final/heldout_energy_reconstruction_summary_E_raw.csv,FINAL,reports/paper_1303_optical_campaign_20260815T2209Z/source_tables/edep_reconstruction_heldout_E_raw_source.csv,a39771923d5f42cace5037bde4323efbbbb5fa7c595ee48f88d19caf27290fed,a39771923d5f42cace5037bde4323efbbbb5fa7c595ee48f88d19caf27290fed,CL-029,#1297/#1303 held-out E_raw mis-specified-response control (CL-029 GATED)
final/heldout_energy_reconstruction_summary_E_vis.csv,FINAL,reports/paper_1303_optical_campaign_20260815T2209Z/source_tables/edep_reconstruction_heldout_E_vis_source.csv,b9d48629e1ab9a99b297fd6b93266f3b31067c9348bac96a6a724c827483b0dc,b9d48629e1ab9a99b297fd6b93266f3b31067c9348bac96a6a724c827483b0dc,CL-029,#1297/#1303 held-out E_vis reconstruction summary (CL-029 GATED)
hardware_bom.csv,LIVE_LINK,paper/hardware_bom.csv,,,,hardware truth/status surface
claim_ledger.csv,LIVE_LINK,docs/claim_ledger.csv,,,,canonical scientific claim status
gated/heldout_energy_reconstruction_summary.csv,GATED,reports/paper_a09_heldout_edep_reconstruction/heldout_energy_reconstruction_summary.csv,,,,quarantined A09 table
