spacing_bin,saturated_proxy,n,miss_rate,energy_sigma68,median_abs_time_ns
"(-0.001, 10.0]",False,128,0.5234375,0.07196189633081063,5.409577782804627
"(-0.001, 10.0]",True,10,0.0,0.05657280031544827,6.035277782146928
"(10.0, 25.0]",False,80,0.4875,0.08448240114534315,5.621401916208521
"(10.0, 25.0]",True,5,0.0,0.06740858932112358,9.739830355712424
"(25.0, 45.0]",False,68,0.2647058823529412,0.08190021220961438,6.562483494595357
"(25.0, 45.0]",True,1,0.0,0.0,0.629037989540624
"(45.0, 70.0]",False,66,0.22727272727272727,0.09324179444788519,6.976199547256399
"(45.0, 70.0]",True,2,0.0,0.009561990998490567,4.17966675560905
