bias_log_charge,res68_log_charge,mae_log_charge,res68_frac,bias_log_charge_ci95,res68_log_charge_ci95,mae_log_charge_ci95,res68_frac_ci95,method,n
0.0006136037957249485,0.007037557186891732,0.013592594180623063,0.0007140914237232334,"[0.0006013655720593647, 0.0006599385518306633]","[0.006995891384823099, 0.007045398362617875]","[0.013485385875909599, 0.013699802485336525]","[0.0007119923688720897, 0.0007140914237232334]",gradient_boosted_trees,1400
-0.008636951446533203,0.046927680969238286,0.05772519111633301,0.004529484808444977,"[-0.014595508575439453, -0.0023794174194335938]","[0.04520221710205078, 0.048820381164550786]","[0.05621117725968361, 0.059239208698272705]","[0.0043664569221436985, 0.004692832585424185]",ridge,1400
0.004281044006347656,0.10532882690429687,0.09845340251922607,0.010546595975756646,"[0.0008306503295898438, 0.006988525390625]","[0.10196514129638672, 0.10932373046875002]","[0.09559779614210129, 0.10130900889635086]","[0.010239319689571858, 0.010873925983905795]",mlp,1400
-0.062035560607910156,0.41512168884277345,0.35834646224975586,0.04067366078495979,"[-0.10669088363647461, -0.025531768798828125]","[0.38453548431396495, 0.45029010772705097]","[0.34353289008140564, 0.3731600046157837]","[0.03772511795163155, 0.045303522497415545]",traditional_run_keyed_affine,1400
0.45758819580078125,0.7368051147460938,0.5999919176101685,0.07283961325883866,"[0.4448118209838867, 0.46846532821655273]","[0.7228994369506836, 0.7422859954833985]","[0.5946264863014221, 0.6053574085235596]","[0.07107519894838336, 0.07436685413122178]",1d_cnn,1400
-0.45824718475341797,0.7508351135253907,0.7861837148666382,0.07477090924978257,"[-0.46326351165771484, -0.4547238349914551]","[0.7354513168334962, 0.7635138702392579]","[0.7307928204536438, 0.8415747284889221]","[0.07353783100843429, 0.07639969617128374]",metadata_gated_residual_cnn,1400
