method,heldout_run,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.7808300739409446,0.7528256989886972,-1.4981514360491843,10.418057219870443,0.1724137931034483,0.2926829268292683,0.3048780487804878,-0.037681023804073094,0.1267556464520444,164,82
1d_cnn,60,0.8072033731664346,0.7843545508625818,2.839397603447691,12.251930654206816,0.23387096774193547,0.24390243902439024,0.34146341463414637,0.012354413401687666,0.10002413599231935,164,82
1d_cnn,62,0.7983399867963086,0.7868828078524688,0.4563584169172108,11.594271803176753,0.211864406779661,0.2804878048780488,0.32926829268292684,-0.023353983773762806,0.08634627689744515,164,82
1d_cnn,64,0.8621650911067952,0.8662998215348008,0.45423593271336493,11.800341637874606,0.20634920634920634,0.23170731707317074,0.12195121951219512,-0.01260945851058028,0.10433183230588855,164,82
1d_cnn,65,0.7373296372823337,0.7441998810232004,-2.087084378973909,11.284130405701196,0.22321428571428573,0.3170731707317073,0.24390243902439024,-0.0379517797895685,0.09452831210551987,164,82
analytic_clipped_template_sideband_traditional,58,0.6414228469433778,0.5902736466389055,1.0327631955150007,11.334592548505366,0.14705882352941177,0.5853658536585366,0.23170731707317074,0.0531856817082732,0.07870961607281962,164,82
analytic_clipped_template_sideband_traditional,60,0.6505838416493477,0.6106484235574062,1.4992917525262062,13.436835451346065,0.25675675675675674,0.5487804878048781,0.23170731707317074,0.08468417526480669,0.09149049047838956,164,82
analytic_clipped_template_sideband_traditional,62,0.6535321607731494,0.5965942891136229,2.0969041993717097,9.964357164125012,0.20588235294117646,0.5853658536585366,0.15853658536585366,0.07957970818194676,0.09386426779525875,164,82
analytic_clipped_template_sideband_traditional,64,0.6860974758555627,0.6413593099345627,-0.45420282974213855,9.319879962023604,0.125,0.5609756097560976,0.1951219512195122,0.0417400604245827,0.10514181883579399,164,82
analytic_clipped_template_sideband_traditional,65,0.6881680320913194,0.631915526472338,0.7430744098136888,7.742529839673587,0.1,0.6341463414634146,0.12195121951219512,0.042161078512603145,0.06560901726362367,164,82
gradient_boosted_trees,58,0.8088981899951544,0.7809339678762641,-0.7304095376989261,6.759091961531158,0.09821428571428571,0.3170731707317073,0.2682926829268293,0.002416878118662805,0.06834736929065244,164,82
gradient_boosted_trees,60,0.8308676273803771,0.8136525877453896,-0.42986302924199027,6.9140070470261215,0.06451612903225806,0.24390243902439024,0.2682926829268293,0.01335442076428775,0.05874057678636886,164,82
gradient_boosted_trees,62,0.8596753201157925,0.8334324806662701,-0.23464038793902908,8.37477016607057,0.13157894736842105,0.3048780487804878,0.18292682926829268,-0.01377095928618237,0.05943732311251056,164,82
gradient_boosted_trees,64,0.8512336101218406,0.8484533016061868,-1.0505917918493735,7.179484402533763,0.08333333333333333,0.34146341463414637,0.13414634146341464,-0.03415831733040648,0.0740256491304327,164,82
gradient_boosted_trees,65,0.7623960692777717,0.7607079119571684,-0.9343833220599196,7.687856231647167,0.12037037037037036,0.34146341463414637,0.2926829268292683,-0.002736599283836653,0.08376383205607546,164,82
mlp,58,0.8085137351866876,0.789708506841166,-0.7407126418718013,9.443635976681684,0.11864406779661017,0.2804878048780488,0.21951219512195122,0.004563898094206395,0.09003199411409712,164,82
mlp,60,0.7979513333522603,0.7934265318262937,0.7544979144053965,9.90214842217341,0.15254237288135594,0.2804878048780488,0.2682926829268293,-0.0002824796031768719,0.07970597821491429,164,82
mlp,62,0.7761148963516443,0.7837596668649613,-3.208561120494031,11.860011590610817,0.19444444444444445,0.34146341463414637,0.2682926829268293,-0.015922771842910785,0.062402210890270905,164,82
mlp,64,0.856359628991521,0.8447352766210589,-0.4713361875997979,8.92862097208625,0.14150943396226415,0.35365853658536583,0.13414634146341464,-0.017878732539006664,0.08440688248392764,164,82
mlp,65,0.7638048119728771,0.7373587150505652,-0.9451614813316089,10.716891884780065,0.16363636363636364,0.32926829268292684,0.23170731707317074,-0.023834659212090208,0.08925643538781278,164,82
ridge,58,0.8225673138829388,0.8149910767400357,-0.575996642230967,8.463240287235081,0.13114754098360656,0.25609756097560976,0.2682926829268293,-0.0036152663019425775,0.06749303260058027,164,82
ridge,60,0.823391342563056,0.8335812016656752,-0.33078488397891626,9.426185534417737,0.12295081967213115,0.25609756097560976,0.1951219512195122,0.007416453109041527,0.0617921480961235,164,82
ridge,62,0.8108740134026942,0.8059190957763236,-1.232538450117504,9.604077178037134,0.12264150943396226,0.35365853658536583,0.18292682926829268,0.008482532293600516,0.0678121250874096,164,82
ridge,64,0.8724091027480968,0.8688280785246876,-1.7648341290268332,9.821465446214404,0.13559322033898305,0.2804878048780488,0.13414634146341464,-0.0026181284231514006,0.06494925914310276,164,82
ridge,65,0.7664665524311963,0.7676977989292089,-0.6922089674652332,7.9855013595471345,0.14705882352941177,0.3780487804878049,0.1951219512195122,-0.013011509200466807,0.07262961494641276,164,82
saturation_residual_fusion_new,58,0.8202176492092444,0.7949137418203451,-0.9210363918416498,6.042771065824581,0.08181818181818182,0.32926829268292684,0.2926829268292683,0.01966155429100843,0.058688514704623856,164,82
saturation_residual_fusion_new,60,0.8122755959508178,0.7949137418203451,-0.14260573399382803,6.662268905595072,0.058333333333333334,0.2682926829268293,0.3048780487804878,-0.005770888268700106,0.05268617362653487,164,82
saturation_residual_fusion_new,62,0.860676423874378,0.8313503866745985,0.21756429099536234,7.888170670490003,0.12264150943396226,0.35365853658536583,0.15853658536585366,-0.01685845100659105,0.05989037550735759,164,82
