sample_ii_only_traditional,sample_ii_only_traditional_ci,pooled_traditional,pooled_traditional_ci,sample_ii_only_ml,sample_ii_only_ml_ci,pooled_ml,pooled_ml_ci,delta_sample_ii_only_traditional_minus_pooled_traditional,delta_sample_ii_only_traditional_minus_pooled_traditional_ci,delta_sample_ii_only_ml_minus_pooled_ml,delta_sample_ii_only_ml_minus_pooled_ml_ci,n_runs
2.052546786008745,"[1.9099316741838022, 2.239664382401197]",2.807632798135046,"[2.6589608699454246, 2.9589590465898556]",1.9889842894541165,"[1.8717260950243086, 2.132652322383055]",2.7555419378070574,"[2.639793186104933, 2.8734991073219187]",-0.7550860121263007,"[-0.9078765194373353, -0.611843146830802]",-0.7665576483529412,"[-0.8965830552453705, -0.6109533358052959]",7
