reference_method,winner_minus_reference_ap,ci_low,ci_high
cnn_1d_dual_head,0.13163968206334797,0.05915035514407543,0.21337668566734222
consensus_abstention_ensemble,0.05785216110467663,-0.001609774618870071,0.10694674899132964
gradient_boosted_trees,0.0,0.0,0.0
mlp,0.07834791751783998,-0.008199344520176895,0.17298184174667056
ridge_linear,0.11117483152612659,0.05588187658858835,0.1613272390449959
traditional_template_fit,0.21633509045681615,0.16698658165525296,0.27312338094315053
