event_index,run,group,current_nA,eventno,stratum,amp_bin,baseline_bin,p02_topology,ref_stave,ref_amp_adc,adaptive_lowering_adc,downstream,one_sse_norm,resid_late_max_frac,event_key,blind_shape_score,blind_residual_score,blind_hybrid_score,blind_shape_review,blind_residual_review,blind_hybrid_review,blind_consensus_recoverable,blind_vote_count
73,44,high_20nA,20.0,172,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9087.5,6602.1875,1,0.2525133333375379,0.5666574965612104,44:172:B2:73,1.2812033567764807,0.4427031560267562,0.8727926011063003,1,0,1,1,2
117,44,high_20nA,20.0,282,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7054.5,6650.6825,0,0.3745899242822012,0.6614926642568574,44:282:B2:117,0.741406036638835,1.0337985726001229,0.7159296944148088,0,0,1,0,1
129,44,high_20nA,20.0,305,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8020.5,6634.1925,1,0.320114663212693,0.5995262140764291,44:305:B2:129,0.9964954797233141,0.7499579409394643,0.8936506174894343,0,0,1,0,1
138,44,high_20nA,20.0,325,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7550.5,1001.2425000000004,0,0.2827585752449557,0.3984504337461095,44:325:B2:138,0.04851013374511422,0.02182436934033051,0.027600085946082216,0,0,0,0,0
140,44,high_20nA,20.0,328,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,4783.0,486.2550000000001,0,0.0332426297306711,0.1282765721374011,44:328:B2:140,-1.7217623675540283,-1.5376851335467272,-1.3000974557601561,0,0,0,0,0
193,44,high_20nA,20.0,436,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6441.5,1032.8775000000005,0,0.0584721820976933,0.1923459507320337,44:436:B2:193,-0.6420066225175882,-1.2049312694219865,-0.7500336497139178,0,0,0,0,0
246,44,high_20nA,20.0,560,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,4842.0,447.3700000000008,0,0.0305145698629783,0.149063331983072,44:560:B2:246,-1.6839356708681439,-1.5381184361970315,-1.285905298132648,0,0,0,0,0
526,44,high_20nA,20.0,1186,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9365.5,6635.0175,1,0.2618591174511828,0.5392664566760984,44:1186:B2:526,1.3252491705425002,0.44522641712670297,0.8905897799993654,1,0,1,1,2
579,44,high_20nA,20.0,1304,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,5903.0,901.455,0,0.2766630302558493,1.0,44:1304:B2:579,0.1820190954784694,0.762179996288358,0.3892828547229287,0,0,0,0,0
595,44,high_20nA,20.0,1340,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7233.0,6879.505,0,0.4356943377403716,0.5582745748652012,44:1340:B2:595,0.6771845482567476,1.123542769255892,0.7292180914250387,0,1,1,1,2
633,44,high_20nA,20.0,1416,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,5008.0,841.8799999999992,0,0.0654967108854787,0.2117158304826167,44:1416:B2:633,-1.3376134659948473,-1.181434352103294,-1.0044955449614255,0,0,0,0,0
704,44,high_20nA,20.0,1574,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,5623.5,364.1475,0,0.032952176240498,0.1667308000817037,44:1574:B2:704,-1.320256048491137,-1.538346993220371,-1.1478030355791877,0,0,0,0,0
738,44,high_20nA,20.0,1639,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8382.5,6658.7625,1,0.3091297833487266,0.5822248732478378,44:1639:B2:738,1.0909149861446354,0.6861765760200896,0.9027418566633991,0,0,1,0,1
842,44,high_20nA,20.0,1888,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9227.5,6813.0875,0,0.3519932710296289,0.6022758060146302,44:1888:B2:842,1.3784080848020093,0.8777725589271483,0.8924595469741659,1,0,1,1,2
1062,44,high_20nA,20.0,2406,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6167.5,1389.9875000000002,0,0.0359570597520825,0.3383133565780618,44:2406:B2:1062,-0.47858728189977334,-1.0723429056837404,-0.6322471875090848,0,0,0,0,0
1121,44,high_20nA,20.0,2526,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7247.5,1892.7875000000004,1,0.2006354061851813,0.1810701185590356,44:2526:B2:1121,-0.17998958662582903,-0.4840762734055637,-0.07170807774815174,0,0,0,0,0
1304,44,high_20nA,20.0,2946,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8036.5,6971.9525,0,0.3661908686188831,0.6049275181982207,44:2946:B2:1304,1.0226348518123107,0.9375583284462438,0.7823757416361005,0,0,1,0,1
1357,44,high_20nA,20.0,3081,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9112.5,293.8125,0,0.2777990929065189,0.5094650205761316,44:3081:B2:1357,0.361903221039536,-0.0621680452145465,0.11141264500491414,0,0,0,0,0
1398,44,high_20nA,20.0,3180,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9343.0,6624.855,0,0.2755682715231251,0.5538906132933747,44:3180:B2:1398,1.3382415316036886,0.5181847236487889,0.726169365941893,1,0,1,1,2
1446,44,high_20nA,20.0,3291,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7088.0,356.6800000000003,0,0.0505939240187134,0.2480364720259527,44:3291:B2:1446,-0.6035812486348517,-1.3512073362861061,-0.7968679557214082,0,0,0,0,0
1476,44,high_20nA,20.0,3361,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,5065.5,1569.5175,0,0.061415510353135,0.2375025970726514,44:3361:B2:1476,-1.1025450371048913,-1.0609103022836988,-0.8645494410590122,0,0,0,0,0
1564,44,high_20nA,20.0,3558,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8968.0,6594.48,0,0.2540107900855446,0.5931088314005353,44:3558:B2:1564,1.28162803126633,0.48289045091299065,0.6898326412646615,1,0,0,0,1
1574,44,high_20nA,20.0,3579,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6804.0,602.9399999999996,0,0.0309816768267743,0.1267474746412371,44:3579:B2:1574,-0.7327008984105806,-1.5140103595329275,-0.9143106923998502,0,0,0,0,0
1589,44,high_20nA,20.0,3609,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8128.0,6633.08,1,0.3003626205006316,0.6347194881889764,44:3609:B2:1589,1.0792676099561493,0.7200648574187667,0.9125489318992188,0,0,1,0,1
1709,44,high_20nA,20.0,3874,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9375.0,6615.375,0,0.294037134854321,0.67648,44:3874:B2:1709,1.512667966844332,0.7494458491456362,0.8895810840420133,1,0,1,1,2
1713,44,high_20nA,20.0,3885,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7656.0,6629.16,0,0.3831109575119795,0.7174764890282131,44:3885:B2:1713,1.032721362944549,1.1370375726497055,0.869989898431805,0,1,1,1,2
1850,44,high_20nA,20.0,4155,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7976.5,6661.8525,0,0.3605780681763287,0.6993668902400803,44:4155:B2:1850,1.1180852675890085,1.031933692052672,0.8582845523459455,0,0,1,0,1
1924,45,high_20nA,20.0,4318,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,4523.0,417.1550000000007,0,0.0349571133633365,0.1383790313489938,45:4318:B2:1924,-1.8977500247846124,-1.5423421611195194,-1.3689287170883508,0,0,0,0,0
2273,45,high_20nA,20.0,5055,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7937.0,448.9449999999997,1,0.3113550390643073,0.5426483558019403,45:5055:B2:2273,0.15682654529694212,0.1831903518747742,0.33653403500024315,0,0,0,0,0
2407,45,high_20nA,20.0,5271,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6145.5,2380.3175,1,0.2637908715417001,0.1476421992693086,45:5271:B2:2407,-0.5990163573179098,-0.23126859086767812,-0.12475902394523053,0,0,0,0,0
2567,45,high_20nA,20.0,5535,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6748.5,266.2724999999991,0,0.2487876720384786,0.3868267022301252,45:5535:B2:2567,-0.6253593735239515,-0.3535747362386342,-0.386137951159328,0,0,0,0,0
2711,45,high_20nA,20.0,5771,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7127.5,6648.5875,0,0.3845561928292756,0.6547176429323045,45:5771:B2:2711,0.7593973470063735,1.0611749249325337,0.7342644603340861,0,1,1,1,2
2934,45,high_20nA,20.0,6134,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6724.5,1700.6324999999997,1,0.0417327661317845,0.2634634670253623,45:6134:B2:2934,-0.29597180940423995,-1.10736226763993,-0.37756143998238173,0,0,0,0,0
3069,45,high_20nA,20.0,6361,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7236.0,830.46,1,0.2666361514653051,0.4679380873410724,45:6361:B2:3069,-0.021124382030402265,0.016833496523624578,0.19904280336836946,0,0,0,0,0
3186,45,high_20nA,20.0,6568,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,5454.0,365.1899999999996,0,0.0293272489799257,0.1658471918781753,45:6568:B2:3186,-1.4016458211569802,-1.5566440093780147,-1.1864158959784188,0,0,0,0,0
3450,45,high_20nA,20.0,7018,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6992.5,516.6125000000002,0,0.281056379237159,0.4880228816589202,45:7018:B2:3450,-0.21399798104213852,0.01882061368377419,-0.07341457504882748,0,0,0,0,0
3455,45,high_20nA,20.0,7032,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6853.5,6639.6975,0,0.3927067217653366,0.6702414824542204,45:7032:B2:3455,0.6763030214089834,1.1105746254627922,0.7234364908297863,0,1,1,1,2
3603,45,high_20nA,20.0,7294,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7549.5,601.2574999999997,1,0.2587949081798991,0.4941386846811047,45:7294:B2:3603,0.03843258375880236,-0.03530803255978486,0.19977500815323526,0,0,0,0,0
3935,45,high_20nA,20.0,8072,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8354.0,6614.69,0,0.2922014564203176,0.5883409145319607,45:8072:B2:3935,1.0883603437809035,0.6277057420508356,0.6772133422980943,0,0,0,0,0
4016,45,high_20nA,20.0,8302,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8545.0,6604.825,0,0.2864570663866102,0.6170860152135752,45:8302:B2:4016,1.1866366465107328,0.642476685512567,0.7207621335893566,1,0,1,1,2
4889,45,high_20nA,20.0,10523,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9284.0,6606.74,0,0.2740820620365717,0.5528866867729427,45:10523:B2:4889,1.319374212604084,0.5105638416041197,0.7157990142632822,1,0,1,1,2
4948,45,high_20nA,20.0,10655,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8288.0,6623.68,0,0.2909608385446947,0.6546814671814671,45:10655:B2:4948,1.1574528370561503,0.7093773065798487,0.7377705468448735,1,0,1,1,2
5026,45,high_20nA,20.0,10820,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8623.0,6632.655,0,0.287225538895687,0.6081410182071205,45:10820:B2:5026,1.1997321639579748,0.634559500441055,0.7224132124892735,1,0,1,1,2
5277,45,high_20nA,20.0,11409,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8471.5,6645.4275,0,0.2744742680822056,0.644572979991737,45:11409:B2:5277,1.202621956007742,0.632317977606343,0.722569893877606,1,0,1,1,2
