tier,method,run,pair_a,pair_b,cov_ns2
raw_loose500,raw_pair_median,47,B2-B4,B2-B8,1905.2346648070882
raw_loose500,raw_pair_median,47,B2-B4,B4-B6,12.943419778135235
raw_loose500,raw_pair_median,47,B2-B4,B4-B8,-0.8024587164020345
raw_loose500,raw_pair_median,47,B2-B4,B6-B8,-19.90541878066362
raw_loose500,raw_pair_median,47,B2-B6,B2-B8,1927.5580890135848
raw_loose500,raw_pair_median,47,B2-B6,B4-B6,18.098239601195395
raw_loose500,raw_pair_median,47,B2-B6,B4-B8,2.4180054258327237
raw_loose500,raw_pair_median,47,B2-B6,B6-B8,-20.71952527263615
raw_loose500,raw_pair_median,47,B2-B8,B4-B6,22.323424206496338
raw_loose500,raw_pair_median,47,B2-B8,B4-B8,2.970796686464382
raw_loose500,raw_pair_median,47,B2-B8,B6-B8,-19.352627520031955
raw_loose500,raw_pair_median,47,B4-B6,B4-B8,3.22046414223475
raw_loose500,raw_pair_median,47,B4-B6,B6-B8,-0.8141064919725315
raw_loose500,raw_pair_median,47,B4-B8,B6-B8,0.5527912606316636
raw_loose500,raw_pair_median,48,B2-B4,B2-B6,1068.290642246134
raw_loose500,raw_pair_median,48,B2-B4,B2-B8,960.2664705572402
raw_loose500,raw_pair_median,48,B2-B4,B4-B6,1.4934131629874086
raw_loose500,raw_pair_median,48,B2-B4,B4-B8,-1.3522744206193538
raw_loose500,raw_pair_median,48,B2-B4,B6-B8,2.5559983234579624
raw_loose500,raw_pair_median,48,B2-B6,B2-B8,950.0378268762865
raw_loose500,raw_pair_median,48,B2-B6,B4-B6,5.772503790390891
raw_loose500,raw_pair_median,48,B2-B6,B4-B8,3.964511812296096
raw_loose500,raw_pair_median,48,B2-B6,B6-B8,1.9707907521685621
raw_loose500,raw_pair_median,48,B2-B8,B4-B6,1.408513488838132
raw_loose500,raw_pair_median,48,B2-B8,B4-B8,3.8236546016255155
raw_loose500,raw_pair_median,48,B2-B8,B6-B8,3.985278732469701
raw_loose500,raw_pair_median,48,B4-B6,B4-B8,3.2519254744927144
raw_loose500,raw_pair_median,48,B4-B6,B6-B8,-0.5405611041948105
raw_loose500,raw_pair_median,48,B4-B8,B6-B8,1.464662679388074
raw_loose500,raw_pair_median,49,B2-B4,B2-B6,949.4361607706784
raw_loose500,raw_pair_median,49,B2-B4,B2-B8,1248.276584731206
raw_loose500,raw_pair_median,49,B2-B4,B4-B6,-44.6688744072785
raw_loose500,raw_pair_median,49,B2-B4,B4-B8,-45.93706117407432
raw_loose500,raw_pair_median,49,B2-B4,B6-B8,1.3547263908487883
raw_loose500,raw_pair_median,49,B2-B6,B2-B8,1057.3045682696
raw_loose500,raw_pair_median,49,B2-B6,B4-B6,109.16394092394545
raw_loose500,raw_pair_median,49,B2-B6,B4-B8,18.52833909324067
raw_loose500,raw_pair_median,49,B2-B6,B6-B8,1.1930234625855423
raw_loose500,raw_pair_median,49,B2-B8,B4-B6,17.17361270239189
raw_loose500,raw_pair_median,49,B2-B8,B4-B8,-9.390831259375235
raw_loose500,raw_pair_median,49,B2-B8,B6-B8,2.561614435016289
raw_loose500,raw_pair_median,49,B4-B6,B4-B8,10.760506972308582
raw_loose500,raw_pair_median,49,B4-B6,B6-B8,-0.5859960156129256
raw_loose500,raw_pair_median,49,B4-B8,B6-B8,0.7951586929346571
raw_loose500,raw_pair_median,50,B2-B4,B2-B6,1656.050272932456
raw_loose500,raw_pair_median,50,B2-B4,B2-B8,1646.1543868785989
raw_loose500,raw_pair_median,50,B2-B4,B4-B6,-41.39462567505446
raw_loose500,raw_pair_median,50,B2-B4,B4-B8,0.5039668603677399
raw_loose500,raw_pair_median,50,B2-B4,B6-B8,3.471561577765733
raw_loose500,raw_pair_median,50,B2-B6,B2-B8,1785.0383776278766
raw_loose500,raw_pair_median,50,B2-B6,B4-B6,175.7251657564211
raw_loose500,raw_pair_median,50,B2-B6,B4-B8,22.546697827080635
raw_loose500,raw_pair_median,50,B2-B6,B6-B8,3.615037218254319
raw_loose500,raw_pair_median,50,B2-B8,B4-B6,19.0751362493149
raw_loose500,raw_pair_median,50,B2-B8,B4-B8,36.75367847070403
raw_loose500,raw_pair_median,50,B2-B8,B6-B8,5.545841500217962
raw_loose500,raw_pair_median,50,B4-B6,B4-B8,2.9580271027451506
raw_loose500,raw_pair_median,50,B4-B6,B6-B8,-0.34824240355579594
raw_loose500,raw_pair_median,50,B4-B8,B6-B8,1.7103590637684367
raw_loose500,raw_pair_median,51,B2-B4,B2-B6,1202.8458411802462
raw_loose500,raw_pair_median,51,B2-B4,B2-B8,1497.5881663950906
raw_loose500,raw_pair_median,51,B2-B4,B4-B6,-86.82674018893428
raw_loose500,raw_pair_median,51,B2-B4,B4-B8,-148.3762148127453
raw_loose500,raw_pair_median,51,B2-B4,B6-B8,-6.499192985703508
raw_loose500,raw_pair_median,51,B2-B6,B2-B8,1541.908251815449
raw_loose500,raw_pair_median,51,B2-B6,B4-B6,171.8843573996279
raw_loose500,raw_pair_median,51,B2-B6,B4-B8,346.97014316058517
raw_loose500,raw_pair_median,51,B2-B6,B6-B8,-4.233135303014039
raw_loose500,raw_pair_median,51,B2-B8,B4-B6,353.46933614628864
raw_loose500,raw_pair_median,51,B2-B8,B4-B8,314.10108707839663
raw_loose500,raw_pair_median,51,B2-B8,B6-B8,-2.08132329659233
raw_loose500,raw_pair_median,51,B4-B6,B4-B8,456.9404566866708
raw_loose500,raw_pair_median,51,B4-B6,B6-B8,3.689368634640033
raw_loose500,raw_pair_median,51,B4-B8,B6-B8,6.077519687748567
raw_loose500,raw_pair_median,52,B2-B4,B2-B6,1764.5566638413816
raw_loose500,raw_pair_median,52,B2-B4,B2-B8,1161.38548599711
raw_loose500,raw_pair_median,52,B2-B4,B4-B6,64.93135973864445
raw_loose500,raw_pair_median,52,B2-B4,B4-B8,40.801327242100136
raw_loose500,raw_pair_median,52,B2-B4,B6-B8,22.227562284915276
raw_loose500,raw_pair_median,52,B2-B6,B2-B8,1172.5191635177832
raw_loose500,raw_pair_median,52,B2-B6,B4-B6,210.84666113741358
raw_loose500,raw_pair_median,52,B2-B6,B4-B8,44.78561759037809
raw_loose500,raw_pair_median,52,B2-B6,B6-B8,21.238292519401174
raw_loose500,raw_pair_median,52,B2-B8,B4-B6,22.558055305462815
raw_loose500,raw_pair_median,52,B2-B8,B4-B8,46.49814284329936
raw_loose500,raw_pair_median,52,B2-B8,B6-B8,22.964587910863333
raw_loose500,raw_pair_median,52,B4-B6,B4-B8,4.0179631151259265
raw_loose500,raw_pair_median,52,B4-B6,B6-B8,-0.12711078588776592
raw_loose500,raw_pair_median,52,B4-B8,B6-B8,1.6087443761539293
raw_loose500,raw_pair_median,53,B2-B4,B2-B6,2002.0385515339888
raw_loose500,raw_pair_median,53,B2-B4,B2-B8,2006.765499042619
raw_loose500,raw_pair_median,53,B2-B4,B4-B6,40.91658924505696
raw_loose500,raw_pair_median,53,B2-B4,B4-B8,17.15658584222448
raw_loose500,raw_pair_median,53,B2-B4,B6-B8,7.810275390118248
raw_loose500,raw_pair_median,53,B2-B6,B2-B8,1937.7985660631182
raw_loose500,raw_pair_median,53,B2-B6,B4-B6,107.63184791043923
raw_loose500,raw_pair_median,53,B2-B6,B4-B8,33.03315520895251
raw_loose500,raw_pair_median,53,B2-B6,B6-B8,8.383901039698847
raw_loose500,raw_pair_median,53,B2-B8,B4-B6,25.222879818834258
raw_loose500,raw_pair_median,53,B2-B8,B4-B8,34.32190870703645
raw_loose500,raw_pair_median,53,B2-B8,B6-B8,10.519208378027486
raw_loose500,raw_pair_median,53,B4-B6,B4-B8,3.1884646426877454
raw_loose500,raw_pair_median,53,B4-B6,B6-B8,-0.5933555239036661
raw_loose500,raw_pair_median,53,B4-B8,B6-B8,1.1327585830949052
raw_loose500,raw_pair_median,54,B2-B4,B2-B6,2012.5567583178126
raw_loose500,raw_pair_median,54,B2-B4,B2-B8,2071.5542646240756
raw_loose500,raw_pair_median,54,B2-B4,B4-B6,-84.72402964493074
raw_loose500,raw_pair_median,54,B2-B4,B4-B8,-84.40122615120747
raw_loose500,raw_pair_median,54,B2-B4,B6-B8,32.67121317481675
raw_loose500,raw_pair_median,54,B2-B6,B2-B8,2056.567058061262
raw_loose500,raw_pair_median,54,B2-B6,B4-B6,94.2417466949535
raw_loose500,raw_pair_median,54,B2-B6,B4-B8,49.4572310971942
raw_loose500,raw_pair_median,54,B2-B6,B6-B8,31.776760313065914
raw_loose500,raw_pair_median,54,B2-B8,B4-B6,16.78601792237744
raw_loose500,raw_pair_median,54,B2-B8,B4-B8,216.65699688490815
raw_loose500,raw_pair_median,54,B2-B8,B6-B8,42.0714073321691
raw_loose500,raw_pair_median,54,B4-B6,B4-B8,2.229467425684049
raw_loose500,raw_pair_median,54,B4-B6,B6-B8,-1.0651765573394123
raw_loose500,raw_pair_median,54,B4-B8,B6-B8,10.191054622214805
raw_loose500,raw_pair_median,55,B2-B4,B2-B6,1747.5950186317664
raw_loose500,raw_pair_median,55,B2-B4,B2-B8,1729.1867973669825
raw_loose500,raw_pair_median,55,B2-B4,B4-B6,11.148561551942352
raw_loose500,raw_pair_median,55,B2-B4,B4-B8,4.0641108980250324
raw_loose500,raw_pair_median,55,B2-B4,B6-B8,-1.4388939970867363
raw_loose500,raw_pair_median,55,B2-B6,B2-B8,2004.6073059198673
raw_loose500,raw_pair_median,55,B2-B6,B4-B6,16.489758160989297
raw_loose500,raw_pair_median,55,B2-B6,B4-B8,5.795295937209014
raw_loose500,raw_pair_median,55,B2-B6,B6-B8,-4.329025237297732
raw_loose500,raw_pair_median,55,B2-B8,B4-B6,7.234189934295745
raw_loose500,raw_pair_median,55,B2-B8,B4-B8,7.249234467310558
raw_loose500,raw_pair_median,55,B2-B8,B6-B8,-2.2051243522232933
raw_loose500,raw_pair_median,55,B4-B6,B4-B8,1.7311850391839734
raw_loose500,raw_pair_median,55,B4-B6,B6-B8,-0.8286086632647292
raw_loose500,raw_pair_median,55,B4-B8,B6-B8,1.4539385301015444
raw_loose500,raw_pair_median,56,B2-B4,B2-B6,1773.457815076694
raw_loose500,raw_pair_median,56,B2-B4,B2-B8,1725.4874568336347
raw_loose500,raw_pair_median,56,B2-B4,B4-B6,-8.191701359866471
raw_loose500,raw_pair_median,56,B2-B4,B4-B8,-9.084742936691354
raw_loose500,raw_pair_median,56,B2-B4,B6-B8,-15.399390074197507
raw_loose500,raw_pair_median,56,B2-B6,B2-B8,1751.9130103692846
raw_loose500,raw_pair_median,56,B2-B6,B4-B6,57.04027045799458
raw_loose500,raw_pair_median,56,B2-B6,B4-B8,-1.5461744805952653
raw_loose500,raw_pair_median,56,B2-B6,B6-B8,-16.80589581752765
raw_loose500,raw_pair_median,56,B2-B8,B4-B6,13.853215593602236
raw_loose500,raw_pair_median,56,B2-B8,B4-B8,84.34703160789306
raw_loose500,raw_pair_median,56,B2-B8,B6-B8,34.611289317375075
raw_loose500,raw_pair_median,56,B4-B6,B4-B8,14.852761621941792
raw_loose500,raw_pair_median,56,B4-B6,B6-B8,-2.902890482604269
raw_loose500,raw_pair_median,56,B4-B8,B6-B8,58.15277963141807
raw_loose500,raw_pair_median,57,B2-B4,B2-B6,1196.5879871416505
raw_loose500,raw_pair_median,57,B2-B4,B2-B8,1786.465922581679
raw_loose500,raw_pair_median,57,B2-B4,B4-B6,-27.717040455180506
raw_loose500,raw_pair_median,57,B2-B4,B4-B8,-86.41677668389661
raw_loose500,raw_pair_median,57,B2-B4,B6-B8,-0.8830924338610041
raw_loose500,raw_pair_median,57,B2-B6,B2-B8,1810.8500238972958
raw_loose500,raw_pair_median,57,B2-B6,B4-B6,22.228177204991372
raw_loose500,raw_pair_median,57,B2-B6,B4-B8,37.57622604279435
raw_loose500,raw_pair_median,57,B2-B6,B6-B8,-2.958398695152928
raw_loose500,raw_pair_median,57,B2-B8,B4-B6,38.45931847665536
raw_loose500,raw_pair_median,57,B2-B8,B4-B8,48.992046084111514
raw_loose500,raw_pair_median,57,B2-B8,B6-B8,9.883056224740232
raw_loose500,raw_pair_median,57,B4-B6,B4-B8,122.92691927592054
raw_loose500,raw_pair_median,57,B4-B6,B6-B8,-2.096524902001301
raw_loose500,raw_pair_median,57,B4-B8,B6-B8,10.776850427189329
raw_loose500,raw_pair_median,58,B2-B4,B2-B6,941.3860441727273
raw_loose500,raw_pair_median,58,B2-B4,B2-B8,479.53899674697243
raw_loose500,raw_pair_median,58,B2-B4,B4-B6,14.181418376179568
raw_loose500,raw_pair_median,58,B2-B4,B4-B8,-155.4541041948965
raw_loose500,raw_pair_median,58,B2-B4,B6-B8,-25.525259362725354
raw_loose500,raw_pair_median,58,B2-B6,B2-B8,568.9943530589135
raw_loose500,raw_pair_median,58,B2-B6,B4-B6,152.90644800930636
raw_loose500,raw_pair_median,58,B2-B6,B4-B8,26.68273846901914
raw_loose500,raw_pair_median,58,B2-B6,B6-B8,-369.6794317273622
raw_loose500,raw_pair_median,58,B2-B8,B4-B6,52.20799783174451
raw_loose500,raw_pair_median,58,B2-B8,B4-B8,247.00009162641953
raw_loose500,raw_pair_median,58,B2-B8,B6-B8,-26.94174571658468
raw_loose500,raw_pair_median,58,B4-B6,B4-B8,35.55911442000182
raw_loose500,raw_pair_median,58,B4-B6,B6-B8,-344.9146210597067
raw_loose500,raw_pair_median,58,B4-B8,B6-B8,-2.0882645160903093
raw_loose500,raw_pair_median,59,B2-B4,B2-B6,195.15757663948688
raw_loose500,raw_pair_median,59,B2-B4,B2-B8,190.9561530358944
raw_loose500,raw_pair_median,59,B2-B4,B4-B6,-2.79081137203558
raw_loose500,raw_pair_median,59,B2-B4,B4-B8,-2.240622728344305
raw_loose500,raw_pair_median,59,B2-B4,B6-B8,-1.3134773645314057
raw_loose500,raw_pair_median,59,B2-B6,B2-B8,217.44796884653692
raw_loose500,raw_pair_median,59,B2-B6,B4-B6,40.96292251812572
raw_loose500,raw_pair_median,59,B2-B6,B4-B8,20.317159440756143
raw_loose500,raw_pair_median,59,B2-B6,B6-B8,-3.492960860754753
raw_loose500,raw_pair_median,59,B2-B8,B4-B6,21.630636805287534
raw_loose500,raw_pair_median,59,B2-B8,B4-B8,109.63204903211205
raw_loose500,raw_pair_median,59,B2-B8,B6-B8,57.865905427289974
raw_loose500,raw_pair_median,59,B4-B6,B4-B8,20.197626935931147
raw_loose500,raw_pair_median,59,B4-B6,B6-B8,-2.3987202057595187
raw_loose500,raw_pair_median,59,B4-B8,B6-B8,59.57408941491169
raw_loose500,raw_pair_median,60,B2-B4,B2-B6,90.03268215375117
raw_loose500,raw_pair_median,60,B2-B4,B2-B8,86.097866075566
raw_loose500,raw_pair_median,60,B2-B4,B4-B6,-3.4728499033911633
raw_loose500,raw_pair_median,60,B2-B4,B4-B8,-4.977030780128337
raw_loose500,raw_pair_median,60,B2-B4,B6-B8,-0.015595198765330227
raw_loose500,raw_pair_median,60,B2-B6,B2-B8,119.35269411218006
raw_loose500,raw_pair_median,60,B2-B6,B4-B6,46.281416022423315
raw_loose500,raw_pair_median,60,B2-B6,B4-B8,42.033990676685285
raw_loose500,raw_pair_median,60,B2-B6,B6-B8,-0.270793466226108
raw_loose500,raw_pair_median,60,B2-B8,B4-B6,42.0495858754506
raw_loose500,raw_pair_median,60,B2-B8,B4-B8,104.41225802934173
raw_loose500,raw_pair_median,60,B2-B8,B6-B8,27.481643219293947
raw_loose500,raw_pair_median,60,B4-B6,B4-B8,43.375629304727845
raw_loose500,raw_pair_median,60,B4-B6,B6-B8,-0.36705628646296995
raw_loose500,raw_pair_median,60,B4-B8,B6-B8,27.74318247695511
raw_loose500,raw_pair_median,61,B2-B4,B2-B6,98.51371545285902
raw_loose500,raw_pair_median,61,B2-B4,B2-B8,44.28798649817416
raw_loose500,raw_pair_median,61,B2-B4,B4-B6,-5.252671404642802
raw_loose500,raw_pair_median,61,B2-B4,B4-B8,-5.090564566738982
raw_loose500,raw_pair_median,61,B2-B4,B6-B8,-0.6487112886853694
raw_loose500,raw_pair_median,61,B2-B6,B2-B8,99.77063456700289
raw_loose500,raw_pair_median,61,B2-B6,B4-B6,54.208367277682136
raw_loose500,raw_pair_median,61,B2-B6,B4-B8,48.30099596533584
raw_loose500,raw_pair_median,61,B2-B6,B6-B8,-5.5450726963072565
raw_loose500,raw_pair_median,61,B2-B8,B4-B6,48.94970725402122
raw_loose500,raw_pair_median,61,B2-B8,B4-B8,106.02940287691924
raw_loose500,raw_pair_median,61,B2-B8,B6-B8,24.762568101536274
raw_loose500,raw_pair_median,61,B4-B6,B4-B8,52.977056680205784
raw_loose500,raw_pair_median,61,B4-B6,B6-B8,-0.48965707126925684
raw_loose500,raw_pair_median,61,B4-B8,B6-B8,21.818001821655898
raw_loose500,raw_pair_median,62,B2-B4,B2-B6,152.22451560443534
raw_loose500,raw_pair_median,62,B2-B4,B2-B8,104.65855680678077
raw_loose500,raw_pair_median,62,B2-B4,B4-B6,-1.8000636400378136
raw_loose500,raw_pair_median,62,B2-B4,B4-B8,-5.989750324023259
raw_loose500,raw_pair_median,62,B2-B4,B6-B8,0.506535648580009
raw_loose500,raw_pair_median,62,B2-B6,B2-B8,118.60328256127708
raw_loose500,raw_pair_median,62,B2-B6,B4-B6,32.193272461002046
raw_loose500,raw_pair_median,62,B2-B6,B4-B8,7.734108741327667
raw_loose500,raw_pair_median,62,B2-B6,B6-B8,-0.7641280358845771
raw_loose500,raw_pair_median,62,B2-B8,B4-B6,7.227573092747655
raw_loose500,raw_pair_median,62,B2-B8,B4-B8,29.90386634534505
raw_loose500,raw_pair_median,62,B2-B8,B6-B8,21.31216913068896
raw_loose500,raw_pair_median,62,B4-B6,B4-B8,13.676039246215566
raw_loose500,raw_pair_median,62,B4-B6,B6-B8,-1.2839907734096359
raw_loose500,raw_pair_median,62,B4-B8,B6-B8,21.04450729990643
raw_loose500,raw_pair_median,63,B2-B4,B2-B6,385.885028952295
raw_loose500,raw_pair_median,63,B2-B4,B2-B8,342.4939596603037
raw_loose500,raw_pair_median,63,B2-B4,B4-B6,-11.745115270465298
raw_loose500,raw_pair_median,63,B2-B4,B4-B8,-4.622744803163944
raw_loose500,raw_pair_median,63,B2-B4,B6-B8,-3.5118158222431184
raw_loose500,raw_pair_median,63,B2-B6,B2-B8,337.64656716617856
raw_loose500,raw_pair_median,63,B2-B6,B4-B6,40.839049510022264
raw_loose500,raw_pair_median,63,B2-B6,B4-B8,4.280784871679492
raw_loose500,raw_pair_median,63,B2-B6,B6-B8,-4.638182210520864
raw_loose500,raw_pair_median,63,B2-B8,B4-B6,7.792600693922615
raw_loose500,raw_pair_median,63,B2-B8,B4-B8,93.48900637097107
raw_loose500,raw_pair_median,63,B2-B8,B6-B8,74.48207274279365
raw_loose500,raw_pair_median,63,B4-B6,B4-B8,6.397773560360364
raw_loose500,raw_pair_median,63,B4-B6,B6-B8,-1.4246825588923566
raw_loose500,raw_pair_median,63,B4-B8,B6-B8,79.79664665145239
raw_loose500,raw_pair_median,65,B2-B4,B2-B6,807.1957951686408
raw_loose500,raw_pair_median,65,B2-B4,B2-B8,806.4617645070945
raw_loose500,raw_pair_median,65,B2-B4,B4-B6,-2.085716209049119
raw_loose500,raw_pair_median,65,B2-B4,B4-B8,-31.790309899222724
raw_loose500,raw_pair_median,65,B2-B4,B6-B8,5.895591200627914
raw_loose500,raw_pair_median,65,B2-B6,B2-B8,828.7741026349673
raw_loose500,raw_pair_median,65,B2-B6,B4-B6,50.98369425652662
raw_loose500,raw_pair_median,65,B2-B6,B4-B8,3.120098618022226
raw_loose500,raw_pair_median,65,B2-B6,B6-B8,9.25721308398122
raw_loose500,raw_pair_median,65,B2-B8,B4-B6,-2.7754925826056858
raw_loose500,raw_pair_median,65,B2-B8,B4-B8,182.27688215303027
raw_loose500,raw_pair_median,65,B2-B8,B6-B8,11.923036818792625
raw_loose500,raw_pair_median,65,B4-B6,B4-B8,2.6429553834548054
raw_loose500,raw_pair_median,65,B4-B6,B6-B8,-0.6250426412848836
raw_loose500,raw_pair_median,65,B4-B8,B6-B8,1.569015737905725
raw_loose500,traditional_b_only,44,B2-B4,B2-B6,193.26748747670885
raw_loose500,traditional_b_only,44,B2-B4,B2-B8,411.2164798948452
raw_loose500,traditional_b_only,44,B2-B4,B4-B6,-45.21300342348729
raw_loose500,traditional_b_only,44,B2-B4,B4-B8,-65.464292189173
raw_loose500,traditional_b_only,44,B2-B4,B6-B8,-24.703929749361922
raw_loose500,traditional_b_only,44,B2-B6,B2-B8,385.0522550282086
raw_loose500,traditional_b_only,44,B2-B6,B4-B6,-7.662375965574997
raw_loose500,traditional_b_only,44,B2-B6,B4-B8,-49.62005106053577
raw_loose500,traditional_b_only,44,B2-B6,B6-B8,-35.47821329120868
raw_loose500,traditional_b_only,44,B2-B8,B4-B6,-78.3188352186717
raw_loose500,traditional_b_only,44,B2-B8,B4-B8,-48.57429564599561
raw_loose500,traditional_b_only,44,B2-B8,B6-B8,-30.253682526819876
raw_loose500,traditional_b_only,44,B4-B6,B4-B8,24.962788286244727
raw_loose500,traditional_b_only,44,B4-B6,B6-B8,11.71554399797319
raw_loose500,traditional_b_only,44,B4-B8,B6-B8,13.76904784405757
raw_loose500,traditional_b_only,45,B2-B4,B2-B6,446.1270502335939
raw_loose500,traditional_b_only,45,B2-B4,B2-B8,538.3099032231647
raw_loose500,traditional_b_only,45,B2-B4,B4-B6,-64.6247675605988
raw_loose500,traditional_b_only,45,B2-B4,B4-B8,-79.10995662055699
raw_loose500,traditional_b_only,45,B2-B4,B6-B8,-68.4818124768244
raw_loose500,traditional_b_only,45,B2-B6,B2-B8,525.3070546166016
raw_loose500,traditional_b_only,45,B2-B6,B4-B6,-16.785279087176878
raw_loose500,traditional_b_only,45,B2-B6,B4-B8,-68.26137066795548
raw_loose500,traditional_b_only,45,B2-B6,B6-B8,-86.01316729473979
raw_loose500,traditional_b_only,45,B2-B8,B4-B6,-38.090558948526976
raw_loose500,traditional_b_only,45,B2-B8,B4-B8,27.4283443710531
raw_loose500,traditional_b_only,45,B2-B8,B6-B8,15.573097409903632
raw_loose500,traditional_b_only,45,B4-B6,B4-B8,25.694862193148403
raw_loose500,traditional_b_only,45,B4-B6,B6-B8,3.972004570299144
raw_loose500,traditional_b_only,45,B4-B8,B6-B8,110.69139588662884
raw_loose500,traditional_b_only,47,B2-B4,B2-B6,142.79753659400808
raw_loose500,traditional_b_only,47,B2-B4,B2-B8,213.50373556878745
raw_loose500,traditional_b_only,47,B2-B4,B4-B6,-76.97154758732792
raw_loose500,traditional_b_only,47,B2-B4,B4-B8,-118.85569117864631
raw_loose500,traditional_b_only,47,B2-B4,B6-B8,-41.34449034159346
raw_loose500,traditional_b_only,47,B2-B6,B2-B8,183.46918879493109
raw_loose500,traditional_b_only,47,B2-B6,B4-B6,-3.814532234114272
raw_loose500,traditional_b_only,47,B2-B6,B4-B8,-67.43862607637134
raw_loose500,traditional_b_only,47,B2-B6,B6-B8,-25.567496997493823
raw_loose500,traditional_b_only,47,B2-B8,B4-B6,-76.536648090956
raw_loose500,traditional_b_only,47,B2-B8,B4-B8,-10.809925790673413
raw_loose500,traditional_b_only,47,B2-B8,B6-B8,22.18911863008678
raw_loose500,traditional_b_only,47,B4-B6,B4-B8,42.964882014731046
raw_loose500,traditional_b_only,47,B4-B6,B6-B8,12.381549568871726
raw_loose500,traditional_b_only,47,B4-B8,B6-B8,60.13816519645233
raw_loose500,traditional_b_only,48,B2-B4,B2-B6,310.67362792236514
raw_loose500,traditional_b_only,48,B2-B4,B2-B8,155.60205809945498
raw_loose500,traditional_b_only,48,B2-B4,B4-B6,-58.102873136932644
raw_loose500,traditional_b_only,48,B2-B4,B4-B8,-41.90998281137093
raw_loose500,traditional_b_only,48,B2-B4,B6-B8,-11.845314146655083
raw_loose500,traditional_b_only,48,B2-B6,B2-B8,150.35439858449396
raw_loose500,traditional_b_only,48,B2-B6,B4-B6,5.540054355223409
raw_loose500,traditional_b_only,48,B2-B6,B4-B8,-17.198450754923186
raw_loose500,traditional_b_only,48,B2-B6,B6-B8,-16.50500066725135
raw_loose500,traditional_b_only,48,B2-B8,B4-B6,-15.772589092271492
raw_loose500,traditional_b_only,48,B2-B8,B4-B8,24.313101426758166
raw_loose500,traditional_b_only,48,B2-B8,B6-B8,27.9887763068682
raw_loose500,traditional_b_only,48,B4-B6,B4-B8,48.38687643823622
raw_loose500,traditional_b_only,48,B4-B6,B6-B8,18.234129846430196
raw_loose500,traditional_b_only,48,B4-B8,B6-B8,59.87076876643703
raw_loose500,traditional_b_only,49,B2-B4,B2-B6,247.0654836220652
raw_loose500,traditional_b_only,49,B2-B4,B2-B8,418.37223094560454
raw_loose500,traditional_b_only,49,B2-B4,B4-B6,-99.15063417563016
raw_loose500,traditional_b_only,49,B2-B4,B4-B8,-57.253320064009216
raw_loose500,traditional_b_only,49,B2-B4,B6-B8,-44.66073255810472
raw_loose500,traditional_b_only,49,B2-B6,B2-B8,396.0593985819438
raw_loose500,traditional_b_only,49,B2-B6,B4-B6,0.22165451631418526
raw_loose500,traditional_b_only,49,B2-B6,B4-B8,-45.439456303910376
raw_loose500,traditional_b_only,49,B2-B6,B6-B8,-47.16680586125138
raw_loose500,traditional_b_only,49,B2-B8,B4-B6,-37.09768537332978
raw_loose500,traditional_b_only,49,B2-B8,B4-B8,-20.487910034034417
