tier,method,run,pair_a,pair_b,cov_ns2
raw_loose500,raw_pair_median,44,B2-B4,B2-B6,1521.374188319474
raw_loose500,raw_pair_median,44,B2-B4,B2-B8,2095.3248133459247
raw_loose500,raw_pair_median,44,B2-B4,B4-B6,-9.314686939930418
raw_loose500,raw_pair_median,44,B2-B4,B4-B8,65.28110743036561
raw_loose500,raw_pair_median,44,B2-B4,B6-B8,66.9321533247241
raw_loose500,raw_pair_median,44,B2-B6,B2-B8,2548.1531640925746
raw_loose500,raw_pair_median,44,B2-B6,B4-B6,25.91090689922362
raw_loose500,raw_pair_median,44,B2-B6,B4-B8,68.64615647508914
raw_loose500,raw_pair_median,44,B2-B6,B6-B8,45.61102553272784
raw_loose500,raw_pair_median,44,B2-B8,B4-B6,1.7140031503650366
raw_loose500,raw_pair_median,44,B2-B8,B4-B8,71.06936580887813
raw_loose500,raw_pair_median,44,B2-B8,B6-B8,48.4886248899823
raw_loose500,raw_pair_median,44,B4-B6,B4-B8,3.365049044723535
raw_loose500,raw_pair_median,44,B4-B6,B6-B8,-1.5425511310309619
raw_loose500,raw_pair_median,44,B4-B8,B6-B8,2.4232093337889795
raw_loose500,raw_pair_median,45,B2-B4,B2-B6,1433.1815075407267
raw_loose500,raw_pair_median,45,B2-B4,B2-B8,1341.5266575696116
raw_loose500,raw_pair_median,45,B2-B4,B4-B6,9.26777762018952
raw_loose500,raw_pair_median,45,B2-B4,B4-B8,-8.918240872959112
raw_loose500,raw_pair_median,45,B2-B4,B6-B8,0.12203492719094318
raw_loose500,raw_pair_median,45,B2-B6,B2-B8,1424.2515409199132
raw_loose500,raw_pair_median,45,B2-B6,B4-B6,49.613663312367954
raw_loose500,raw_pair_median,45,B2-B6,B4-B8,6.893871138673157
raw_loose500,raw_pair_median,45,B2-B6,B6-B8,-3.168117691764301
raw_loose500,raw_pair_median,45,B2-B8,B4-B6,6.771836211482218
raw_loose500,raw_pair_median,45,B2-B8,B4-B8,41.58598777473368
raw_loose500,raw_pair_median,45,B2-B8,B6-B8,26.492076943859683
raw_loose500,raw_pair_median,45,B4-B6,B4-B8,5.585425844622141
raw_loose500,raw_pair_median,45,B4-B6,B6-B8,-2.1814863683592396
raw_loose500,raw_pair_median,45,B4-B8,B6-B8,30.161840423936003
raw_loose500,raw_pair_median,47,B2-B4,B2-B6,1831.4773268450203
