method,method_class,n_pair_rows,n_runs,n_supported_atoms_95,supported_row_fraction_95,sigma68_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,full_rms_ns,full_rms_ci_low_ns,full_rms_ci_high_ns,mean_abs_pair_cov_ns2,cov_ci_low_ns2,cov_ci_high_ns2,atom_weighted_abs_coverage_error_68,atom_weighted_abs_coverage_error_95,worst_atom_undercoverage_95
pair_median,traditional,65504,21,10,0.9884892525647289,2.0907157547048136,9.851401549809385,23.412079965229417,20.690021500723844,25.921283560660218,36.14739701118096,228.5346093364996,163.59210536801527,282.9101660298986,0.004471969111969099,0.00326332046332042,-0.18706896551724128
traditional_s05d_static_priors,traditional,65504,21,10,0.9884892525647289,7.812067271683465,8.332398891308449,10.025433692139334,10.8241666084736,11.807625926652555,14.710474417351785,59.16184255393457,47.38847225969877,73.11646495440482,0.0035626254826254668,0.0018764478764478436,-0.12525773195876289
ridge,ml,65504,21,10,0.9884892525647289,7.0744603724416875,7.714073529704373,9.132112357004917,10.501281309481117,11.439070339444804,13.885374393582,55.530653968520234,46.05450790610816,65.57473726609253,0.003573745173745135,0.001566023166023192,-0.12869415807560136
gradient_boosted_trees,ml,65504,21,10,0.9884892525647289,3.922680120866924,7.289268244203953,12.304769270499646,12.353136013212938,14.382171426051121,19.011734969791526,69.80499469194102,55.304109345630025,83.46649862227237,0.005199691119691128,0.002325868725868674,-0.1396551724137931
mlp,ml,65504,21,10,0.9884892525647289,4.269809927916058,11.016485529619702,21.39189056375287,19.1947553385069,22.53157771099768,32.76502176337909,207.01596608771158,149.72940876147592,257.66369982131647,0.027232741312741348,0.011413127413127354,-0.1396551724137931
cnn_1d,ml,65504,21,10,0.9884892525647289,5.79714148741575,11.095399527108551,22.644768661367948,20.53316194245538,25.058905054175465,34.736542035136104,233.69622862597447,178.14630750068056,280.00375095352746,0.049510424710424786,0.024653281853281802,-0.07658857332301905
support_gated_cnn_new,ml,65504,21,10,0.9884892525647289,4.889256979871144,11.599895138015127,23.186816755433536,20.33876322738382,24.072855264380618,34.376565475311224,228.15409861559377,175.05419987839483,285.35923859150284,0.0565979922779923,0.012183783783783726,-0.2689655172413793
extra_trees_s05e_dynamic,ml,65504,21,10,0.9884892525647289,2.1985998230967114,3.710302360961038,5.701584768658118,8.86200300209221,10.095273804319119,13.170696563228383,36.063303763691906,26.01373495525888,46.80922674047076,0.004448494208494154,0.002185328185328172,-0.09224137931034482
