fold,method,runs,n_eval_pulses,n_events,timing_sigma68_ns,timing_sigma68_ns_ci_low,timing_sigma68_ns_ci_high,charge_sigma68_log,charge_sigma68_log_ci_low,charge_sigma68_log_ci_high,timing_rms_ns,timing_rms_ns_ci_low,timing_rms_ns_ci_high,charge_rms_log,charge_rms_log_ci_low,charge_rms_log_ci_high,primary_loss
holdout_sample_i,cnn_1d,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.806699763500834,11.99006386929565,22.34894832868737,0.6502413393768315,0.5960351652982888,0.7084163072233134,27.56691216875255,22.998561528430734,31.195155374586577,1.438611096825879,1.1588493956845753,1.7013276803631114,23.30911315726915
holdout_sample_i,gradient_boosted_trees,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,14.598342791183043,9.578981586734516,19.374835475754004,0.32597062432058477,0.2821055559824727,0.362357331466132,23.808913910169558,19.65497623582773,26.94124065444496,0.9552542011244871,0.704335311196684,1.2019443984251095,17.85804903438889
holdout_sample_i,mlp,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.607812197151592,11.493482820992647,22.07304585135758,0.6125399408570891,0.552278910753842,0.6686315431758094,27.035898682084177,22.60426806529586,30.514385278279054,1.3675616503749561,1.0732443425754785,1.6319377809516173,22.73321160572248
holdout_sample_i,phase_gated_cnn_new,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.92217762382934,11.420045948323905,22.454427758771388,0.5522623742088354,0.5079486800677879,0.5989168464013965,27.614722637627313,22.685728372279286,31.3193653511622,1.403933780541671,1.1065478843596226,1.6819999022993561,22.444801365917694
holdout_sample_i,ridge,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,15.462788787287275,10.989438146621113,19.863674695829317,0.3896918373100907,0.37073690898491424,0.40695007216192325,24.738323644273773,20.408393733059228,27.89368994601978,0.9594239807655028,0.7431619743156306,1.213741071069373,19.359707160388183
holdout_sample_i,shuffled_target_ridge_sentinel,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.846202162536102,11.440436058667014,22.432616836302586,0.9919610571270917,0.9144005142916362,1.0678520851692204,28.064744001827524,23.1463509913046,31.37197786983821,1.6608713936017572,1.445908970173139,1.8569193726693922,26.765812733807017
holdout_sample_i,traditional_explicit_handles,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.40976716689559,10.970682891499875,21.79219966413785,0.656361513710449,0.5987074824312906,0.7031993683655319,27.514868300868976,22.321700508817745,30.997306612715445,1.5145505426496761,1.2190916069258864,1.7936662217981056,22.973382304000083
holdout_sample_ii,cnn_1d,"58,59,60,61,62,63,65",15096,3774,4.294206767374447,3.9998259934575024,4.583253226683319,0.311312239399068,0.2808759418926739,0.3447514007205389,10.915362446082474,8.515033110671075,13.483222799913598,1.2758516225616938,1.182677030335299,1.3739747892253662,7.407329161365126
holdout_sample_ii,gradient_boosted_trees,"58,59,60,61,62,63,65",15096,3774,8.038119789846892,7.2778698173699645,8.866984800150385,0.22372091505859043,0.21190577133182872,0.23740467005131638,10.772274360817976,10.046997595559848,11.572603894614208,0.5586614734731636,0.5143828270819856,0.5924710612800191,10.275328940432797
holdout_sample_ii,mlp,"58,59,60,61,62,63,65",15096,3774,3.7339438336019257,3.432566024099515,4.085450130012826,0.28296679628515276,0.24777375032436025,0.32481830145915414,9.503753488079115,7.703926798502516,11.563397312198989,1.231892123625253,1.1467062927705276,1.3299691817622488,6.563611796453453
holdout_sample_ii,phase_gated_cnn_new,"58,59,60,61,62,63,65",15096,3774,4.519485747770622,4.121482819744684,4.863658784021393,0.26410822588644484,0.23637247332720027,0.29329582367068735,10.999625742539576,8.699792612238003,13.306465696398888,1.2818725222647611,1.1948799529057155,1.3992170128020542,7.160568006635071
holdout_sample_ii,ridge,"58,59,60,61,62,63,65",15096,3774,11.413017334339544,11.085860443477525,11.67621708659312,0.3072845247136288,0.2983766926340232,0.3182123059938224,12.89767364151972,12.448744090228148,13.302182021248395,0.9020670263832201,0.8381817291581755,1.0032735802386115,14.485862581475832
holdout_sample_ii,shuffled_target_ridge_sentinel,"58,59,60,61,62,63,65",15096,3774,4.977141232966771,4.610757356036953,5.338854370040392,0.5361000261564138,0.47540983277116394,0.6006006981566441,12.621203490195047,10.102127797139023,15.368009299894906,1.4833532867733543,1.3721739246514977,1.6095031842992713,10.338141494530909
holdout_sample_ii,traditional_explicit_handles,"58,59,60,61,62,63,65",15096,3774,4.125620047905391,3.4416412900753586,5.264113270320741,0.4088088426927357,0.3839457338429059,0.4322794654323241,13.986896641301314,11.3915275092939,16.690237239171555,1.5154213395906242,1.43785202241311,1.6025802802202578,8.21370847483275
