fold,train_eval_run_overlap,train_eval_key_overlap,uses_run_or_event_features,extra_trees_beats_handle_q_ci,shuffled_target_beats_real,phase_shuffled_beats_gbt,family_label_sentinel_beats_real,false_pass_rate_under_sentinels,leakage_alarm
holdout_sample_i,[],0,False,True,False,False,False,0.3333333333333333,False
holdout_sample_ii,[],0,False,True,False,False,False,0.3333333333333333,False
