run,n_eval,s01_empirical_q_mse,s01_empirical_live10_abs_ns,s01_empirical_tail_abs,s01_empirical_tail_mse,s01_empirical_timing_sigma68_ns,s01_empirical_timing_rms_ns,handle_residual_q_mse,handle_residual_live10_abs_ns,handle_residual_tail_abs,handle_residual_tail_mse,handle_residual_timing_sigma68_ns,handle_residual_timing_rms_ns,handle_residual_fallback_rate,handle_residual_accepted_support_fraction,ridge_q_mse,ridge_live10_abs_ns,ridge_tail_abs,ridge_tail_mse,ridge_timing_sigma68_ns,ridge_timing_rms_ns,extra_trees_q_mse,extra_trees_live10_abs_ns,extra_trees_tail_abs,extra_trees_tail_mse,extra_trees_timing_sigma68_ns,extra_trees_timing_rms_ns,gradient_boosted_trees_q_mse,gradient_boosted_trees_live10_abs_ns,gradient_boosted_trees_tail_abs,gradient_boosted_trees_tail_mse,gradient_boosted_trees_timing_sigma68_ns,gradient_boosted_trees_timing_rms_ns,family_label_sentinel_q_mse,family_label_sentinel_live10_abs_ns,family_label_sentinel_tail_abs,family_label_sentinel_tail_mse,family_label_sentinel_timing_sigma68_ns,family_label_sentinel_timing_rms_ns,shuffled_target_extra_trees_q_mse,shuffled_target_extra_trees_live10_abs_ns,shuffled_target_extra_trees_tail_abs,shuffled_target_extra_trees_tail_mse,shuffled_target_extra_trees_timing_sigma68_ns,shuffled_target_extra_trees_timing_rms_ns,phase_shuffled_gradient_boosted_trees_q_mse,phase_shuffled_gradient_boosted_trees_live10_abs_ns,phase_shuffled_gradient_boosted_trees_tail_abs,phase_shuffled_gradient_boosted_trees_tail_mse,phase_shuffled_gradient_boosted_trees_timing_sigma68_ns,phase_shuffled_gradient_boosted_trees_timing_rms_ns,knockout_no_amplitude_q_mse,knockout_no_amplitude_live10_abs_ns,knockout_no_amplitude_tail_abs,knockout_no_amplitude_tail_mse,knockout_no_amplitude_timing_sigma68_ns,knockout_no_amplitude_timing_rms_ns,knockout_no_shape_q_mse,knockout_no_shape_live10_abs_ns,knockout_no_shape_tail_abs,knockout_no_shape_tail_mse,knockout_no_shape_timing_sigma68_ns,knockout_no_shape_timing_rms_ns,knockout_no_stave_q_mse,knockout_no_stave_live10_abs_ns,knockout_no_stave_tail_abs,knockout_no_stave_tail_mse,knockout_no_stave_timing_sigma68_ns,knockout_no_stave_timing_rms_ns,knockout_no_current_q_mse,knockout_no_current_live10_abs_ns,knockout_no_current_tail_abs,knockout_no_current_tail_mse,knockout_no_current_timing_sigma68_ns,knockout_no_current_timing_rms_ns,mlp_q_mse,mlp_live10_abs_ns,mlp_tail_abs,mlp_tail_mse,mlp_timing_sigma68_ns,mlp_timing_rms_ns,cnn_1d_q_mse,cnn_1d_live10_abs_ns,cnn_1d_tail_abs,cnn_1d_tail_mse,cnn_1d_timing_sigma68_ns,cnn_1d_timing_rms_ns,phase_gated_cnn_new_q_mse,phase_gated_cnn_new_live10_abs_ns,phase_gated_cnn_new_tail_abs,phase_gated_cnn_new_tail_mse,phase_gated_cnn_new_timing_sigma68_ns,phase_gated_cnn_new_timing_rms_ns,fold
44,681,0.1955206807811127,26.150375939849624,2.323646094092698,19.79475634653017,2.5,6.665335080048362,0.12790738062413082,19.142857142857142,1.6942193917452755,11.386456560370512,1.25,4.936628480236253,0.18502202643171806,0.8149779735682819,0.06092089989760208,14.721804511278195,0.848637701379988,1.926753002116576,2.5,3.8179926229856616,0.062193485715460815,14.390977443609023,0.8215323182859864,3.347745803034545,1.25,3.7118991754520763,0.07883030155502592,16.42105263157895,1.2513871345657577,5.311617710606832,1.25,3.98894148056077,0.17327918190505773,21.954887218045112,2.2362416881928,20.478647841178766,2.5,5.461760436678743,0.17801708727007945,23.428571428571427,2.385179681618904,21.12350981193506,3.75,5.719804665679924,0.07903104902810924,16.481203007518797,1.2494523336798642,5.25092679389129,1.25,4.116489854451789,0.06427100535630408,14.766917293233083,0.7921498193161733,3.373505107607134,1.25,3.8155301960136194,0.15767007013439294,21.93984962406015,2.196569116444441,17.76284227421697,3.75,5.47293408683103,0.061631977894534805,14.857142857142858,0.828271713938619,3.434649806833441,1.25,3.692860415059413,0.062509345014895,14.541353383458647,0.822433214072111,3.387970201050786,1.25,3.7459251043257717,0.13950834123224973,17.06766917293233,1.8444794622316485,14.263322136321948,2.5,5.264614460103782,0.14207325308094637,19.06766917293233,1.62677388822672,10.750385712360744,5.0,4.932819352755308,0.13162878134689443,18.962406015037594,1.45473644194885,10.181465256983895,5.0,6.0782800792497635,holdout_sample_i
45,1773,0.22026173035336644,33.54524627720504,2.5749507934313867,18.439555779809666,5.0,7.220101680054942,0.17730237978806676,27.920962199312715,2.065674342993341,12.862231734956282,3.75,6.181613260075101,0.3835307388606881,0.6164692611393119,0.0910742018551539,21.174112256586483,1.0678458238294966,2.6197246867524098,2.5,5.155791681008946,0.1026675403736357,22.09049255441008,1.1141047487389408,4.222082367078829,2.5,5.206915614607205,0.11236286357151756,23.49942726231386,1.4918525610240847,5.628944514953515,2.5,5.3208213414843595,0.18672908252696685,29.215349369988544,2.3734772981937966,17.460386747760435,3.75,6.317363207250737,0.19169411772093006,29.725085910652922,2.4792936302727724,18.16208432661176,5.0,6.48705645798755,0.11263208905528393,23.59106529209622,1.4900345329283813,5.591017932173075,2.5,5.377368680775062,0.10484664688885807,21.99885452462772,1.0621666367237232,4.172268684769848,2.5,5.24697862113331,0.18210437603661817,28.68270332187858,2.3696058539441185,16.1285807019577,5.0,6.347605550121343,0.10078385193531846,22.11340206185567,1.1015164374341333,4.176210678215225,2.5,5.1495392869916365,0.10279566328379189,22.15922107674685,1.119081764789288,4.246529566873476,2.5,5.17934372045054,0.15554718839976217,23.09278350515464,1.8815265012278646,11.78098286141787,3.75,6.047847590763152,0.17406051652252313,26.38029782359679,1.8186286145553625,9.85688524619872,5.0,5.967708542336598,0.15210656035668405,25.372279495990835,1.601649433743655,8.824746336147355,5.0,6.992417346214585,holdout_sample_i
46,316,0.10560644300341195,15.0814332247557,1.4768482884169027,10.466359498907762,1.25,5.934633072637296,0.04105933813701632,10.977198697068404,0.879513170757491,5.5232363661345945,1.25,3.2473993603902787,0.0981012658227848,0.9018987341772152,0.02004208338445275,7.263843648208469,0.5094217821132346,0.8006283392742413,2.5,2.417195456768339,0.01898613656076052,6.872964169381108,0.45158799984588605,2.465250174248599,0.0,1.9354400891689245,0.03351535121906195,7.62214983713355,0.8000676706906924,3.795910461462385,0.0,2.3747106801318445,0.08701833057066205,11.400651465798045,1.6048938084787792,11.96884364534691,2.5,3.8524284823636097,0.0898094256845074,13.485342019543975,1.6717525117114804,12.395980532258955,2.5,4.088296635654939,0.033443904721057294,7.58957654723127,0.800435325671843,3.7534462131962694,0.0,2.4002917846515657,0.021182673915459842,6.938110749185668,0.45997799279320123,2.5951137922299328,0.0,1.9036224682506415,0.07660295057886352,12.866449511400651,1.5853182311302936,10.644273646175698,2.5,4.254237205652077,0.019028684583991536,7.068403908794788,0.45981794577392643,2.5755499794223753,0.0,1.8712639216569944,0.01914319209456639,6.905537459283388,0.463326909419657,2.5323927795029544,0.0,1.9563643739134884,0.06918573763440033,9.576547231270359,1.3183935196858916,8.690283963739919,2.5,3.742527843313989,0.07603841955614042,10.618892508143322,1.0572166674712344,6.09471270833597,5.0,4.285229536723841,0.0689214690730876,11.498371335504887,0.9159166732862807,5.69360050666762,5.0,4.565841164282796,holdout_sample_i
47,741,0.18681249376546272,22.60330578512397,2.2298311262653323,20.465302017114148,2.5,6.789079304010467,0.10777276377588325,16.15702479338843,1.4914688942995185,10.922849246565585,1.25,4.553024000399006,0.1767881241565452,0.8232118758434548,0.052290263664672404,11.487603305785123,0.7380283877820674,1.6111070753779901,2.5,3.4141376785587116,0.05323822486485113,11.391184573002755,0.6922633697100247,2.901018412940241,0.0,3.280399256759237,0.06936407101606641,13.209366391184574,1.1410506736073884,5.270025431660851,1.25,3.475365886360332,0.16883252717103325,19.834710743801654,2.165512640672108,21.78608441082821,2.5,4.9671787781168195,0.17278092850452667,21.308539944903583,2.26541000758817,22.360536951534066,3.75,5.225625563933495,0.0694408428333239,13.360881542699724,1.1401875797626873,5.238504971608897,1.25,3.56584076841282,0.05552836416802789,11.74931129476584,0.6836192629590467,2.9764352266199428,0.0,3.320827090046013,0.1485372885165185,19.573002754820937,2.1816849405700744,18.757976860361378,3.75,5.294365215047318,0.05302298717905978,11.680440771349863,0.6941189634642836,2.9932089162105977,0.0,3.2882627900319252,0.05320772053281187,11.418732782369146,0.6935115628190026,2.9047003218880336,0.0,3.2074186560631133,0.1337732789513335,15.137741046831955,1.7574426100260434,15.406199984188945,2.5,4.918411466099828,0.13569807666085537,16.308539944903583,1.5453445480152723,11.35361318060149,5.0,4.6326857069635246,0.12639045925061718,16.542699724517906,1.4259850004827808,11.084529550648911,5.0,5.44585798070474,holdout_sample_i
48,1510,0.22305820912993435,31.947439353099732,2.544756255726915,19.69493189406846,5.0,7.19856978906826,0.16820731277646483,25.741239892183287,2.0024097434334722,12.88543298194183,3.75,6.16177624739093,0.32847682119205296,0.671523178807947,0.08659022779584422,20.02021563342318,1.042192588668342,2.6613444077429165,2.5,5.036089431840806,0.09747836579455686,20.646900269541778,1.0931399733390992,4.820104393198847,2.5,4.8918560960733535,0.11148782191399505,22.466307277628033,1.4745585437445674,6.5216330810485035,2.5,5.249021215395929,0.19160638237638375,27.78301886792453,2.353269236519082,19.15410771196999,3.75,6.258417512232018,0.1970531576975884,28.524258760107816,2.4765027280753285,19.945957810261284,5.0,6.465620255089133,0.11180780711735692,22.553908355795148,1.4729962631931541,6.465830865782735,2.5,5.264243929658218,0.09949620020066506,20.485175202156334,1.0341987344338532,4.699261131082755,2.5,4.878924918032163,0.18392334203367802,27.607816711590296,2.32557840406509,17.07288978460344,5.0,6.31235738810377,0.09612792527925972,20.808625336927225,1.0808009269210694,4.842006850392356,2.5,4.858596876862685,0.09785395978399103,20.747978436657682,1.097668450511274,4.869112953775594,2.5,4.920613032392941,0.16394144130501073,21.7722371967655,1.8876203519606487,13.714272974067939,3.75,6.097879199177597,0.17314365617801716,24.48787061994609,1.815697630744909,11.12688614893767,5.0,5.748036697517752,0.15718658687210063,24.171159029649594,1.5893710761552817,10.215928610185049,5.0,6.955165429057209,holdout_sample_i
49,1522,0.2238092809310105,32.31796927187709,2.571444740681838,19.712317601387348,5.0,7.166662782929149,0.17015957336451465,26.12558450233801,2.002623948512122,12.915422135749802,2.5,5.987210818634462,0.31537450722733246,0.6846254927726676,0.0858180192621773,20.073480293921175,1.0108959915604554,2.5006197532640932,2.5,4.867996999750427,0.09482857428058086,20.60120240480962,1.0373194915216808,4.109473086697992,1.25,4.878277891877498,0.1084420852300805,22.084168336673347,1.4547862311009387,5.838280358356571,2.5,5.280618954227445,0.19098074604489867,28.02939211756847,2.3913061312796224,18.892291950496528,3.75,6.418649764261888,0.19572685281768662,28.67067468269873,2.499806288667438,19.508583992015474,5.0,6.532126045529335,0.10894144647856133,22.29792919171677,1.4540360952581233,5.812833673214829,2.5,5.306252220282268,0.09776139444535785,20.080160320641284,0.991075573889155,4.074093028420952,1.25,5.000834933628597,0.18485273154753062,27.615230460921843,2.3736509656076588,17.279101606431166,5.0,6.248246246933987,0.09316018279481603,20.5811623246493,1.0246118769934442,4.090015000877895,2.5,4.865852413100795,0.09518168735058062,20.507682030728123,1.0444924897812033,4.182561084561404,1.25,4.92766649922542,0.15985207652126326,21.710086840347362,1.8891386536074433,12.903462921981312,3.75,6.038246503885326,0.1709936210375883,24.615898463593854,1.793933364692558,10.385175531392242,5.0,5.795876497022472,0.1551551422379589,24.24181696726787,1.5907403113791236,9.57909464231263,5.0,6.854302511988489,holdout_sample_i
50,1542,0.221092590158752,32.98153034300792,2.6106041365797186,18.714826837190675,3.75,7.198193118336396,0.17554735888203038,26.860158311345646,2.0888157064881545,13.160791463396018,2.5,6.032836707015137,0.33787289234760054,0.6621271076523995,0.09409808969390487,20.606860158311346,1.125237519216193,2.9343474920150823,2.5,5.051270771955261,0.10633345122527142,21.563324538258573,1.2019352032808048,4.66638760836098,2.5,5.227350943755551,0.1166426168726984,22.95514511873351,1.5294710641129337,6.009809396849729,2.5,5.241134618041471,0.18651925247703796,28.304749340369394,2.3587069081607943,17.21569506398416,5.0,6.372157134247053,0.19212456049012497,29.313984168865435,2.4865327652457294,18.038831556139648,6.25,6.54892033237456,0.11693869238828082,22.96174142480211,1.5302253774808814,6.009629428256054,2.5,5.269376230401449,0.10863947977693236,20.930079155672825,1.1255743615110716,4.405418708405357,2.5,5.181803584708834,0.18585065635175765,27.473614775725594,2.4156818935868642,16.418517009393884,6.25,6.328334948388664,0.10438150245495378,21.49736147757256,1.1838402139989483,4.6261771084529855,2.5,5.190547909319843,0.10677589472494158,21.58970976253298,1.2072104816222688,4.701970298972815,2.5,5.200070402405492,0.16100327093300332,22.12401055408971,1.8452556518059329,11.804265084436487,3.75,6.302222458432206,0.17662719255430817,25.679419525065963,1.8333325414297519,9.880574088272867,5.0,6.002692887341159,0.1548986786139285,24.683377308707126,1.5717334882210707,8.975640731580647,6.25,7.084464962117626,holdout_sample_i
51,1206,0.19736919458020785,31.632825719120135,2.3801632068987186,16.26621221935957,3.75,7.086753926747712,0.14884170673898925,23.883248730964468,1.774373905794817,10.117864273971534,2.5,5.801368792331359,0.25870646766169153,0.7412935323383085,0.07998331295303493,18.849407783417934,1.0034983770392607,2.4560640261691846,2.5,4.7688755782553045,0.0892167701568897,19.9746192893401,1.072975265088018,4.4057348004548995,2.5,4.695125635990229,0.10115551149169665,21.22673434856176,1.4166561864998672,5.770474368323169,2.5,4.977211180337012,0.16689094873783433,26.903553299492387,2.2231756350335234,15.81785351782247,3.75,6.05905441797087,0.17271080243113648,27.876480541455162,2.346028805811115,16.662200623935078,5.0,6.234540949101521,0.10143800937669767,21.35363790186125,1.4174961263601966,5.754415281377562,2.5,4.956451639990051,0.09105966236673388,19.72927241962775,1.0167487583737929,4.315436569251513,2.5,4.722636921507495,0.16177455281329214,25.795262267343485,2.192622365534838,14.334872918251385,3.75,6.177883428393768,0.08834390507937603,20.160744500846025,1.0689314238994245,4.426973080365385,2.5,4.673113144748475,0.08957573242690532,20.093062605752962,1.0737327304032862,4.4448270943705666,2.5,4.705812368843601,0.13904255883668518,20.727580372250422,1.7159674504921565,10.492313522752218,3.75,5.944967585606219,0.1550981189734495,23.341793570219966,1.6646617517625228,8.724440526135783,5.0,5.674195009134957,0.13772730047359547,22.96954314720812,1.4438078220792276,7.640549032644675,5.0,6.78797209362443,holdout_sample_i
52,874,0.20901401699832992,28.07511737089202,2.419244489823004,22.4100704829354,2.5,6.733090452552492,0.13885482041771713,20.762910798122064,1.7599468946043029,13.16650548439211,1.25,5.048909843751287,0.2242562929061785,0.7757437070938216,0.0666944221179752,15.927230046948356,0.9473326378347775,2.3037873177173727,1.25,4.101306616487155,0.07414656612209646,16.115023474178404,0.9923433340937358,4.777632607460374,1.25,4.08338123953885,0.09441615208678367,17.6056338028169,1.3643045183945985,7.321280307225674,1.25,4.308047388373239,0.18945547805285518,22.769953051643192,2.2573578920973367,22.927520953601007,2.5,5.600658076692308,0.19639915967126542,24.21361502347418,2.391806741972348,23.999260881412333,3.75,5.858638940465762,0.09497411978684972,17.640845070422536,1.3652755559677783,7.300617724853116,1.25,4.375628727458876,0.07655100102453714,15.833333333333334,0.9645187562159299,4.800884670977926,1.25,4.113807906667222,0.1722744447038675,22.570422535211268,2.193843662526399,19.933652082431404,3.75,5.581633824449141,0.07404009829909843,16.291079812206572,0.9958641092704384,4.925681224259485,1.25,4.0163617829860625,0.0744750078707591,16.12676056338028,1.0010444830119634,4.879627582011666,1.25,4.047292319238986,0.16074188642493745,17.676056338028168,1.8168037436820839,17.305702390855178,2.5,5.582290912428867,0.16068396963708279,20.152582159624412,1.7279582954386246,13.196052279203665,5.0,5.2929164728656355,0.15060335480798445,20.715962441314552,1.5245246979958176,12.716870067980937,5.0,6.249413117985466,holdout_sample_i
53,1458,0.20866656655026078,32.84320557491289,2.4749368272505343,17.326793894964748,4.450000000000003,7.074454707443218,0.16618692204195815,26.752613240418118,1.9769113639871478,12.272239627269126,3.75,6.011748080432047,0.3395061728395062,0.6604938271604939,0.0848809195858037,20.425087108013937,1.069387853713101,2.590466233943083,2.5,5.129422541549497,0.09600076627149619,21.588850174216027,1.1444964249884657,4.4663159510601735,2.5,5.2544157636621796,0.10386941747482645,22.466898954703833,1.4480230023584055,5.734865208751681,2.5,5.317448760828994,0.17264209450570014,27.965156794425088,2.2830191827459614,16.34121045319897,5.0,6.239625535981169,0.17885762969392419,29.05923344947735,2.424580729325063,17.143764196210416,6.25,6.453397668160132,0.10443780562991743,22.445993031358885,1.446831361143068,5.723423535536452,2.5,5.3614964887895935,0.09895108571019,21.191637630662022,1.0907342342788393,4.4456680824732135,2.5,5.281698728952138,0.172505379670934,27.05923344947735,2.2921529168791497,15.552632807094131,5.0,6.367450438527811,0.09434242273037827,21.533101045296167,1.1299572467377936,4.444851515422202,2.5,5.221154370603543,0.09670869375145583,21.54006968641115,1.144841549301573,4.523961963151807,2.5,5.266007618389267,0.14651761718101997,21.505226480836235,1.7669937606468444,11.174760109938514,3.75,6.025497507182227,0.16538947448361027,25.233449477351915,1.7473382902187249,9.180300640273918,5.0,5.997240945193367,0.14555885716290073,24.313588850174217,1.518328436763138,8.4093725114706,8.75,7.171067983771634,holdout_sample_i
54,1451,0.19271075292448012,32.17391304347826,2.409846878379927,16.303831026160157,3.75,7.022554327644072,0.14469911202385247,26.100981767180926,1.880262693004459,10.24359433821296,2.5,5.89582006591529,0.33425223983459684,0.6657477601654032,0.07752184731269571,20.11220196353436,1.0316795217405574,2.4572782876299786,2.5,4.918248214343824,0.08860002176252639,21.023842917251052,1.0934163322636845,4.393852557333462,2.5,4.992543528462267,0.09740713302910965,22.23702664796634,1.3998178378035404,5.650094817753377,2.5,5.090347822469177,0.16012331780237843,27.11781206171108,2.1647962318821348,15.331312155871426,3.75,6.079908512266575,0.16640831002086995,28.14866760168303,2.294153808724895,16.29760886104325,6.25,6.288973854760612,0.09778384179152505,22.258064516129032,1.3977859354215154,5.619733142323379,2.5,5.146009769694342,0.09113560647150801,20.610098176718093,1.0388611040122924,4.373055162170081,2.5,5.068344266571488,0.15886986131299605,26.725105189340812,2.214964201792488,14.196158142576204,5.0,6.224879390169732,0.08643285940366863,21.107994389901823,1.0771877968285222,4.349822961440911,2.5,4.959955350882601,0.08929708428166329,21.157082748948106,1.1029619753176387,4.457775704831487,2.5,4.998684960306893,0.1372357643219969,21.129032258064516,1.6927290497051097,10.506863799350697,3.75,6.023781178914503,0.15433856827779055,24.55820476858345,1.6598107278275047,8.500484636730778,5.0,5.726497795214582,0.13392559301803145,23.68162692847125,1.4340907073559912,7.576185087694347,6.25,6.947256715897135,holdout_sample_i
