fold,n_eval,amp_region,stave,rise_width_region,cfd_phase_region,tail_shape_region,saturation_region,current_family,run_family,s01_empirical_q_mse,s01_empirical_timing_abs_ns,handle_residual_q_mse,handle_residual_timing_abs_ns,ridge_q_mse,ridge_timing_abs_ns,extra_trees_q_mse,extra_trees_timing_abs_ns,gradient_boosted_trees_q_mse,gradient_boosted_trees_timing_abs_ns,mlp_q_mse,mlp_timing_abs_ns,cnn_1d_q_mse,cnn_1d_timing_abs_ns,phase_gated_cnn_new_q_mse,phase_gated_cnn_new_timing_abs_ns,shuffled_target_extra_trees_q_mse,shuffled_target_extra_trees_timing_abs_ns,phase_shuffled_gradient_boosted_trees_q_mse,phase_shuffled_gradient_boosted_trees_timing_abs_ns,family_label_sentinel_q_mse,family_label_sentinel_timing_abs_ns,delta_handle_minus_s01_q_mse,delta_extra_trees_minus_handle_q_mse,delta_extra_trees_minus_handle_timing_abs_ns,delta_phase_gated_minus_handle_q_mse,support_call
holdout_sample_i,84,a1000_1500,B2,rise_mid,phase_early,tail_compact,unsaturated,high_20nA,sample_i_analysis,0.3090225604305187,14.523809523809524,0.013657352520773705,1.369047619047619,0.00947680763706508,1.755952380952381,0.008993225923145956,0.6547619047619048,0.010604168714352828,1.8452380952380953,0.025865835562638398,3.511904761904762,0.025935057464099735,4.791666666666667,0.03954872683465046,4.791666666666667,0.027089401478766102,2.8273809523809526,0.010649902824374809,1.5773809523809523,0.02123891551177152,2.7083333333333335,-0.29536520790974496,-0.004664126597627749,-0.7142857142857143,0.025891374313876753,handles_win
holdout_sample_i,84,a1000_1500,B2,rise_mid,phase_early,tail_mid,unsaturated,high_20nA,sample_i_analysis,0.29295350502964274,15.0,0.00126529408103689,0.26785714285714285,0.0021968308325613873,1.1607142857142858,0.0017689171600723803,0.35714285714285715,0.0029487397513527558,0.6547619047619048,0.011075312023535441,2.619047619047619,0.029981113318093014,4.910714285714286,0.02993199023288561,4.255952380952381,0.007666427219076992,1.6964285714285714,0.002915872806754054,0.44642857142857145,0.007023907404125126,1.994047619047619,-0.29168821094860586,0.0005036230790354903,0.0892857142857143,0.02866669615184872,handles_win
holdout_sample_i,80,a1000_1500,B2,rise_mid,phase_late,tail_compact,unsaturated,high_20nA,sample_i_analysis,0.2809621648273381,11.0,0.02540608104314141,1.46875,0.012096728358120354,1.625,0.006925335462796644,0.34375,0.020625765828336837,1.625,0.031781482766499794,2.53125,0.03315297237135658,2.9375,0.040277511462783154,3.75,0.03475828312158373,1.90625,0.02057337356234982,1.03125,0.03714789150829599,2.0,-0.2555560837841967,-0.018480745580344765,-1.125,0.014871430419641743,handles_win
holdout_sample_i,83,a1000_1500,B2,rise_mid,phase_late,tail_mid,unsaturated,high_20nA,sample_i_analysis,0.28897328663176464,15.0,0.0010242472262863296,0.42168674698795183,0.003230751013055888,1.9578313253012047,0.0009909260310635268,0.18072289156626506,0.002747463169662793,0.8433734939759037,0.013092219211097773,2.6506024096385543,0.016942310000457594,2.86144578313253,0.029510114722159808,4.608433734939759,0.005830575401969332,1.6867469879518073,0.002539700540713306,0.45180722891566266,0.006660521881223189,2.1686746987951806,-0.2879490394054783,-3.332119522280277e-05,-0.24096385542168677,0.02848586749587348,handles_win
holdout_sample_i,79,a1000_1500,B2,rise_mid,phase_mid,tail_compact,unsaturated,high_20nA,sample_i_analysis,0.3267635814556654,14.335443037974683,0.03722543249387071,1.9936708860759493,0.025795948262805568,2.9746835443037973,0.02911349979848162,0.9493670886075949,0.028763424569987622,1.6139240506329113,0.05585179150134111,4.651898734177215,0.04405608022467836,5.094936708860759,0.0542089902902378,5.094936708860759,0.049378109264366414,3.1645569620253164,0.028702697541374906,1.4240506329113924,0.04361309085893642,3.1012658227848102,-0.2895381489617947,-0.008111932695389092,-1.0443037974683544,0.016983557796367087,handles_win
holdout_sample_i,84,a1000_1500,B2,rise_mid,phase_mid,tail_mid,unsaturated,high_20nA,sample_i_analysis,0.2881245474994572,15.0,0.000920020332518638,0.2976190476190476,0.002688560272844371,1.9047619047619047,0.00103287451746354,0.05952380952380952,0.0027210090662105777,0.2976190476190476,0.018355270097228715,2.5595238095238093,0.016974953711806795,3.1845238095238093,0.026908149832231797,3.0654761904761907,0.009366652607395167,1.9047619047619047,0.0026769307025370863,0.3273809523809524,0.006902340743003758,2.1726190476190474,-0.28720452716693856,0.00011285418494490196,-0.23809523809523808,0.02598812949971316,handles_win
holdout_sample_i,84,a1000_1500,B2,rise_narrow,phase_early,tail_compact,unsaturated,high_20nA,sample_i_analysis,4.573117741832026,2.2222222222222223,2.712952221764459,2.2222222222222223,0.5165218926690243,3.75,0.6475517560486441,3.3333333333333335,1.3339216653947479,2.7777777777777777,4.292132236780944,5.972222222222222,3.1254941679813246,2.7777777777777777,3.316700162931725,3.0555555555555554,5.261667209642905,3.3333333333333335,1.33538930438183,2.7777777777777777,5.04246404391748,2.7777777777777777,-1.860165520067567,-2.0654004657158147,1.1111111111111112,0.6037479411672662,handles_win
holdout_sample_i,84,a1000_1500,B2,rise_narrow,phase_late,tail_compact,unsaturated,high_20nA,sample_i_analysis,2.9449712743953107,3.869047619047619,1.6933203295848913,4.494047619047619,0.3201643237718455,1.6071428571428572,0.5300841940660215,0.6845238095238095,1.0155028526183394,0.7738095238095238,2.7886618328709454,2.5595238095238093,2.1592626086007507,0.8035714285714286,2.277789154353123,2.380952380952381,3.4648312322618,5.9523809523809526,0.998253691947413,0.7738095238095238,3.354329115040009,4.136904761904762,-1.2516509448104194,-1.1632361355188698,-3.8095238095238093,0.5844688247682317,handles_win
holdout_sample_i,84,a1000_1500,B2,rise_narrow,phase_mid,tail_compact,unsaturated,high_20nA,sample_i_analysis,2.043757826539259,0.23809523809523808,0.6188589378452255,0.6845238095238095,0.17052775785208696,0.9821428571428571,0.13289697883754142,0.9523809523809523,0.34795380563194317,0.26785714285714285,1.7852061857188506,0.44642857142857145,1.1893769353391632,0.2976190476190476,1.313327089643904,0.625,2.7351025062894063,0.2976190476190476,0.3408764773595428,0.26785714285714285,2.62072494328022,0.2976190476190476,-1.4248988886940337,-0.4859619590076841,0.2678571428571428,0.6944681517986785,handles_win
holdout_sample_i,60,a1000_1500,B2,rise_wide,phase_early,tail_compact,unsaturated,high_20nA,sample_i_analysis,1.1887207423225563,11.833333333333334,0.9124923390270795,11.25,0.36329859865018793,8.916666666666666,0.33865708500150044,4.916666666666667,0.48506155784281907,7.708333333333333,0.7784649813936997,8.333333333333334,0.7380510096163854,5.708333333333333,0.7321965473419537,9.125,1.017547533309531,9.583333333333334,0.5087192748056614,9.416666666666666,0.9894935828331821,9.291666666666666,-0.2762284032954768,-0.5738352540255791,-6.333333333333333,-0.18029579168512577,handles_win
