run,eventno,evt,stave,traditional_label,ml_label,ml_confidence,ml_shuffled_label,adaptive_lowering_adc,amplitude_adc,peak_sample,tail_area_frac,secondary_peak_frac,pretrigger_ptp_adc,seed_minus_late_median_raw_adc,postpeak_min_seedcorr_adc,raw_baseline_slope_adc_per_sample,traditional_margin
54,245126,5167,B2,pile_up,pile_up,0.9831837357963484,post_trigger_undershoot,535.9049999999997,3873.0,6,0.5994905493207324,0.640846888716757,1256.0,-560.0,41.0,30.812177502579626,1.31278532017516
54,245128,5169,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pre_trigger_contamination,3777.5,1313.5,0,0.0,0.0,1586.0,3700.0,-3802.5,-283.1764705882357,0.3000000000000007
54,245215,5251,B2,pre_trigger_contamination,pile_up,0.5446690705535594,pile_up,286.03499999999985,4331.0,6,0.31105331599479846,0.4137612560609559,519.0,130.5,-319.0,-52.15686274509843,0.34057850249673827
54,245267,5302,B2,pile_up,pile_up,0.9351930343957089,pile_up,562.5974999999999,5993.5,6,0.5286431632357967,0.44940352048052057,1702.0,-1448.5,1225.5,34.67079463364251,0.49056707506034236
54,245282,5317,B2,pre_trigger_contamination,pre_trigger_contamination,0.9970053092801141,pre_trigger_contamination,3822.5,1133.5,2,0.0,0.0,4981.0,3139.5,-3611.5,-164.25386996904047,0.3000000000000007
54,245324,5357,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,4308.56,1696.0,0,0.0,0.0,2246.0,4138.0,-4334.0,-305.7471620227042,0.3000000000000007
54,245558,5575,B2,pre_trigger_contamination,pre_trigger_contamination,0.9524090077665447,pile_up,3523.5,1551.5,3,0.0,0.0,2994.0,3181.5,-3548.5,-233.51702786377726,0.3000000000000007
54,245636,5649,B2,pile_up,pile_up,0.9322933259959694,post_trigger_undershoot,1554.6225000000004,5258.5,6,0.5564944537722606,0.6964913948844728,2545.0,-1440.5,1290.5,72.48813209494301,0.5638532659394384
54,245636,5649,B8,pre_trigger_contamination,pre_trigger_contamination,0.9252737051290303,post_trigger_undershoot,1271.5,1166.5,4,0.28596314293572933,0.7085297899699957,2376.0,1138.5,-1296.5,-100.98245614035118,0.3000000000000007
54,245733,5742,B2,pre_trigger_contamination,pre_trigger_contamination,0.9815059173441874,post_trigger_undershoot,1016.0,1606.0,4,0.40071090047393365,0.7833125778331258,2459.0,790.5,-890.0,-92.030959752322,1.6281144211239011
54,245733,5742,B4,pre_trigger_contamination,pre_trigger_contamination,0.9784042534930452,post_trigger_undershoot,1592.4025000000001,1806.5,3,0.6230680802145868,0.885413783559369,3426.0,1119.0,-1410.5,-107.76986584107334,1.5125473666283478
54,245765,5772,B2,post_trigger_undershoot,post_trigger_undershoot,0.8154565113796356,pile_up,662.0025000000005,4366.5,6,0.23860919461711866,0.28753005839917556,284.0,473.0,-727.5,-89.47265221878254,0.5732989559851545
54,245801,5805,B2,pile_up,pile_up,0.8043447451937381,pile_up,1920.1975000000002,4753.5,3,0.6353384729830256,0.6457347217839486,6745.0,-259.5,-491.5,-53.36532507739986,0.4152547219907339
54,245830,5831,B2,pile_up,pile_up,0.9884926494452989,pre_trigger_contamination,218.8675000000003,5175.5,5,0.6384932234918947,0.6771326441889672,943.0,-1518.5,691.5,24.99174406604711,2.122489245961881
54,245872,5869,B2,pre_trigger_contamination,post_trigger_undershoot,0.7746390309405742,pre_trigger_contamination,780.0324999999993,5364.5,6,0.13730118009235506,0.44766520644980895,932.0,623.0,-860.5,-142.71310629515006,1.1752969838012168
54,245962,5954,B2,pile_up,pile_up,0.9893866418773679,pre_trigger_contamination,336.3874999999998,3007.5,4,0.6339305366025444,0.9750623441396509,2453.0,-41.5,-162.5,-68.86996904024795,0.794611073205088
54,246035,6024,B2,pile_up,pile_up,0.958919875228978,post_trigger_undershoot,452.4899999999998,5234.0,6,0.6536092570162101,0.6602980512036684,1129.0,-2024.0,1517.0,116.12693498452008,1.1495569339323195
54,246064,6051,B2,pre_trigger_contamination,pre_trigger_contamination,0.9570651771232217,electronics_baseline_drift,3425.5,1524.5,3,0.2163086459335257,0.22991144637586095,4975.0,2522.5,-2990.5,-140.56346749226037,0.3000000000000007
54,246069,6056,B2,pre_trigger_contamination,pre_trigger_contamination,0.8766462754909307,electronics_baseline_drift,3009.0,1034.0,2,0.4121008403361345,0.3578336557059961,3849.0,2793.0,-3034.0,-177.69969040247707,0.3000000000000007
54,246087,6070,B2,pre_trigger_contamination,pre_trigger_contamination,0.951615894473013,electronics_baseline_drift,3255.8025,2646.5,3,0.2521416854000851,0.2711127904779898,5942.0,1930.5,-2492.5,-116.01444788441741,0.45000000000000107
54,246254,6227,B2,pile_up,pile_up,0.8591911576875993,post_trigger_undershoot,797.9875000000002,8367.5,6,0.5184963157237418,0.9555422766656707,6674.0,-2701.5,2341.5,90.28482972136206,2.4460543106738326
54,246262,6234,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,4203.59,1694.0,0,0.0,0.0,2812.0,4000.5,-4229.0,-289.6326109391128,0.3000000000000007
54,246330,6300,B2,pre_trigger_contamination,pre_trigger_contamination,0.9167066814161456,pile_up,3255.5375000000004,3197.5,3,0.03414600360160687,0.07709147771696638,5374.0,2611.5,-3303.5,-194.1114551083594,0.3000000000000007
54,246369,6336,B2,pile_up,pile_up,0.9908310608409426,post_trigger_undershoot,666.0574999999999,5029.5,4,0.6450826199482381,0.641117407296948,5221.0,-942.5,378.5,-26.816305469556724,0.7255793135287121
54,246457,6418,B2,electronics_baseline_drift,pile_up,0.7534494772644955,electronics_baseline_drift,1727.5074999999997,5999.5,6,0.4718826405867971,0.5199599966663888,2513.0,-1157.5,905.5,29.28689370485017,0.03359130263114096
54,246479,6439,B2,pre_trigger_contamination,pre_trigger_contamination,0.9942126050051854,pre_trigger_contamination,5045.7975,1713.5,2,0.0,0.0,6785.0,3690.0,-4320.5,-178.05675954592405,0.3000000000000007
54,246557,6514,B2,pre_trigger_contamination,pre_trigger_contamination,0.9983546649140442,pile_up,5661.0,1199.0,1,0.0,0.0,3743.0,5130.0,-5686.0,-299.1011351909187,0.3000000000000007
54,246629,6580,B2,pile_up,pile_up,0.6163793049860412,pile_up,685.3649999999998,3709.0,17,0.0,0.8309517390132111,1487.0,-1815.0,0.0,125.40557275541775,0.19597819835543628
54,246655,6601,B4,electronics_baseline_drift,electronics_baseline_drift,0.869714686731507,post_trigger_undershoot,1269.205,2653.0,12,0.4690784806861417,0.7184319638145495,1021.0,-1828.5,1711.0,165.84520123838982,0.8825058273059012
54,246669,6614,B2,pile_up,pile_up,0.9463908140863602,pre_trigger_contamination,224.78250000000025,7714.5,6,0.6057754167968679,0.5539568345323741,760.0,-2796.0,2443.5,126.534571723426,0.5415492383887672
54,246803,6738,B2,pile_up,pile_up,0.8471942471981173,post_trigger_undershoot,201.66500000000087,6289.0,6,0.40406868234415827,0.49244712990936557,453.0,-278.0,-51.0,-36.9370485036124,0.9226758843257783
54,246807,6742,B2,post_trigger_undershoot,post_trigger_undershoot,0.940037053444894,post_trigger_undershoot,1085.1025000000009,4026.5,5,0.3669101583833971,0.5008071526139327,842.0,303.0,-1145.5,-87.73787409700753,1.2578014550986962
54,246879,6810,B2,pile_up,pile_up,0.5536320710350928,pile_up,1165.1949999999997,3787.0,12,0.27468753227972315,0.7586480063374703,3788.0,-2657.0,2450.0,167.87306501547974,0.014889281417511668
54,246885,6816,B2,pre_trigger_contamination,pre_trigger_contamination,0.8488414204767927,pre_trigger_contamination,270.5,1181.5,5,0.3496416556969431,0.743546339399069,1124.0,183.0,-232.5,-43.119711042311714,0.716650378628886
54,246952,6876,B2,electronics_baseline_drift,electronics_baseline_drift,0.9972549164950264,post_trigger_undershoot,6612.3425,7610.5,8,0.6235740685246229,0.7667695946389856,17.0,-3268.0,3167.5,309.30134158926705,1.2051484843948117
54,247096,7013,B2,pre_trigger_contamination,pre_trigger_contamination,0.9985326945550138,pile_up,4389.5,1072.5,1,0.0,0.0,1960.0,4168.0,-4414.5,-283.57481940144515,0.3000000000000007
54,247119,7034,B2,pile_up,pile_up,0.9810507783711273,pre_trigger_contamination,438.59500000000025,7627.0,6,0.5635923949299533,0.623443031336043,1933.0,-2961.0,2529.0,98.31166150670758,1.1070633172385822
54,247119,7034,B4,pre_trigger_contamination,pre_trigger_contamination,0.9711083689490576,pile_up,647.0775000000003,2161.5,4,0.517108861133693,0.9856581077955123,2471.0,416.0,-553.5,-84.30753353973175,1.164639420589757
54,247119,7034,B6,pile_up,pile_up,0.8700409133623761,post_trigger_undershoot,272.83250000000044,2244.5,5,0.4385726245290917,0.7928269102249944,1635.0,10.5,-125.5,-55.28895768833878,0.24600844551371637
54,247153,7066,B2,post_trigger_undershoot,post_trigger_undershoot,0.707443086950626,electronics_baseline_drift,3203.0924999999997,5960.5,5,0.4981265739849716,0.7810586360204681,5022.0,-57.0,-10180.5,22.85655314757456,1.0549048339224907
54,247154,7067,B2,pile_up,pile_up,0.9699810272958664,post_trigger_undershoot,525.7799999999997,5948.0,6,0.6033450189891908,0.6613987895090787,1124.0,-1908.0,1643.0,89.67182662538684,1.13343316151669
54,247215,7122,B2,pile_up,pile_up,0.6083382895376714,pile_up,1532.3599999999997,6576.0,6,0.4499022558724051,0.48920316301703165,1912.0,-828.5,511.0,14.998968008255286,0.46405312626810513
54,247243,7146,B2,pile_up,pile_up,0.957147313333592,pre_trigger_contamination,210.80000000000018,6880.0,6,0.6041242412859091,0.5579941860465116,594.0,-2559.0,2396.0,117.21155830753321,1.1649863178339768
54,247319,7216,B2,pile_up,pile_up,0.9846953227925213,post_trigger_undershoot,429.71749999999975,4385.5,6,0.6158286990981588,0.6114468133622164,1131.0,-1238.5,341.5,54.62848297213592,1.2914879151111682
54,247327,7221,B2,pre_trigger_contamination,post_trigger_undershoot,0.8679772903186737,post_trigger_undershoot,804.3449999999993,3577.0,5,0.3077214231642695,0.5392787251887056,552.0,380.0,-858.0,-94.1929824561405,0.18248642803071302
54,247375,7268,B2,pile_up,pile_up,0.9354273409632937,pile_up,237.52750000000015,6931.5,6,0.5245176095916073,0.44110221452787995,963.0,-1772.0,1542.5,41.93395252837943,0.9818051884058452
54,247479,7366,B2,pile_up,post_trigger_undershoot,0.44928108315491844,post_trigger_undershoot,448.3575000000001,5809.5,6,0.3358251475716207,0.5071865048627249,507.0,226.5,-535.5,-71.37461300309639,0.039182028879855224
54,247480,7367,B2,pile_up,pile_up,0.9580820238083142,post_trigger_undershoot,389.4825000000001,2734.5,5,0.4874183371835954,0.9963430243188883,2225.0,66.5,-214.5,-69.54179566563491,0.7920033410338574
54,247486,7372,B2,post_trigger_undershoot,post_trigger_undershoot,0.8283089252813833,post_trigger_undershoot,227.6875,5587.5,5,0.6317991631799164,0.8754362416107383,801.0,-44.5,-10191.5,-3.4953560371520025,0.926786144238192
54,247544,7426,B2,pile_up,pile_up,0.9856525373498466,post_trigger_undershoot,922.5450000000001,6497.0,5,0.6343665682296203,0.7495767277204863,1591.0,-2175.5,1681.0,61.97729618163,2.0603520699505093
54,247546,7428,B2,post_trigger_undershoot,post_trigger_undershoot,0.43389532423760274,pile_up,611.9424999999992,4170.5,6,0.2882092466789516,0.35619230308116534,377.0,81.5,-674.5,-77.21362229102219,0.2783568282039295
54,247579,7457,B2,post_trigger_undershoot,post_trigger_undershoot,0.960666939535689,pile_up,2006.0424999999996,2030.5,6,0.3388280591986524,0.38094065501108104,184.0,1697.5,-2036.5,-117.21568627451005,1.673628337104069
54,247683,7553,B2,post_trigger_undershoot,post_trigger_undershoot,0.9020305997367613,post_trigger_undershoot,758.6924999999992,4920.5,5,0.33316825914705195,0.5650848491007011,459.0,418.5,-832.5,-110.91640866873092,0.5235361803775334
54,247758,7621,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,3873.5,1433.5,0,0.0,0.0,1773.0,3813.0,-3898.5,-291.8493292053664,0.3000000000000007
54,247824,7683,B2,pre_trigger_contamination,pile_up,0.7317669244507805,pile_up,989.0725000000002,5828.5,6,0.35712963305809603,0.3514626404735352,1505.0,-481.5,84.5,-43.59339525283835,0.330167949767445
54,247858,7713,B2,pile_up,pile_up,0.6916785065172337,post_trigger_undershoot,214.5,1181.5,5,0.40139068784511556,0.7858654253068134,1050.0,16.5,-58.5,-31.417956656346828,0.24702879120319832
54,247914,7764,B2,pile_up,pile_up,0.9908310608409426,electronics_baseline_drift,404.5550000000003,4763.0,4,0.6727850596235341,0.7159353348729792,4325.0,-966.0,481.0,-22.07636738906101,0.8196725698500957
54,247999,7841,B2,pile_up,pile_up,0.7115795144005335,post_trigger_undershoot,681.1424999999999,5090.5,7,0.512107291298568,0.5006384441606915,886.0,-1151.0,903.5,74.97316821465368,0.2397440882022126
54,248007,7849,B4,pile_up,pile_up,0.9907350551716958,post_trigger_undershoot,375.4499999999998,2970.0,4,0.6714676034348166,0.958922558922559,2705.0,-299.0,-12.0,-46.93498452012416,1.0436296513140766
54,248083,7921,B2,pre_trigger_contamination,post_trigger_undershoot,0.7396905767751439,pile_up,704.7199999999993,3352.0,6,0.2709661187520966,0.32577565632458233,519.0,415.0,-755.0,-72.79256965944319,0.8535929937221454
54,248124,7961,B2,pile_up,pile_up,0.9908310608409426,pre_trigger_contamination,559.7674999999999,4515.5,4,0.6688726253503582,0.7289336729044402,4420.0,-857.0,352.5,-22.4189886480912,0.8220354978740332
54,248253,8079,B2,pre_trigger_contamination,pre_trigger_contamination,0.9982592094946589,pre_trigger_contamination,6173.0,1176.0,2,0.0,0.0,5672.0,5564.0,-6198.0,-282.1785345717238,0.3000000000000007
54,248277,8102,B2,pile_up,post_trigger_undershoot,0.6482192638072933,post_trigger_undershoot,492.10000000000036,4260.0,5,0.40421521590130227,0.6223004694835681,524.0,235.5,-556.0,-80.97626418988702,0.6433188176733844
54,248294,8117,B2,pile_up,pile_up,0.9867536965765265,pre_trigger_contamination,402.5699999999997,6162.0,6,0.5788903775212436,0.6919831223628692,2542.0,-2822.5,2176.0,94.41898864809058,1.794183427870963
54,248294,8117,B4,pile_up,pile_up,0.9804304909222754,pre_trigger_contamination,859.1599999999999,2856.0,4,0.6231927325457415,0.8623949579831933,3638.0,7.5,-384.0,-59.58513931888562,0.7194057732147332
54,248332,8154,B2,pre_trigger_contamination,pre_trigger_contamination,0.9377620827650771,electronics_baseline_drift,3468.0,1640.0,2,0.27739410681399634,0.3310975609756098,5133.0,2533.5,-2987.0,-145.30959752322013,0.3000000000000007
54,248384,8204,B2,pile_up,electronics_baseline_drift,0.9145871742895483,post_trigger_undershoot,6662.7075,7319.5,5,0.8420459622744139,0.9729489719243117,23.0,-3297.5,-6772.5,295.7905056759544,0.015966924548826533
54,248416,8231,B2,pile_up,pile_up,0.9904949049982193,post_trigger_undershoot,447.0024999999996,3566.5,4,0.6398953265775654,0.8600869199495303,3567.0,-239.0,-125.5,-67.20639834881332,0.7479994440643623
54,248416,8231,B4,pile_up,pile_up,0.9907350551716958,pile_up,349.58250000000044,3194.5,4,0.6731576661358043,0.9007669431835968,2926.0,-438.0,143.5,-42.18059855521191,1.079093110049385
54,248470,8280,B2,pile_up,pile_up,0.9906488301171665,pile_up,832.6999999999998,5420.0,4,0.6319867314299253,0.6099630996309963,5908.0,-1092.5,426.0,-24.800825593395544,0.8405758613838348
54,248474,8284,B2,pile_up,pile_up,0.9876563821189518,pre_trigger_contamination,411.0124999999998,4632.5,6,0.6056078934165784,0.6105774419859687,1200.0,-1649.0,747.5,64.5944272445818,1.7576366658881426
54,248474,8284,B4,pre_trigger_contamination,pre_trigger_contamination,0.9935664395940889,electronics_baseline_drift,1682.5,1175.5,0,0.0,0.0,1732.0,1678.5,-1707.5,-126.99380804953579,0.3000000000000007
54,248593,8394,B2,pile_up,pile_up,0.8447736334391203,post_trigger_undershoot,322.27750000000015,4281.5,6,0.40979616671737146,0.33831601074389817,512.0,-456.5,-261.5,-27.62022703818402,0.5943285986325577
54,248624,8424,B2,pile_up,pile_up,0.7418719880256492,pile_up,2104.3549999999996,5443.0,3,0.6013747912116151,0.5941576336579092,7629.0,-593.5,-531.0,-59.988648090815715,0.04679678372153351
54,248656,8453,B2,pre_trigger_contamination,pre_trigger_contamination,0.9665332759413215,electronics_baseline_drift,3479.3975,2273.5,3,0.22086418865482782,0.22058500109962612,5787.0,2209.5,-2720.5,-125.4695562435502,0.3000000000000007
54,248659,8456,B2,post_trigger_undershoot,post_trigger_undershoot,0.9606313961017486,electronics_baseline_drift,1735.0599999999995,3596.0,6,0.0,0.696607341490545,2730.0,1559.0,-1789.0,-107.23116615067079,0.34999999999999964
54,248750,8541,B2,pile_up,pile_up,0.8013954551632172,pile_up,463.21500000000015,5719.0,6,0.4217226325023461,0.49728973596782655,945.0,-325.5,-188.0,-23.74303405572802,0.3480764310982205
54,248753,8544,B2,pile_up,pile_up,0.9180615494997119,pile_up,539.1525000000001,3756.5,6,0.48410862674548105,0.5384001064820977,1511.0,-321.0,-451.5,-23.655314757482092,0.029428790530463544
54,248820,8605,B2,pile_up,pile_up,0.8847712389253963,pre_trigger_contamination,202.89999999999964,6540.0,6,0.6374886809538183,0.600611620795107,676.0,-2594.0,2484.0,137.53766769865808,0.8544829492965551
54,248928,8703,B2,pile_up,pile_up,0.9268114440456507,pile_up,698.7350000000006,5951.0,6,0.5204997712717292,0.5306671147706268,2063.0,-1244.5,938.0,24.256965944272192,0.10811244607040926
54,249038,8803,B2,pile_up,pile_up,0.8324201459450761,pile_up,305.47249999999985,4068.5,6,0.3990766495569638,0.3459505960427676,481.0,-183.5,-330.5,-27.8782249742004,0.40359457217388695
54,249096,8857,B2,pre_trigger_contamination,pre_trigger_contamination,0.9538089348516124,post_trigger_undershoot,1876.0,1340.0,3,0.4871287128712871,0.9395522388059702,3235.0,1722.5,-1901.0,-139.198142414861,0.3000000000000007
54,249126,8886,B2,pre_trigger_contamination,post_trigger_undershoot,0.6242202403591088,pre_trigger_contamination,890.4174999999996,3805.5,5,0.2382885104123203,0.5167520693732756,1226.0,533.5,-947.5,-124.37254901960827,1.1082345386662045
54,249158,8913,B2,pre_trigger_contamination,pre_trigger_contamination,0.6152948273792219,pre_trigger_contamination,1687.5,1492.5,0,0.4838526912181303,0.4358458961474037,2240.0,1624.0,-1712.5,-123.18885448916411,0.3000000000000007
54,249170,8925,B2,pre_trigger_contamination,pre_trigger_contamination,0.9580037946064106,pile_up,3332.0325000000003,2964.5,3,0.258021246914905,0.25484904705683925,6341.0,1781.0,-2381.5,-106.05159958720364,0.45000000000000107
54,249212,8966,B2,post_trigger_undershoot,post_trigger_undershoot,0.9126812125364144,pre_trigger_contamination,1671.7474999999995,3583.5,5,0.426056169561265,0.9472582670573462,2554.0,1505.5,-11666.5,-113.62745098039227,0.34999999999999964
54,249228,8982,B2,pile_up,pile_up,0.9890565317726434,post_trigger_undershoot,237.11250000000018,2892.5,5,0.5163229255087293,0.9968885047536733,2081.0,-86.0,-60.5,-63.47368421052665,1.206284739906347
54,249231,8985,B2,pre_trigger_contamination,pile_up,0.6173111395621622,post_trigger_undershoot,1293.6899999999996,3754.0,3,0.683664777987631,0.7314864144912093,5104.0,107.5,-580.0,-70.60784313725533,0.03563351621863209
54,249254,9005,B2,pre_trigger_contamination,pile_up,0.7526661626931722,pile_up,493.1650000000009,5589.0,6,0.323180449796352,0.39524065127929864,985.0,-163.0,-167.0,-52.12074303405632,0.39184316195676816
54,249255,9006,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,4064.5,1502.5,0,0.0,0.0,1936.0,3953.0,-4089.5,-297.36532507739975,0.3000000000000007
54,249277,9024,B4,electronics_baseline_drift,electronics_baseline_drift,0.8498714010787936,pile_up,202.97000000000025,4402.0,17,0.0,0.1449341208541572,227.0,-2146.0,0.0,135.5872033023733,3.5213741633526374
54,249294,9041,B2,pre_trigger_contamination,pile_up,0.887701596016574,pile_up,658.04,6864.0,6,0.5074990725528645,0.48878205128205127,1706.0,-1356.0,887.0,26.5201238390092,0.12881809421051038
54,249303,9050,B2,post_trigger_undershoot,post_trigger_undershoot,0.9758102990819765,electronics_baseline_drift,2480.5,1175.5,6,0.3013930950938825,0.34836239897915783,300.0,2308.5,-2505.5,-156.9401444788447,1.2648130507263549
54,249340,9085,B2,post_trigger_undershoot,post_trigger_undershoot,0.9500393532746816,pile_up,1087.1350000000002,2791.0,6,0.2591073812702651,0.3980652096022931,47.0,465.5,-1129.0,-79.18266253870019,2.741616565164027
54,249386,9127,B2,pre_trigger_contamination,pile_up,0.630183458462629,pile_up,1876.0649999999996,5929.0,6,0.3213928875402435,0.3638050261426885,2290.0,-419.5,102.0,-32.60887512899917,0.18774412034875887
54,249422,9159,B2,pre_trigger_contamination,pre_trigger_contamination,0.9701672111928356,electronics_baseline_drift,2486.5,1512.5,3,0.5259715994020927,0.6601652892561983,4024.0,1985.0,-2313.5,-143.2807017543862,0.45000000000000107
54,249525,9256,B2,post_trigger_undershoot,post_trigger_undershoot,0.9541520849913904,post_trigger_undershoot,1162.6849999999995,3421.0,5,0.34900890779231203,0.5627009646302251,380.0,373.5,-1214.0,-95.57378740970105,1.992618494776945
54,249614,9336,B2,pre_trigger_contamination,pre_trigger_contamination,0.9797700630073354,pre_trigger_contamination,854.3975,2273.5,4,0.4926973163536945,0.96789091708819,2954.0,661.0,-830.5,-103.87512899896826,2.1557402879275314
