run,eventno,evt,stave,traditional_label,ml_label,ml_confidence,ml_shuffled_label,adaptive_lowering_adc,amplitude_adc,peak_sample,tail_area_frac,secondary_peak_frac,pretrigger_ptp_adc,seed_minus_late_median_raw_adc,postpeak_min_seedcorr_adc,raw_baseline_slope_adc_per_sample,traditional_margin
54,243998,4122,B2,pre_trigger_contamination,pre_trigger_contamination,0.9985326945550138,pile_up,4658.5,1190.5,1,0.0,0.0,2503.0,4368.5,-4683.5,-289.57791537667714,0.3000000000000007
54,244008,4130,B2,pile_up,pile_up,0.44777578498545484,post_trigger_undershoot,1271.9375,5437.5,6,0.3756224861137713,0.5608275862068965,1098.0,148.0,-517.5,-34.57275541795714,0.5577696027694143
54,244033,4152,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,3960.2825000000003,1814.5,0,0.0,0.0,2128.0,3848.5,-3987.5,-295.1537667698662,0.3000000000000007
54,244043,4161,B2,pre_trigger_contamination,pre_trigger_contamination,0.9985326945550138,pile_up,5149.5,1450.5,1,0.0,0.0,2725.0,4782.0,-5174.5,-309.55314757481926,0.3000000000000007
54,244101,4215,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,4526.205,2453.0,0,0.0,0.0,3571.0,4409.0,-4563.0,-316.5139318885452,0.3000000000000007
54,244167,4277,B4,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,4081.0,1432.0,0,0.0,0.0,2151.0,3967.5,-4106.0,-272.17543859649163,0.3000000000000007
54,244199,4305,B2,post_trigger_undershoot,post_trigger_undershoot,0.9569869737156778,post_trigger_undershoot,1391.0874999999996,3027.5,6,0.2947947947947948,0.4434351775392238,546.0,538.5,-1436.5,-77.66769865841094,0.8486478848978845
54,244315,4410,B2,pre_trigger_contamination,pre_trigger_contamination,0.9982592094946589,pre_trigger_contamination,5732.0,1114.0,2,0.0,0.0,5921.0,5126.5,-5757.0,-251.53353973168257,0.3000000000000007
54,244334,4428,B2,pre_trigger_contamination,pre_trigger_contamination,0.9734575544994648,electronics_baseline_drift,2928.2524999999996,3216.5,3,0.4178820303872663,0.34431835846416914,6193.0,1433.0,-1973.5,-102.84416924664643,2.136320018278055
54,244451,4539,B4,pile_up,pile_up,0.9908310608409426,pre_trigger_contamination,324.79249999999956,3780.5,4,0.6747592610018507,0.7950006612881894,3305.0,-606.0,228.5,-34.36119711042335,0.8391600560453467
54,244501,4585,B2,pre_trigger_contamination,post_trigger_undershoot,0.7660984395710733,electronics_baseline_drift,2983.615,4759.0,6,0.1735201358563804,0.3393570077747426,3606.0,641.0,-816.0,-69.4117647058828,1.4106949816316616
54,244508,4591,B2,electronics_baseline_drift,electronics_baseline_drift,0.9963396334288888,pre_trigger_contamination,6613.3875,9407.5,7,0.61674057274389,0.6620781291522722,331.0,-3391.5,2925.5,289.3756449948398,1.2932063379031309
54,244527,4609,B2,pile_up,post_trigger_undershoot,0.6357342187071311,post_trigger_undershoot,570.2024999999994,4686.5,5,0.3396936911620065,0.4840499306518724,451.0,74.5,-640.5,-95.88132094943275,0.054134723979121446
54,244552,4631,B2,pre_trigger_contamination,pre_trigger_contamination,0.9972821750813748,pile_up,5544.7575,2849.5,0,0.0,0.0,4314.0,5266.5,-5587.5,-359.26625386996926,0.3000000000000007
54,244581,4658,B2,pre_trigger_contamination,pre_trigger_contamination,0.9587469501184427,post_trigger_undershoot,3097.7325,4184.5,3,0.37737140621944065,0.3454415103357629,7345.0,1220.0,-1890.5,-103.45510835913356,2.8598311493578468
54,244621,4697,B2,pre_trigger_contamination,pre_trigger_contamination,0.9974448916812327,electronics_baseline_drift,5988.5,1473.5,1,0.0,0.0,4484.0,5432.0,-6013.5,-308.39525283797735,0.3000000000000007
54,244626,4702,B2,pile_up,pile_up,0.989640391629677,electronics_baseline_drift,1179.8850000000002,4141.0,3,0.7109803062087103,0.7587539241729051,5383.0,-290.0,-259.0,-49.28276573787438,0.5988929757757067
54,244658,4731,B4,pile_up,pile_up,0.9907350551716958,post_trigger_undershoot,286.09249999999975,3160.5,4,0.6751907686581053,0.915203290618573,2671.0,-360.0,58.5,-45.82146542827693,1.0749926484273216
54,244748,4811,B2,pile_up,pile_up,0.9908310608409426,pre_trigger_contamination,279.1975000000002,4153.5,4,0.6800103379950033,0.7987239677380522,3325.0,-701.5,278.5,-36.53044375645002,0.9135554358311042
54,244806,4868,B2,pile_up,pile_up,0.9691949572305845,pile_up,391.3624999999993,6142.5,6,0.5471766191593,0.5692307692307692,1634.0,-1500.5,1054.5,36.01960784313693,0.46019298190834323
54,244846,4904,B2,pile_up,pile_up,0.7845951101518915,post_trigger_undershoot,211.4400000000005,5504.0,6,0.25916312374132916,0.3797238372093023,357.0,-115.5,-294.0,-78.53766769865875,0.9163049296532009
54,244929,4984,B2,pile_up,pile_up,0.9897578088877914,pre_trigger_contamination,502.6750000000002,3355.0,4,0.6292493725758613,0.884053651266766,3395.0,-84.0,-261.0,-73.9277605779154,0.7617133502187867
54,244954,5009,B2,pre_trigger_contamination,pile_up,0.47177832142549064,pre_trigger_contamination,846.9525000000003,2636.5,6,0.4964156170565219,0.6882230229470889,1206.0,523.0,-886.5,-52.48194014447929,1.2484552455271718
54,244965,5020,B2,pile_up,pile_up,0.8901202232771048,pile_up,785.0400000000009,4664.0,5,0.5593856909117954,0.6728130360205832,1904.0,-795.5,93.0,-18.65118679050585,1.0104957481281458
54,244970,5025,B2,pre_trigger_contamination,pre_trigger_contamination,0.998500168710593,pile_up,4597.855,1743.0,0,0.0,0.0,2657.0,4408.0,-4624.0,-308.07430340557283,0.3000000000000007
54,244991,5044,B2,pile_up,pile_up,0.5527210413649242,pile_up,312.1774999999998,5821.5,8,0.2624160928967646,0.8313149531907584,1221.0,40.0,-389.5,6.720330237357871,0.2388856493502134
54,245016,5068,B2,pile_up,pile_up,0.43017986411134157,electronics_baseline_drift,384.10499999999956,5193.0,6,0.21768617896885495,0.6578085884844984,395.0,89.0,-462.0,5.044375644994686,1.1681781404471323
54,245073,5120,B2,pile_up,pile_up,0.9908889347485954,pre_trigger_contamination,363.47999999999956,5768.0,4,0.6726983329144676,0.6288141470180305,5100.0,-1568.0,939.0,-1.8627450980394604,1.1851532539010563
