metric,value,ci_low,ci_high
ml_vs_traditional_accuracy,0.908952380952381,0.8837659461374912,0.9325722489811041
ml_vs_traditional_balanced_accuracy,0.9409327514590673,0.9245057039278342,0.9542579414233328
ml_vs_traditional_macro_f1,0.8714070299439575,0.8518884756181323,0.8901851980839717
shuffled_label_accuracy,0.2499047619047619,0.23468784862625944,0.27010385940294124
