method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high
constrained_template_fit,0.7526723370081942,0.7092125,13.901854283929792,6.430899119230045,-0.02647237012901969,0.09177470566406279,0.16833333333333333,1200,600,0.752276209962909,0.7539395720264053,13.741128300973353,14.058854688223684,-0.0346474265413067,-0.021202045098642486,0.08821614097522154,0.09624678073586676,0.16333333333333333,0.17333333333333334
compact_18_sample_cnn,0.8705989258646174,0.8552305555555555,9.496125777887274,7.87449915789758,0.00340429241835425,0.08366811466845248,0.25166666666666665,1200,600,0.8642366646177216,0.8777301369223379,9.444999484590415,9.549052845708468,-0.0032122984282832064,0.0058686948351951455,0.07740037633375998,0.08796673851298689,0.23666666666666666,0.26666666666666666
