event_index,run,group,current_nA,eventno,stratum,amp_bin,baseline_bin,p02_topology,ref_stave,ref_amp_adc,downstream,trad_secondary_fraction,trad_secondary_primary_ratio,trad_score_sse_improvement,trad_failed,trad_t1_sample,trad_t2_sample,trad_amp1_adc,trad_amp2_adc,traditional_template_fit_overlap_score,traditional_template_fit_secondary_fraction,ridge_overlap_score,ridge_secondary_fraction,gradient_boosted_trees_overlap_score,gradient_boosted_trees_secondary_fraction,mlp_overlap_score,mlp_secondary_fraction,residual_shape_extratrees_overlap_score,residual_shape_extratrees_secondary_fraction,one_d_cnn_overlap_score,one_d_cnn_secondary_fraction
15,44,high_20nA,20.0,29,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2067.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,1.534601287225732e-11,0.0,0.6464386539160163,0.1483800425537963,0.7099585238788525,1.0,0.48298593046153465,0.11450792054584338,0.37956196,0.063682176
27,44,high_20nA,20.0,71,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B6,1504.5,1,0.0,0.0,0.0,True,,,,,0.0,0.0,0.006813295316202268,0.0,0.23528222162246562,0.07559492672850392,0.03508651784829056,0.0,0.4059700538229149,0.12200038304031391,0.009652769,0.0
49,44,high_20nA,20.0,119,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1060.0,0,0.0,0.0,0.0,True,,,,,0.0,0.0,5.8890173649271595e-09,0.0,0.6457171312919133,0.15031330574072674,0.01300850394452622,0.7611689475932406,0.46807687263341,0.10960644535694572,0.03369073,0.0
72,44,high_20nA,20.0,171,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1699.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,0.3380374967080978,0.05071463085836597,0.48119100132534237,0.11817966152311656,0.3035898859685593,0.11037611690927002,0.46464500640545797,0.11638895257002599,0.45865604,0.11880775
91,44,high_20nA,20.0,220,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1792.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,5.614172793684317e-12,0.0,0.6464386539160163,0.1483800425537963,0.413537721172691,1.0,0.4864730362732018,0.1238643533749051,0.024218379,0.0022340915
102,44,high_20nA,20.0,258,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B8,2352.0,1,0.0,0.0,0.0,True,,,,,0.0,0.0,0.07240040035264823,0.0,0.21747846620732234,0.05115663829938151,0.15000741143748145,0.0,0.34939426149802916,0.07181345638649214,0.4847004,0.07810702
106,44,high_20nA,20.0,263,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1511.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,0.17732199999028347,0.0,0.43459295249849944,0.10742733980898778,0.07103125218539638,0.0,0.46305068387976284,0.12010398802942042,0.050941177,0.0039023294
214,44,high_20nA,20.0,488,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,2235.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,0.2783668162006095,0.1988148430588817,0.510140824205942,0.11378764451009682,0.4607850910404311,0.7730920178624852,0.4477245576950492,0.14668563407294333,0.5275036,0.10629899
238,44,high_20nA,20.0,532,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1115.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,0.9965289363567014,0.0,0.6457171312919133,0.15031330574072674,0.6658434946278002,0.0,0.4716791654023694,0.12314575542400931,0.106553786,0.0021345087
262,44,high_20nA,20.0,598,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1076.5,0,0.0,0.0,0.0,True,,,,,0.0,0.0,1.6099131396603795e-10,0.0,0.6457171312919133,0.1421933466696164,0.0029615199493805383,0.3309222007295258,0.4748842936074977,0.12314575542400931,0.00019859753,1.2387955e-05
274,44,high_20nA,20.0,621,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,B2,1318.0,0,0.0,0.0,0.0,True,,,,,0.0,0.0,0.9993921546416099,0.2162512052786829,0.46273973152337267,0.13133491037978232,0.11738403608203207,0.6965513762455611,0.4267322401054031,0.10796719030187495,0.019099789,0.0
