heldout_run,heldout_group,method,method_label,n_calibration,synthetic_overlap_auc,synthetic_overlap_ap,synthetic_overlap_brier,synthetic_secondary_fraction_mae,synthetic_secondary_fraction_rmse,calibration_slope,calibration_intercept,accepted_recovery_rmse,accepted_efficiency,training_policy,training_runs,synthetic_train_source_runs
44,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,720,0.42594135802469135,0.5583201436538264,0.46669389624110635,0.3096030752027094,0.3803584315991732,-0.17011856284379623,0.21096653320298178,0.5053228136504738,0.32083333333333336,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,ridge,Ridge/logistic linear calibration,720,0.8263387345679013,0.8087433769075478,0.16208546701474294,0.12547101992312054,0.19387187907651846,0.48429555341619435,0.07773738175743274,0.22433573223973946,0.46944444444444444,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,720,0.9261574074074074,0.9274718931980797,0.10627466507560482,0.07829533623211184,0.1211510973324786,0.9374020429485447,0.017059465175645796,0.12355307655872143,0.4361111111111111,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,mlp,Multilayer perceptron,720,0.8683796296296296,0.8602855423282649,0.14441505196392018,0.11906902760796051,0.20242850361532344,0.45190987219686934,0.08406986929320281,0.19713619209918698,0.44166666666666665,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,residual_shape_extratrees,Residual-shape ExtraTrees ensemble,720,0.9034297839506173,0.9083047993233607,0.13609573653195323,0.08674106640960906,0.1244635554216863,1.0480229414597926,0.0015029007519904239,0.11444776838162786,0.35138888888888886,low_current_only_source_run_heldout,46 47,46 47
44,high_20nA,one_d_cnn,Compact 1D-CNN,720,0.8889737654320988,0.8869306386843587,0.1171686709846631,0.0784383874036446,0.12612438135144002,0.8958291538663135,0.03150694047074469,0.13087334646599783,0.4375,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,traditional_template_fit,Traditional bounded two-pulse template fit,720,0.41958719135802464,0.5497917945754913,0.47687864825474074,0.29356482795779587,0.36586323190681747,-0.1527399704501743,0.201090157765032,0.5074756955076244,0.2861111111111111,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,ridge,Ridge/logistic linear calibration,720,0.7785030864197531,0.791413903925682,0.19354529927226946,0.13695410764968718,0.20252350946154538,0.4389583813188996,0.08268371713094014,0.2470893471322216,0.41805555555555557,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,gradient_boosted_trees,Histogram gradient-boosted trees,720,0.9089969135802468,0.9195227080860047,0.1211430383314129,0.07941674934944018,0.11911368746322898,0.9361527126524813,0.020312644714918546,0.11482130821865777,0.4013888888888889,low_current_only_source_run_heldout,46 47,46 47
45,high_20nA,mlp,Multilayer perceptron,720,0.883425925925926,0.8842191650647382,0.13788647233073206,0.11737274668736689,0.20978084400970562,0.42629046186727365,0.08945595669584488,0.2494512274734431,0.42777777777777776,low_current_only_source_run_heldout,46 47,46 47
