method,method_label,metric,value,ci_low,ci_high,bootstrap_unit,n_bootstrap,n_folds
gradient_boosted_trees,Histogram gradient-boosted trees,synthetic_overlap_brier,0.11600763255857982,0.10533666143720187,0.12342101227717162,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,synthetic_secondary_fraction_rmse,0.11615901002911724,0.10879827805294694,0.12106503551909081,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,synthetic_secondary_fraction_mae,0.07784793366663381,0.07144560402183667,0.08214102979349766,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,calibration_slope,0.9717373632466091,0.9463599098874548,0.9947959609482266,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,calibration_intercept,0.01306807591326002,0.008897600392262785,0.01711510866049406,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,accepted_recovery_rmse,0.11596852898936542,0.10713288542273341,0.12487900554835081,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,accepted_efficiency,0.4051059414591524,0.3903249007936508,0.4178313628585991,heldout_source_run,500,14
gradient_boosted_trees,Histogram gradient-boosted trees,synthetic_overlap_auc,0.9186359285170237,0.9104018959435626,0.9300086329762121,heldout_source_run,500,14
mlp,Multilayer perceptron,synthetic_overlap_brier,0.1377275665082928,0.1257144181109483,0.14898757706925148,heldout_source_run,500,14
mlp,Multilayer perceptron,synthetic_secondary_fraction_rmse,0.18707441486440168,0.1721976704410661,0.20194558979296928,heldout_source_run,500,14
mlp,Multilayer perceptron,synthetic_secondary_fraction_mae,0.1097904552599824,0.10046582425046688,0.11840928533964593,heldout_source_run,500,14
mlp,Multilayer perceptron,calibration_slope,0.5116513381660089,0.45433875135502366,0.5755710443172448,heldout_source_run,500,14
mlp,Multilayer perceptron,calibration_intercept,0.07542900197522041,0.06336607599158892,0.08540867664087463,heldout_source_run,500,14
mlp,Multilayer perceptron,accepted_recovery_rmse,0.21046388441584601,0.1910069696906756,0.22936690015236938,heldout_source_run,500,14
mlp,Multilayer perceptron,accepted_efficiency,0.42686307703509535,0.4088764880952381,0.44366478720693164,heldout_source_run,500,14
mlp,Multilayer perceptron,synthetic_overlap_auc,0.8793872864218463,0.8639001529431216,0.8959134625206123,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,synthetic_overlap_brier,0.1490391955772801,0.13254936552670152,0.16079831249037393,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,synthetic_secondary_fraction_rmse,0.13876816288062582,0.13051306958051767,0.14489663790786178,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,synthetic_secondary_fraction_mae,0.08965121919096045,0.081892127690292,0.09577555012704284,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,calibration_slope,0.8486391534619734,0.8118362615004564,0.8882128489457329,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,calibration_intercept,0.04396687922908602,0.037504614836886156,0.04929732835116907,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,accepted_recovery_rmse,0.12818662436971032,0.11844340204091791,0.13651187992575198,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,accepted_efficiency,0.38952963448376293,0.3741021825396825,0.4046162352555701,heldout_source_run,500,14
one_d_cnn,Compact 1D-CNN,synthetic_overlap_auc,0.8538565435637311,0.835287395282187,0.8771750029905757,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,synthetic_overlap_brier,0.1459616245217644,0.13482408193898568,0.1535623732978549,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,synthetic_secondary_fraction_rmse,0.1224486358076371,0.11613670158284925,0.12663316685374576,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,synthetic_secondary_fraction_mae,0.08860198014348387,0.08227788935634929,0.09287662614261023,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,calibration_slope,1.0849345819833065,1.060914096059553,1.104748731254299,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,calibration_intercept,0.0014054970611716833,-0.0023101134651170147,0.005558835708367588,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,accepted_recovery_rmse,0.10905647776823897,0.1029415179715423,0.11458578135424988,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,accepted_efficiency,0.32669196883646423,0.30887152777777777,0.3474419779379641,heldout_source_run,500,14
residual_shape_extratrees,Residual-shape ExtraTrees ensemble,synthetic_overlap_auc,0.8884693539508561,0.8773183214836862,0.9025568972752949,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,synthetic_overlap_brier,0.1715768891092626,0.15846887190054432,0.18100839430860668,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,synthetic_secondary_fraction_rmse,0.1713264527489882,0.1611124712263231,0.18144605234201905,heldout_source_run,500,14
