method,n,rmse_adc,mae_adc,bias_adc,pid_stability,rmse_ci_low,rmse_ci_high,bias_ci_low,bias_ci_high,pid_stability_ci_low,pid_stability_ci_high
ML_gradient_boosted_trees,13012,81.80578662806606,30.385164951411095,0.19428923616063937,0.9924684906240393,65.18986336697415,100.5472130356785,-1.1475288719371568,1.4443686805361347,0.9896207196812432,0.9950081954999255
ML_ridge,13012,262.317603932877,179.64902952037662,10.718039455466588,0.9631878266215801,236.66009518271412,290.293072860852,-2.757988990007528,20.45069627095221,0.9481507500106615,0.9692039109044975
ML_mlp,13012,287.09047030204107,169.8320260662099,-12.998496305088684,0.9670304334460498,250.4697780657174,322.87906682046156,-17.52452938042041,-7.648855461103127,0.9442571181624705,0.9828697340181822
traditional_sideband_energy_window,13012,421.48766992031824,171.1442831621595,80.51824385502691,0.9622656009837074,395.32581822862767,444.0100435554652,48.063834554794084,107.9903582761915,0.9545983220054464,0.9694704351695805
NN_1d_cnn,13012,3806.6008810977382,3454.2465909060206,3341.619110417007,0.5567937288656625,3641.0302284394593,3941.6992265248464,3088.4814942190396,3533.0844089624034,0.5483155264034689,0.5655424442412885
NN_transformer_new,13012,13817.505005110512,13517.615872589215,13490.334667075644,0.511681524746388,13572.327739601138,14054.408236587562,13232.614630308859,13752.449254406009,0.5086757447571197,0.516441086688025
