method,n,mean_bias_adc,mean_bias_ci_low_adc,mean_bias_ci_high_adc,mae_adc,mae_ci_low_adc,mae_ci_high_adc,rmse_adc,width68_adc,width68_ci_low_adc,width68_ci_high_adc
ml_hist_gradient_boosting,24000,2.7514900847717216,-0.6980620424031978,5.442715479283426,23.95436486544166,18.611349761142908,29.791037364709737,126.4622913882869,12.269815315011328,12.090909286457258,12.63754858813877
traditional_mean3,24000,0.11397222222222114,-3.1159135416666808,3.2546635416666616,36.51819444444444,27.427722222222275,45.75613298611127,230.10327983079446,10.0,9.66666666666697,10.33333333333394
traditional_stave_sample_offset_median3,24000,-1.6601666666666666,-5.260318750000001,1.2463489583333334,37.814166666666665,28.571196875,48.26906145833333,256.4822126711064,11.0,10.0,11.0
traditional_median3,24000,-1.72425,-4.809639583333333,0.9814927083333334,37.81608333333333,28.474711458333335,47.51556875,256.5208599380045,11.0,10.0,11.0
