container,member,kind,bytes,token,forced_random_hit
data/sorted-b/hrdb_run_0057-sorted.root,,filesystem,55879611,,False
data/sorted-b/hrdb_run_0058-sorted.root,,filesystem,60264244,,False
data/sorted-b/hrdb_run_0059-sorted.root,,filesystem,74635423,,False
data/sorted-b/hrdb_run_0060-sorted.root,,filesystem,63824621,,False
data/sorted-b/hrdb_run_0061-sorted.root,,filesystem,64836585,,False
data/sorted-b/hrdb_run_0062-sorted.root,,filesystem,66605992,,False
data/sorted-b/hrdb_run_0063-sorted.root,,filesystem,65573978,,False
data/sorted-b/hrdb_run_0064-sorted.root,,filesystem,63157492,,False
data/sorted-b/hrdb_run_0065-sorted.root,,filesystem,67037963,,False
/home/billy/ccb-data/docs/bstack_astack_report_with_timing_label_pileup_ml.pdf,,filesystem,3625905,,False
/home/billy/ccb-data/raw/root.zip,,filesystem,809855166,,False
/home/billy/ccb-data/raw/root.zip,root/,zip_member,0,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0023.root,zip_member,944893,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0023.root,zip_member,1085562,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0046.root,zip_member,363504,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0047.root,zip_member,2725102,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0045.root,zip_member,11978439,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0045.root,zip_member,13786671,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0046.root,zip_member,412227,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0047.root,zip_member,3098718,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0000.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0001.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0002.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0003.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0012.root,zip_member,3578244,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0013.root,zip_member,12145402,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0014.root,zip_member,837346,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0015.root,zip_member,24746939,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0016.root,zip_member,2874850,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0017.root,zip_member,1365754,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0018.root,zip_member,18111007,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0019.root,zip_member,17810450,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0020.root,zip_member,13971057,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0021.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0022.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0024.root,zip_member,6184513,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0025.root,zip_member,828833,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0026.root,zip_member,13404039,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0027.root,zip_member,8618874,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0028.root,zip_member,1292921,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0029.root,zip_member,6393883,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0030.root,zip_member,1303672,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0031.root,zip_member,9888079,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0032.root,zip_member,10365191,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0033.root,zip_member,13980468,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0034.root,zip_member,9685894,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0035.root,zip_member,6906038,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0036.root,zip_member,5406671,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0037.root,zip_member,12558688,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0039.root,zip_member,7551093,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0040.root,zip_member,8132296,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0041.root,zip_member,8476807,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0042.root,zip_member,8439631,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0043.root,zip_member,9816,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0044.root,zip_member,1072439,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0048.root,zip_member,7883395,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0049.root,zip_member,8041307,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0050.root,zip_member,10925423,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0051.root,zip_member,5005769,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0052.root,zip_member,2440882,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0053.root,zip_member,9656826,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0054.root,zip_member,9124046,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0055.root,zip_member,5958441,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0056.root,zip_member,12667291,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0057.root,zip_member,7791169,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0058.root,zip_member,8355851,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0059.root,zip_member,10400361,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0060.root,zip_member,8889565,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0061.root,zip_member,8999644,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0062.root,zip_member,9250458,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0063.root,zip_member,9118926,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0064.root,zip_member,8852963,,False
/home/billy/ccb-data/raw/root.zip,root/hrda_run_0065.root,zip_member,9464668,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0012.root,zip_member,4273035,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0013.root,zip_member,14618059,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0014.root,zip_member,1013221,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0015.root,zip_member,30026478,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0016.root,zip_member,3337504,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0017.root,zip_member,1638803,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0018.root,zip_member,21681973,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0019.root,zip_member,21343485,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0020.root,zip_member,16657460,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0021.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0022.root,zip_member,5508,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0024.root,zip_member,7084801,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0025.root,zip_member,758140,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0026.root,zip_member,12367441,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0027.root,zip_member,8098305,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0028.root,zip_member,1507230,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0029.root,zip_member,7398148,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0030.root,zip_member,1524216,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0031.root,zip_member,11638901,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0032.root,zip_member,12157812,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0033.root,zip_member,16781109,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0034.root,zip_member,11697434,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0035.root,zip_member,7793651,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0036.root,zip_member,6167361,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0037.root,zip_member,14369738,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0039.root,zip_member,8625385,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0040.root,zip_member,9266489,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0041.root,zip_member,9691925,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0042.root,zip_member,9767653,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0043.root,zip_member,10181,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0044.root,zip_member,1227977,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0048.root,zip_member,8995827,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0049.root,zip_member,9203548,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0050.root,zip_member,13217424,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0051.root,zip_member,6036876,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0052.root,zip_member,2941826,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0053.root,zip_member,11713879,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0054.root,zip_member,11056922,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0055.root,zip_member,7153324,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0056.root,zip_member,15273160,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0057.root,zip_member,8881910,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0058.root,zip_member,9623179,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0059.root,zip_member,12032616,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0060.root,zip_member,10174098,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0061.root,zip_member,10362658,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0062.root,zip_member,10634393,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0063.root,zip_member,10494181,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0064.root,zip_member,10006223,,False
/home/billy/ccb-data/raw/root.zip,root/hrdb_run_0065.root,zip_member,10600278,,False
/home/billy/ccb-data/raw/sorted-a.zip,,filesystem,2684983533,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0012-sorted.root,zip_member,25801710,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0013-sorted.root,zip_member,82464565,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0014-sorted.root,zip_member,6001886,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0015-sorted.root,zip_member,164877109,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0016-sorted.root,zip_member,20657093,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0017-sorted.root,zip_member,9766059,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0018-sorted.root,zip_member,120873411,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0019-sorted.root,zip_member,118569477,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0020-sorted.root,zip_member,93521112,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0021-sorted.root,zip_member,6795,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0022-sorted.root,zip_member,6795,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0023-sorted.root,zip_member,6603848,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0024-sorted.root,zip_member,42235235,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0025-sorted.root,zip_member,5768659,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0026-sorted.root,zip_member,88314988,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0027-sorted.root,zip_member,58011722,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0028-sorted.root,zip_member,9071168,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0029-sorted.root,zip_member,43674830,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0030-sorted.root,zip_member,9117933,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0031-sorted.root,zip_member,65955980,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0032-sorted.root,zip_member,68999370,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0033-sorted.root,zip_member,92475690,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0034-sorted.root,zip_member,65019593,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0035-sorted.root,zip_member,46754225,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0036-sorted.root,zip_member,37226919,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0037-sorted.root,zip_member,82854608,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0039-sorted.root,zip_member,50872738,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0040-sorted.root,zip_member,54532162,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0041-sorted.root,zip_member,56745351,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0042-sorted.root,zip_member,56633658,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0043-sorted.root,zip_member,31027,,False
