event_n,boundary_event_n,band_accuracy,flip_rate,boundary_band_accuracy,boundary_flip_rate,interval_band_coverage,boundary_interval_band_coverage,resolved_correct_rate,boundary_resolved_correct_rate,event_abstention_coverage,retained_boundary_flip_rate,score_abs68,band_accuracy_ci95,flip_rate_ci95,boundary_flip_rate_ci95,interval_band_coverage_ci95,boundary_interval_band_coverage_ci95,resolved_correct_rate_ci95,boundary_resolved_correct_rate_ci95,event_abstention_coverage_ci95,retained_boundary_flip_rate_ci95,score_abs68_ci95,method,method_family,primary_rank
82958,20741,0.9941054509510837,0.005894549048916287,0.9770020731883708,0.022997926811629155,0.9991923624002508,0.9968178969191457,0.967164107138552,0.8757051251145075,0.5471081752211963,0.017972134410490614,0.042444943722789785,"[0.9931092728299178, 0.9950437059091157]","[0.004956294090884275, 0.0068907271700822306]","[0.01779920259249277, 0.03029291938021771]","[0.9987720201233871, 0.9995133288356254]","[0.9946059856608989, 0.998304765605534]","[0.9585616122730766, 0.9741297364103488]","[0.8536716449388689, 0.8989086343413936]","[0.3370746457781362, 0.7176174907273073]","[0.013575422192023687, 0.025102834140848462]","[0.029163380538084472, 0.061342572589827046]",gradient_boosted_trees,ml_nn,1
82958,20741,0.9909833891848887,0.009016610815111292,0.9727592690805651,0.027240730919434908,0.9985896477735722,0.9952268453787185,0.8578919453217291,0.8589267634154573,0.4511439523614359,0.016628717311805707,0.0656083598557149,"[0.9901048144833146, 0.9919988863161096]","[0.00800111368389049, 0.009895185516685456]","[0.020886569356581404, 0.03481384647315123]","[0.9981752911225782, 0.9989825783710874]","[0.9931337421647918, 0.996940855495276]","[0.8373262391993613, 0.880058003469236]","[0.8333909560034951, 0.8847385745892522]","[0.25045013578668734, 0.6534768935622309]","[0.012488034155586669, 0.022761290515159596]","[0.02579621310822917, 0.1265835010021869]",strong_traditional_huber,traditional,2
82958,20741,0.9375226017985004,0.06247739820149956,0.8159683718239237,0.18403162817607632,0.9815930953012367,0.927004483872523,0.8764314472383615,0.6882503254423605,0.4551941946527158,0.2251130434782609,0.1908587691191314,"[0.8465248544775827, 0.9903558663643168]","[0.009644133635683155, 0.15347514552241723]","[0.043109642431097175, 0.3661424320097432]","[0.9527303055620933, 0.9990968648753502]","[0.8403717151675562, 0.9959741425951253]","[0.749573198584729, 0.9532617658127914]","[0.5441687271546948, 0.8182826940448892]","[0.2556762517211942, 0.6307234146831658]","[0.03571781613634711, 0.4420603902383837]","[0.09146118862738808, 0.4712736546410564]",mlp,ml_nn,3
82958,20741,0.8341088261529931,0.1658911738470069,0.7136107227231088,0.28638927727689123,0.9455025434557246,0.92681162914035,0.5459750717230406,0.21889012101634445,0.48013452590467465,0.26788390788935823,1.4569781836844,"[0.6912158037491443, 0.951708993317917]","[0.04829100668208299, 0.3087841962508557]","[0.19454758878654949, 0.3713830992525584]","[0.8362790757307579, 0.9981726545069481]","[0.7898589677085212, 0.9938540952164887]","[0.3662287365384896, 0.6840276906418704]","[0.09831561251710459, 0.3479174851749401]","[0.2692709255886902, 0.6776602579536247]","[0.18298702829259408, 0.35116432609731096]","[0.45503680218051085, 2.9184756419288695]",cnn_1d,ml_nn,4
82958,20741,0.8174497938715977,0.18255020612840234,0.6508365074008003,0.34916349259919965,0.9331107307312134,0.9114796779325973,0.5612237517780081,0.2416951930958006,0.4850647315509053,0.33317251361224065,1.3784306928028378,"[0.687364798808032, 0.9295780057343672]","[0.07042199426563284, 0.3126352011919679]","[0.2853320903962156, 0.40377860757547296]","[0.8078411567235425, 0.9953722324854795]","[0.7791404296388843, 0.9844980407239796]","[0.3812584951839723, 0.7074627870682082]","[0.10486836034553214, 0.3809904100187509]","[0.257473213001001, 0.6822104132964212]","[0.26920321095551586, 0.3788690373628653]","[0.3935212124605472, 2.727161286828523]",wavegate_interval_net,ml_nn,5
82958,20741,0.9791219653318547,0.020878034668145307,0.9208813461260306,0.07911865387396944,0.9983847248005014,0.9936357938382913,0.8039489862339979,0.586712308953281,0.409930326189156,0.07056029062456337,0.16844542732804316,"[0.9772467961565073, 0.9809556522569973]","[0.019044347743002638, 0.022753203843492612]","[0.06888730752532188, 0.09279146408241697]","[0.9978585524870521, 0.9989773953715118]","[0.990402534721986, 0.9966081007489933]","[0.7895087400381496, 0.8193881899766203]","[0.564513555000776, 0.6134491080936056]","[0.21672423827457404, 0.5660105919979289]","[0.05929345354421954, 0.08472036956137886]","[0.12367000205252447, 0.24332032913162058]",ridge,ml_nn,6
82958,20741,0.733805057981147,0.26619494201885296,0.44481943975700305,0.5551805602429969,0.9551098146049808,0.8832264596692542,0.12584681405048337,0.09580058820693313,0.5945177077557318,0.5720814531991207,1.1418370387886594,"[0.6535265285995403, 0.7924704770117273]","[0.20752952298827262, 0.3464734714004597]","[0.5225610086600472, 0.5881229858203012]","[0.8996722781963745, 0.9963431010132828]","[0.7393936192161318, 0.9981003559310839]","[0.0028128999340220687, 0.2887671606595064]","[0.00055352442830915, 0.21377327179005268]","[0.3983233795012623, 0.7708990367335166]","[0.5417767037575048, 0.597291361972561]","[0.9697618251785804, 1.4481755972376293]",shuffled_target_gbt,sentinel,7
