run,evt,truth_score,pred_score,lower_score,upper_score,true_band,pred_band,interval_covers_band
58,2,10.273221850688493,10.281154709178043,10.23805140633462,10.322476636111892,0,0,True
58,3,10.651217610866365,10.650212130627736,10.607108361891303,10.691534485735875,1,1,True
58,4,21.020321839015566,21.04956681887419,20.963359609768627,21.132211227307785,2,2,True
58,5,10.831805664623001,10.834260541622607,10.791156597429472,10.875583057982368,1,1,True
58,7,10.899402442965895,10.89353444274135,10.850430448577512,10.934857005026146,1,1,True
58,8,10.093942609226804,10.110596309610678,10.067493287508144,10.151917978532246,0,0,True
58,10,10.419479806253477,10.401037486762352,10.357934013367753,10.44235957043959,0,0,True
58,11,20.54727617850628,20.518256156985984,20.432049634328322,20.60089993454646,2,2,True
58,12,10.665997536149904,10.699557308792706,10.656453489803008,10.740879710085581,1,1,True
58,13,10.642945635959324,10.666666924138072,10.623563138367707,10.707989294901068,1,1,True
58,14,10.81454461261167,10.81510829549913,10.772004368095764,10.856430796428434,1,1,True
58,15,10.741903225687317,10.771176537395093,10.728072649741112,10.812499001793151,1,1,True
58,16,10.957067607162129,10.941108085689946,10.898004053507686,10.98243068291516,1,1,True
58,17,21.17084262916757,21.236447362069015,21.150239896677057,21.31909200604008,2,2,True
58,18,34.47018184486491,34.5532614952533,34.34613302748319,34.74688075060069,2,2,True
58,19,10.198616825622958,10.206890224445193,10.163787037981495,10.248212044421363,0,0,True
58,20,10.12611096860345,10.127553542023474,10.084450489817199,10.168875238611609,0,0,True
58,21,10.742313916626546,10.771176537395093,10.728072649741112,10.812499001793151,1,1,True
58,23,9.438511265004419,9.445514676397499,9.402413345564135,9.486834790971065,0,0,True
58,24,8.55174446636714,8.969669806320212,8.57650438460832,9.288768673013498,0,0,True
58,25,10.835868145559232,10.834345007338715,10.791241063072246,10.875667523765875,1,1,True
58,26,20.38734970167218,20.384081471559973,20.297875409639783,20.466724825683237,1,1,True
58,27,10.71759050806569,10.741651890111816,10.698548030169857,10.782974329041435,1,1,True
58,28,11.03534117498404,11.049249978659848,10.999829415432885,11.096342739697315,1,1,True
58,29,10.197313214435868,10.204741540724866,10.1616383577587,10.246063357486662,0,0,True
58,31,10.808434182709625,10.817349289514755,10.774245360130177,10.858671792264873,1,1,True
58,32,20.92649900719121,20.947763764139225,20.86155674004862,21.030408002536547,2,2,True
58,33,9.61973109808682,9.643661973673334,9.600560017012745,9.684982663409214,0,0,True
58,34,20.0491168150865,20.049500878069935,19.96329561673609,20.132143496420476,1,1,True
58,35,10.396047367495227,10.384021553253552,10.34091810283957,10.425343615810682,0,0,True
58,36,20.698978620796797,20.718889112777312,20.63268246636757,20.801533004070517,2,2,True
58,38,10.668862367092954,10.655207044061553,10.612103270124749,10.696529403949041,1,1,True
58,41,10.476047770106955,10.467974218501695,10.424870658407679,10.509296381859164,1,0,True
