variant,alpha,cv_rmse_ns_mean,cv_rmse_ns_std,cv_r2_mean,heldout_runs,train_runs
full,0.01,1.2670262331708628,0.10633469528087418,0.23446307401515193,"58,59","60,61,62,63,64,65"
full,0.1,1.2733894402605812,0.10948697434564426,0.2318071933598727,"58,59","60,61,62,63,64,65"
full,1.0,1.387623875941789,0.1448183383888321,0.09763862157673557,"58,59","60,61,62,63,64,65"
full,10.0,1.4821798652802634,0.1802221154308548,-0.028232103070429514,"58,59","60,61,62,63,64,65"
full,100.0,1.511450898901388,0.20697268673611544,-0.06942572000740521,"58,59","60,61,62,63,64,65"
full,1000.0,1.5339801566103968,0.20872726562319668,-0.09975259743980187,"58,59","60,61,62,63,64,65"
no_peak,0.01,1.2596742612412175,0.08029238679165869,0.24000748008031944,"58,59","60,61,62,63,64,65"
no_peak,0.1,1.2631619396459384,0.10183619071762254,0.24221173706275617,"58,59","60,61,62,63,64,65"
no_peak,1.0,1.3833806441832324,0.1592887885608039,0.10367193964154064,"58,59","60,61,62,63,64,65"
no_peak,10.0,1.4869958008689488,0.18616690417021428,-0.035017903182354294,"58,59","60,61,62,63,64,65"
no_peak,100.0,1.509995381878193,0.2069259877788192,-0.06677217743974535,"58,59","60,61,62,63,64,65"
no_peak,1000.0,1.5322166698849462,0.20856234366123105,-0.09673445916996884,"58,59","60,61,62,63,64,65"
no_tail,0.01,1.4065164508252863,0.1485315299472396,0.06298625718957793,"58,59","60,61,62,63,64,65"
no_tail,0.1,1.406565826486858,0.14561890714034137,0.06470733837426017,"58,59","60,61,62,63,64,65"
no_tail,1.0,1.4372238859936706,0.14058245639138878,0.029576228339382893,"58,59","60,61,62,63,64,65"
no_tail,10.0,1.493386603576621,0.18869919096173154,-0.04482161635624726,"58,59","60,61,62,63,64,65"
no_tail,100.0,1.5145633836696217,0.21717758230095469,-0.07395832925386647,"58,59","60,61,62,63,64,65"
no_tail,1000.0,1.5322322408780904,0.21141243027508663,-0.09676251901886126,"58,59","60,61,62,63,64,65"
no_sample_iv_indicator,0.01,1.2630780437892672,0.10491002921924054,0.23972697942535476,"58,59","60,61,62,63,64,65"
no_sample_iv_indicator,0.1,1.268712278609986,0.10831777457467222,0.23784420318819582,"58,59","60,61,62,63,64,65"
no_sample_iv_indicator,1.0,1.3822818769682257,0.1433765860489197,0.10477777224114426,"58,59","60,61,62,63,64,65"
no_sample_iv_indicator,10.0,1.4781615765258436,0.17971683557301749,-0.02274730833180778,"58,59","60,61,62,63,64,65"
no_sample_iv_indicator,100.0,1.5092689221233848,0.20664392256119493,-0.06629503557917842,"58,59","60,61,62,63,64,65"
no_sample_iv_indicator,1000.0,1.5336056305513108,0.20861673374797132,-0.09920910162735405,"58,59","60,61,62,63,64,65"
full,0.01,1.2380724080403354,0.12463865779740382,0.22556463667865315,"58,60","59,61,62,63,64,65"
full,0.1,1.2426079476163239,0.14372297962456573,0.22889306969991646,"58,60","59,61,62,63,64,65"
full,1.0,1.3459035614092276,0.20732120977829765,0.11289735749821046,"58,60","59,61,62,63,64,65"
full,10.0,1.41800789471756,0.24150819997448117,0.01914804089314608,"58,60","59,61,62,63,64,65"
full,100.0,1.434170808096979,0.2642916461303378,0.001215251871027534,"58,60","59,61,62,63,64,65"
full,1000.0,1.4496511747293246,0.272982315170489,-0.017254350362004976,"58,60","59,61,62,63,64,65"
no_peak,0.1,1.2644724048000309,0.09418947440010117,0.18793149595161363,"58,60","59,61,62,63,64,65"
no_peak,0.01,1.273236748442215,0.04376845329565708,0.15811862505281335,"58,60","59,61,62,63,64,65"
no_peak,1.0,1.3420477823683643,0.21198076826862727,0.1174144880408285,"58,60","59,61,62,63,64,65"
no_peak,10.0,1.420359166583419,0.24425197854571432,0.015878840803293916,"58,60","59,61,62,63,64,65"
no_peak,100.0,1.4347217368966392,0.2643193701898905,0.0005439889733505066,"58,60","59,61,62,63,64,65"
no_peak,1000.0,1.450488897012816,0.2721317119309759,-0.01860761534752331,"58,60","59,61,62,63,64,65"
no_tail,0.1,1.373080189648013,0.1999565538743113,0.06771167558767681,"58,60","59,61,62,63,64,65"
no_tail,0.01,1.3743329867404221,0.19892604553941934,0.06352769140175914,"58,60","59,61,62,63,64,65"
no_tail,1.0,1.3908560503427132,0.21410437584103406,0.052154326193108114,"58,60","59,61,62,63,64,65"
no_tail,10.0,1.4251532522367634,0.2464718714441322,0.009492020855913474,"58,60","59,61,62,63,64,65"
no_tail,100.0,1.4355759897339473,0.2655946274858819,-0.0009289625777167299,"58,60","59,61,62,63,64,65"
no_tail,1000.0,1.449002991097491,0.27274064170323065,-0.0163753463652337,"58,60","59,61,62,63,64,65"
no_sample_iv_indicator,0.01,1.2358362536675271,0.12413559184152041,0.22822954346084093,"58,60","59,61,62,63,64,65"
no_sample_iv_indicator,0.1,1.2398585476892816,0.1429499288132814,0.23220998798618647,"58,60","59,61,62,63,64,65"
no_sample_iv_indicator,1.0,1.3429050108439893,0.20631461740211318,0.11674102203020034,"58,60","59,61,62,63,64,65"
no_sample_iv_indicator,10.0,1.4160376842924987,0.24084219596350123,0.021721925469812664,"58,60","59,61,62,63,64,65"
no_sample_iv_indicator,100.0,1.433311261611149,0.26410059772417377,0.0024028056839196397,"58,60","59,61,62,63,64,65"
no_sample_iv_indicator,1000.0,1.4495013281764115,0.2729527415064969,-0.017042776984848997,"58,60","59,61,62,63,64,65"
full,0.1,1.24744984102055,0.19401565894506814,-0.19005316486970744,"58,61","59,60,62,63,64,65"
full,0.01,1.2511054527436545,0.1645075035309488,-0.2569053109486153,"58,61","59,60,62,63,64,65"
full,1.0,1.297306177391628,0.28233541609052537,-0.18346292232926584,"58,61","59,60,62,63,64,65"
full,100.0,1.3104721510218629,0.39215043190961163,-0.13098230270160036,"58,61","59,60,62,63,64,65"
full,1000.0,1.3141508686678447,0.3978123296242498,-0.12576009316272058,"58,61","59,60,62,63,64,65"
full,10.0,1.3212298391232955,0.3477993683283859,-0.1851071974028828,"58,61","59,60,62,63,64,65"
no_peak,0.1,1.2512261818147703,0.15315831093713056,-0.2842726756840054,"58,61","59,60,62,63,64,65"
no_peak,0.01,1.257352850683204,0.11656255988900135,-0.3864204119091723,"58,61","59,60,62,63,64,65"
no_peak,1.0,1.2879953471961663,0.29054925491209516,-0.1679115342220448,"58,61","59,60,62,63,64,65"
no_peak,100.0,1.3084528650734029,0.39088363851249597,-0.1265571114543141,"58,61","59,60,62,63,64,65"
no_peak,1000.0,1.3129734295125899,0.3960853667294632,-0.12384550843989509,"58,61","59,60,62,63,64,65"
no_peak,10.0,1.3189482092395346,0.3568868721254793,-0.17421779520572284,"58,61","59,60,62,63,64,65"
no_tail,0.1,1.2825781382722174,0.3028384463910455,-0.12765192723925584,"58,61","59,60,62,63,64,65"
no_tail,0.01,1.2829331185695212,0.29582991112528595,-0.13618166343958799,"58,61","59,60,62,63,64,65"
no_tail,1.0,1.295255024639339,0.34075722165485667,-0.12279698417412652,"58,61","59,60,62,63,64,65"
no_tail,100.0,1.3037919119693613,0.39628826427217007,-0.11544205780456837,"58,61","59,60,62,63,64,65"
no_tail,10.0,1.3075827447950004,0.3811829473743973,-0.13357281859461534,"58,61","59,60,62,63,64,65"
no_tail,1000.0,1.3109257237395258,0.3969684777716963,-0.119696673400246,"58,61","59,60,62,63,64,65"
no_sample_iv_indicator,0.1,1.239067571742759,0.187567244691898,-0.18043897933978584,"58,61","59,60,62,63,64,65"
no_sample_iv_indicator,0.01,1.2432353861065728,0.15897734199221522,-0.24734954730334774,"58,61","59,60,62,63,64,65"
no_sample_iv_indicator,1.0,1.2895205580639633,0.27446924876809664,-0.17468103783989622,"58,61","59,60,62,63,64,65"
no_sample_iv_indicator,100.0,1.307235142441045,0.39130664944776844,-0.12492861632100535,"58,61","59,60,62,63,64,65"
no_sample_iv_indicator,1000.0,1.3136142182471446,0.3978309564320875,-0.1246685999650609,"58,61","59,60,62,63,64,65"
no_sample_iv_indicator,10.0,1.3146630661906216,0.34399369520672385,-0.174314490792072,"58,61","59,60,62,63,64,65"
full,0.1,1.263632377893194,0.16225375682737095,0.1680618837325782,"58,62","59,60,61,63,64,65"
full,0.01,1.2723685460070713,0.13753904605921274,0.13043669877658326,"58,62","59,60,61,63,64,65"
full,1.0,1.3261742886030166,0.25086268844494364,0.11772927545817793,"58,62","59,60,61,63,64,65"
full,10.0,1.3973453805262028,0.27513474364326634,0.02242625260435549,"58,62","59,60,61,63,64,65"
full,100.0,1.4190325686666407,0.2809936066007977,-0.009680243814620649,"58,62","59,60,61,63,64,65"
full,1000.0,1.4436116493169293,0.2831419302593917,-0.0447218268679026,"58,62","59,60,61,63,64,65"
no_peak,0.1,1.2638052073241106,0.13466896004492057,0.15767769838069298,"58,62","59,60,61,63,64,65"
no_peak,0.01,1.2738424953291176,0.09609338725450377,0.11651897690272675,"58,62","59,60,61,63,64,65"
no_peak,1.0,1.3194199099045705,0.2531245189217918,0.12671296143287564,"58,62","59,60,61,63,64,65"
no_peak,10.0,1.397199262150499,0.2791236777653366,0.023509136765280325,"58,62","59,60,61,63,64,65"
no_peak,100.0,1.4168978912774128,0.2835645880030791,-0.005378115346098777,"58,62","59,60,61,63,64,65"
no_peak,1000.0,1.4424225633563208,0.2843842751793503,-0.04231644510548964,"58,62","59,60,61,63,64,65"
no_tail,0.1,1.3424598567225552,0.2506392022646294,0.09113031933472304,"58,62","59,60,61,63,64,65"
no_tail,0.01,1.3455857984912725,0.24370337030932512,0.08357611375315852,"58,62","59,60,61,63,64,65"
no_tail,1.0,1.3572267671541078,0.2699172662585698,0.07932113198547967,"58,62","59,60,61,63,64,65"
no_tail,10.0,1.4033113104997277,0.27863086100047524,0.01437706489968582,"58,62","59,60,61,63,64,65"
no_tail,100.0,1.4212341025956137,0.2822894308642965,-0.013559976167348298,"58,62","59,60,61,63,64,65"
no_tail,1000.0,1.4423371547040424,0.28426234397060757,-0.04255407486479081,"58,62","59,60,61,63,64,65"
no_sample_iv_indicator,0.1,1.260493821256837,0.16213482235170998,0.17251938202450154,"58,62","59,60,61,63,64,65"
no_sample_iv_indicator,0.01,1.2695879339644995,0.13716544736524588,0.1347611690422743,"58,62","59,60,61,63,64,65"
no_sample_iv_indicator,1.0,1.3229997348264213,0.2497333298551769,0.12188777532889276,"58,62","59,60,61,63,64,65"
no_sample_iv_indicator,10.0,1.3951741723972058,0.27395100846558196,0.025226527509442365,"58,62","59,60,61,63,64,65"
no_sample_iv_indicator,100.0,1.4177876134734912,0.2808623635196181,-0.00783917445630793,"58,62","59,60,61,63,64,65"
no_sample_iv_indicator,1000.0,1.4433899863402246,0.2831198861810058,-0.04438461415899286,"58,62","59,60,61,63,64,65"
full,0.1,1.2396845700388037,0.19818001193108054,-0.1287809788848127,"58,63","59,60,61,62,64,65"
full,0.01,1.2573243592123944,0.16735885097886227,-0.24250621287184293,"58,63","59,60,61,62,64,65"
full,1.0,1.289782797283785,0.30176692888245205,-0.08699833119464813,"58,63","59,60,61,62,64,65"
full,10.0,1.3395798134507007,0.36113859492054956,-0.12834860543688756,"58,63","59,60,61,62,64,65"
full,100.0,1.3517404905602775,0.41047663223513486,-0.11521072633314071,"58,63","59,60,61,62,64,65"
full,1000.0,1.3617510590362405,0.42456839761114906,-0.12321605522832628,"58,63","59,60,61,62,64,65"
no_peak,0.1,1.2382259084748504,0.13392339111020354,-0.22994595541697677,"58,63","59,60,61,62,64,65"
no_peak,0.01,1.247929534631438,0.08676821761404348,-0.3560813907034185,"58,63","59,60,61,62,64,65"
