variant,alpha,cv_rmse_ns_mean,cv_rmse_ns_std,cv_r2_mean,heldout_runs,train_runs
no_peak,1.0,1.2926457405344314,0.28875487218729257,-0.11316769442390726,"58,63","59,60,61,62,64,65"
no_peak,10.0,1.3413204798817309,0.3631874507666108,-0.1313049647648718,"58,63","59,60,61,62,64,65"
no_peak,100.0,1.34911843994522,0.4088706939276977,-0.1114230688084101,"58,63","59,60,61,62,64,65"
no_peak,1000.0,1.359685479252172,0.4236589619870883,-0.11991601663399196,"58,63","59,60,61,62,64,65"
no_tail,0.1,1.303261758729523,0.3747496972408199,-0.057807696015797605,"58,63","59,60,61,62,64,65"
no_tail,1.0,1.3107206445558974,0.379118539018387,-0.053782117476352954,"58,63","59,60,61,62,64,65"
no_tail,0.01,1.3131244121786612,0.3788817240835928,-0.08282766890873491,"58,63","59,60,61,62,64,65"
no_tail,10.0,1.3374819961011801,0.39659456762284206,-0.09569285449578332,"58,63","59,60,61,62,64,65"
no_tail,100.0,1.3495391971222028,0.4227213038559913,-0.10463270352887835,"58,63","59,60,61,62,64,65"
no_tail,1000.0,1.3589896672246058,0.42603131301382285,-0.11746478753041659,"58,63","59,60,61,62,64,65"
no_sample_iv_indicator,0.1,1.2418604334377261,0.2017135089452982,-0.12727452407518502,"58,63","59,60,61,62,64,65"
no_sample_iv_indicator,0.01,1.260197458618875,0.1721083871607748,-0.24339031868887182,"58,63","59,60,61,62,64,65"
no_sample_iv_indicator,1.0,1.2887029310846232,0.30697715338723747,-0.07686632100162807,"58,63","59,60,61,62,64,65"
no_sample_iv_indicator,10.0,1.3365678511728933,0.3702831946584859,-0.11361962059121986,"58,63","59,60,61,62,64,65"
no_sample_iv_indicator,100.0,1.3493350653087723,0.41460410923430496,-0.1072083040024705,"58,63","59,60,61,62,64,65"
no_sample_iv_indicator,1000.0,1.3612861776921354,0.4251471309110885,-0.1218228710649754,"58,63","59,60,61,62,64,65"
full,0.1,1.1587399088808978,0.23930949876315114,0.07490002575373045,"58,65","59,60,61,62,63,64"
full,0.01,1.1619785623201557,0.17129023219292555,-0.001748563096353095,"58,65","59,60,61,62,63,64"
full,1.0,1.253976156597919,0.3530786110092321,0.0051456006057145395,"58,65","59,60,61,62,63,64"
full,10.0,1.329053750597649,0.39520309333329495,-0.10991736915150765,"58,65","59,60,61,62,63,64"
full,100.0,1.3408312637448239,0.42690313570076877,-0.11515483654801821,"58,65","59,60,61,62,63,64"
full,1000.0,1.3519964256769499,0.4438172683861533,-0.12530185144541378,"58,65","59,60,61,62,63,64"
no_peak,0.1,1.2508132481322698,0.1604880247193741,-0.19462634272211946,"58,65","59,60,61,62,63,64"
no_peak,0.01,1.2647671163393528,0.07926317557289314,-0.34168608916944765,"58,65","59,60,61,62,63,64"
no_peak,1.0,1.2879858066371865,0.34967250245272924,-0.06708313085936521,"58,65","59,60,61,62,63,64"
no_peak,10.0,1.335739858633684,0.40030165560652115,-0.12147162372542442,"58,65","59,60,61,62,63,64"
no_peak,100.0,1.3400022800177083,0.42717828665716157,-0.1136389331328856,"58,65","59,60,61,62,63,64"
no_peak,1000.0,1.3504411972527952,0.4439597130295213,-0.12225235408769464,"58,65","59,60,61,62,63,64"
no_tail,0.1,1.212030852167679,0.32605091000876263,0.04605039845847516,"58,65","59,60,61,62,63,64"
no_tail,0.01,1.218628283064443,0.3209067767255726,0.022080318420427035,"58,65","59,60,61,62,63,64"
no_tail,1.0,1.2482258762217182,0.3740032850988444,0.03055720635217869,"58,65","59,60,61,62,63,64"
no_tail,10.0,1.3165930822019027,0.4191728543948594,-0.07157786060711738,"58,65","59,60,61,62,63,64"
no_tail,100.0,1.3354646015558824,0.4417133582054426,-0.09737286048045299,"58,65","59,60,61,62,63,64"
no_tail,1000.0,1.3493087311311995,0.4469868467582661,-0.11858701553544752,"58,65","59,60,61,62,63,64"
no_sample_iv_indicator,0.1,1.1522319760977244,0.23510353624150074,0.08266111405060372,"58,65","59,60,61,62,63,64"
no_sample_iv_indicator,0.01,1.1580898840875424,0.16904282907541684,0.0027688711392591437,"58,65","59,60,61,62,63,64"
no_sample_iv_indicator,1.0,1.2417539174764196,0.3461129837353696,0.0225624205367444,"58,65","59,60,61,62,63,64"
no_sample_iv_indicator,10.0,1.3176719789906726,0.3913343404096069,-0.0904103696118719,"58,65","59,60,61,62,63,64"
no_sample_iv_indicator,100.0,1.3362796601553772,0.42546292701068944,-0.1069615974250075,"58,65","59,60,61,62,63,64"
no_sample_iv_indicator,1000.0,1.3513775104222816,0.44359866739599535,-0.12417822345200083,"58,65","59,60,61,62,63,64"
full,0.01,1.2111078863557279,0.14241750640001433,0.3578891981789051,"59,60","58,61,62,63,64,65"
full,0.1,1.2171117921368895,0.13837701110073708,0.3517536774034237,"59,60","58,61,62,63,64,65"
full,1.0,1.352995350876659,0.145221100320864,0.20067789337499384,"59,60","58,61,62,63,64,65"
full,10.0,1.4698453332303587,0.16064649995024574,0.057708533523954685,"59,60","58,61,62,63,64,65"
full,100.0,1.507397800455969,0.16882899223658096,0.00969976337764904,"59,60","58,61,62,63,64,65"
full,1000.0,1.5271691158219078,0.17379054460895568,-0.016044399495513485,"59,60","58,61,62,63,64,65"
no_peak,0.01,1.2295151065306142,0.1101597913038536,0.3350292504896906,"59,60","58,61,62,63,64,65"
no_peak,0.1,1.2307940181599333,0.11170535270086952,0.3339860131962754,"59,60","58,61,62,63,64,65"
no_peak,1.0,1.358565486446124,0.13829353423514734,0.192416727762124,"59,60","58,61,62,63,64,65"
no_peak,10.0,1.4776277852330293,0.15976878804769773,0.04738631015485524,"59,60","58,61,62,63,64,65"
no_peak,100.0,1.508295179557868,0.16877516723037425,0.008514103971568775,"59,60","58,61,62,63,64,65"
no_peak,1000.0,1.5267558340968788,0.17380075179754817,-0.01549961201799439,"59,60","58,61,62,63,64,65"
no_tail,0.01,1.4061151827285827,0.1296921473793617,0.1314043060912255,"59,60","58,61,62,63,64,65"
no_tail,0.1,1.4070375171949414,0.1311414777246212,0.1312609633639607,"59,60","58,61,62,63,64,65"
no_tail,1.0,1.43092381388335,0.14261296859869407,0.10515596294661522,"59,60","58,61,62,63,64,65"
no_tail,10.0,1.4853488117489118,0.1614992428195818,0.03780858597065686,"59,60","58,61,62,63,64,65"
no_tail,100.0,1.5128300824072185,0.16996248870358321,0.002591254683696831,"59,60","58,61,62,63,64,65"
no_tail,1000.0,1.5270998771401456,0.17380093476602865,-0.015949687940661695,"59,60","58,61,62,63,64,65"
no_sample_iv_indicator,0.01,1.2092531467648326,0.14069185505483944,0.35970824643589133,"59,60","58,61,62,63,64,65"
no_sample_iv_indicator,0.1,1.2151555010609727,0.1366294810142713,0.35384750938722875,"59,60","58,61,62,63,64,65"
no_sample_iv_indicator,1.0,1.3510025085414614,0.1447179554014691,0.2032604144089288,"59,60","58,61,62,63,64,65"
no_sample_iv_indicator,10.0,1.4685765173857255,0.16104542996649054,0.05946903255039031,"59,60","58,61,62,63,64,65"
no_sample_iv_indicator,100.0,1.5068477421043784,0.1688995897830246,0.010441536524582063,"59,60","58,61,62,63,64,65"
no_sample_iv_indicator,1000.0,1.5270693022982686,0.17377661256796956,-0.015910791454138408,"59,60","58,61,62,63,64,65"
full,0.01,1.2257949586256598,0.12628907094731112,0.20806907764134178,"59,61","58,60,62,63,64,65"
full,0.1,1.2341874470076708,0.10629955695216607,0.19939946551764565,"59,61","58,60,62,63,64,65"
full,1.0,1.3356172326689495,0.09683160029954495,0.06768625761908398,"59,61","58,60,62,63,64,65"
full,10.0,1.4149753283635693,0.1258232050073497,-0.04307354163826269,"59,61","58,60,62,63,64,65"
full,100.0,1.4418454870265152,0.16186832618726912,-0.08358600987755024,"59,61","58,60,62,63,64,65"
full,1000.0,1.455465846835377,0.1593497256404296,-0.10325866603473402,"59,61","58,60,62,63,64,65"
no_peak,0.01,1.2187372958014664,0.1382486128899591,0.21100821845782428,"59,61","58,60,62,63,64,65"
no_peak,0.1,1.2236326047245816,0.11973754513110015,0.20942993015614303,"59,61","58,60,62,63,64,65"
no_peak,1.0,1.3314494415284273,0.1077152933675832,0.07448030295405957,"59,61","58,60,62,63,64,65"
no_peak,10.0,1.4201945008657653,0.13227223121764567,-0.05118149026846526,"59,61","58,60,62,63,64,65"
no_peak,100.0,1.4406047330846898,0.1610483900076634,-0.0815898898626171,"59,61","58,60,62,63,64,65"
no_peak,1000.0,1.4535359249643833,0.15883740739872507,-0.10014088688212819,"59,61","58,60,62,63,64,65"
no_tail,0.01,1.3693796617549103,0.11749773956770482,0.012587545740639361,"59,61","58,60,62,63,64,65"
no_tail,0.1,1.3717691189504455,0.11383543784410867,0.009792332931489112,"59,61","58,60,62,63,64,65"
no_tail,1.0,1.394949143703924,0.09634972353769691,-0.019566622925265252,"59,61","58,60,62,63,64,65"
no_tail,10.0,1.4266599679501106,0.1384429248129551,-0.06087501218311322,"59,61","58,60,62,63,64,65"
no_tail,100.0,1.4435436651568938,0.16835056328044087,-0.08698366057849707,"59,61","58,60,62,63,64,65"
no_tail,1000.0,1.4536161389930071,0.16067806506208313,-0.10035053942011603,"59,61","58,60,62,63,64,65"
no_sample_iv_indicator,0.01,1.2199575792401955,0.12097844711514749,0.21633803999449186,"59,61","58,60,62,63,64,65"
no_sample_iv_indicator,0.1,1.2280613795562454,0.10122517522216302,0.20770238419635384,"59,61","58,60,62,63,64,65"
no_sample_iv_indicator,1.0,1.3304637175625538,0.09229380314688652,0.07460643124649793,"59,61","58,60,62,63,64,65"
no_sample_iv_indicator,10.0,1.4120167100061107,0.12360166448531153,-0.03904918325381843,"59,61","58,60,62,63,64,65"
no_sample_iv_indicator,100.0,1.4401585124954415,0.16100967475470637,-0.08114739348288949,"59,61","58,60,62,63,64,65"
no_sample_iv_indicator,1000.0,1.4551427448381369,0.15918754311077632,-0.10277825263439606,"59,61","58,60,62,63,64,65"
full,0.1,1.2528427180442612,0.11037424816007767,0.28648707452685446,"59,62","58,60,61,63,64,65"
full,0.01,1.253062331726404,0.10197588278536136,0.2801866547021208,"59,62","58,60,61,63,64,65"
full,1.0,1.3482485483387656,0.16403574336812823,0.1854886706655405,"59,62","58,60,61,63,64,65"
full,10.0,1.455032436637758,0.1907656248440288,0.05387271171575629,"59,62","58,60,61,63,64,65"
full,100.0,1.4916704106623524,0.19064171240640337,0.005269092777866113,"59,62","58,60,61,63,64,65"
full,1000.0,1.5161160003782617,0.1890260285344967,-0.028609441865186082,"59,62","58,60,61,63,64,65"
no_peak,0.1,1.2612373969035322,0.09583400841276651,0.27110145627942556,"59,62","58,60,61,63,64,65"
no_peak,0.01,1.2699649515820755,0.09522250984022229,0.25229578017866616,"59,62","58,60,61,63,64,65"
no_peak,1.0,1.3458416242420725,0.1635135200955331,0.18718082727036645,"59,62","58,60,61,63,64,65"
no_peak,10.0,1.4601162485286974,0.1915330556791169,0.04710420310020889,"59,62","58,60,61,63,64,65"
no_peak,100.0,1.4908864405845346,0.19084308117186938,0.006340211062994627,"59,62","58,60,61,63,64,65"
no_peak,1000.0,1.5150722370193177,0.18893779113959,-0.02721153938913714,"59,62","58,60,61,63,64,65"
no_tail,0.1,1.394725690714742,0.15426078857639172,0.12408070264855768,"59,62","58,60,61,63,64,65"
no_tail,0.01,1.3949835573790592,0.14990161888705247,0.1223913078480506,"59,62","58,60,61,63,64,65"
no_tail,1.0,1.4125994985919643,0.17417344347139307,0.10636123020561228,"59,62","58,60,61,63,64,65"
no_tail,10.0,1.467874751973246,0.19252708666984714,0.03725594457281356,"59,62","58,60,61,63,64,65"
no_tail,100.0,1.4984464610283939,0.18963723429363902,-0.004080346480797692,"59,62","58,60,61,63,64,65"
no_tail,1000.0,1.516978519630849,0.18856435292392817,-0.02989455562789185,"59,62","58,60,61,63,64,65"
no_sample_iv_indicator,0.1,1.2513415300485158,0.1092546198851658,0.2884064695181691,"59,62","58,60,61,63,64,65"
no_sample_iv_indicator,0.01,1.2518454311458211,0.100880474216658,0.2817358023179178,"59,62","58,60,61,63,64,65"
no_sample_iv_indicator,1.0,1.3462821002614054,0.1639436987274804,0.18815521811740943,"59,62","58,60,61,63,64,65"
no_sample_iv_indicator,10.0,1.4534816365685252,0.1912262303803002,0.05607786221504725,"59,62","58,60,61,63,64,65"
no_sample_iv_indicator,100.0,1.4908689796541197,0.19073992457123518,0.006378332730414482,"59,62","58,60,61,63,64,65"
no_sample_iv_indicator,1000.0,1.5159679730049582,0.1890082692405349,-0.028407073183342613,"59,62","58,60,61,63,64,65"
full,0.01,1.2227602475716082,0.10993862210273939,0.26466475067254946,"59,63","58,60,61,62,64,65"
full,0.1,1.2287596412828707,0.10243841163263259,0.25794212544321554,"59,63","58,60,61,62,64,65"
full,1.0,1.3485548843618456,0.14221187178357123,0.11425315071374101,"59,63","58,60,61,62,64,65"
full,10.0,1.4437694306422473,0.1749564938174512,-0.004866884835219421,"59,63","58,60,61,62,64,65"
full,100.0,1.481337272422043,0.20048932110459186,-0.05663674801646523,"59,63","58,60,61,62,64,65"
full,1000.0,1.499379986247303,0.21125408977543145,-0.08220906970301312,"59,63","58,60,61,62,64,65"
no_peak,0.01,1.2236419418241318,0.12029140978738002,0.2642890364980186,"59,63","58,60,61,62,64,65"
no_peak,0.1,1.2245820837818882,0.1186599802106128,0.26661046829640467,"59,63","58,60,61,62,64,65"
no_peak,1.0,1.3459752167444146,0.1526601661021123,0.12375748941347545,"59,63","58,60,61,62,64,65"
no_peak,10.0,1.4486242483764493,0.17976617117088958,-0.011105401455176179,"59,63","58,60,61,62,64,65"
no_peak,100.0,1.4795003084650542,0.20095210855785003,-0.053905948443918675,"59,63","58,60,61,62,64,65"
no_peak,1000.0,1.4973746364432667,0.2120587894268116,-0.07906672359334814,"59,63","58,60,61,62,64,65"
no_tail,0.1,1.4031523221286117,0.1748088126743575,0.03448643012752604,"59,63","58,60,61,62,64,65"
no_tail,0.01,1.403263429574152,0.17601455144527542,0.03332077632318999,"59,63","58,60,61,62,64,65"
no_tail,1.0,1.425039713728574,0.16679366083092093,0.010511303383089143,"59,63","58,60,61,62,64,65"
no_tail,10.0,1.4597033369162375,0.18444517822627612,-0.026171076690893868,"59,63","58,60,61,62,64,65"
no_tail,100.0,1.487197183623572,0.21167917979898573,-0.06481970113327021,"59,63","58,60,61,62,64,65"
no_tail,1000.0,1.4988686548834145,0.2147363975488041,-0.08114358844465294,"59,63","58,60,61,62,64,65"
no_sample_iv_indicator,0.01,1.2245947095334782,0.11435144968273345,0.26261782637051995,"59,63","58,60,61,62,64,65"
no_sample_iv_indicator,0.1,1.2303822447830595,0.10552783148161708,0.2559324304877416,"59,63","58,60,61,62,64,65"
no_sample_iv_indicator,1.0,1.349807878966466,0.13925601151919845,0.11220113710924655,"59,63","58,60,61,62,64,65"
no_sample_iv_indicator,10.0,1.4444400149731629,0.17382913726531787,-0.006475113578091829,"59,63","58,60,61,62,64,65"
no_sample_iv_indicator,100.0,1.4809392571067732,0.20033661131919273,-0.056407652055999756,"59,63","58,60,61,62,64,65"
no_sample_iv_indicator,1000.0,1.4992062636751446,0.21116435844984455,-0.08201027468143893,"59,63","58,60,61,62,64,65"
full,0.01,1.1988497171882184,0.06116081355023314,0.26050719307940173,"59,65","58,60,61,62,63,64"
full,0.1,1.2109329428896904,0.06980164172726311,0.2512255524226217,"59,65","58,60,61,62,63,64"
full,1.0,1.3410527965887666,0.1357376374443178,0.10269657094993893,"59,65","58,60,61,62,63,64"
full,10.0,1.4402125338006226,0.1765905408333145,-0.027209095689878237,"59,65","58,60,61,62,63,64"
full,100.0,1.472335351831024,0.19283872729110138,-0.07620834710416953,"59,65","58,60,61,62,63,64"
full,1000.0,1.4918437638468633,0.20815197081011272,-0.10588987374975085,"59,65","58,60,61,62,63,64"
no_peak,0.01,1.25154491408898,0.08438805010436279,0.2037070257701271,"59,65","58,60,61,62,63,64"
no_peak,0.1,1.2547155022742342,0.09201582489525888,0.20692991212210496,"59,65","58,60,61,62,63,64"
no_peak,1.0,1.3677709277248586,0.15998228507173964,0.0728686600123117,"59,65","58,60,61,62,63,64"
no_peak,10.0,1.4525904166262886,0.18621382454405838,-0.044520580317116434,"59,65","58,60,61,62,63,64"
no_peak,100.0,1.4732137105065566,0.19532891887063103,-0.07742990406046871,"59,65","58,60,61,62,63,64"
