method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_window_ns,robust_ci_low_ns,robust_ci_high_ns
traditional,127,-0.12535307087088418,1.6337652966118013,1.4975059821865384,0.8267716535433071,0.0,1.8747279194024697,0.4257128615299318,-0.10610447522968898,1.1487164800407812,2.5,1.3520002972884655,1.7261691683339824
ml_full,127,-0.07861306053708361,1.3840412051684736,1.2449722673385015,0.889763779527559,0.0,1.4322451812182286,0.19441228241617353,0.027409061792623205,1.1253708864291894,2.5,1.084312088663872,1.4746557938186713
ml_no_peak,127,0.040169913552597025,1.3544888954895817,1.2691597663733805,0.8740157480314961,0.0,1.925339865793944,0.47190559620074357,-0.5591474459208583,1.9241672270156727,2.5,1.1853757952169772,1.4512009913235269
ml_no_tail,127,-0.04768152434840944,1.4131665285928758,1.3523712337237752,0.8661417322834646,0.0,1.9919660664646834,0.5068487870847781,0.3545450698675636,2.109410301238671,2.5,1.1621288412180688,1.6326872513762158
ml_no_sample_iv_indicator,127,-0.10447500830291274,1.371235449509141,1.2436371622765248,0.8976377952755905,0.0,1.5565195517415806,0.24512080993324414,-0.03730687935262403,1.0336792566410322,2.5,1.0800865195462668,1.4746400480598607
