heldout_run,method,n_eval_pulses,failure_rate_all,flag_fraction,failure_rate_flagged,precision,recall,f1,auc,average_precision,threshold_quantile,threshold
31,traditional_conditional_q_residual,13941,0.015493867010974823,0.30342156229825695,0.028605200945626477,0.028605200945626477,0.5601851851851852,0.05443094916779128,0.6307386698057681,0.027393701101167803,0.7,0.010467855127844572
31,ml_random_forest_q_structure,13941,0.015493867010974823,0.02775984506132989,0.0,0.0,0.0,0.0,0.6889816501382986,0.032794271558422426,0.7,0.5962043624307387
31,shuffled_label_ml_control,13941,0.015493867010974823,0.08579011548669392,0.01839464882943144,0.01839464882943144,0.10185185185185185,0.0311614730878187,0.47116491263576876,0.01959071451066304,0.7,
32,traditional_conditional_q_residual,14117,0.011050506481547071,0.3041722745625841,0.02421984163949697,0.02421984163949697,0.6666666666666666,0.046741573033707864,0.6834791704886379,0.027987108752609763,0.7,0.01047127232527206
32,ml_random_forest_q_structure,14117,0.011050506481547071,0.0019834242402776794,0.03571428571428571,0.03571428571428571,0.00641025641025641,0.010869565217391304,0.6756429081746036,0.02659090316659657,0.7,0.6081565677000835
32,shuffled_label_ml_control,14117,0.011050506481547071,0.41694410993837216,0.010193679918450561,0.010193679918450561,0.38461538461538464,0.019860973187686197,0.374798890315329,0.010558221294721365,0.7,
33,traditional_conditional_q_residual,24422,0.23863729424289576,0.248177872410122,0.37073090249133805,0.37073090249133805,0.3855525051475635,0.3779964673227353,0.692549949876116,0.33039151386712257,0.7,0.010688446824571735
33,ml_random_forest_q_structure,24422,0.23863729424289576,0.02894930800098272,0.04101838755304102,0.04101838755304102,0.004975978037062457,0.008875286916602908,0.7403342965151598,0.3842149136299466,0.7,0.5989069604424716
33,shuffled_label_ml_control,24422,0.23863729424289576,0.40684628613545165,0.29045893719806765,0.29045893719806765,0.4951956074124914,0.36615072316670894,0.6007758146497689,0.2659812481369344,0.7,
34,traditional_conditional_q_residual,17048,0.034197559831065226,0.21521586109807603,0.09403107113654947,0.09403107113654947,0.5917667238421955,0.16227657572906867,0.7372297407758684,0.09551524627575833,0.7,0.010680036912187461
34,ml_random_forest_q_structure,17048,0.034197559831065226,0.012728765837634912,0.9585253456221198,0.9585253456221198,0.3567753001715266,0.52,0.9425719299579804,0.7504046596435014,0.7,0.5921997858423624
34,shuffled_label_ml_control,17048,0.034197559831065226,0.18635617081182543,0.02423670129052565,0.02423670129052565,0.1320754716981132,0.040957446808510635,0.2542968373581051,0.023027706564998154,0.7,
35,traditional_conditional_q_residual,5789,0.15339436863016065,0.3275177059941268,0.3111814345991561,0.3111814345991561,0.6644144144144144,0.4238505747126436,0.7525034380174567,0.27810808926612873,0.7,0.010425355436822666
35,ml_random_forest_q_structure,5789,0.15339436863016065,0.24581102090171014,0.4729444834855938,0.4729444834855938,0.7578828828828829,0.5824318476849849,0.8668285200115439,0.7103402231953702,0.7,0.583900939204281
35,shuffled_label_ml_control,5789,0.15339436863016065,0.2653307997927103,0.10091145833333333,0.10091145833333333,0.17454954954954954,0.12788778877887788,0.4532732334456473,0.13390864610260586,0.7,
36,traditional_conditional_q_residual,5156,0.10007757951900698,0.33960434445306437,0.20845231296402056,0.20845231296402056,0.7073643410852714,0.3220114689016321,0.7508682680538556,0.1917567016094529,0.7,0.010424991350881586
36,ml_random_forest_q_structure,5156,0.10007757951900698,0.2465089216446858,0.2690794649881983,0.2690794649881983,0.6627906976744186,0.3827644096250699,0.8051640604116547,0.38586916662876986,0.7,0.5869146243364043
36,shuffled_label_ml_control,5156,0.10007757951900698,0.3273855702094647,0.15402843601895735,0.15402843601895735,0.5038759689922481,0.23593466424682397,0.6443474756081262,0.1556255323540897,0.7,
37,traditional_conditional_q_residual,12374,0.023032164215290123,0.3408760303862938,0.04528212422949265,0.04528212422949265,0.6701754385964912,0.08483233399955585,0.6933895069370838,0.04453812203121214,0.7,0.010378042850150355
37,ml_random_forest_q_structure,12374,0.023032164215290123,0.07475351543559075,0.17189189189189188,0.17189189189189188,0.5578947368421052,0.2628099173553719,0.8630271393596904,0.16587067358931795,0.7,0.5826400480046491
37,shuffled_label_ml_control,12374,0.023032164215290123,0.44116696298690805,0.023997069060267447,0.023997069060267447,0.45964912280701753,0.04561281337047353,0.4809457053171435,0.02094824041835827,0.7,
39,traditional_conditional_q_residual,7109,0.07750738500492334,0.3315515543677029,0.16207042851081885,0.16207042851081885,0.6932849364791288,0.2627235213204952,0.7361675197132515,0.16332688222030026,0.7,0.01040876122431533
39,ml_random_forest_q_structure,7109,0.07750738500492334,0.09227739485159657,0.5335365853658537,0.5335365853658537,0.6352087114337568,0.579950289975145,0.8462660974612131,0.5740907809555448,0.7,0.5928556232719877
39,shuffled_label_ml_control,7109,0.07750738500492334,0.4757349838233225,0.04997043169722058,0.04997043169722058,0.30671506352087113,0.0859394863971523,0.4082587925471944,0.06665338453523138,0.7,
40,traditional_conditional_q_residual,7367,0.08022261436134112,0.3373150536174834,0.15251509054325957,0.15251509054325957,0.6412859560067682,0.24642392717815345,0.7084028116852609,0.12875446292939974,0.7,0.010393473526126608
40,ml_random_forest_q_structure,7367,0.08022261436134112,0.08741685896565767,0.6444099378881988,0.6444099378881988,0.7021996615905245,0.6720647773279352,0.8725981467386635,0.6659387440451013,0.7,0.5933053686088642
40,shuffled_label_ml_control,7367,0.08022261436134112,0.01913940545676666,0.11347517730496454,0.11347517730496454,0.02707275803722504,0.04371584699453552,0.6708378531175024,0.11889737668716864,0.7,
41,traditional_conditional_q_residual,8047,0.07133093078165777,0.3280725736299242,0.14015151515151514,0.14015151515151514,0.6445993031358885,0.23024268823895455,0.7171285380172784,0.12438917878963436,0.7,0.010413634568885985
41,ml_random_forest_q_structure,8047,0.07133093078165777,0.08723747980613894,0.5384615384615384,0.5384615384615384,0.6585365853658537,0.5924764890282131,0.8804326236472206,0.6557580667790871,0.7,0.5916261216009244
41,shuffled_label_ml_control,8047,0.07133093078165777,0.1333416179942836,0.04007455731593663,0.04007455731593663,0.07491289198606271,0.05221615057680632,0.5211451119500585,0.07095984421793256,0.7,
42,traditional_conditional_q_residual,8960,0.084375,0.34330357142857143,0.11996098829648895,0.11996098829648895,0.4880952380952381,0.19258872651356992,0.6261254239250261,0.10578427691733633,0.7,0.010401425759930787
42,ml_random_forest_q_structure,8960,0.084375,0.06484375,0.01549053356282272,0.01549053356282272,0.011904761904761904,0.013462976813762153,0.6402425162328867,0.11269140585802198,0.7,0.5906436975604046
42,shuffled_label_ml_control,8960,0.084375,0.2041294642857143,0.05139420448332422,0.05139420448332422,0.12433862433862433,0.07272727272727274,0.35242325978552214,0.06690320691026075,0.7,
44,traditional_conditional_q_residual,1053,0.0389363722697056,0.35517568850902187,0.045454545454545456,0.045454545454545456,0.4146341463414634,0.0819277108433735,0.5993489358553848,0.04693963791875762,0.7,0.01044412939651473
44,ml_random_forest_q_structure,1053,0.0389363722697056,0.22981956315289648,0.03305785123966942,0.03305785123966942,0.1951219512195122,0.05653710247349823,0.5726164079822617,0.04335458966882568,0.7,0.5969323456426335
44,shuffled_label_ml_control,1053,0.0389363722697056,0.6628679962013295,0.03581661891117478,0.03581661891117478,0.6097560975609756,0.06765899864682001,0.42373228574182975,0.039356519664137266,0.7,
45,traditional_conditional_q_residual,12268,0.08322464949462015,0.3505868927290512,0.1422924901185771,0.1422924901185771,0.5994123408423114,0.22998872604284104,0.6502569939566056,0.14665725386775488,0.7,0.010368342510662465
45,ml_random_forest_q_structure,12268,0.08322464949462015,0.012634496250407565,0.2064516129032258,0.2064516129032258,0.031341821743388835,0.05442176870748299,0.7039011469551093,0.170866040473886,0.7,0.5986770459169487
45,shuffled_label_ml_control,12268,0.08322464949462015,0.06358004564721226,0.06025641025641026,0.06025641025641026,0.04603330068560235,0.05219322598556357,0.449485669788361,0.07339060142793088,0.7,
46,traditional_conditional_q_residual,355,0.16338028169014085,0.3436619718309859,0.2786885245901639,0.2786885245901639,0.5862068965517241,0.37777777777777777,0.6668235847946333,0.262840248628064,0.7,0.010457857745761415
46,ml_random_forest_q_structure,355,0.16338028169014085,0.27323943661971833,0.36082474226804123,0.36082474226804123,0.603448275862069,0.4516129032258064,0.7976314872866597,0.6434192907466834,0.7,0.588620957907267
46,shuffled_label_ml_control,355,0.16338028169014085,0.780281690140845,0.18772563176895307,0.18772563176895307,0.896551724137931,0.31044776119402984,0.648989898989899,0.2618432734696321,0.7,
47,traditional_conditional_q_residual,2663,0.1449493052947803,0.33082989110026284,0.2905788876276958,0.2905788876276958,0.6632124352331606,0.40410418310970797,0.7475512103213355,0.2878345354375599,0.7,0.010444706109254739
47,ml_random_forest_q_structure,2663,0.1449493052947803,0.22343221930153961,0.4470588235294118,0.4470588235294118,0.689119170984456,0.54230377166157,0.8496897335599745,0.6460940787855336,0.7,0.5863476517384791
47,shuffled_label_ml_control,2663,0.1449493052947803,0.40180247840781075,0.11495327102803739,0.11495327102803739,0.31865284974093266,0.16895604395604397,0.3808147935766769,0.1178412869375352,0.7,
48,traditional_conditional_q_residual,7053,0.06975754997873246,0.3368779242875372,0.14604377104377103,0.14604377104377103,0.7052845528455285,0.2419804741980474,0.73388866675552,0.12427079055711295,0.7,0.010405927845808962
48,ml_random_forest_q_structure,7053,0.06975754997873246,0.10676307954062102,0.5046480743691899,0.5046480743691899,0.7723577235772358,0.610441767068273,0.9120432328008693,0.7113840236162847,0.7,0.5841558695626816
48,shuffled_label_ml_control,7053,0.06975754997873246,0.13356018715440238,0.014861995753715499,0.014861995753715499,0.028455284552845527,0.019525801952580194,0.2750471497627642,0.044467358592647395,0.7,
49,traditional_conditional_q_residual,7416,0.08805285868392665,0.3416936353829558,0.16771902131018154,0.16771902131018154,0.6508422664624809,0.26670850329463447,0.7133487285901723,0.14701240417437542,0.7,0.010398507266844907
49,ml_random_forest_q_structure,7416,0.08805285868392665,0.10221143473570658,0.5316622691292876,0.5316622691292876,0.6171516079632465,0.5712260807937631,0.8542636619077907,0.5936436342078601,0.7,0.5877406612270223
49,shuffled_label_ml_control,7416,0.08805285868392665,0.10962783171521036,0.07626076260762607,0.07626076260762607,0.09494640122511486,0.08458390177353342,0.36545700991273344,0.06969668956496526,0.7,
50,traditional_conditional_q_residual,17590,0.17697555429221148,0.26850483229107447,0.26593266991319076,0.26593266991319076,0.4034693221972374,0.32057172026544156,0.6599417544077097,0.23238136871774,0.7,0.010579652082420095
50,ml_random_forest_q_structure,17590,0.17697555429221148,0.014610574189880614,0.08560311284046693,0.08560311284046693,0.007067137809187279,0.013056379821958458,0.6555937249823324,0.23954213962663642,0.7,0.5883652383927993
