heldout_run,check,value,flag
31,train_test_event_id_overlap,0.0,False
31,features_exclude_run_event_q_local_delta_label,1.0,False
31,ml_auc_too_good,0.6889816501382986,False
31,shuffled_label_auc_high,0.47116491263576876,False
32,train_test_event_id_overlap,0.0,False
32,features_exclude_run_event_q_local_delta_label,1.0,False
32,ml_auc_too_good,0.6756429081746036,False
32,shuffled_label_auc_high,0.374798890315329,False
33,train_test_event_id_overlap,0.0,False
33,features_exclude_run_event_q_local_delta_label,1.0,False
33,ml_auc_too_good,0.7403342965151598,False
33,shuffled_label_auc_high,0.6007758146497689,False
34,train_test_event_id_overlap,0.0,False
34,features_exclude_run_event_q_local_delta_label,1.0,False
34,ml_auc_too_good,0.9425719299579804,True
34,shuffled_label_auc_high,0.2542968373581051,False
35,train_test_event_id_overlap,0.0,False
35,features_exclude_run_event_q_local_delta_label,1.0,False
35,ml_auc_too_good,0.8668285200115439,False
35,shuffled_label_auc_high,0.4532732334456473,False
36,train_test_event_id_overlap,0.0,False
36,features_exclude_run_event_q_local_delta_label,1.0,False
36,ml_auc_too_good,0.8051640604116547,False
36,shuffled_label_auc_high,0.6443474756081262,False
37,train_test_event_id_overlap,0.0,False
37,features_exclude_run_event_q_local_delta_label,1.0,False
37,ml_auc_too_good,0.8630271393596904,False
37,shuffled_label_auc_high,0.4809457053171435,False
39,train_test_event_id_overlap,0.0,False
39,features_exclude_run_event_q_local_delta_label,1.0,False
39,ml_auc_too_good,0.8462660974612131,False
39,shuffled_label_auc_high,0.4082587925471944,False
40,train_test_event_id_overlap,0.0,False
40,features_exclude_run_event_q_local_delta_label,1.0,False
40,ml_auc_too_good,0.8725981467386635,False
40,shuffled_label_auc_high,0.6708378531175024,True
41,train_test_event_id_overlap,0.0,False
41,features_exclude_run_event_q_local_delta_label,1.0,False
41,ml_auc_too_good,0.8804326236472206,False
41,shuffled_label_auc_high,0.5211451119500585,False
42,train_test_event_id_overlap,0.0,False
42,features_exclude_run_event_q_local_delta_label,1.0,False
42,ml_auc_too_good,0.6402425162328867,False
42,shuffled_label_auc_high,0.35242325978552214,False
44,train_test_event_id_overlap,0.0,False
44,features_exclude_run_event_q_local_delta_label,1.0,False
44,ml_auc_too_good,0.5726164079822617,False
44,shuffled_label_auc_high,0.42373228574182975,False
45,train_test_event_id_overlap,0.0,False
45,features_exclude_run_event_q_local_delta_label,1.0,False
45,ml_auc_too_good,0.7039011469551093,False
45,shuffled_label_auc_high,0.449485669788361,False
46,train_test_event_id_overlap,0.0,False
46,features_exclude_run_event_q_local_delta_label,1.0,False
46,ml_auc_too_good,0.7976314872866597,False
46,shuffled_label_auc_high,0.648989898989899,False
47,train_test_event_id_overlap,0.0,False
47,features_exclude_run_event_q_local_delta_label,1.0,False
47,ml_auc_too_good,0.8496897335599745,False
47,shuffled_label_auc_high,0.3808147935766769,False
48,train_test_event_id_overlap,0.0,False
48,features_exclude_run_event_q_local_delta_label,1.0,False
48,ml_auc_too_good,0.9120432328008693,True
48,shuffled_label_auc_high,0.2750471497627642,False
49,train_test_event_id_overlap,0.0,False
49,features_exclude_run_event_q_local_delta_label,1.0,False
49,ml_auc_too_good,0.8542636619077907,False
49,shuffled_label_auc_high,0.36545700991273344,False
50,train_test_event_id_overlap,0.0,False
50,features_exclude_run_event_q_local_delta_label,1.0,False
50,ml_auc_too_good,0.6555937249823324,False
50,shuffled_label_auc_high,0.31817456230238683,False
51,train_test_event_id_overlap,0.0,False
51,features_exclude_run_event_q_local_delta_label,1.0,False
51,ml_auc_too_good,0.6750345441450869,False
51,shuffled_label_auc_high,0.5651551441832772,False
52,train_test_event_id_overlap,0.0,False
52,features_exclude_run_event_q_local_delta_label,1.0,False
52,ml_auc_too_good,0.6869325000566084,False
52,shuffled_label_auc_high,0.5503453116862531,False
53,train_test_event_id_overlap,0.0,False
53,features_exclude_run_event_q_local_delta_label,1.0,False
53,ml_auc_too_good,0.8520441329775597,False
53,shuffled_label_auc_high,0.5597205020820497,False
54,train_test_event_id_overlap,0.0,False
54,features_exclude_run_event_q_local_delta_label,1.0,False
54,ml_auc_too_good,0.8522807912911083,False
54,shuffled_label_auc_high,0.37069943573582154,False
55,train_test_event_id_overlap,0.0,False
55,features_exclude_run_event_q_local_delta_label,1.0,False
55,ml_auc_too_good,0.6055085148070466,False
55,shuffled_label_auc_high,0.24460843971447557,False
56,train_test_event_id_overlap,0.0,False
