run,group,stave,n_eval_pulses,failure_rate,q_external_median,q_external_resid_median,delta_q_median,ml_score_median
31,sample_i_calib,B2,13479,0.013131537947918985,0.0359575838962509,0.0007481200169353643,0.00026764630795080187,0.47094772935285084
31,sample_i_calib,B4,301,0.046511627906976744,0.03857174093256317,0.00016818390756857989,-0.0012898362971479928,0.46525387522557143
31,sample_i_calib,B6,116,0.14655172413793102,0.03406645382956476,-0.0013292139624460214,-0.0010295171410082135,0.48511587973319703
31,sample_i_calib,B8,45,0.17777777777777778,0.03795324036805846,-0.0019484877738265988,-0.02078545905524913,0.4785670537226723
32,sample_i_calib,B2,13643,0.005790515282562486,0.03629539134032899,0.0010091222065992354,0.00018669056800896255,0.48787749878592773
32,sample_i_calib,B4,316,0.20253164556962025,0.041214844358693686,-0.0031090026942438218,-0.0017282923894755033,0.4218611833754943
32,sample_i_calib,B6,115,0.0782608695652174,0.037567989299449725,0.0011365246870299744,-0.0036634175317510134,0.5062176486306615
32,sample_i_calib,B8,43,0.09302325581395349,0.03745930314849543,-0.0016126787175954407,-0.011122701932571553,0.42215424151273123
33,sample_i_calib,B2,23874,0.24059646477339364,0.03435720428769587,-0.0007876010006452189,0.00013084554072542026,0.41709123579151386
33,sample_i_calib,B4,299,0.08695652173913043,0.03137132814472019,-0.0020638048676767037,-0.0018732396036425809,0.5054514269468826
33,sample_i_calib,B6,174,0.21839080459770116,0.03175909203711843,-0.0004746615258420933,-0.010837755479347672,0.4967468844429002
33,sample_i_calib,B8,75,0.26666666666666666,0.03468432510727084,-0.0014601326797966108,-0.009946407811535479,0.5154284609622918
34,sample_i_calib,B2,16681,0.031353036388705714,0.03252529989518641,-0.0014529177223570333,0.0009687486138632243,0.38624329870068014
34,sample_i_calib,B4,201,0.13930348258706468,0.03699640596419342,-0.0013238947982326076,-0.0009287232923276267,0.42267288513056206
34,sample_i_calib,B6,122,0.22950819672131148,0.03274911636041433,-0.0034730768695339313,-0.010116906464931404,0.49314486634858345
34,sample_i_calib,B8,44,0.09090909090909091,0.03737279732339659,-0.001252312318572625,-0.03434870199991204,0.48503597317284614
35,sample_i_calib,B2,5471,0.156461341619448,0.04187093251713747,0.0007325003076940166,0.00010001454127936751,0.5321807193626444
35,sample_i_calib,B4,197,0.05583756345177665,0.038931938369661925,0.0004047420277334124,-0.0012346149754045022,0.5097121582132226
35,sample_i_calib,B6,86,0.13953488372093023,0.03280688440714105,0.0015903365167118828,-0.0038398629614390806,0.4774383930373818
35,sample_i_calib,B8,35,0.2571428571428571,0.04198640267869078,-0.0007930868859433587,-0.021588398766586216,0.5189675912525991
36,sample_i_calib,B2,4868,0.09552177485620378,0.04070174970874915,0.0010596523860678074,8.270405151235023e-05,0.5311263858570925
36,sample_i_calib,B4,178,0.2247191011235955,0.041924524543090286,0.0018349946609083727,-0.006338739846790835,0.5543330062981847
36,sample_i_calib,B6,78,0.08974358974358974,0.036501764749521284,0.0028532620445553825,-0.011828554385024729,0.5504562898629115
36,sample_i_calib,B8,32,0.125,0.04430041160711828,0.003766708715128273,-0.016295454594124133,0.5624706341832382
37,sample_i_calib,B2,11617,0.020487217009554963,0.041184347962437806,0.0012632159553111963,2.828804966820142e-05,0.47359922204455285
37,sample_i_calib,B4,488,0.045081967213114756,0.04013916690899921,-0.0015041125086470378,2.447261000002813e-05,0.4755802299449896
37,sample_i_calib,B6,196,0.0663265306122449,0.03767131433138553,0.0011715208781931368,-0.0009477133745663148,0.5019144155407127
37,sample_i_calib,B8,73,0.1643835616438356,0.04232266232308374,0.004210383943548548,-0.006419349495890738,0.5415126973404302
39,sample_i_calib,B2,6571,0.07457008065743419,0.04165692171988233,0.0004282061289993602,9.89383826099921e-06,0.48973772586830766
39,sample_i_calib,B4,329,0.03951367781155015,0.04026858324568185,-0.00164280977046323,-0.0004979701366541345,0.49535582446172505
39,sample_i_calib,B6,146,0.2876712328767123,0.03816138237154702,0.003288893253235281,-0.0015418228983131565,0.5401655632964115
39,sample_i_calib,B8,63,0.09523809523809523,0.03593742437402109,0.0007558326435174595,-0.02183724841773411,0.5523174147376283
40,sample_i_calib,B2,6794,0.07580217839269944,0.04187054953616051,0.0003354227256304812,2.2446068390566398e-05,0.4784429580980729
40,sample_i_calib,B4,355,0.08732394366197183,0.040912958835272684,-0.0012224477289574966,-0.0002068893488485178,0.45974197816694434
40,sample_i_calib,B6,161,0.22981366459627328,0.03205612113673684,-0.0021144987615877176,-0.00793185715779893,0.47034232376056556
40,sample_i_calib,B8,57,0.14035087719298245,0.031171296654984013,-0.0010180072197799699,-0.02526803552620983,0.4759330032281905
41,sample_i_calib,B2,7454,0.07016367051247652,0.041473047621379426,0.0006706576816856713,-2.4192374061933475e-05,0.4843491284401651
41,sample_i_calib,B4,381,0.08398950131233596,0.0387311952477598,-0.0011514292082416347,-0.0007012364794463516,0.5070674116910402
41,sample_i_calib,B6,150,0.11333333333333333,0.03200254185131883,-0.0018661465075453312,-0.0010148124710868747,0.4503261941363974
41,sample_i_calib,B8,62,0.03225806451612903,0.04204610192508894,-0.004441199073882551,-0.02602864960334373,0.4493983257553612
42,sample_i_calib,B2,8408,0.08503805899143672,0.040380529393112874,0.001555172790050137,-2.9155174206443868e-05,0.4472858623374683
42,sample_i_calib,B4,351,0.05698005698005698,0.03904452498860437,-0.0009146002071255144,-0.0005168362951471234,0.4985541930098961
42,sample_i_calib,B6,140,0.12142857142857143,0.034378562436042266,-0.0010266135002650664,-0.0018810448815838147,0.4916065376703641
42,sample_i_calib,B8,61,0.06557377049180328,0.0363392474467865,-0.0068291966120781755,-0.027793330538750396,0.4699241805672745
44,sample_i_analysis,B2,967,0.031023784901758014,0.04244827064074625,0.0014439425338803567,1.1094780126415411e-05,0.5107089832133211
44,sample_i_analysis,B4,53,0.05660377358490566,0.03950606131439566,-0.004524589518741452,-0.02492267786992884,0.4766631934334709
44,sample_i_analysis,B6,24,0.20833333333333334,0.02529498926486027,-0.004638220494374148,-0.017620813522305545,0.4454395795719555
44,sample_i_analysis,B8,9,0.3333333333333333,0.03196570818738082,0.004405433081772336,-0.01683365530937731,0.5150065192139125
45,sample_i_analysis,B2,11446,0.079154289708195,0.041159325331768776,0.001645162622376295,9.139363993278509e-05,0.4615786755473068
45,sample_i_analysis,B4,515,0.13009708737864079,0.041816508794751114,0.0013615022957387379,0.0002671004091487168,0.5129529562965153
45,sample_i_analysis,B6,217,0.17511520737327188,0.04057729038987542,0.0031005126724965443,-0.00020245850591465997,0.5141899724480047
45,sample_i_analysis,B8,90,0.1111111111111111,0.03911300359330326,-0.0010239934135401092,-0.026735838836663226,0.5115377466567863
46,sample_i_analysis,B2,347,0.16138328530259366,0.04176093064434175,0.0029409186426291103,0.0007052298550177527,0.5332247250550468
46,sample_i_analysis,B4,4,0.5,0.04645226276791255,-0.007121057105025325,0.014511285836989542,0.46297528518994363
46,sample_i_analysis,B6,2,0.0,0.014858478554103875,-0.022482319660718078,-0.0622441490388614,0.2833690646871653
46,sample_i_analysis,B8,2,0.0,0.023008176313221974,-0.012007284497996129,-0.06592175045742196,0.34077338855172434
47,sample_i_analysis,B2,2576,0.14246894409937888,0.03862090034743566,0.000838784388162369,0.00021524251298274746,0.5211268919171137
47,sample_i_analysis,B4,47,0.2553191489361702,0.03939603922278833,0.00039803374273902903,-0.017252186177725524,0.5195409214644092
47,sample_i_analysis,B6,28,0.14285714285714285,0.03633823516633136,-0.0053198375863166055,-0.01989110703251379,0.48093891534019095
47,sample_i_analysis,B8,12,0.25,0.0443379577556377,-0.002427353954704177,0.0068625218352593885,0.4481819063428996
48,sample_i_analysis,B2,6543,0.0651077487391105,0.04206945884540025,0.00047039242368831363,-9.4543174100261e-06,0.4981899120676434
48,sample_i_analysis,B4,318,0.11320754716981132,0.03817253782014637,-0.00013354858092412547,-0.0008811900765680614,0.5151512863809231
48,sample_i_analysis,B6,136,0.16911764705882354,0.03480709728521278,-0.0017988156506629181,-0.003384842717691239,0.4975663963949122
48,sample_i_analysis,B8,56,0.125,0.03771554899074893,0.0014374533344302387,-0.017289617724694804,0.5474462077685713
49,sample_i_analysis,B2,6885,0.0859840232389252,0.04200277084232214,0.0008500158379740087,-6.439860373047557e-05,0.48903151048988763
49,sample_i_analysis,B4,331,0.04229607250755287,0.041103188675866854,0.00028859700066658986,-0.0008472666235491244,0.516744610256508
49,sample_i_analysis,B6,141,0.22695035460992907,0.040137140301998976,0.002159255731857306,-0.0034988422105810962,0.5585286311326657
49,sample_i_analysis,B8,59,0.2542372881355932,0.04399382112706693,-0.002103790023051208,-0.016560599791478635,0.483901325712935
50,sample_i_analysis,B2,17030,0.17927187316500293,0.033307906784310504,0.00017166056574819712,0.0005161969417780757,0.4178275498683633
50,sample_i_analysis,B4,319,0.10344827586206896,0.03496533680466094,-0.0013412230356001677,-0.0015259572950572092,0.48814089925234266
50,sample_i_analysis,B6,168,0.1130952380952381,0.03371139292890046,0.001698527586208247,-0.004567566025871734,0.487352070709554
50,sample_i_analysis,B8,73,0.1095890410958904,0.038624823154625634,0.00042829982334450026,-0.01655711972762969,0.5179759886979973
51,sample_i_analysis,B2,7099,0.06169883082124243,0.033638238878412344,-0.0004252921504882181,0.00036578885899108803,0.47079553332538315
51,sample_i_analysis,B4,160,0.0875,0.03430683464953173,-0.0029904022275700007,-0.0010451781978571065,0.47195374566335396
51,sample_i_analysis,B6,83,0.3493975903614458,0.030987851437846207,4.749262994125855e-05,-0.0075480541305455,0.4762789083627125
51,sample_i_analysis,B8,26,0.07692307692307693,0.035604952588721164,-0.0031672319635601175,-0.02471831376354055,0.4411866307112434
52,sample_i_analysis,B2,3435,0.013973799126637555,0.03344649293104458,-0.00011488686447188451,0.00033212507114731196,0.4748299947239048
52,sample_i_analysis,B4,75,0.10666666666666667,0.04608253578985979,-0.0006295312717107329,-0.019647454969258515,0.48468202903402685
