stave,amp_bin,amp_low_adc,amp_high_adc,n_train,source,heldout_run,template_kind
B8,1,1500.0,2200.0,877,stave_amp_bin,44,external_other_runs
B8,2,2200.0,3200.0,2285,stave_amp_bin,44,external_other_runs
B8,3,3200.0,4700.0,2569,stave_amp_bin,44,external_other_runs
B8,4,4700.0,6800.0,676,stave_amp_bin,44,external_other_runs
B8,5,6800.0,10000.0,20,stave_fallback,44,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,44,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,44,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,44,external_other_runs
B2,0,1000.0,1500.0,73,stave_amp_bin,44,local_half_run
B2,1,1500.0,2200.0,91,stave_amp_bin,44,local_half_run
B2,2,2200.0,3200.0,117,stave_amp_bin,44,local_half_run
B2,3,3200.0,4700.0,226,stave_amp_bin,44,local_half_run
B2,4,4700.0,6800.0,218,stave_amp_bin,44,local_half_run
B2,5,6800.0,10000.0,192,stave_amp_bin,44,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,44,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,44,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,44,local_half_run
B4,0,1000.0,1500.0,7,stave_fallback,44,local_half_run
B4,1,1500.0,2200.0,6,stave_fallback,44,local_half_run
B4,2,2200.0,3200.0,8,stave_fallback,44,local_half_run
B4,3,3200.0,4700.0,15,stave_fallback,44,local_half_run
B4,4,4700.0,6800.0,4,stave_fallback,44,local_half_run
B4,5,6800.0,10000.0,0,stave_fallback,44,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,44,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,44,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,44,local_half_run
B6,0,1000.0,1500.0,5,stave_fallback,44,local_half_run
B6,1,1500.0,2200.0,6,stave_fallback,44,local_half_run
B6,2,2200.0,3200.0,5,stave_fallback,44,local_half_run
B6,3,3200.0,4700.0,4,stave_fallback,44,local_half_run
B6,4,4700.0,6800.0,0,stave_fallback,44,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,44,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,44,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,44,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,44,local_half_run
B8,0,1000.0,1500.0,2,stave_fallback,44,local_half_run
B8,1,1500.0,2200.0,1,stave_fallback,44,local_half_run
B8,2,2200.0,3200.0,3,stave_fallback,44,local_half_run
B8,3,3200.0,4700.0,2,stave_fallback,44,local_half_run
B8,4,4700.0,6800.0,0,stave_fallback,44,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,44,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,44,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,44,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,44,local_half_run
B2,0,1000.0,1500.0,25909,stave_amp_bin,45,external_other_runs
B2,1,1500.0,2200.0,31237,stave_amp_bin,45,external_other_runs
B2,2,2200.0,3200.0,55728,stave_amp_bin,45,external_other_runs
B2,3,3200.0,4700.0,94959,stave_amp_bin,45,external_other_runs
B2,4,4700.0,6800.0,153530,stave_amp_bin,45,external_other_runs
B2,5,6800.0,10000.0,195256,stave_amp_bin,45,external_other_runs
B2,6,10000.0,15000.0,19,stave_fallback,45,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,45,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,45,external_other_runs
B4,0,1000.0,1500.0,3115,stave_amp_bin,45,external_other_runs
B4,1,1500.0,2200.0,5079,stave_amp_bin,45,external_other_runs
B4,2,2200.0,3200.0,13627,stave_amp_bin,45,external_other_runs
B4,3,3200.0,4700.0,10468,stave_amp_bin,45,external_other_runs
B4,4,4700.0,6800.0,2669,stave_amp_bin,45,external_other_runs
B4,5,6800.0,10000.0,189,stave_amp_bin,45,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,45,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,45,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,45,external_other_runs
B6,0,1000.0,1500.0,1843,stave_amp_bin,45,external_other_runs
B6,1,1500.0,2200.0,3140,stave_amp_bin,45,external_other_runs
B6,2,2200.0,3200.0,6809,stave_amp_bin,45,external_other_runs
B6,3,3200.0,4700.0,5113,stave_amp_bin,45,external_other_runs
B6,4,4700.0,6800.0,625,stave_amp_bin,45,external_other_runs
B6,5,6800.0,10000.0,14,stave_fallback,45,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,45,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,45,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,45,external_other_runs
B8,0,1000.0,1500.0,775,stave_amp_bin,45,external_other_runs
B8,1,1500.0,2200.0,862,stave_amp_bin,45,external_other_runs
B8,2,2200.0,3200.0,2241,stave_amp_bin,45,external_other_runs
B8,3,3200.0,4700.0,2514,stave_amp_bin,45,external_other_runs
B8,4,4700.0,6800.0,662,stave_amp_bin,45,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,45,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,45,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,45,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,45,external_other_runs
B2,0,1000.0,1500.0,781,stave_amp_bin,45,local_half_run
B2,1,1500.0,2200.0,824,stave_amp_bin,45,local_half_run
B2,2,2200.0,3200.0,1387,stave_amp_bin,45,local_half_run
B2,3,3200.0,4700.0,2613,stave_amp_bin,45,local_half_run
B2,4,4700.0,6800.0,2773,stave_amp_bin,45,local_half_run
B2,5,6800.0,10000.0,2962,stave_amp_bin,45,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,45,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,45,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,45,local_half_run
B4,0,1000.0,1500.0,63,stave_amp_bin,45,local_half_run
B4,1,1500.0,2200.0,75,stave_amp_bin,45,local_half_run
B4,2,2200.0,3200.0,139,stave_amp_bin,45,local_half_run
B4,3,3200.0,4700.0,136,stave_amp_bin,45,local_half_run
B4,4,4700.0,6800.0,39,stave_amp_bin,45,local_half_run
B4,5,6800.0,10000.0,2,stave_fallback,45,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,45,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,45,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,45,local_half_run
B6,0,1000.0,1500.0,25,stave_fallback,45,local_half_run
B6,1,1500.0,2200.0,40,stave_amp_bin,45,local_half_run
B6,2,2200.0,3200.0,72,stave_amp_bin,45,local_half_run
B6,3,3200.0,4700.0,40,stave_amp_bin,45,local_half_run
B6,4,4700.0,6800.0,6,stave_fallback,45,local_half_run
B6,5,6800.0,10000.0,1,stave_fallback,45,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,45,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,45,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,45,local_half_run
B8,0,1000.0,1500.0,19,stave_fallback,45,local_half_run
B8,1,1500.0,2200.0,7,stave_fallback,45,local_half_run
B8,2,2200.0,3200.0,24,stave_fallback,45,local_half_run
B8,3,3200.0,4700.0,29,stave_fallback,45,local_half_run
B8,4,4700.0,6800.0,8,stave_fallback,45,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,45,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,45,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,45,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,45,local_half_run
B2,0,1000.0,1500.0,27451,stave_amp_bin,46,external_other_runs
B2,1,1500.0,2200.0,32814,stave_amp_bin,46,external_other_runs
B2,2,2200.0,3200.0,58486,stave_amp_bin,46,external_other_runs
B2,3,3200.0,4700.0,100024,stave_amp_bin,46,external_other_runs
B2,4,4700.0,6800.0,158950,stave_amp_bin,46,external_other_runs
B2,5,6800.0,10000.0,201004,stave_amp_bin,46,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,46,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,46,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,46,external_other_runs
B4,0,1000.0,1500.0,3229,stave_amp_bin,46,external_other_runs
B4,1,1500.0,2200.0,5225,stave_amp_bin,46,external_other_runs
B4,2,2200.0,3200.0,13933,stave_amp_bin,46,external_other_runs
B4,3,3200.0,4700.0,10780,stave_amp_bin,46,external_other_runs
B4,4,4700.0,6800.0,2747,stave_amp_bin,46,external_other_runs
B4,5,6800.0,10000.0,195,stave_amp_bin,46,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,46,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,46,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,46,external_other_runs
B6,0,1000.0,1500.0,1892,stave_amp_bin,46,external_other_runs
B6,1,1500.0,2200.0,3221,stave_amp_bin,46,external_other_runs
B6,2,2200.0,3200.0,6945,stave_amp_bin,46,external_other_runs
B6,3,3200.0,4700.0,5229,stave_amp_bin,46,external_other_runs
B6,4,4700.0,6800.0,640,stave_amp_bin,46,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,46,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,46,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,46,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,46,external_other_runs
B8,0,1000.0,1500.0,810,stave_amp_bin,46,external_other_runs
B8,1,1500.0,2200.0,879,stave_amp_bin,46,external_other_runs
B8,2,2200.0,3200.0,2290,stave_amp_bin,46,external_other_runs
B8,3,3200.0,4700.0,2572,stave_amp_bin,46,external_other_runs
B8,4,4700.0,6800.0,678,stave_amp_bin,46,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,46,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,46,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,46,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,46,external_other_runs
B2,0,1000.0,1500.0,21,stave_fallback,46,local_half_run
B2,1,1500.0,2200.0,32,stave_amp_bin,46,local_half_run
B2,2,2200.0,3200.0,43,stave_amp_bin,46,local_half_run
B2,3,3200.0,4700.0,86,stave_amp_bin,46,local_half_run
B2,4,4700.0,6800.0,71,stave_amp_bin,46,local_half_run
B2,5,6800.0,10000.0,75,stave_amp_bin,46,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,46,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,46,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,46,local_half_run
B4,0,1000.0,1500.0,1,stave_fallback,46,local_half_run
B4,1,1500.0,2200.0,1,stave_fallback,46,local_half_run
B4,2,2200.0,3200.0,0,stave_fallback,46,local_half_run
B4,3,3200.0,4700.0,1,stave_fallback,46,local_half_run
B4,4,4700.0,6800.0,0,stave_fallback,46,local_half_run
B4,5,6800.0,10000.0,0,stave_fallback,46,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,46,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,46,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,46,local_half_run
B6,0,1000.0,1500.0,0,stave_fallback,46,local_half_run
B6,1,1500.0,2200.0,0,stave_fallback,46,local_half_run
B6,2,2200.0,3200.0,1,stave_fallback,46,local_half_run
B6,3,3200.0,4700.0,0,stave_fallback,46,local_half_run
B6,4,4700.0,6800.0,0,stave_fallback,46,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,46,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,46,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,46,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,46,local_half_run
B8,0,1000.0,1500.0,0,stave_fallback,46,local_half_run
B8,1,1500.0,2200.0,0,stave_fallback,46,local_half_run
B8,2,2200.0,3200.0,0,stave_fallback,46,local_half_run
B8,3,3200.0,4700.0,0,stave_fallback,46,local_half_run
B8,4,4700.0,6800.0,0,stave_fallback,46,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,46,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,46,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,46,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,46,local_half_run
B2,0,1000.0,1500.0,27192,stave_amp_bin,47,external_other_runs
B2,1,1500.0,2200.0,32503,stave_amp_bin,47,external_other_runs
B2,2,2200.0,3200.0,57918,stave_amp_bin,47,external_other_runs
B2,3,3200.0,4700.0,99003,stave_amp_bin,47,external_other_runs
B2,4,4700.0,6800.0,157879,stave_amp_bin,47,external_other_runs
B2,5,6800.0,10000.0,199793,stave_amp_bin,47,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,47,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,47,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,47,external_other_runs
B4,0,1000.0,1500.0,3224,stave_amp_bin,47,external_other_runs
B4,1,1500.0,2200.0,5209,stave_amp_bin,47,external_other_runs
B4,2,2200.0,3200.0,13901,stave_amp_bin,47,external_other_runs
B4,3,3200.0,4700.0,10761,stave_amp_bin,47,external_other_runs
B4,4,4700.0,6800.0,2742,stave_amp_bin,47,external_other_runs
B4,5,6800.0,10000.0,194,stave_amp_bin,47,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,47,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,47,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,47,external_other_runs
B6,0,1000.0,1500.0,1879,stave_amp_bin,47,external_other_runs
B6,1,1500.0,2200.0,3212,stave_amp_bin,47,external_other_runs
B6,2,2200.0,3200.0,6934,stave_amp_bin,47,external_other_runs
B6,3,3200.0,4700.0,5217,stave_amp_bin,47,external_other_runs
B6,4,4700.0,6800.0,638,stave_amp_bin,47,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,47,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,47,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,47,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,47,external_other_runs
B8,0,1000.0,1500.0,803,stave_amp_bin,47,external_other_runs
B8,1,1500.0,2200.0,873,stave_amp_bin,47,external_other_runs
B8,2,2200.0,3200.0,2285,stave_amp_bin,47,external_other_runs
B8,3,3200.0,4700.0,2569,stave_amp_bin,47,external_other_runs
B8,4,4700.0,6800.0,676,stave_amp_bin,47,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,47,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,47,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,47,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,47,external_other_runs
B2,0,1000.0,1500.0,162,stave_amp_bin,47,local_half_run
B2,1,1500.0,2200.0,173,stave_amp_bin,47,local_half_run
B2,2,2200.0,3200.0,322,stave_amp_bin,47,local_half_run
B2,3,3200.0,4700.0,590,stave_amp_bin,47,local_half_run
B2,4,4700.0,6800.0,621,stave_amp_bin,47,local_half_run
B2,5,6800.0,10000.0,672,stave_amp_bin,47,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,47,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,47,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,47,local_half_run
B4,0,1000.0,1500.0,2,stave_fallback,47,local_half_run
B4,1,1500.0,2200.0,10,stave_fallback,47,local_half_run
B4,2,2200.0,3200.0,14,stave_fallback,47,local_half_run
B4,3,3200.0,4700.0,8,stave_fallback,47,local_half_run
B4,4,4700.0,6800.0,4,stave_fallback,47,local_half_run
B4,5,6800.0,10000.0,0,stave_fallback,47,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,47,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,47,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,47,local_half_run
B6,0,1000.0,1500.0,7,stave_fallback,47,local_half_run
B6,1,1500.0,2200.0,5,stave_fallback,47,local_half_run
B6,2,2200.0,3200.0,7,stave_fallback,47,local_half_run
B6,3,3200.0,4700.0,3,stave_fallback,47,local_half_run
B6,4,4700.0,6800.0,0,stave_fallback,47,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,47,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,47,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,47,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,47,local_half_run
B8,0,1000.0,1500.0,2,stave_fallback,47,local_half_run
B8,1,1500.0,2200.0,4,stave_fallback,47,local_half_run
B8,2,2200.0,3200.0,5,stave_fallback,47,local_half_run
B8,3,3200.0,4700.0,1,stave_fallback,47,local_half_run
B8,4,4700.0,6800.0,1,stave_fallback,47,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,47,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,47,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,47,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,47,local_half_run
B2,0,1000.0,1500.0,26408,stave_amp_bin,48,external_other_runs
B2,1,1500.0,2200.0,31725,stave_amp_bin,48,external_other_runs
B2,2,2200.0,3200.0,56568,stave_amp_bin,48,external_other_runs
B2,3,3200.0,4700.0,96630,stave_amp_bin,48,external_other_runs
B2,4,4700.0,6800.0,156059,stave_amp_bin,48,external_other_runs
B2,5,6800.0,10000.0,198970,stave_amp_bin,48,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,48,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,48,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,48,external_other_runs
B4,0,1000.0,1500.0,3171,stave_amp_bin,48,external_other_runs
B4,1,1500.0,2200.0,5144,stave_amp_bin,48,external_other_runs
B4,2,2200.0,3200.0,13736,stave_amp_bin,48,external_other_runs
B4,3,3200.0,4700.0,10577,stave_amp_bin,48,external_other_runs
B4,4,4700.0,6800.0,2699,stave_amp_bin,48,external_other_runs
B4,5,6800.0,10000.0,190,stave_amp_bin,48,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,48,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,48,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,48,external_other_runs
B6,0,1000.0,1500.0,1859,stave_amp_bin,48,external_other_runs
B6,1,1500.0,2200.0,3177,stave_amp_bin,48,external_other_runs
B6,2,2200.0,3200.0,6858,stave_amp_bin,48,external_other_runs
B6,3,3200.0,4700.0,5160,stave_amp_bin,48,external_other_runs
B6,4,4700.0,6800.0,632,stave_amp_bin,48,external_other_runs
B6,5,6800.0,10000.0,14,stave_fallback,48,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,48,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,48,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,48,external_other_runs
B8,0,1000.0,1500.0,791,stave_amp_bin,48,external_other_runs
B8,1,1500.0,2200.0,863,stave_amp_bin,48,external_other_runs
B8,2,2200.0,3200.0,2259,stave_amp_bin,48,external_other_runs
B8,3,3200.0,4700.0,2539,stave_amp_bin,48,external_other_runs
B8,4,4700.0,6800.0,667,stave_amp_bin,48,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,48,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,48,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,48,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,48,external_other_runs
B2,0,1000.0,1500.0,554,stave_amp_bin,48,local_half_run
B2,1,1500.0,2200.0,577,stave_amp_bin,48,local_half_run
B2,2,2200.0,3200.0,979,stave_amp_bin,48,local_half_run
B2,3,3200.0,4700.0,1751,stave_amp_bin,48,local_half_run
B2,4,4700.0,6800.0,1523,stave_amp_bin,48,local_half_run
B2,5,6800.0,10000.0,1117,stave_amp_bin,48,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,48,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,48,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,48,local_half_run
B4,0,1000.0,1500.0,25,stave_fallback,48,local_half_run
B4,1,1500.0,2200.0,40,stave_amp_bin,48,local_half_run
B4,2,2200.0,3200.0,87,stave_amp_bin,48,local_half_run
B4,3,3200.0,4700.0,98,stave_amp_bin,48,local_half_run
B4,4,4700.0,6800.0,29,stave_fallback,48,local_half_run
B4,5,6800.0,10000.0,2,stave_fallback,48,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,48,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,48,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,48,local_half_run
B6,0,1000.0,1500.0,16,stave_fallback,48,local_half_run
B6,1,1500.0,2200.0,23,stave_fallback,48,local_half_run
B6,2,2200.0,3200.0,36,stave_amp_bin,48,local_half_run
B6,3,3200.0,4700.0,32,stave_amp_bin,48,local_half_run
B6,4,4700.0,6800.0,1,stave_fallback,48,local_half_run
B6,5,6800.0,10000.0,1,stave_fallback,48,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,48,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,48,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,48,local_half_run
B8,0,1000.0,1500.0,12,stave_fallback,48,local_half_run
B8,1,1500.0,2200.0,6,stave_fallback,48,local_half_run
B8,2,2200.0,3200.0,16,stave_fallback,48,local_half_run
B8,3,3200.0,4700.0,18,stave_fallback,48,local_half_run
B8,4,4700.0,6800.0,4,stave_fallback,48,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,48,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,48,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,48,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,48,local_half_run
B2,0,1000.0,1500.0,26419,stave_amp_bin,49,external_other_runs
B2,1,1500.0,2200.0,31608,stave_amp_bin,49,external_other_runs
B2,2,2200.0,3200.0,56487,stave_amp_bin,49,external_other_runs
B2,3,3200.0,4700.0,96590,stave_amp_bin,49,external_other_runs
B2,4,4700.0,6800.0,155755,stave_amp_bin,49,external_other_runs
B2,5,6800.0,10000.0,198766,stave_amp_bin,49,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,49,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,49,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,49,external_other_runs
B4,0,1000.0,1500.0,3162,stave_amp_bin,49,external_other_runs
B4,1,1500.0,2200.0,5135,stave_amp_bin,49,external_other_runs
B4,2,2200.0,3200.0,13717,stave_amp_bin,49,external_other_runs
B4,3,3200.0,4700.0,10567,stave_amp_bin,49,external_other_runs
B4,4,4700.0,6800.0,2701,stave_amp_bin,49,external_other_runs
B4,5,6800.0,10000.0,194,stave_amp_bin,49,external_other_runs
B4,6,10000.0,15000.0,0,stave_fallback,49,external_other_runs
B4,7,15000.0,25000.0,0,stave_fallback,49,external_other_runs
B4,8,25000.0,1000000000.0,0,stave_fallback,49,external_other_runs
B6,0,1000.0,1500.0,1862,stave_amp_bin,49,external_other_runs
B6,1,1500.0,2200.0,3172,stave_amp_bin,49,external_other_runs
B6,2,2200.0,3200.0,6843,stave_amp_bin,49,external_other_runs
B6,3,3200.0,4700.0,5143,stave_amp_bin,49,external_other_runs
B6,4,4700.0,6800.0,629,stave_amp_bin,49,external_other_runs
B6,5,6800.0,10000.0,15,stave_fallback,49,external_other_runs
B6,6,10000.0,15000.0,0,stave_fallback,49,external_other_runs
B6,7,15000.0,25000.0,0,stave_fallback,49,external_other_runs
B6,8,25000.0,1000000000.0,0,stave_fallback,49,external_other_runs
B8,0,1000.0,1500.0,788,stave_amp_bin,49,external_other_runs
B8,1,1500.0,2200.0,859,stave_amp_bin,49,external_other_runs
B8,2,2200.0,3200.0,2253,stave_amp_bin,49,external_other_runs
B8,3,3200.0,4700.0,2541,stave_amp_bin,49,external_other_runs
B8,4,4700.0,6800.0,675,stave_amp_bin,49,external_other_runs
B8,5,6800.0,10000.0,21,stave_fallback,49,external_other_runs
B8,6,10000.0,15000.0,0,stave_fallback,49,external_other_runs
B8,7,15000.0,25000.0,0,stave_fallback,49,external_other_runs
B8,8,25000.0,1000000000.0,0,stave_fallback,49,external_other_runs
B2,0,1000.0,1500.0,525,stave_amp_bin,49,local_half_run
B2,1,1500.0,2200.0,633,stave_amp_bin,49,local_half_run
B2,2,2200.0,3200.0,1013,stave_amp_bin,49,local_half_run
B2,3,3200.0,4700.0,1844,stave_amp_bin,49,local_half_run
B2,4,4700.0,6800.0,1694,stave_amp_bin,49,local_half_run
B2,5,6800.0,10000.0,1185,stave_amp_bin,49,local_half_run
B2,6,10000.0,15000.0,0,stave_fallback,49,local_half_run
B2,7,15000.0,25000.0,0,stave_fallback,49,local_half_run
B2,8,25000.0,1000000000.0,0,stave_fallback,49,local_half_run
B4,0,1000.0,1500.0,30,stave_amp_bin,49,local_half_run
B4,1,1500.0,2200.0,42,stave_amp_bin,49,local_half_run
B4,2,2200.0,3200.0,103,stave_amp_bin,49,local_half_run
B4,3,3200.0,4700.0,112,stave_amp_bin,49,local_half_run
B4,4,4700.0,6800.0,22,stave_fallback,49,local_half_run
B4,5,6800.0,10000.0,0,stave_fallback,49,local_half_run
B4,6,10000.0,15000.0,0,stave_fallback,49,local_half_run
B4,7,15000.0,25000.0,0,stave_fallback,49,local_half_run
B4,8,25000.0,1000000000.0,0,stave_fallback,49,local_half_run
B6,0,1000.0,1500.0,15,stave_fallback,49,local_half_run
B6,1,1500.0,2200.0,27,stave_fallback,49,local_half_run
B6,2,2200.0,3200.0,51,stave_amp_bin,49,local_half_run
B6,3,3200.0,4700.0,42,stave_amp_bin,49,local_half_run
B6,4,4700.0,6800.0,5,stave_fallback,49,local_half_run
B6,5,6800.0,10000.0,0,stave_fallback,49,local_half_run
B6,6,10000.0,15000.0,0,stave_fallback,49,local_half_run
B6,7,15000.0,25000.0,0,stave_fallback,49,local_half_run
B6,8,25000.0,1000000000.0,0,stave_fallback,49,local_half_run
B8,0,1000.0,1500.0,13,stave_fallback,49,local_half_run
B8,1,1500.0,2200.0,9,stave_fallback,49,local_half_run
B8,2,2200.0,3200.0,21,stave_fallback,49,local_half_run
B8,3,3200.0,4700.0,11,stave_fallback,49,local_half_run
B8,4,4700.0,6800.0,2,stave_fallback,49,local_half_run
B8,5,6800.0,10000.0,0,stave_fallback,49,local_half_run
B8,6,10000.0,15000.0,0,stave_fallback,49,local_half_run
B8,7,15000.0,25000.0,0,stave_fallback,49,local_half_run
B8,8,25000.0,1000000000.0,0,stave_fallback,49,local_half_run
B2,0,1000.0,1500.0,26995,stave_amp_bin,50,external_other_runs
B2,1,1500.0,2200.0,32301,stave_amp_bin,50,external_other_runs
B2,2,2200.0,3200.0,57442,stave_amp_bin,50,external_other_runs
B2,3,3200.0,4700.0,97778,stave_amp_bin,50,external_other_runs
B2,4,4700.0,6800.0,150480,stave_amp_bin,50,external_other_runs
B2,5,6800.0,10000.0,180320,stave_amp_bin,50,external_other_runs
B2,6,10000.0,15000.0,20,stave_fallback,50,external_other_runs
B2,7,15000.0,25000.0,0,stave_fallback,50,external_other_runs
B2,8,25000.0,1000000000.0,0,stave_fallback,50,external_other_runs
