method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,curvature_energy_bin,curved,1580,-0.6557633806742746,5.349584761225387,7.1498702107655205,0.3512658227848101,0.08924050632911393
compact_waveform_transformer,curvature_energy_bin,curved,1580,-2.3316792515233304,6.11100402150302,7.480860027506046,0.43354430379746833,0.17531645569620252
derivative_gate_transformer_new,curvature_energy_bin,curved,1580,0.0939203578608252,5.537737910473178,6.796347515820097,0.3556962025316456,0.08734177215189873
gradient_boosted_trees,curvature_energy_bin,curved,1580,-0.614307960541244,3.6916508395518024,4.516213675091917,0.1829113924050633,0.036075949367088606
mlp,curvature_energy_bin,curved,1580,-0.9735245362224625,4.378973522743117,5.3819419245744795,0.270253164556962,0.049367088607594936
ridge,curvature_energy_bin,curved,1580,-0.4634549911372723,4.302645281681221,5.285280861680437,0.24746835443037973,0.05
traditional_cfd_template_derivative,curvature_energy_bin,curved,1580,0.4545934166022487,1.0893813312325598,1.0841708097393123,0.0006329113924050633,0.0
1d_cnn,curvature_energy_bin,moderate,1940,-0.5119380107929272,5.134923464443775,6.14175625584403,0.3324742268041237,0.06288659793814433
compact_waveform_transformer,curvature_energy_bin,moderate,1940,1.2794463511585876,6.501202784076593,7.560285918219526,0.4350515463917526,0.1345360824742268
derivative_gate_transformer_new,curvature_energy_bin,moderate,1940,1.2126785210851887,5.21895439291238,6.648225079030981,0.3561855670103093,0.08556701030927835
gradient_boosted_trees,curvature_energy_bin,moderate,1940,-0.2997488559622692,3.984130830570895,4.87809119795064,0.20257731958762887,0.042268041237113405
mlp,curvature_energy_bin,moderate,1940,-0.6865812685647505,4.451461544523824,5.104189387027853,0.2670103092783505,0.04484536082474227
ridge,curvature_energy_bin,moderate,1940,-0.5989953430756794,4.707311167576334,5.113994530969364,0.277319587628866,0.041752577319587626
traditional_cfd_template_derivative,curvature_energy_bin,moderate,1940,0.5368691324799705,0.9496992363402317,0.9474988111158303,0.0,0.0
1d_cnn,curvature_energy_bin,smooth,1946,-1.4233186636358859,4.956859624711093,5.753583333769529,0.31243576567317577,0.05858170606372045
compact_waveform_transformer,curvature_energy_bin,smooth,1946,1.6650205538600007,5.848382854476101,6.385782303481326,0.45889003083247687,0.09917780061664953
derivative_gate_transformer_new,curvature_energy_bin,smooth,1946,0.8005929716943649,4.844423728708423,5.537495172371913,0.32682425488180883,0.0539568345323741
gradient_boosted_trees,curvature_energy_bin,smooth,1946,-0.745745670305185,3.6139963454446944,4.568626787818812,0.15159301130524153,0.039568345323741004
mlp,curvature_energy_bin,smooth,1946,-0.8334924584280863,4.266095204934287,4.8677146486980964,0.2317574511819116,0.03854059609455293
ridge,curvature_energy_bin,smooth,1946,0.16856090475199892,4.310556409411278,5.132716047221918,0.2528263103802672,0.040596094552929084
traditional_cfd_template_derivative,curvature_energy_bin,smooth,1946,0.47235917804168537,0.9114972377483974,0.9981273671182594,0.0,0.0
1d_cnn,derivative_onset_bin,nominal,1848,-1.170194599427715,4.72195698837375,5.02667852125454,0.2895021645021645,0.030844155844155844
compact_waveform_transformer,derivative_onset_bin,nominal,1848,0.3189102405526425,6.385361876103108,6.710511381073681,0.42478354978354976,0.1066017316017316
derivative_gate_transformer_new,derivative_onset_bin,nominal,1848,0.6470314227926259,4.915090966881655,5.314345780262723,0.31655844155844154,0.040584415584415584
gradient_boosted_trees,derivative_onset_bin,nominal,1848,-0.672795199862062,3.574636803100112,4.0223190136189375,0.14502164502164502,0.0183982683982684
mlp,derivative_onset_bin,nominal,1848,-1.0684395814620657,4.175281949572489,4.462589694114272,0.22456709956709955,0.023809523809523808
ridge,derivative_onset_bin,nominal,1848,-0.539767024655176,4.180003830480935,4.619810917009369,0.22673160173160173,0.027056277056277056
traditional_cfd_template_derivative,derivative_onset_bin,nominal,1848,0.5880206494487676,0.9604287448792834,0.9592106830755891,0.0,0.0
1d_cnn,derivative_onset_bin,sharp,1933,-0.8281992560600404,4.997228104640486,5.538128893014984,0.30056906363166064,0.04397309881013968
compact_waveform_transformer,derivative_onset_bin,sharp,1933,0.7501999703327602,6.519603775285562,6.809652802540086,0.4578375581996896,0.11795137092602173
derivative_gate_transformer_new,derivative_onset_bin,sharp,1933,0.7747922327098564,4.995538783949301,5.58827035085794,0.33109156751163993,0.04552509053285049
gradient_boosted_trees,derivative_onset_bin,sharp,1933,-0.9361310115892025,3.2081396148353156,4.008925251551228,0.11950336264873254,0.02224521469218831
mlp,derivative_onset_bin,sharp,1933,-1.0758424795236312,3.996855056039908,4.699865346923252,0.22659079151577857,0.031039834454216243
ridge,derivative_onset_bin,sharp,1933,-0.5053477014969161,4.45620705520081,5.041186184545876,0.2545266425245732,0.03310915675116399
traditional_cfd_template_derivative,derivative_onset_bin,sharp,1933,0.6813197262953956,0.932891224348593,0.9878623584343056,0.0,0.0
1d_cnn,derivative_onset_bin,slow,1685,-0.4250247223956123,6.015909873752896,8.210400345837721,0.4106824925816024,0.1394658753709199
compact_waveform_transformer,derivative_onset_bin,slow,1685,0.21576104994723266,6.864037905701754,8.524292300893991,0.44629080118694364,0.18160237388724035
derivative_gate_transformer_new,derivative_onset_bin,slow,1685,1.0265983500763625,5.836870985066278,7.965860152579344,0.3940652818991098,0.14599406528189912
gradient_boosted_trees,derivative_onset_bin,slow,1685,0.21579191539146336,4.420023011702204,5.863480538840506,0.2836795252225519,0.08249258160237388
mlp,derivative_onset_bin,slow,1685,-0.28957965969129695,4.9049448952303285,6.111037180700652,0.32225519287833826,0.08071216617210683
ridge,derivative_onset_bin,slow,1685,0.008584917170592732,4.417448838363393,5.846731805932826,0.3026706231454006,0.07418397626112759
traditional_cfd_template_derivative,derivative_onset_bin,slow,1685,0.16562394459679908,0.9397957816030693,1.023234739206362,0.0005934718100890207,0.0
1d_cnn,energy_bin,q1_low,1421,-1.1194191219854304,5.440177776737321,7.464231459267485,0.38494018296973964,0.10837438423645321
compact_waveform_transformer,energy_bin,q1_low,1421,0.8802670340171552,6.552447740996559,6.862395425919615,0.47712878254750174,0.11822660098522167
derivative_gate_transformer_new,energy_bin,q1_low,1421,1.2448696004896789,5.267603200392697,6.27885894994857,0.3793103448275862,0.09570724841660802
gradient_boosted_trees,energy_bin,q1_low,1421,-0.7445475215281263,3.7698198473285824,4.717427007147827,0.16678395496129486,0.04433497536945813
mlp,energy_bin,q1_low,1421,-0.7537362256377964,4.339143365155044,5.50320569994963,0.23715693173821253,0.043631245601688955
ridge,energy_bin,q1_low,1421,0.4575574892511547,4.1737753659083605,5.25489214991119,0.2526389866291344,0.0422237860661506
traditional_cfd_template_derivative,energy_bin,q1_low,1421,0.16961906152423012,1.076259304446719,1.1162004411422666,0.0007037297677691766,0.0
1d_cnn,energy_bin,q2,1531,-1.2079898588994329,4.996621182681167,6.120137059521072,0.3115610711952972,0.062050947093403
compact_waveform_transformer,energy_bin,q2,1531,1.8530674535144271,6.341535653560612,7.130919061937049,0.4559111691704768,0.11887655127367734
derivative_gate_transformer_new,energy_bin,q2,1531,1.0440906799246026,4.998471687609692,6.199429016740404,0.3363814500326584,0.07576747224036577
gradient_boosted_trees,energy_bin,q2,1531,-0.5579026731585053,3.8733577259754797,4.9436200750093295,0.1907250163291966,0.04768125408229915
mlp,energy_bin,q2,1531,-1.0627458129257765,4.6306422468234425,5.318680260820348,0.2782495101241019,0.05225342913128674
ridge,energy_bin,q2,1531,-0.35450089989157085,4.643727355295792,5.414593223219718,0.2795558458523841,0.049640757674722404
traditional_cfd_template_derivative,energy_bin,q2,1531,0.5824433069051747,0.8614659785136659,0.8748811597951905,0.0,0.0
1d_cnn,energy_bin,q3,1381,0.08407340489764437,4.874860345584713,5.782870407651434,0.30847212165097754,0.04706734250543085
compact_waveform_transformer,energy_bin,q3,1381,0.9731079323050871,6.312925102968332,7.47231211836017,0.42867487328023174,0.1549601737871108
derivative_gate_transformer_new,energy_bin,q3,1381,0.8118897941098915,5.184642429001638,6.143479554040031,0.35047067342505434,0.06444605358435916
