axis,method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns
curvature_energy_bin,derivative_gate_transformer_new,3,smooth,4.844423728708423,curved,5.537737910473178,0.6933141817647543
curvature_energy_bin,compact_waveform_transformer,3,smooth,5.848382854476101,moderate,6.501202784076593,0.6528199296004917
curvature_energy_bin,ridge,3,curved,4.302645281681221,moderate,4.707311167576334,0.4046658858951133
curvature_energy_bin,1d_cnn,3,smooth,4.956859624711093,curved,5.349584761225387,0.39272513651429364
curvature_energy_bin,gradient_boosted_trees,3,smooth,3.6139963454446944,moderate,3.984130830570895,0.37013448512620073
curvature_energy_bin,mlp,3,smooth,4.266095204934287,moderate,4.451461544523824,0.18536633958953708
curvature_energy_bin,traditional_cfd_template_derivative,3,smooth,0.9114972377483974,curved,1.0893813312325598,0.17788409348416234
derivative_onset_bin,1d_cnn,3,nominal,4.72195698837375,slow,6.015909873752896,1.293952885379146
derivative_onset_bin,gradient_boosted_trees,3,sharp,3.2081396148353156,slow,4.420023011702204,1.2118833968668885
derivative_onset_bin,derivative_gate_transformer_new,3,nominal,4.915090966881655,slow,5.836870985066278,0.9217800181846227
derivative_onset_bin,mlp,3,sharp,3.996855056039908,slow,4.9049448952303285,0.9080898391904206
derivative_onset_bin,compact_waveform_transformer,3,nominal,6.385361876103108,slow,6.864037905701754,0.4786760295986463
derivative_onset_bin,ridge,3,nominal,4.180003830480935,sharp,4.45620705520081,0.27620322471987535
derivative_onset_bin,traditional_cfd_template_derivative,3,sharp,0.932891224348593,nominal,0.9604287448792834,0.027537520530690474
energy_bin,compact_waveform_transformer,4,q4_high,5.480607336247093,q1_low,6.552447740996559,1.0718404047494658
energy_bin,mlp,4,q4_high,3.964068150170771,q2,4.6306422468234425,0.6665740966526714
energy_bin,ridge,4,q4_high,4.12755301755668,q3,4.7097617988850455,0.5822087813283652
energy_bin,1d_cnn,4,q3,4.874860345584713,q1_low,5.440177776737321,0.5653174311526081
energy_bin,gradient_boosted_trees,4,q4_high,3.3455548743624295,q2,3.8733577259754797,0.5278028516130502
energy_bin,derivative_gate_transformer_new,4,q2,4.998471687609692,q4_high,5.304847693532892,0.3063760059231999
energy_bin,traditional_cfd_template_derivative,4,q2,0.8614659785136659,q4_high,1.1432113788725906,0.2817454003589247
late_tail_morphology,compact_waveform_transformer,4,diffuse_tail,5.074803290503065,compact,7.030266745113979,1.9554634546109133
late_tail_morphology,1d_cnn,4,diffuse_tail,4.351853254889687,late_derivative_bump,5.808401658653819,1.456548403764132
late_tail_morphology,gradient_boosted_trees,4,late_derivative_bump,3.0306833386852574,late_rising_tail,4.366833123046334,1.3361497843610763
late_tail_morphology,derivative_gate_transformer_new,4,diffuse_tail,4.412430602209228,compact,5.271030784047387,0.8586001818381588
late_tail_morphology,ridge,4,late_derivative_bump,3.6927242670325784,compact,4.544626092202056,0.8519018251694774
late_tail_morphology,mlp,4,late_derivative_bump,3.9775997687109514,late_rising_tail,4.770084634544331,0.7924848658333792
late_tail_morphology,traditional_cfd_template_derivative,4,late_rising_tail,0.8930369739502264,late_derivative_bump,1.1199661773859568,0.22692920343573042
pedestal_drift_bin,compact_waveform_transformer,3,low,5.734745065978521,high,7.6924884285472945,1.957743362568774
pedestal_drift_bin,derivative_gate_transformer_new,3,mid,4.691900586731693,high,6.1874099875485555,1.4955094008168626
pedestal_drift_bin,1d_cnn,3,mid,4.81585350204902,high,5.53868541948504,0.7228319174360198
pedestal_drift_bin,gradient_boosted_trees,3,mid,3.546821368033711,high,4.196546112076581,0.6497247440428695
pedestal_drift_bin,ridge,3,mid,4.261943081351137,low,4.597416368761813,0.33547328741067606
pedestal_drift_bin,mlp,3,mid,4.248845936914359,high,4.5505110135886335,0.3016650766742748
pedestal_drift_bin,traditional_cfd_template_derivative,3,low,0.9451614405741486,high,1.0230919572228765,0.07793051664872785
pid_sideband,derivative_gate_transformer_new,3,low_duplicate,4.63669991913905,high_duplicate,6.985775867072191,2.349075947933141
pid_sideband,1d_cnn,3,low_duplicate,4.617918952124245,high_duplicate,5.919819825618676,1.3019008734944313
pid_sideband,compact_waveform_transformer,3,low_duplicate,5.75919843804637,high_duplicate,6.859601215242813,1.100402777196443
pid_sideband,gradient_boosted_trees,3,central,3.5986767961999355,high_duplicate,4.443958304695359,0.8452815084954235
pid_sideband,mlp,3,low_duplicate,4.269898826619711,high_duplicate,4.829910958114039,0.5600121314943278
pid_sideband,ridge,3,low_duplicate,4.100710992777348,high_duplicate,4.6359851657660105,0.5352741729886628
pid_sideband,traditional_cfd_template_derivative,3,central,0.9523890872060364,high_duplicate,1.031321517134668,0.07893242992863148
pileup_separation_bin,derivative_gate_transformer_new,4,late,2.1455580602690896,mid,5.674426287275136,3.528868227006046
pileup_separation_bin,1d_cnn,4,late,1.9175260364511466,none,5.030105889366284,3.112579852915138
pileup_separation_bin,gradient_boosted_trees,4,late,1.159884164487401,none,3.8619232639038605,2.7020390994164596
pileup_separation_bin,compact_waveform_transformer,4,late,4.013192770251274,mid,6.6835848248520815,2.670392054600807
pileup_separation_bin,ridge,4,late,2.5464504458469137,mid,4.727233435025118,2.1807829891782045
pileup_separation_bin,mlp,4,late,2.874427804506295,none,4.398229170679633,1.5238013661733376
pileup_separation_bin,traditional_cfd_template_derivative,4,late,0.6053357245065315,mid,0.980924202396684,0.3755884778901525
pulse_shape_class,compact_waveform_transformer,3,late_tail,5.636495491629506,compact,7.52898485176502,1.8924893601355137
pulse_shape_class,derivative_gate_transformer_new,3,nominal,4.253852774221063,compact,5.829916276549582,1.5760635023285197
pulse_shape_class,1d_cnn,3,nominal,4.437224263434098,compact,5.699324151711137,1.2620998882770387
pulse_shape_class,ridge,3,nominal,3.976945301548862,compact,4.890308858072422,0.91336355652356
pulse_shape_class,mlp,3,nominal,3.778096565842424,late_tail,4.583414688379671,0.8053181225372468
pulse_shape_class,gradient_boosted_trees,3,nominal,3.316259767299333,late_tail,4.104805452658132,0.7885456853587991
pulse_shape_class,traditional_cfd_template_derivative,3,nominal,0.9453724704972478,compact,0.977394512789429,0.032022042292181196
saturation_onset_bin,compact_waveform_transformer,2,near_saturation,5.996944066344337,linear,6.8191173622585275,0.8221732959141903
saturation_onset_bin,1d_cnn,2,near_saturation,4.665524168803637,linear,5.333932463069534,0.6684082942658964
saturation_onset_bin,derivative_gate_transformer_new,2,near_saturation,4.671568302163921,linear,5.286755108747789,0.6151868065838677
saturation_onset_bin,ridge,2,near_saturation,4.309551226228422,linear,4.541724124503151,0.23217289827472953
saturation_onset_bin,gradient_boosted_trees,2,near_saturation,3.6528440161348876,linear,3.831919318443955,0.1790753023090672
saturation_onset_bin,traditional_cfd_template_derivative,2,near_saturation,0.913878237701172,linear,0.9982025255708531,0.08432428786968105
saturation_onset_bin,mlp,2,near_saturation,4.377836322662938,linear,4.392812450275747,0.014976127612808199
