axis,winner_method,levels,best_level,best_sigma68_ns,worst_level,worst_sigma68_ns,sigma68_span_ns,max_abs_bias_ns,max_tail_fraction_abs_gt_5ns
phase_window,traditional_cfd_template_derivative,4,slow_phase,0.5167153636319438,broad_phase,1.3395347040727574,0.8228193404408136,0.8905710088674469,0.001326259946949602
pileup_separation_bin,traditional_cfd_template_derivative,4,late,0.6053357245065314,mid,0.9827892299042014,0.37745350539767,0.7179492310249742,0.00038138825324180017
energy_window,traditional_cfd_template_derivative,4,q2_mid_energy,0.8299302088815316,q4_highest_energy,1.1156080969811968,0.2856778880996652,0.6035413554622575,0.0007283321194464676
current_stratum,traditional_cfd_template_derivative,2,odd_run_current_proxy,0.8342739102472503,even_run_current_proxy,0.9775271879164031,0.14325327766915286,0.6395033378136219,0.0007593014426727411
saturation_onset_bin,traditional_cfd_template_derivative,2,near_saturation,0.9125751351241249,linear,0.9988802214667847,0.08630508634265976,0.4934136290205644,0.0006561679790026247
pid_sideband,traditional_cfd_template_derivative,3,central,0.9532957973704181,high_duplicate,1.037230287423953,0.08393449005353482,0.6481213026957695,0.0011312217194570137
pulse_shape_class,traditional_cfd_template_derivative,3,nominal,0.9443023854264259,compact,0.9830308686718703,0.03872848324544442,0.5977642354833648,0.0005324813631522897
pedestal_window,traditional_cfd_template_derivative,1,positive_pedestal,0.9741643912358029,positive_pedestal,0.9741643912358029,0.0,0.4922962968769009,0.0001822821728034998
