method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_derivative,sample_i_analysis,1350,-0.07622424345341039,0.9280286449973673,0.9329192606038794,0.0007407407407407407,0.0
gradient_boosted_trees,sample_i_analysis,1350,-0.4393784162516284,4.242014425962508,6.916457738488058,0.22074074074074074,0.13703703703703704
mlp,sample_i_analysis,1350,-0.8921557896440304,4.824938438028746,6.927787083523967,0.2659259259259259,0.14074074074074075
ridge,sample_i_analysis,1350,-1.076874597626805,5.986807725497744,7.395380985039703,0.3474074074074074,0.14592592592592593
derivative_gate_transformer_new,sample_i_analysis,1350,0.26955759675184865,6.6401198004701625,8.275327551163384,0.43851851851851853,0.16
1d_cnn,sample_i_analysis,1350,-1.9838482846220238,6.8620535498685395,8.366450971159283,0.45037037037037037,0.16
compact_waveform_transformer,sample_i_analysis,1350,-0.7950179559756188,7.695025317484035,8.455027992162606,0.4192592592592593,0.22814814814814816
traditional_cfd_template_derivative,sample_i_calib,657,0.016534858860499213,1.2587833923327718,1.1164127013862988,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,1.297476107559088,3.3450386997219157,3.3630808496389433,0.2161339421613394,0.0258751902587519
mlp,sample_i_calib,657,1.2921354849067876,4.291485930925544,4.109561627245964,0.2420091324200913,0.0167427701674277
ridge,sample_i_calib,657,1.762431253972677,4.4754296722800255,4.310913190963162,0.319634703196347,0.0136986301369863
derivative_gate_transformer_new,sample_i_calib,657,2.4555901719701705,5.112222384603699,4.94519975893586,0.3546423135464231,0.076103500761035
1d_cnn,sample_i_calib,657,1.3458370844160559,5.2384135234869795,5.447646699607216,0.4048706240487062,0.0532724505327245
compact_waveform_transformer,sample_i_calib,657,1.5503649359994025,6.285186239044771,6.256538619473947,0.4185692541856925,0.1506849315068493
traditional_cfd_template_derivative,sample_ii_analysis,2739,0.6078475216537687,1.0174754901309953,0.9966422481685293,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-0.7923509746282438,3.8435811164811593,3.6528471467450436,0.17342095655348666,0.004016064257028112
ridge,sample_ii_analysis,2739,-0.2955885236116824,4.275744622424773,4.028754296096519,0.22599488864549105,0.012048192771084338
mlp,sample_ii_analysis,2739,-0.9925630863196506,4.545210168816464,4.380422042377997,0.26761591821832786,0.013873676524278934
1d_cnn,sample_ii_analysis,2739,-0.7175709454374992,4.78041897584872,5.5070411804243316,0.28148959474260676,0.041986126323475724
derivative_gate_transformer_new,sample_ii_analysis,2739,0.6603178441350224,4.9112939040781916,5.737996324394815,0.32018985031033226,0.04819277108433735
compact_waveform_transformer,sample_ii_analysis,2739,0.7435437199982502,6.590326375349406,7.137304235147483,0.4654983570646221,0.10149689667761957
traditional_cfd_template_derivative,sample_ii_calib,720,0.8399888304142354,0.3265099899506685,0.5056068031333082,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-1.2713260898912102,3.600729151858297,3.320712618837985,0.08611111111111111,0.004166666666666667
ridge,sample_ii_calib,720,-1.0170450527104187,3.6640685368541854,3.633651964823291,0.17083333333333334,0.0
mlp,sample_ii_calib,720,-1.6988198619749812,4.230449682075212,3.862028081496881,0.2013888888888889,0.001388888888888889
1d_cnn,sample_ii_calib,720,-0.8168785568956904,4.258078375048707,4.342283268983404,0.2263888888888889,0.015277777777777777
derivative_gate_transformer_new,sample_ii_calib,720,0.6433633556904796,4.28558860796821,4.543780425183919,0.25972222222222224,0.015277777777777777
compact_waveform_transformer,sample_ii_calib,720,0.5298158291238924,6.004570047944525,6.097199316507501,0.425,0.06388888888888888
