axis,level,method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,sigma68_ns_ci_low,bias_ns_ci_low,tail_fraction_abs_gt_5ns_ci_low,sigma68_ns_ci_high,bias_ns_ci_high,tail_fraction_abs_gt_5ns_ci_high
current_stratum,even_run_current_proxy,traditional_cfd_template_derivative,4169,0.4473294187207717,0.9775271879164031,0.9814133780804836,0.0,0.6934229760219751,-0.14342663677767875,0.0,1.1738045366523133,0.7752862763807308,0.0
current_stratum,even_run_current_proxy,gradient_boosted_trees,4169,-0.1661403865249013,3.9534706591473556,5.071769313154001,0.20604461501559126,3.3644360321330438,-1.097762555509831,0.1459196867304168,5.1316904066133695,0.7237432377418583,0.2787555683897359
current_stratum,even_run_current_proxy,ridge,4169,0.00630437518,4.507603616377175,5.442864260669218,0.2679299592228352,4.039149131485859,-0.9315360997021633,0.2192213110357848,5.393899718355008,0.7393909863005982,0.31934918240814925
current_stratum,even_run_current_proxy,mlp,4169,-0.5168675913043108,4.539014336670348,5.398052825478562,0.2748860638042696,4.317219244973946,-1.496971733059458,0.23084630656214397,5.875226357642244,0.42967186514570066,0.3208419051169999
current_stratum,even_run_current_proxy,1d_cnn,4169,-0.4210505235739461,5.05972555145477,6.48802000901052,0.3199808107459822,4.539769242609914,-1.3339593759212294,0.2576112412177986,6.073877967279371,0.4858765034027925,0.37722941607622773
current_stratum,even_run_current_proxy,derivative_gate_transformer_new,4169,1.0985306148743597,5.125812418147506,6.610453789027893,0.35380187095226673,4.768814401359404,-0.022698239098025607,0.3056622784579333,6.299292526808354,1.8663050616921488,0.4120982986767486
current_stratum,even_run_current_proxy,compact_waveform_transformer,4169,0.7224449851544286,6.723257041108324,7.520725666718757,0.4523866634684577,6.185343153310583,-0.04999001165033651,0.4287593742180348,8.111596300086346,1.1904894077848773,0.47432756304013063
current_stratum,odd_run_current_proxy,traditional_cfd_template_derivative,1317,0.6395033378136219,0.8342739102472503,1.0171432069583164,0.0007593014426727411,0.6338589712945772,0.6208486856137578,0.0,1.1699735847432842,0.6535585822241807,0.001488095238095238
current_stratum,odd_run_current_proxy,gradient_boosted_trees,1317,-1.6162343646730817,2.875359174270327,3.3864972465705936,0.09339407744874716,2.378462791945033,-1.8802283619722866,0.08217054263565891,3.3214414034269004,-1.3767453497858142,0.10416666666666667
current_stratum,odd_run_current_proxy,mlp,1317,-1.6385257013326535,3.7067442882491464,4.442867890603345,0.19665907365223995,3.149934294091505,-1.7394425720453053,0.19196428571428573,4.199259731835026,-1.5438101664789017,0.20155038759689922
current_stratum,odd_run_current_proxy,ridge,1317,-1.1900784175647487,4.267678748404298,4.460238632448188,0.23766135155656795,3.8325160626774903,-2.029569506869395,0.15348837209302327,4.7361261050858845,-0.4165432211130735,0.31845238095238093
current_stratum,odd_run_current_proxy,derivative_gate_transformer_new,1317,-0.2034243875760921,5.052494053627133,5.405271564169847,0.3211845102505695,4.316080129253258,-0.9467437947725084,0.24496124031007752,5.645717664224055,0.3226160714068911,0.3943452380952381
current_stratum,odd_run_current_proxy,1d_cnn,1317,-1.9324165614526123,5.159460977357748,6.277800244232096,0.36674259681093396,4.3674660414265745,-2.993093641451706,0.24806201550387597,5.985868982044357,-1.123409954495676,0.4806547619047619
current_stratum,odd_run_current_proxy,compact_waveform_transformer,1317,-0.446166024944965,6.121534526284636,6.719770876021738,0.4153378891419894,5.920129776260785,-1.390548999048022,0.3958333333333333,6.121534526284636,1.083933699161479,0.4356589147286822
energy_window,q1_low_energy,traditional_cfd_template_derivative,1373,0.1310020354463734,1.077912977523059,1.0940148900056623,0.0007283321194464676,0.8915023674211116,-0.2766461339977535,0.0,1.2485418122488081,0.4786186126926467,0.002135846214153402
energy_window,q1_low_energy,gradient_boosted_trees,1373,-0.7322134004081136,3.792321447944972,4.812451485423912,0.16970138383102695,3.366673672670849,-1.296998170232575,0.11154058742245612,4.291014528022262,0.14163001193274893,0.259666589051282
energy_window,q1_low_energy,ridge,1373,0.4659969703184572,4.177487663762206,5.294379905039143,0.25491624180626365,3.7228656142098044,-0.5373593362027617,0.18765745297565642,5.165935161225954,1.5187206286309114,0.33076958833343384
energy_window,q1_low_energy,mlp,1373,-0.681854970456941,4.36769353559527,5.608625265738152,0.24107793153678078,4.042863399988918,-1.396813717138029,0.1930026905806259,5.054680643674024,0.2686362415769601,0.29761431121342546
energy_window,q1_low_energy,derivative_gate_transformer_new,1373,1.2850043774333455,5.259238455834802,6.455078046674807,0.3838310269482884,4.723915916417563,0.26951150754961056,0.33894755590135506,6.023799483028583,2.8801351022323693,0.42398354345556266
energy_window,q1_low_energy,1d_cnn,1373,-1.092741856365711,5.465483515937869,7.6258515463700975,0.3896576839038602,4.963366544581547,-2.5955633023220086,0.32052999817084327,6.345746283371698,0.2918683641292942,0.48312050505345483
energy_window,q1_low_energy,compact_waveform_transformer,1373,0.8766295461305784,6.542034380089962,6.92911599433732,0.4748725418790969,6.025582883803117,-0.30144069520702005,0.45113323981849335,7.085069353622187,1.9172939129070266,0.4962144623339115
energy_window,q2_mid_energy,traditional_cfd_template_derivative,1370,0.6035413554622575,0.8299302088815316,0.8607719994911186,0.0,0.6021461324615761,0.19781606522138134,0.0,1.0610290136557872,0.7767980505414109,0.0
energy_window,q2_mid_energy,gradient_boosted_trees,1370,-0.6332845952607218,3.9191801741576153,4.963644277681462,0.18905109489051095,3.404686197911788,-1.2736430879101905,0.11909200186255078,6.04540029745224,0.23386724792229333,0.28468552615248377
energy_window,q2_mid_energy,ridge,1370,-0.39264746660621735,4.6120323342406575,5.440165027277401,0.27153284671532846,4.062653441536905,-1.3455512625518344,0.20554913002671288,6.693445906299659,0.6457801133501644,0.36180408738548275
