method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,42,657,1.3458370844160559,5.2384135234869795,5.447646699607216,0.4048706240487062,0.0532724505327245
1d_cnn,50,680,-1.2269055116856453,10.866206508952121,9.922638828482738,0.42205882352941176,0.2676470588235294
1d_cnn,57,670,-2.9865161904996835,5.968493398134331,6.821311793216166,0.4791044776119403,0.050746268656716415
1d_cnn,58,654,-2.438301366321081,5.018648957530473,5.421466235417519,0.3654434250764526,0.07492354740061162
1d_cnn,60,720,0.6038510263066197,4.699162654119741,6.2492764806924965,0.29305555555555557,0.03888888888888889
1d_cnn,62,720,-0.2247605293256454,4.369990954741281,4.326756943041981,0.22361111111111112,0.019444444444444445
1d_cnn,64,720,-0.8168785568956904,4.258078375048707,4.342283268983404,0.2263888888888889,0.015277777777777777
1d_cnn,65,645,-1.123409954495676,4.367077286829858,5.343503868382876,0.24806201550387597,0.037209302325581395
compact_waveform_transformer,42,657,1.5503649359994025,6.285186239044771,6.256538619473947,0.4185692541856925,0.1506849315068493
compact_waveform_transformer,50,680,-0.002021551522840781,10.130482205166974,10.309081487648871,0.4426470588235294,0.3
compact_waveform_transformer,57,670,-1.390548999048022,5.961892504119996,6.3844841262136605,0.39552238805970147,0.15522388059701492
compact_waveform_transformer,58,654,-1.1410163402221194,6.337362163207529,6.367731019205982,0.4418960244648318,0.09785932721712538
compact_waveform_transformer,60,720,1.6932831816690275,7.3199236105086145,8.250520064785356,0.5083333333333333,0.14027777777777778
compact_waveform_transformer,62,720,1.1956351369763656,6.533462153093341,6.563297323991213,0.4708333333333333,0.09027777777777778
compact_waveform_transformer,64,720,0.5298158291238924,6.004570047944525,6.097199316507501,0.425,0.06388888888888888
compact_waveform_transformer,65,645,1.083933699161479,5.918907300999344,7.014373873196997,0.4356589147286822,0.07441860465116279
derivative_gate_transformer_new,42,657,2.4555901719701705,5.112222384603699,4.94519975893586,0.3546423135464231,0.076103500761035
derivative_gate_transformer_new,50,680,1.378372312000569,11.01602233280888,10.655735257148478,0.4823529411764706,0.27794117647058825
derivative_gate_transformer_new,57,670,-0.9330474351610931,5.642510645992284,5.5023156300107265,0.3940298507462687,0.04029850746268657
derivative_gate_transformer_new,58,654,-0.9018382750173464,5.118267950529262,5.074305167674385,0.3256880733944954,0.05963302752293578
derivative_gate_transformer_new,60,720,1.960371218339671,5.198786500698391,6.840147316117063,0.38472222222222224,0.05416666666666667
