split,features_exclude,train_heldout_run_overlap,topology_only_res68,shuffled_target_res68,best_method,best_res68,best_minus_shuffled_res68,best_minus_topology_res68,production_winner,too_good_flag
leave-one-run-out by run,"['run', 'evt', 'target_a_charge', 'A1_charge', 'A3_charge', 'A1_selected', 'A3_selected']",0,0.35192469989017944,0.5264962100164489,strong_huber_transfer,0.3542717727823608,-0.17222443723408803,0.00234707289218139,none_admissible_topology_or_shuffled_like,False
