method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_timewalk,-0.7554810322044245,-1.5939714731851453,0.2695772610087744,2.7158622235340326,2.08715333673473,3.4284666251444325,3.278000454317707,2.7561619171379887,3.7432820925197743,0.1850640501499046,0.1324114441416894,0.24880865056011117,0.02698282910874898,0.013112972202423379,0.04441885414821791
ridge,traditional_cfd_template_timewalk,-0.41853638338115573,-1.003322522514466,0.3189887389922523,3.3361786795287873,2.748872021099315,3.9866231027468175,3.3719122465692677,2.800112593147988,4.0304769592615415,0.23412373943853912,0.17157786885245904,0.3122061235647895,0.019078768056691196,0.0043712869075802924,0.041693903510526535
mlp,traditional_cfd_template_timewalk,-0.592077976719791,-1.6697571921914276,0.196531088085592,3.5309664220355366,2.8971949320760584,4.209383051895417,3.5421231077660695,2.9584198475265455,4.125091051559119,0.2616516762060507,0.20701801474943726,0.33001090809926364,0.022076860179885527,0.006539509536784741,0.047584471371155734
edge_attention_cnn_new,traditional_cfd_template_timewalk,-2.007771690385429,-2.7466120973693617,-1.2711173869372445,5.859374387150255,5.100513380677115,6.582028330411388,8.728602542220957,7.942506372915811,9.745571637219602,0.4715181248296539,0.4271532151217367,0.5194097788426912,0.18751703461433633,0.16591519443786282,0.21517259241654504
1d_cnn,traditional_cfd_template_timewalk,-0.724578361599562,-1.2787556231200778,-0.13638324139708866,7.550960734658237,6.721048788119825,8.847557603349257,12.868953304458866,10.996668040628109,14.65437933695135,0.5407467974925048,0.4950889075642696,0.5898849147815928,0.2447533387844099,0.18477706902868216,0.31229991546299235
waveform_transformer,traditional_cfd_template_timewalk,-3.631599386138369,-4.062350964268209,-3.041182304359014,19.18822838821946,10.8369215355909,25.435032076011037,27.16722964475924,22.771482640607765,30.31825943861382,0.6590351594439902,0.598440683864471,0.715501332098021,0.4952303079858272,0.44316859302807726,0.5423174972816849
