ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
drop_tail_pulse_shape_features,24,3.591750830214899,2.9546205032805335,4.278159037564803,0.18424638866176068,-0.036825666643503396
full_gradient_boosted_trees,33,3.6285764968584022,3.003874219667516,4.318047254593775,0.18152085036794766,0.0
drop_pretrigger_features,27,4.126973862204833,3.6775508417236837,4.7335029921789245,0.2327609702916326,0.4983973653464311
amplitude_cfd_only,5,4.2655761505973215,3.812454059783674,4.934064005813381,0.24638866176069774,0.6369996537389193
