pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,gate_family,cfd_fraction
fixed_efficiency_cfd0.10,raw_percentile68,1627,1.7834928229665081,33.75558725129434,37.88344783277288,0.13583282114320835,0.7547633681622619,30.386115845597192,36.58492132712058,2.5568619919478985,0.6457755974962249,1.568675516842932,4.832016661712811,fixed_efficiency,0.1
fixed_efficiency_cfd0.15,raw_percentile68,1627,2.3296863081617083,36.52139471616708,39.98497579167422,0.1253841425937308,0.7553779963122311,32.786135426634765,39.859178449597714,4.56051507472372,3.8662818612442624,1.0229822211516197,4.437794766386153,fixed_efficiency,0.15
fixed_efficiency_cfd0.20,raw_percentile68,1627,2.7249294815679406,38.66814868144009,41.23040220974282,0.12354025814382298,0.7713583282114321,35.051240510739916,42.19101189244069,1.8882506665268954,0.32006968293958116,0.5377386485057258,2.7542217511893,fixed_efficiency,0.2
fixed_efficiency_cfd0.25,raw_percentile68,1627,2.7869431263145117,40.31001247544725,42.13697393727393,0.12292562999385372,0.7799631223110018,36.81833503717106,43.677469837641794,1.8591449437802523,0.2939820929794357,0.8417691350178252,2.1220369243117267,fixed_efficiency,0.25
fixed_efficiency_cfd0.30,raw_percentile68,1627,2.881042394535122,40.74584474005526,42.934810767121704,0.12784265519360788,0.7719729563614014,38.70934331150521,44.40623022489043,2.259948071095599,0.4977917082725354,0.7405036540554469,1.486122584729372,fixed_efficiency,0.3
fixed_efficiency_cfd0.35,raw_percentile68,1627,2.893592677345538,41.7082100871873,43.709226791222356,0.1272280270436386,0.7750460971112477,39.146740920615585,45.65661431409762,1.4134216138253402,0.15686547021689787,0.5482590374816094,3.6659350304075318,fixed_efficiency,0.35
