run,event_index,event_id,stave,stave_index,amplitude_adc,trad_cluster,trad_nearest_centroid_distance,ml_cluster,ml_nearest_centroid_distance,trad_z0,trad_z1,trad_z2,trad_z3,ml_z0,ml_z1,ml_z2,ml_z3
31,232,391622,B2,0,6358.5,7,0.5384283,4,0.018384578,-0.084431864,-1.8539815,-0.14785792,-0.05268243,-0.122922786,-0.2767964,0.08044307,0.13528061
31,233,391623,B2,0,8677.5,7,0.37631193,4,0.009050824,-0.009490758,-1.0395188,-0.23314364,0.17129833,-0.122307315,-0.25209582,0.079220966,0.14127785
31,234,391624,B2,0,4548.0,7,0.6667674,4,0.021700816,-0.32964396,-1.8865328,0.11142571,-0.1995581,-0.13431759,-0.2735678,0.075850815,0.14893311
31,235,391625,B2,0,8966.0,7,0.6095443,4,0.006679794,0.035992444,-0.8029521,-0.25402552,0.21413887,-0.12182805,-0.25337464,0.081924975,0.14001888
31,237,391627,B2,0,6374.5,7,0.63261086,4,0.020048046,-0.2161491,-1.9554154,-0.1295261,0.19528234,-0.12698609,-0.25361383,0.06634631,0.14607126
31,238,391628,B2,0,5314.5,7,0.48115665,4,0.017232262,-0.20621894,-1.7430673,-0.02742219,-0.17625287,-0.12460957,-0.2677619,0.06913393,0.13902208
31,240,391630,B2,0,6274.0,7,0.2157131,4,0.034329597,-0.25443482,-1.5240798,-0.040855154,0.047774896,-0.1366906,-0.24238145,0.06830215,0.16130272
31,241,391631,B2,0,7989.0,5,0.81189156,0,0.09627169,1.0459871,-0.3720519,-4.251191,7.3454995,-0.1468053,-0.33479026,0.17772028,0.082565576
31,242,391632,B2,0,1966.0,1,0.3347553,4,0.027663913,-0.00093816593,-0.2758075,-0.032594956,-0.41347295,-0.11942433,-0.23908365,0.102445565,0.138488
31,243,391633,B2,0,4082.5,7,0.17049542,4,0.02540126,-0.12375289,-1.3362948,-0.2549721,0.11742389,-0.12656946,-0.28257012,0.078026205,0.13170901
31,244,391634,B2,0,3126.5,1,0.67884564,4,0.01039956,0.030331489,-0.65521777,-0.20243147,-0.36489204,-0.122125775,-0.2576589,0.09388082,0.13676572
31,245,391635,B2,0,5868.0,7,0.7587372,4,0.015570202,-0.14491515,-2.0816336,-0.1961676,-0.042320877,-0.12582923,-0.26830125,0.071599506,0.14033686
31,246,391636,B2,0,4375.0,7,0.20507613,4,0.029291257,-0.13772342,-1.5244536,-0.1776889,0.061720684,-0.12132654,-0.28376898,0.0737806,0.12735721
31,247,391637,B2,0,6602.5,7,0.21480322,4,0.023497406,-0.16279161,-1.2846729,-0.17494564,0.26328477,-0.1281456,-0.24755897,0.0662099,0.14811917
31,248,391638,B2,0,8514.0,7,0.3952161,4,0.005774212,0.015750065,-1.0537841,-0.23177944,0.22917342,-0.12108032,-0.25509247,0.08182123,0.14091931
31,249,391639,B2,0,2959.0,1,0.37436593,4,0.011106489,-0.046485975,-0.36639503,-0.070757926,-0.367206,-0.12505162,-0.25747862,0.095019884,0.13949665
31,249,391639,B4,1,5608.0,7,0.97944635,4,0.021962762,-0.33407125,-2.2540288,0.17539169,-0.06315175,-0.12764017,-0.25756806,0.0650046,0.14941472
31,253,391643,B2,0,7038.5,7,0.14886335,4,0.03564562,-0.21234307,-1.2652392,-0.06280661,0.18605304,-0.13180056,-0.23767826,0.06562093,0.15938735
31,254,391644,B2,0,7597.0,7,0.31987473,4,0.0030606594,-0.0138095915,-1.0743097,-0.1871203,0.11791402,-0.122540675,-0.25932872,0.081425115,0.13981101
31,255,391645,B2,0,7538.0,7,0.19575085,4,0.007275158,-0.03989175,-1.3114244,-0.2372248,0.121761516,-0.124520674,-0.25698912,0.07779513,0.14210099
31,258,391648,B2,0,7162.0,7,0.52059907,7,0.036111962,-0.2746372,-0.9252871,0.101662785,0.29207808,-0.13835572,-0.23210983,0.072397254,0.16935927
31,259,391649,B2,0,5036.5,7,0.2442382,4,0.036264673,-0.3296578,-1.2865319,0.06620668,0.12343073,-0.14663835,-0.2531262,0.093320474,0.16541958
31,263,391653,B2,0,5812.0,7,0.47205722,4,0.015754439,-0.15728147,-1.7589859,-0.27157715,0.19321416,-0.12706034,-0.25678286,0.06913423,0.14215216
31,264,391654,B2,0,6933.0,7,0.30691233,4,0.010132904,-0.029600754,-1.5650526,-0.24764068,0.025032222,-0.12266622,-0.26872775,0.08308071,0.13609675
31,266,391656,B2,0,4707.0,7,1.1317536,4,0.05039208,0.5335817,-1.0032003,-0.86731684,-0.22688177,-0.0955853,-0.2448695,0.05433435,0.11409034
31,268,391658,B2,0,7916.5,7,0.13056982,4,0.0058579007,-0.053807557,-1.3147507,-0.14919747,0.11452752,-0.12301748,-0.25736433,0.07932659,0.14200832
31,270,391660,B2,0,8287.0,7,0.57282925,4,0.02702724,-0.05405192,-0.90308195,-0.2680152,0.38284004,-0.12535289,-0.23681456,0.07265027,0.14898059
31,271,391661,B2,0,8338.5,7,0.6320033,4,0.04139974,-0.11204841,-0.7332579,-0.15516256,0.23587489,-0.12796897,-0.22670051,0.066320695,0.1572555
31,272,391662,B2,0,4004.0,7,0.3406165,4,0.020723162,-0.06849952,-1.0753049,-0.28784373,0.10304804,-0.12156652,-0.27511853,0.07728314,0.12815136
31,274,391664,B2,0,8433.0,7,0.60122216,4,0.037167642,-0.124420494,-0.7511178,-0.10850449,0.19344169,-0.12843001,-0.23204415,0.06604493,0.15649453
31,277,391667,B2,0,6945.0,7,0.12658125,4,0.038090415,-0.2136654,-1.2581745,-0.07574935,0.15193179,-0.13437952,-0.23594293,0.066820115,0.16170356
31,280,391670,B2,0,1725.0,1,0.15046658,4,0.02806722,-0.111804724,-0.176468,-0.023449808,-0.26465338,-0.13115159,-0.2689334,0.10943099,0.14081803
31,281,391671,B2,0,7257.5,7,0.4527135,4,0.02134193,-0.110716954,-0.9769532,-0.15838097,0.33130497,-0.12532537,-0.2473655,0.06782758,0.14617708
31,283,391673,B2,0,8143.5,7,0.6108268,4,0.041814093,-0.14025494,-0.75219834,-0.11386584,0.24036266,-0.12967451,-0.22794192,0.066145346,0.15964177
31,286,391676,B2,0,8816.0,1,0.59693867,4,0.04239454,-0.0927854,-0.49341255,-0.13770093,0.17943215,-0.12838696,-0.22542405,0.06708363,0.15784937
31,287,391677,B2,0,7726.5,7,0.4113559,4,0.019368334,-0.11629407,-0.9748075,-0.069659755,0.2561754,-0.1247269,-0.24794663,0.070270605,0.14675203
31,288,391678,B2,0,8313.0,7,0.387741,4,0.014592488,-0.02271226,-1.0451661,-0.24351884,0.22279535,-0.1228719,-0.24884278,0.07505081,0.14392087
31,290,391680,B2,0,6518.5,7,0.31700233,4,0.018844994,-0.053407952,-1.6251554,-0.13326661,0.00012615323,-0.120012134,-0.2761657,0.07918945,0.13386372
31,291,391681,B2,0,7920.5,7,0.40703252,4,0.01752466,-0.11645753,-0.9780029,-0.042381138,0.24686375,-0.12373595,-0.24897099,0.07117293,0.14514363
31,294,391684,B2,0,8945.0,7,0.48650575,4,0.013533315,0.01663214,-1.0319076,-0.33269405,0.30462036,-0.12208259,-0.2481027,0.077060096,0.14157677
31,295,391685,B2,0,4031.5,7,0.3313321,4,0.028594693,-0.19269192,-1.6117206,-0.23039132,0.19733259,-0.13354099,-0.28520352,0.07722376,0.14190632
31,296,391686,B2,0,7544.5,7,0.18762663,4,0.0076370076,-0.046369314,-1.3191803,-0.21920763,0.1494377,-0.12415504,-0.25787216,0.077201776,0.14230081
31,298,391688,B2,0,4739.0,1,1.6416289,0,0.035733018,-0.8576608,0.823735,1.1150587,0.24414486,-0.15220916,-0.25809836,0.13012686,0.15368691
31,299,391689,B2,0,2659.0,1,0.51215196,4,0.043118145,0.18647142,-0.1740376,-0.1878028,-0.5264962,-0.10750287,-0.22664401,0.10425911,0.12854436
31,304,391694,B2,0,4220.5,7,1.4986293,4,0.043138202,-0.76638937,-2.1963022,0.97412467,0.09819168,-0.14736581,-0.27857688,0.081696145,0.16996206
31,304,391694,B4,1,2485.5,0,0.98145837,7,0.018543396,-0.9246906,2.0935006,1.3463165,0.46412948,-0.16090266,-0.22619247,0.0999217,0.19209844
31,304,391694,B6,2,2461.0,0,0.7715511,7,0.0144064715,-0.9269579,2.2964215,1.3884265,0.41811395,-0.16054031,-0.21956159,0.097588554,0.19593291
31,304,391694,B8,3,4114.0,0,1.0023389,7,0.008077627,-0.85157514,2.2006702,1.1616125,0.5735673,-0.15372771,-0.21953829,0.0927954,0.19117478
31,305,391695,B2,0,6256.5,7,0.675823,4,0.016249552,-0.22553505,-2.0016317,0.008706614,0.026338786,-0.12755527,-0.2641312,0.06968915,0.14378846
31,306,391696,B2,0,9349.0,7,0.7037259,4,0.008665922,0.09001799,-0.77539194,-0.34561765,0.29939157,-0.119485326,-0.25193796,0.084966145,0.13865983
31,308,391698,B2,0,6993.5,7,0.32115552,4,0.02682133,-0.14386486,-1.2661148,-0.21378376,0.3602108,-0.12681991,-0.24299854,0.06509905,0.1485583
31,309,391699,B2,0,4596.0,7,0.41118622,4,0.029496672,-0.3690938,-1.5037274,0.17715213,-0.08563885,-0.14298823,-0.26367188,0.08761149,0.16120869
31,310,391700,B2,0,7862.0,7,0.15707669,4,0.010885084,-0.06630652,-1.314322,-0.16167888,0.17378043,-0.12309819,-0.25426397,0.07561803,0.14390138
31,311,391701,B2,0,9343.5,1,0.66590315,4,0.045388255,-0.04309369,-0.45492637,-0.25210536,0.25511476,-0.1263355,-0.22012757,0.06834467,0.15588692
31,312,391702,B2,0,7211.0,7,0.57506716,7,0.039058056,-0.21346176,-0.7932551,-0.007608235,0.22325101,-0.13750185,-0.23468041,0.0711835,0.16828914
31,313,391703,B2,0,5632.0,7,0.52149373,4,0.033936318,-0.31684586,-1.8018519,0.03439954,-0.05679226,-0.14105752,-0.24903056,0.07519369,0.16535315
31,315,391705,B2,0,5712.0,7,0.49574658,4,0.025473265,-0.2763047,-1.799556,-0.017569527,-0.047181934,-0.13415408,-0.25122917,0.06871033,0.15495734
31,316,391706,B2,0,3275.0,1,0.33918324,4,0.018129123,-0.065187655,-0.30101752,-0.19232059,-0.14276761,-0.13249323,-0.266184,0.09779322,0.14397252
31,317,391707,B2,0,5892.5,7,0.64358807,4,0.01872983,-0.20841184,-1.9642967,-0.17715569,0.18794352,-0.12752745,-0.25755122,0.06641516,0.14402823
31,318,391708,B2,0,8196.0,7,0.16419363,4,0.01147234,-0.05671657,-1.309691,-0.1708559,0.1678302,-0.12309711,-0.2526821,0.075786464,0.14362149
31,321,391711,B2,0,3125.5,1,0.49594957,4,0.022629548,0.082575455,-0.39780527,-0.17130269,-0.41999862,-0.11720965,-0.24357425,0.09817199,0.1346638
31,323,391713,B2,0,3930.0,7,0.22057769,4,0.027704218,-0.07742162,-1.2855325,-0.27291632,0.15594907,-0.121444225,-0.28256017,0.07723346,0.12627113
31,324,391714,B2,0,9224.0,7,0.7026091,4,0.009288304,0.08045296,-0.77271193,-0.34248292,0.3030712,-0.11973906,-0.25107375,0.08303394,0.13940115
31,325,391715,B2,0,2318.5,6,5.7929816,3,0.042344272,9.109631,0.45913258,0.06836486,-0.120413065,-0.15367424,0.116567716,-0.07584607,0.025297552
31,326,391716,B2,0,1576.5,1,0.33764073,4,0.03347638,0.078841336,-0.08622969,-0.1117782,-0.4289311,-0.1156202,-0.23931369,0.10860346,0.13211699
31,327,391717,B2,0,3991.5,7,0.3502196,4,0.029661002,-0.21834928,-1.6389841,-0.17302443,0.22316904,-0.13272269,-0.28665686,0.077118285,0.14153408
31,328,391718,B2,0,7735.0,7,0.28761983,4,0.018940398,-0.08460608,-1.0812559,-0.13684297,0.16537046,-0.1235622,-0.24894518,0.06957938,0.14573893
31,329,391719,B2,0,7421.5,7,0.33240438,4,0.019631213,0.096606806,-1.2787809,-0.2767502,0.15575644,-0.111726776,-0.27063805,0.07706851,0.13179208
31,330,391720,B2,0,5107.0,7,0.4525223,4,0.021618752,-0.19372159,-1.7718384,-0.05753079,-0.049220324,-0.12357457,-0.27351606,0.068025336,0.13698688
31,331,391721,B2,0,3168.5,1,0.5434656,4,0.01158509,-0.047035076,-0.5837618,-0.09099032,-0.22167674,-0.12551247,-0.26917076,0.08954241,0.13723703
31,332,391722,B2,0,2285.0,6,2.0146306,3,0.10237737,2.295398,0.102012396,-1.9008555,-0.13258451,-0.1251632,0.057971433,-0.046960898,0.053836495
31,335,391725,B2,0,7452.5,5,1.0848504,0,0.09506685,1.7008433,0.014359742,-5.2722445,7.953125,-0.14748013,-0.284554,0.19684377,0.090457186
31,337,391727,B2,0,6746.5,7,0.34520334,4,0.040223934,-0.23734692,-1.0349343,0.0013985634,0.18073821,-0.13650751,-0.23692214,0.06987721,0.16690917
31,338,391728,B2,0,4679.0,7,0.594646,4,0.021749005,-0.31449863,-1.8544136,0.051159486,-0.13532108,-0.13625629,-0.26829594,0.07712645,0.1532268
31,340,391730,B2,0,7381.5,7,0.38289192,4,0.041246712,-0.20052232,-1.0124564,-0.060997933,0.26525572,-0.13221733,-0.23265383,0.06467363,0.16274717
31,341,391731,B2,0,7436.0,7,0.44541934,4,0.030407948,-0.15240666,-0.9685379,-0.09848896,0.31908205,-0.12635115,-0.23999682,0.06431182,0.15181974
31,342,391732,B2,0,8140.0,7,0.6116261,4,0.039745238,-0.13313916,-0.74481845,-0.11237325,0.21466666,-0.12806414,-0.22987011,0.064897954,0.15750143
31,343,391733,B2,0,7701.0,7,0.6892431,4,0.023656186,0.30382875,-1.0761648,-0.5303593,0.080464214,-0.104138926,-0.25642094,0.07379317,0.1321246
31,344,391734,B2,0,8141.0,7,0.41450286,4,0.0077884714,0.014231652,-1.049883,-0.28241712,0.22120696,-0.122524396,-0.2532213,0.08012077,0.14182144
31,345,391735,B2,0,5870.5,7,0.6858475,4,0.016429238,-0.23619692,-1.9932382,0.005395323,-0.08990809,-0.12803194,-0.2637464,0.06929059,0.1430555
31,346,391736,B2,0,7940.5,7,0.45296898,4,0.019460298,-0.10257966,-0.9685575,-0.100707114,0.32572082,-0.123550266,-0.24701512,0.0704082,0.14571631
31,347,391737,B2,0,2289.0,1,0.8489075,4,0.07570743,0.49695176,-0.047492668,-0.3767758,-0.62009925,-0.098099366,-0.19427405,0.07725716,0.111293405
31,348,391738,B2,0,6663.5,7,0.1793387,4,0.017232314,-0.16031572,-1.4844799,-0.09347539,0.17514095,-0.12565596,-0.25502637,0.06816264,0.144003
31,349,391739,B2,0,8784.5,5,1.6093707,0,0.07970085,0.874278,0.07450554,-3.6158316,6.083645,-0.14692342,-0.30805865,0.17540804,0.09117548
31,350,391740,B2,0,2663.5,1,0.69681156,4,0.032417294,0.15209125,0.38537633,-0.39721853,-0.36724132,-0.12332506,-0.23543055,0.104081474,0.13030416
31,351,391741,B2,0,8064.5,7,0.10183047,4,0.013038543,-0.079884924,-1.3069972,-0.13465333,0.104212776,-0.12359985,-0.2521081,0.07456886,0.14460666
31,352,391742,B2,0,7156.0,7,0.3594734,4,0.03891365,-0.21897107,-1.0336438,-0.009952068,0.23170082,-0.13140258,-0.23582041,0.064058855,0.16187847
31,353,391743,B2,0,6136.0,7,0.24744901,4,0.020089652,-0.16737252,-1.5265911,-0.2027451,0.19059755,-0.12810771,-0.252276,0.066774845,0.14541143
31,354,391744,B2,0,7280.5,7,0.4533734,4,0.0339547,-0.23277524,-1.464654,-0.0031773746,0.4907562,-0.12328632,-0.24034712,0.059358478,0.15283841
31,354,391744,B4,1,1279.0,0,1.5211978,2,0.024128916,-1.0893022,4.4952774,1.8222251,0.08132693,-0.11288977,-0.114021,0.04126553,0.13856
31,355,391745,B2,0,8607.0,5,1.0345584,7,0.04177822,1.1814349,-0.2654003,-3.959235,6.6919866,-0.13502342,-0.2390405,0.11390558,0.176459
31,356,391746,B4,1,3290.5,0,1.040016,2,0.055026863,-1.0056728,3.9692454,1.9743705,0.06079361,-0.13528307,-0.15497153,0.060473204,0.15875614
31,359,391749,B2,0,3374.5,7,0.59505165,0,0.0133301085,-0.19616592,-0.76737,-0.08611923,-0.09241025,-0.14154206,-0.281826,0.11117017,0.14228669
31,360,391750,B2,0,8146.0,7,0.38569012,4,0.008869674,-0.0033314228,-1.0570852,-0.24648567,0.2181037,-0.122760974,-0.25302565,0.07889246,0.14267744
31,364,391754,B2,0,6959.0,7,0.15570118,4,0.017639944,-0.14401808,-1.2475652,-0.06256445,0.19188339,-0.12560171,-0.25380254,0.068499655,0.14525655
31,366,391756,B2,0,3754.5,7,0.32473493,4,0.015855482,-0.082889624,-1.074489,-0.25600025,0.009896226,-0.12361302,-0.270316,0.07497107,0.13261768
31,367,391757,B2,0,7510.5,7,0.40261266,4,0.012020923,0.059727997,-1.0872483,-0.2871282,0.18550517,-0.11779285,-0.26778707,0.08293581,0.13363925
31,369,391759,B2,0,8693.0,7,0.7788569,4,0.017810214,-0.018306196,-0.6946916,-0.248964,0.45583278,-0.12238696,-0.2449486,0.07446787,0.14339878
31,370,391760,B2,0,3140.5,1,0.4546485,4,0.015231362,0.0056206537,-0.12984066,-0.348816,0.008062854,-0.13057694,-0.25609457,0.09743101,0.14007032
31,371,391761,B2,0,2874.5,1,0.2644317,4,0.022165228,-0.030057825,-0.09695729,-0.092568785,-0.4052267,-0.12596132,-0.25341317,0.10535559,0.14069998
31,373,391763,B2,0,8169.0,7,0.47675982,4,0.0332987,-0.11851028,-0.9248715,-0.15692861,0.29607108,-0.12562901,-0.23479384,0.06598526,0.15270577
31,374,391764,B2,0,7052.5,7,0.11855825,4,0.034226917,-0.18930744,-1.2557399,-0.1034552,0.1511946,-0.13000241,-0.23727873,0.06479427,0.1560349
31,375,391765,B2,0,4924.5,7,0.52924913,4,0.027759818,-0.19582152,-1.8033261,0.033120945,-0.1440499,-0.12123698,-0.28228816,0.07080013,0.13185085
31,378,391768,B2,0,3066.0,1,0.41453874,4,0.025224393,-0.1769943,-0.46516246,0.066512614,-0.2364171,-0.1358355,-0.27602673,0.097521424,0.14530697
31,379,391769,B2,0,7530.5,7,0.20061244,4,0.004095494,-0.027742833,-1.3197645,-0.21879746,0.15262452,-0.12269518,-0.26139015,0.08082869,0.13938504
31,380,391770,B2,0,2443.5,1,0.30278465,4,0.032050718,0.0030107573,-0.06700577,-0.12606527,-0.42108303,-0.12196465,-0.23648053,0.106527224,0.13839763
31,381,391771,B2,0,4939.0,7,0.254923,4,0.019121734,-0.20816238,-1.5856538,-0.09934957,0.029693797,-0.124907374,-0.27133617,0.069334276,0.13841686
31,383,391773,B2,0,7022.0,7,0.09682615,4,0.01345298,-0.091899596,-1.3453722,-0.16162838,0.06605297,-0.1258588,-0.25645044,0.072046936,0.14424469
31,384,391774,B2,0,4362.5,7,0.27797306,4,0.03272704,-0.13920766,-1.5495354,-0.2155166,0.20436583,-0.12075835,-0.28602135,0.06940378,0.12800607
31,385,391775,B2,0,8271.0,7,0.16949992,4,0.011426712,-0.054466143,-1.3030169,-0.17506422,0.1689153,-0.123067506,-0.25237817,0.076312326,0.14399412
31,386,391776,B2,0,7911.5,7,0.16733539,4,0.0061351983,-0.048854798,-1.3231432,-0.15241605,0.17933393,-0.12225423,-0.25816482,0.07882126,0.14174335
31,388,391778,B2,0,9124.5,7,0.76060903,4,0.03006208,-0.031972542,-0.6571289,-0.25479478,0.33955768,-0.12522088,-0.23373108,0.07229193,0.14983758
31,389,391779,B2,0,8330.5,7,0.8535541,7,0.0221365,-0.1516914,-0.6008856,-0.18462223,0.4912849,-0.14059545,-0.21347167,0.08903664,0.1704376
31,390,391780,B2,0,7889.5,7,0.3579696,4,0.0161475,-0.04885885,-1.0726559,-0.20702341,0.25070497,-0.12298771,-0.24980077,0.0720678,0.14435661
31,393,391783,B2,0,3816.5,7,0.23511037,4,0.019276641,-0.101453185,-1.3290647,-0.3044948,0.15949336,-0.12757763,-0.2769218,0.079644844,0.13416734
31,394,391784,B2,0,5707.0,7,0.5434782,4,0.032902803,-0.32404786,-1.8102022,0.06961386,-0.067802995,-0.14019835,-0.25005135,0.07478183,0.16480777
31,395,391785,B2,0,2145.5,1,0.2670823,4,0.027112348,0.07629259,-0.124726,-0.09410654,-0.31841207,-0.1143501,-0.24412793,0.10251,0.13073188
31,396,391786,B2,0,9268.0,5,2.004661,0,0.076039754,0.8642567,0.5597659,-3.4335911,5.7088084,-0.1471299,-0.29550418,0.17427298,0.092675
31,399,391789,B2,0,2633.0,1,0.71237224,4,0.04397538,0.25766623,-0.11997607,-0.5350105,-0.39859617,-0.11525422,-0.23016335,0.11013413,0.12114227
31,400,391790,B2,0,9368.0,7,0.7358884,4,0.0152398525,-0.00041000545,-0.6829928,-0.22301061,0.33484575,-0.122966774,-0.24599554,0.077840716,0.1432938
31,403,391793,B2,0,6120.5,7,0.53719056,4,0.013627259,-0.12725762,-1.8471448,-0.1602181,-0.0849645,-0.12665012,-0.26749215,0.073650435,0.14059971
31,404,391794,B2,0,8064.5,7,0.53979874,4,0.02351737,-0.078566,-0.9417143,-0.20674832,0.40971923,-0.12334561,-0.24204016,0.069525115,0.14589456
31,405,391795,B2,0,3742.0,7,0.3823997,4,0.019812813,0.010937817,-1.089935,-0.32427722,0.11797391,-0.11734808,-0.27170014,0.07686633,0.1274615
31,409,391799,B2,0,2117.0,1,0.26632875,4,0.02700251,0.020583775,-0.09177547,-0.1263646,-0.35493973,-0.11988846,-0.24016637,0.10263599,0.13734853
31,410,391800,B2,0,7491.5,7,0.313483,4,0.013689131,-0.052391782,-1.0850474,-0.19277553,0.18326922,-0.124188006,-0.25381547,0.07271978,0.14463575
31,414,391804,B2,0,6261.0,7,0.6525847,4,0.020653838,-0.22287242,-1.9642994,-0.1453136,0.23828962,-0.12791929,-0.25427544,0.06595452,0.14685574
31,416,391806,B2,0,7406.5,7,0.39557377,4,0.020650288,-0.14050543,-0.99137336,-0.041582793,0.25188595,-0.124990374,-0.24914831,0.0677638,0.14681391
31,418,391808,B2,0,7167.5,7,0.3527068,4,0.029603207,-0.1646221,-1.0389755,-0.09254506,0.2574568,-0.12766702,-0.24113286,0.064784005,0.1520051
31,421,391811,B2,0,4636.5,7,0.2569001,4,0.018450236,-0.21932611,-1.5831747,-0.14164972,0.045197517,-0.13212998,-0.26895946,0.07360737,0.1477207
31,422,391812,B2,0,7715.0,7,0.43001348,4,0.019538455,-0.11909358,-0.9788993,-0.07510522,0.30220714,-0.12428912,-0.24803291,0.06963763,0.14612232
31,424,391814,B2,0,9198.5,7,0.7271502,4,0.025356688,-0.03491099,-0.668124,-0.21357705,0.293236,-0.12505694,-0.23827446,0.07342428,0.14865625
31,426,391816,B2,0,3219.5,7,0.61964303,4,0.009081776,0.002962578,-0.8464333,-0.2575983,-0.22618327,-0.12538217,-0.26666805,0.08891317,0.13767934
31,427,391817,B2,0,4501.0,7,0.6446847,4,0.04787522,-0.06770422,-1.9033773,-0.1163197,-0.22401437,-0.11503985,-0.30078012,0.08466519,0.11723788
31,429,391819,B2,0,9106.5,7,0.75421906,4,0.023333753,-0.020374045,-0.66755295,-0.24407841,0.3479291,-0.12462175,-0.23950839,0.07457792,0.14725193
31,432,391822,B2,0,9493.5,1,0.8061005,4,0.0076827663,0.103731304,-0.5280327,-0.35570836,0.28972888,-0.1202199,-0.25300267,0.08526893,0.13730672
31,433,391823,B2,0,5349.5,7,0.74456155,4,0.021660537,-0.26422942,-2.0459166,0.06362423,-0.06331974,-0.12748252,-0.27399322,0.06873442,0.1413211
31,434,391824,B2,0,4492.5,5,8.377974,2,0.09096336,1.712356,3.1631036,-9.879103,13.084516,-0.13698803,-0.13095738,0.030238807,0.2054792
31,437,391827,B2,0,7680.0,7,0.6074762,4,0.03307617,-0.13143265,-0.77384484,-0.113184035,0.2925558,-0.12708354,-0.23629987,0.0654946,0.15384665
31,438,391828,B2,0,5455.5,7,0.79554206,4,0.021211827,-0.14677215,-2.1117141,-0.15396254,-0.10562517,-0.12373602,-0.27688172,0.072748214,0.1360665
31,439,391829,B2,0,5374.5,7,0.83815897,4,0.025206044,-0.15266041,-2.121748,-0.08382504,-0.22667304,-0.123256326,-0.28273058,0.07716085,0.13331869
31,440,391830,B2,0,9271.5,7,0.7324217,4,0.012622151,0.005875528,-0.68505394,-0.21733467,0.32900268,-0.12268641,-0.24780361,0.07955782,0.14164113
31,441,391831,B2,0,3554.0,7,1.0069593,4,0.04475206,0.46869493,-0.88343227,-0.7244842,-0.044756025,-0.09254471,-0.24402362,0.067698516,0.11671195
31,444,391834,B2,0,7111.0,7,0.08890285,4,0.01611487,-0.10266479,-1.3425838,-0.15282749,0.103782,-0.12520118,-0.25401473,0.0699376,0.14479756
31,445,391835,B2,0,6299.0,7,0.2811353,7,0.034868103,-0.32659084,-1.418626,0.10301854,0.14949676,-0.14303152,-0.23808505,0.07961771,0.17009076
31,447,391837,B2,0,4867.5,7,0.43746,4,0.02950095,-0.36849228,-1.506728,0.20624274,-0.10038206,-0.14263876,-0.26166746,0.08332571,0.16207555
31,449,391839,B2,0,8412.5,7,0.61555487,4,0.04162182,-0.1267741,-0.73801124,-0.1300823,0.19752042,-0.13026124,-0.22725168,0.06824252,0.1597432
31,452,391842,B2,0,8579.0,7,0.42070472,4,0.010007654,0.014094368,-1.0452192,-0.2590164,0.2534517,-0.121614024,-0.25133842,0.07943545,0.14250101
31,453,391843,B2,0,6943.5,7,0.16060564,4,0.007972757,-0.055760443,-1.334369,-0.21307464,0.045758665,-0.1254941,-0.2617188,0.07688309,0.14109215
31,457,391847,B2,0,4677.0,7,0.2652933,4,0.01773845,-0.2094191,-1.5742164,-0.12677367,-0.03635688,-0.12947422,-0.2698208,0.07165323,0.14360061
31,458,391848,B2,0,8075.0,7,0.37053233,4,0.0036666447,0.010122299,-1.06748,-0.21697356,0.21067707,-0.12074109,-0.25971055,0.082487255,0.13875598
31,459,391849,B2,0,8566.0,7,0.37743023,4,0.013319111,-0.021887913,-1.042568,-0.23855342,0.19277994,-0.12236584,-0.24905227,0.076185174,0.14207992
31,460,391850,B2,0,6532.5,7,0.08786204,4,0.02493075,-0.18414347,-1.2917616,-0.11224489,0.1401926,-0.13021687,-0.24589856,0.067777336,0.15104818
31,463,391853,B2,0,1705.5,1,0.29917493,0,0.017309159,-0.21124141,-0.33396927,0.097969204,-0.19493166,-0.13563384,-0.28197962,0.111852884,0.13906398
31,464,391854,B2,0,5426.0,1,2.4095867,2,0.04452167,0.95508695,1.8917775,-0.8788242,-0.023754865,-0.110777445,-0.16683285,0.063178346,0.11895896
31,466,391856,B2,0,1383.0,6,2.813759,3,0.107817434,2.5433755,2.7182727,-3.9566157,0.12636113,-0.1592471,0.08122699,-0.020171322,0.07554464
31,467,391857,B2,0,8337.5,7,0.1825642,4,0.013745598,-0.06649005,-1.3055178,-0.14225006,0.2157774,-0.12228102,-0.2504729,0.07505277,0.14452618
31,468,391858,B2,0,6990.5,7,0.1448058,4,0.03687488,-0.21125191,-1.2613153,-0.06892386,0.18020101,-0.13081981,-0.23649138,0.06328675,0.15833649
31,469,391859,B2,0,7912.0,7,0.6182976,4,0.042915948,-0.14423318,-0.7381008,-0.11360051,0.21694757,-0.12910727,-0.22729498,0.06500766,0.16004246
31,471,391861,B2,0,4072.5,7,0.27115345,4,0.02487456,-0.09779866,-1.3256915,-0.31751984,0.21222416,-0.12487217,-0.2812264,0.07820548,0.12931812
31,472,391862,B2,0,1919.0,1,0.3121954,4,0.032509554,0.009855978,-0.07165654,-0.094695196,-0.44865745,-0.12158121,-0.23297858,0.10292303,0.13705951
31,473,391863,B2,0,7531.0,7,0.5740463,4,0.035705425,-0.17395288,-0.78923774,-0.021760821,0.22066188,-0.12822957,-0.23667838,0.06306516,0.15677485
31,474,391864,B2,0,9548.0,1,0.61662126,4,0.039171524,-0.03970854,-0.46918952,-0.2040417,0.19563693,-0.12587143,-0.22557166,0.07025914,0.15360028
