event_id,run,pair,pair_code,stave_a,stave_b,residual_ns,max_pre_abs_adc,max_pre_ptp_adc,max_pre_rms_adc,max_abs_pre_slope_adc_per_sample,mean_pre_mean_adc,abs_delta_pre_mean_adc,abs_delta_pre_slope_adc_per_sample,max_pre_last_minus_first_adc,abs_delta_pre_last_minus_first_adc,min_amplitude_adc,max_peak_sample
59:438828:4863:49816,59,B4-B8,1,B4,B8,-5.218376922316171,785.5,822.0,346.68312260622093,253.9,125.75,123.0,176.39999999999998,822.0,563.0,2138.0,6.0
59:438828:4863:49816,59,B6-B8,2,B6,B8,0.3391747843734123,320.0,337.0,141.23274230857376,93.3,70.0,11.5,15.800000000000011,315.0,56.0,2138.0,6.0
59:438889:4921:49877,59,B4-B6,0,B4,B6,-3.4555480533531053,17.0,25.0,10.73254396683284,2.6999999999999966,2.125,0.25,0.299999999999998,9.0,1.0,1651.0,9.0
59:438889:4921:49877,59,B4-B8,1,B4,B8,-3.0825345107859974,12.5,17.0,7.088723439378913,2.3999999999999986,0.375,3.25,1.5,8.0,7.0,2192.5,8.0
59:438889:4921:49877,59,B6-B8,2,B6,B8,0.3730135425671079,17.0,25.0,10.73254396683284,2.6999999999999966,0.5,3.5,1.799999999999998,9.0,8.0,1651.0,9.0
59:438948:4979:49936,59,B4-B6,0,B4,B6,-5.688272405330764,28.0,32.0,12.806248474865695,9.6,-3.375,5.25,13.5,32.0,48.0,1933.0,9.0
59:438948:4979:49936,59,B4-B8,1,B4,B8,-2.28434604345491,28.0,34.0,13.970952007647869,11.7,-5.375,1.25,2.1,34.0,2.0,1933.0,8.0
59:438948:4979:49936,59,B6-B8,2,B6,B8,3.403926361875854,26.5,34.0,13.970952007647869,11.7,-2.75,4.0,15.6,34.0,50.0,2146.5,9.0
59:439004:5034:49992,59,B4-B6,0,B4,B6,-6.858112398007513,14.5,22.0,9.57535900110278,0.7000000000000023,1.75,0.0,1.4000000000000008,1.0,1.0,1801.5,9.0
59:439004:5034:49992,59,B4-B8,1,B4,B8,-3.369302390451473,8.5,10.0,3.960744879438715,1.0999999999999994,0.75,2.0,0.400000000000001,3.0,4.0,1865.5,8.0
59:439004:5034:49992,59,B6-B8,2,B6,B8,3.48881000755604,14.5,22.0,9.57535900110278,1.0999999999999994,0.75,2.0,1.8000000000000016,3.0,3.0,1801.5,9.0
59:439042:5070:50030,59,B4-B6,0,B4,B6,-4.53874235904226,11.5,19.0,7.980444849756184,5.9,-0.5,2.5,0.9999999999999992,14.0,0.0,2106.0,9.0
59:439042:5070:50030,59,B4-B8,1,B4,B8,-5.927635007057859,11.5,16.0,6.179603547154137,4.9,-0.75,2.0,4.400000000000001,14.0,13.0,2320.5,9.0
59:439042:5070:50030,59,B6-B8,2,B6,B8,-1.3888926480155988,11.0,19.0,7.980444849756184,5.9,0.5,0.5,5.4,14.0,13.0,2106.0,9.0
59:439220:5233:50208,59,B4-B6,0,B4,B6,-3.296552777733453,29.5,51.0,18.553975315279477,16.4,-0.625,2.75,17.3,51.0,57.0,2744.5,9.0
59:439220:5233:50208,59,B4-B8,1,B4,B8,-3.897926769731484,29.5,51.0,18.553975315279477,16.4,-1.0,2.0,16.599999999999998,51.0,52.0,2744.5,8.0
59:439220:5233:50208,59,B6-B8,2,B6,B8,-0.601373991998031,6.0,9.0,3.897114317029974,0.9000000000000008,0.375,0.75,0.7000000000000005,6.0,5.0,2776.0,9.0
59:439235:5246:50223,59,B4-B6,0,B4,B6,-5.594350039235174,7.5,11.0,4.387482193696061,1.4999999999999998,0.375,1.25,0.6999999999999988,6.0,4.0,1823.0,9.0
59:439235:5246:50223,59,B4-B8,1,B4,B8,-4.622590385053037,15.5,23.0,9.5524865872714,8.2,0.875,2.25,9.7,23.0,25.0,1823.0,9.0
59:439235:5246:50223,59,B6-B8,2,B6,B8,0.9717596541821364,15.5,23.0,9.5524865872714,8.2,1.5,1.0,9.0,23.0,29.0,2592.5,9.0
59:439247:5257:50235,59,B4-B6,0,B4,B6,-2.185743164544462,1736.5,2327.0,930.0422033434828,790.1999999999998,321.125,69.25,161.89999999999998,2327.0,397.0,2153.5,4.0
59:439247:5257:50235,59,B4-B8,1,B4,B8,-1.9177398360651663,2008.5,2327.0,933.0292064024576,790.1999999999998,361.0,149.0,55.59999999999968,2327.0,52.0,2153.5,4.0
59:439247:5257:50235,59,B6-B8,2,B6,B8,0.2680033284792955,2008.5,2275.0,933.0292064024576,734.6000000000001,395.625,79.75,106.3000000000003,2275.0,345.0,2675.5,4.0
59:439252:5262:50240,59,B4-B6,0,B4,B6,-6.638634831460671,13.0,22.0,8.077747210701755,5.799999999999999,0.875,2.75,9.9,15.0,23.0,1969.0,9.0
59:439252:5262:50240,59,B4-B8,1,B4,B8,-6.248103686635936,16.5,26.0,9.36416040016402,4.1,2.0,0.5,0.200000000000001,16.0,8.0,1969.0,9.0
59:439252:5262:50240,59,B6-B8,2,B6,B8,0.3905311448247346,16.5,26.0,9.36416040016402,5.799999999999999,0.625,2.25,9.699999999999998,16.0,31.0,1982.0,9.0
59:439279:5286:50267,59,B4-B6,0,B4,B6,-3.7265693537232,1324.5,1474.0,606.5349845639573,468.9,233.75,120.0,237.0,1466.0,708.0,2676.5,7.0
59:439279:5286:50267,59,B4-B8,1,B4,B8,-6.838736509148422,1324.5,1474.0,606.5349845639573,468.9,195.125,197.25,348.5,1466.0,1068.0,2174.0,7.0
59:439279:5286:50267,59,B6-B8,2,B6,B8,-3.1121671554252224,726.5,758.0,319.7853772454269,231.9,135.125,77.25,111.5,758.0,360.0,2174.0,6.0
59:439286:5293:50274,59,B4-B6,0,B4,B6,-7.099650344127802,10.5,15.0,5.522680508593631,1.2999999999999994,0.875,1.25,1.7000000000000006,5.0,8.0,3163.0,12.0
59:439286:5293:50274,59,B4-B8,1,B4,B8,-5.814806164375007,4.0,5.0,1.920286436967152,1.2999999999999994,-0.25,1.0,1.399999999999999,3.0,2.0,3163.0,12.0
59:439286:5293:50274,59,B6-B8,2,B6,B8,1.2848441797527954,10.5,15.0,5.522680508593631,0.4000000000000012,0.375,2.25,0.3000000000000015,5.0,6.0,3372.5,9.0
59:439289:5296:50277,59,B4-B6,0,B4,B6,-5.77232967371085,29.0,38.0,14.949916387726054,12.6,-2.875,4.25,15.5,38.0,49.0,1776.0,8.0
59:439289:5296:50277,59,B4-B8,1,B4,B8,-6.290342404878068,29.0,38.0,14.949916387726054,12.6,-2.75,4.5,13.6,38.0,41.0,1202.5,8.0
59:439289:5296:50277,59,B6-B8,2,B6,B8,-0.518012731167218,7.0,11.0,4.205650960315181,2.9000000000000004,-0.625,0.25,1.9000000000000004,11.0,8.0,1202.5,8.0
59:439316:5321:50304,59,B4-B6,0,B4,B6,-6.153665708607882,18.0,25.0,10.497023387608508,8.9,1.25,3.0,8.4,25.0,23.0,2756.5,9.0
59:439316:5321:50304,59,B4-B8,1,B4,B8,-3.204568759246648,20.5,25.0,10.497023387608508,8.9,3.375,1.25,15.7,25.0,46.0,3119.0,8.0
59:439316:5321:50304,59,B6-B8,2,B6,B8,2.949096949361234,20.5,25.0,9.7082439194738,6.799999999999999,1.875,4.25,7.299999999999999,21.0,23.0,2756.5,9.0
59:439421:5420:50409,59,B4-B6,0,B4,B6,-4.657832089837285,11.5,20.0,8.104782538723663,7.1000000000000005,-0.625,0.25,9.1,20.0,26.0,2557.5,9.0
59:439421:5420:50409,59,B4-B8,1,B4,B8,-7.00152066213947,16.0,21.0,8.407585860400118,7.1000000000000005,1.125,3.25,9.1,21.0,27.0,1875.0,9.0
59:439421:5420:50409,59,B6-B8,2,B6,B8,-2.3436885723021845,16.0,21.0,8.407585860400118,7.1000000000000005,1.0,3.5,0.0,21.0,1.0,1875.0,9.0
59:439448:5444:50436,59,B4-B6,0,B4,B6,-2.61803251748929,553.0,555.0,239.7471324124649,166.69999999999996,132.0,11.5,0.3999999999999488,555.0,12.0,1979.0,6.0
59:439448:5444:50436,59,B4-B8,1,B4,B8,-3.872519702256642,529.0,553.0,232.94460178334248,166.69999999999996,110.25,32.0,52.79999999999998,543.0,164.0,1979.0,8.0
59:439448:5444:50436,59,B6-B8,2,B6,B8,-1.2544871847673529,553.0,555.0,239.7471324124649,166.3,116.0,43.5,52.400000000000034,555.0,176.0,2906.0,8.0
59:439453:5449:50441,59,B4-B6,0,B4,B6,-110.73343419775615,2616.0,4685.0,1958.808741939856,1698.6999999999996,69.375,134.75,1695.4999999999995,4685.0,4679.0,2616.0,15.0
59:439453:5449:50441,59,B4-B8,1,B4,B8,-110.58035860752469,2616.0,4685.0,1958.808741939856,1698.6999999999996,67.25,139.0,1702.1999999999996,4685.0,4696.0,2616.0,15.0
59:439453:5449:50441,59,B6-B8,2,B6,B8,0.153075590231495,16.0,24.0,8.831760866327848,3.5,-0.125,4.25,6.700000000000001,11.0,17.0,2829.0,15.0
59:439467:5462:50455,59,B4-B6,0,B4,B6,-5.254620908816911,601.5,649.0,269.39469185564883,202.4,114.75,47.5,88.79999999999998,649.0,274.0,1937.5,6.0
59:439467:5462:50455,59,B4-B8,1,B4,B8,-3.791556822563415,601.5,649.0,269.39469185564883,202.4,140.75,4.5,27.40000000000001,649.0,66.0,1937.5,8.0
59:439467:5462:50455,59,B6-B8,2,B6,B8,1.463064086253496,577.5,583.0,250.8689897137548,174.99999999999997,117.0,52.0,61.39999999999998,583.0,208.0,2857.0,8.0
59:439479:5473:50467,59,B4-B6,0,B4,B6,-5.229864655748017,115.0,136.0,53.6353428254169,41.8,11.75,23.5,41.2,136.0,133.0,1807.0,7.0
59:439479:5473:50467,59,B4-B8,1,B4,B8,-2.419205349339705,115.0,136.0,53.6353428254169,41.8,18.5,10.0,22.60000000000001,136.0,73.0,1807.0,7.0
59:439479:5473:50467,59,B6-B8,2,B6,B8,2.8106593064083114,58.5,63.0,26.06722079547415,19.2,6.75,13.5,18.599999999999994,63.0,60.0,2293.5,7.0
59:439514:5505:50502,59,B4-B6,0,B4,B6,-1.1097727080515654,2182.5,3089.0,1225.376370753084,1055.4,176.5,285.0,85.0,3089.0,299.0,1505.0,4.0
59:439514:5505:50502,59,B4-B8,1,B4,B8,-1.3042343474391025,2147.5,2983.0,1183.2878981887714,1015.0,181.0,294.0,44.59999999999991,2983.0,193.0,1505.0,7.0
59:439514:5505:50502,59,B6-B8,2,B6,B8,-0.1944616393875371,2182.5,3089.0,1225.376370753084,1055.4,323.5,9.0,40.40000000000009,3089.0,106.0,2266.5,7.0
59:439565:5554:50553,59,B4-B6,0,B4,B6,-5.321334487651207,10.5,16.0,6.609652033201143,3.5000000000000004,1.5,0.5,6.4,15.0,25.0,1344.5,10.0
59:439565:5554:50553,59,B4-B8,1,B4,B8,-5.345841268136375,10.5,17.0,7.39509972887452,6.1000000000000005,1.0,0.5,9.6,16.0,31.0,1572.5,9.0
59:439565:5554:50553,59,B6-B8,2,B6,B8,-0.0245067804851686,10.0,17.0,7.39509972887452,6.1000000000000005,1.25,1.0,3.2,16.0,6.0,1344.5,10.0
59:439597:5579:50585,59,B4-B6,0,B4,B6,-4.249684896909592,16.5,21.0,8.616843969807043,7.199999999999999,0.375,6.75,12.5,21.0,39.0,1836.5,9.0
59:439597:5579:50585,59,B4-B8,1,B4,B8,-4.387366814120917,16.5,30.0,12.757350822173072,11.000000000000002,-1.75,2.5,3.8000000000000025,30.0,9.0,2109.5,8.0
59:439597:5579:50585,59,B6-B8,2,B6,B8,-0.1376819172113244,16.5,30.0,12.757350822173072,11.000000000000002,1.625,4.25,16.3,30.0,48.0,1836.5,9.0
59:439672:5644:50660,59,B4-B6,0,B4,B6,-4.392797111823469,11.0,21.0,7.46240577829965,2.699999999999998,-0.125,0.25,3.4999999999999982,2.0,4.0,3381.0,8.0
59:439672:5644:50660,59,B4-B8,1,B4,B8,-3.769603435934137,4.5,8.0,3.344772040064913,0.8,-0.125,0.25,0.6999999999999991,2.0,1.0,3381.0,8.0
59:439672:5644:50660,59,B6-B8,2,B6,B8,0.6231936758893326,11.0,21.0,7.46240577829965,2.699999999999998,-0.25,0.0,2.799999999999999,2.0,3.0,3754.0,8.0
59:439693:5662:50681,59,B4-B6,0,B4,B6,-3.745742715262814,9.0,14.0,5.787918451395113,4.800000000000001,-0.75,0.5,3.0,13.0,9.0,2169.0,8.0
59:439693:5662:50681,59,B4-B8,1,B4,B8,-3.713480586167037,13.0,21.0,9.01041064547005,6.3,-1.125,0.25,11.1,14.0,27.0,2169.0,8.0
59:439693:5662:50681,59,B6-B8,2,B6,B8,0.0322621290957769,13.0,21.0,9.01041064547005,6.3,-0.875,0.75,8.1,14.0,18.0,2379.0,8.0
59:439745:5709:50733,59,B4-B6,0,B4,B6,-2.887446244477175,10.0,16.0,7.327175444876422,5.499999999999999,1.125,0.75,1.0999999999999996,14.0,1.0,1700.0,9.0
59:439745:5709:50733,59,B4-B8,1,B4,B8,-1.9769907873466863,9.5,16.0,7.327175444876422,5.499999999999999,0.375,0.75,2.699999999999999,13.0,2.0,2155.5,9.0
59:439745:5709:50733,59,B6-B8,2,B6,B8,0.9104554571304888,10.0,14.0,5.220153254455275,4.4,0.75,1.5,1.5999999999999992,14.0,3.0,1700.0,9.0
59:439801:5759:50789,59,B4-B6,0,B4,B6,-4.710915383541881,23.5,36.0,13.808964479641476,12.1,-1.5,2.5,14.4,36.0,48.0,2943.5,9.0
59:439801:5759:50789,59,B4-B8,1,B4,B8,-5.808115351083082,23.5,36.0,13.808964479641476,12.1,-0.75,4.0,12.4,36.0,33.0,1029.5,9.0
59:439801:5759:50789,59,B6-B8,2,B6,B8,-1.0971999675412007,9.5,18.0,6.832825184358224,2.300000000000001,0.5,1.5,2.000000000000002,12.0,15.0,1029.5,9.0
59:439855:5807:50843,59,B4-B6,0,B4,B6,-6.26979013568122,18.0,27.0,10.425329730996522,9.099999999999998,-1.625,1.25,5.499999999999998,27.0,15.0,1823.0,9.0
59:439855:5807:50843,59,B4-B8,1,B4,B8,-3.737105318483003,10.5,14.0,5.261891294962297,3.6,0.375,2.75,3.5,12.0,15.0,1827.0,8.0
59:439855:5807:50843,59,B6-B8,2,B6,B8,2.5326848171982164,18.0,27.0,10.425329730996522,9.099999999999998,-0.25,4.0,8.999999999999998,27.0,30.0,1823.0,9.0
59:439868:5820:50856,59,B4-B6,0,B4,B6,-4.916854046415836,10.5,18.0,6.49519052838329,5.7,0.0,1.5,7.999999999999999,18.0,23.0,2309.0,9.0
59:439868:5820:50856,59,B4-B8,1,B4,B8,-3.5191498003928743,10.0,17.0,6.219927652312364,2.299999999999999,0.125,1.25,4.5,7.0,12.0,2309.0,9.0
59:439868:5820:50856,59,B6-B8,2,B6,B8,1.3977042460229612,10.5,18.0,6.49519052838329,5.7,-0.625,0.25,3.499999999999999,18.0,11.0,2320.5,9.0
59:439884:5834:50872,59,B4-B6,0,B4,B6,-4.789163015540876,404.0,409.0,175.67210222457064,121.3,58.875,81.75,98.7,403.0,326.0,2111.0,7.0
59:439884:5834:50872,59,B4-B8,1,B4,B8,-3.647652739200904,404.0,409.0,175.67210222457064,121.3,61.875,75.75,92.5,403.0,307.0,2111.0,6.0
59:439884:5834:50872,59,B6-B8,2,B6,B8,1.1415102763399716,98.0,100.0,42.7551166528639,28.799999999999997,21.0,6.0,6.199999999999992,96.0,19.0,2183.0,7.0
59:440043:6009:51031,59,B4-B6,0,B4,B6,-4.815056626545378,13.5,22.0,8.78564169540279,7.100000000000001,0.625,1.25,7.100000000000001,19.0,19.0,2519.5,8.0
59:440043:6009:51031,59,B4-B8,1,B4,B8,-6.660036984161458,11.5,15.0,5.766281297335398,3.2000000000000024,1.0,2.0,3.2000000000000024,10.0,10.0,2423.5,9.0
59:440043:6009:51031,59,B6-B8,2,B6,B8,-1.8449803576160804,13.5,22.0,8.78564169540279,7.100000000000001,1.625,0.75,3.899999999999999,19.0,9.0,2423.5,9.0
59:440061:6024:51049,59,B4-B6,0,B4,B6,-3.155203319502068,1156.5,1651.0,658.3741337567873,567.5999999999999,176.0,21.0,213.00000000000009,1651.0,578.0,1574.5,5.0
59:440061:6024:51049,59,B4-B8,1,B4,B8,-1.181528290808842,2476.0,2946.0,1197.7024880996114,972.4,333.5,336.0,404.8,2946.0,1295.0,1574.5,4.0
59:440061:6024:51049,59,B6-B8,2,B6,B8,1.9736750286932256,2476.0,2946.0,1197.7024880996114,972.4,344.0,315.0,617.8,2946.0,1873.0,1793.5,5.0
59:440102:6064:51090,59,B4-B6,0,B4,B6,-5.054699748013178,16.0,30.0,11.191514642799696,4.199999999999997,1.375,1.75,0.2999999999999985,12.0,1.0,2259.0,7.0
59:440102:6064:51090,59,B4-B8,1,B4,B8,-2.8527621107712022,14.0,19.0,7.224091638399945,3.899999999999998,1.375,1.75,3.2999999999999985,12.0,10.0,2259.0,7.0
59:440102:6064:51090,59,B6-B8,2,B6,B8,2.201937637241976,16.0,30.0,11.191514642799696,4.199999999999997,0.5,0.0,3.599999999999997,11.0,9.0,2425.0,7.0
59:440119:6081:51107,59,B4-B6,0,B4,B6,-3.700455544297455,10.0,14.0,5.361902647381804,2.7,-1.625,0.25,2.5000000000000018,10.0,12.0,2124.0,8.0
59:440119:6081:51107,59,B4-B8,1,B4,B8,-1.3153129830821015,8.5,10.0,4.085033659592048,3.1,-0.75,2.0,0.3999999999999994,10.0,0.0,2224.5,8.0
59:440119:6081:51107,59,B6-B8,2,B6,B8,2.3851425612153534,10.0,14.0,5.361902647381804,3.1,-0.625,1.75,2.900000000000001,10.0,12.0,2124.0,8.0
59:440261:6212:51249,59,B4-B6,0,B4,B6,-3.400344298942045,22.5,29.0,11.280514172678478,9.4,-1.75,4.5,10.2,29.0,32.0,2065.5,9.0
59:440261:6212:51249,59,B4-B8,1,B4,B8,-4.247988346996898,6.5,11.0,4.06201920231798,3.6,0.5,0.0,2.8000000000000003,11.0,8.0,2420.0,9.0
59:440261:6212:51249,59,B6-B8,2,B6,B8,-0.8476440480548533,22.5,29.0,11.280514172678478,9.4,-1.75,4.5,13.0,29.0,40.0,2065.5,9.0
59:440262:6213:51250,59,B4-B6,0,B4,B6,-7.004805052019442,38.0,56.0,23.345235059857504,20.0,-1.75,6.5,28.8,56.0,81.0,2412.5,8.0
59:440262:6213:51250,59,B4-B8,1,B4,B8,-4.9637711186375455,15.5,25.0,10.074720839804945,8.799999999999999,0.5,2.0,0.0,25.0,0.0,2412.5,8.0
59:440262:6213:51250,59,B6-B8,2,B6,B8,2.0410339333818968,38.0,56.0,23.345235059857504,20.0,-2.75,4.5,28.8,56.0,81.0,2513.0,8.0
59:440265:6216:51253,59,B4-B6,0,B4,B6,12.996434934876511,1389.5,2214.0,868.021997129105,762.5,55.75,171.0,240.0000000000001,2214.0,678.0,1633.5,7.0
59:440265:6216:51253,59,B4-B8,1,B4,B8,15.228394291584248,3531.0,5940.0,2520.6171367345737,2168.2000000000003,-155.125,250.75,1645.7000000000005,5940.0,4404.0,2409.0,7.0
59:440265:6216:51253,59,B6-B8,2,B6,B8,2.231959356707737,3531.0,5940.0,2520.6171367345737,2168.2000000000003,-69.625,421.75,1405.7000000000005,5940.0,3726.0,1633.5,4.0
59:440355:6301:51343,59,B4-B6,0,B4,B6,-2.8564471851090545,1236.5,1531.0,619.0084813635432,512.0,231.0,9.0,177.40000000000003,1531.0,462.0,2338.5,5.0
59:440355:6301:51343,59,B4-B8,1,B4,B8,-0.0950746893256031,2891.5,3086.0,1289.6444035081918,963.1,454.875,438.75,451.1,3082.0,1551.0,2338.5,5.0
59:440355:6301:51343,59,B6-B8,2,B6,B8,2.761372495783452,2891.5,3086.0,1289.6444035081918,963.1,450.375,447.75,628.5,3082.0,2013.0,2693.5,5.0
59:440461:6404:51449,59,B4-B6,0,B4,B6,-5.871180527383366,16.0,26.0,9.733961166965893,8.6,-1.25,0.5,7.799999999999999,26.0,20.0,2676.0,9.0
59:440461:6404:51449,59,B4-B8,1,B4,B8,-4.780653673163421,17.5,19.0,7.88986691902975,4.799999999999999,1.5,5.0,5.6,16.0,22.0,1262.5,10.0
59:440461:6404:51449,59,B6-B8,2,B6,B8,1.090526854219945,17.5,26.0,9.733961166965893,8.6,1.25,5.5,13.4,26.0,42.0,1262.5,10.0
59:440462:6405:51450,59,B4-B6,0,B4,B6,-4.605534894504991,9.5,18.0,7.854139036202504,6.699999999999999,-0.125,0.25,4.299999999999999,18.0,10.0,2700.0,8.0
59:440462:6405:51450,59,B4-B8,1,B4,B8,-3.296998302207136,4.0,8.0,2.8284271247461903,2.4,0.0,0.0,2.1999999999999997,8.0,7.0,2700.0,8.0
59:440462:6405:51450,59,B6-B8,2,B6,B8,1.3085365922978551,9.5,18.0,7.854139036202504,6.699999999999999,-0.125,0.25,6.499999999999998,18.0,17.0,2924.5,8.0
59:440508:6451:51496,59,B4-B6,0,B4,B6,-5.2928270153875445,22.0,34.0,14.168627315304754,12.2,-0.5,4.0,2.3999999999999986,34.0,5.0,2396.0,9.0
59:440508:6451:51496,59,B4-B8,1,B4,B8,-2.278778819176772,17.5,29.0,11.067971810589327,9.800000000000002,1.125,0.75,7.500000000000002,29.0,21.0,2617.5,8.0
59:440508:6451:51496,59,B6-B8,2,B6,B8,3.014048196210773,22.0,34.0,14.168627315304754,12.2,-0.875,3.25,9.9,34.0,26.0,2396.0,9.0
59:440634:6567:51622,59,B4-B6,0,B4,B6,-7.070517153536656,5.0,8.0,2.958039891549808,2.6,0.5,0.0,1.4000000000000004,8.0,4.0,1805.0,9.0
59:440634:6567:51622,59,B4-B8,1,B4,B8,-7.684086741541279,5.0,8.0,2.958039891549808,2.6,0.25,0.5,4.2,8.0,12.0,2026.0,10.0
59:440634:6567:51622,59,B6-B8,2,B6,B8,-0.6135695880046228,4.0,8.0,2.8284271247461903,1.6,0.25,0.5,2.8,4.0,8.0,1805.0,10.0
59:440651:6583:51639,59,B4-B6,0,B4,B6,-6.520453850192574,7.5,12.0,4.437059837324712,1.9,-0.25,1.0,2.8,8.0,14.0,2655.5,10.0
59:440651:6583:51639,59,B4-B8,1,B4,B8,-5.930398292942421,7.5,12.0,4.437059837324712,0.8999999999999997,-0.125,1.25,1.4999999999999991,6.0,7.0,2900.5,10.0
59:440651:6583:51639,59,B6-B8,2,B6,B8,0.5900555572501531,4.5,8.0,3.344772040064913,1.9,0.375,0.25,1.3000000000000005,8.0,7.0,2655.5,9.0
59:440692:6619:51680,59,B4-B6,0,B4,B6,-5.4144281394238405,11.0,14.0,5.261891294962297,3.399999999999999,1.125,2.75,0.5,11.0,6.0,1952.0,9.0
59:440692:6619:51680,59,B4-B8,1,B4,B8,-3.240127866801984,11.0,12.0,4.924428900898052,3.399999999999999,0.25,4.5,3.2,11.0,14.0,1952.0,9.0
59:440692:6619:51680,59,B6-B8,2,B6,B8,2.1743002726218563,9.5,14.0,5.261891294962297,2.899999999999999,-1.125,1.75,2.7,5.0,8.0,2159.5,9.0
59:440785:6705:51773,59,B4-B6,0,B4,B6,-2.147207885332513,1618.5,2861.0,1123.3464236378732,996.5,120.5,238.5,220.0,2861.0,583.0,1433.0,4.0
59:440785:6705:51773,59,B4-B8,1,B4,B8,-1.018434204537897,2384.5,3287.0,1318.3681200635883,1127.6,185.875,369.25,131.10000000000002,3287.0,426.0,1433.0,4.0
59:440785:6705:51773,59,B6-B8,2,B6,B8,1.128773680794616,2384.5,3287.0,1318.3681200635883,1127.6,305.125,130.75,351.1,3287.0,1009.0,2037.5,4.0
59:440813:6731:51801,59,B4-B6,0,B4,B6,-2.023198069521026,903.5,1030.0,421.5764313858164,333.3,171.875,44.75,135.10000000000002,1030.0,385.0,1746.5,5.0
59:440813:6731:51801,59,B4-B8,1,B4,B8,-0.7329105569271093,1518.0,1597.0,671.7035711532283,494.5,277.0,165.5,161.19999999999993,1597.0,567.0,1884.5,5.0
59:440813:6731:51801,59,B6-B8,2,B6,B8,1.2902875125939168,1518.0,1597.0,671.7035711532283,494.5,254.625,210.25,296.29999999999995,1597.0,952.0,1746.5,5.0
59:440921:6833:51909,59,B4-B6,0,B4,B6,-6.942603609796333,1025.0,1195.0,487.14904033570673,390.8999999999999,155.125,117.25,268.69999999999993,1195.0,793.0,2134.0,6.0
59:440921:6833:51909,59,B4-B8,1,B4,B8,-4.103027360593231,1025.0,1195.0,487.14904033570673,390.8999999999999,202.0,23.5,137.79999999999995,1195.0,367.0,2217.0,8.0
59:440921:6833:51909,59,B6-B8,2,B6,B8,2.839576249203102,794.5,828.0,349.5270912247004,253.1,143.375,93.75,130.89999999999998,828.0,426.0,2134.0,8.0
59:440949:6859:51937,59,B4-B6,0,B4,B6,-3.5064626502675296,8.5,15.0,5.612486080160912,5.0,0.5,2.0,5.4,15.0,14.0,1366.5,9.0
59:440949:6859:51937,59,B4-B8,1,B4,B8,-3.433961493557497,9.5,15.0,6.015604707757983,5.1,-0.875,0.75,10.1,15.0,29.0,1366.5,9.0
59:440949:6859:51937,59,B6-B8,2,B6,B8,0.0725011567100324,9.5,14.0,6.015604707757983,5.1,0.125,2.75,4.7,14.0,15.0,1740.0,9.0
59:441098:6999:52086,59,B4-B6,0,B4,B6,-4.734126120941831,14.0,20.0,7.874007874011811,6.399999999999999,1.0,2.0,1.9999999999999991,18.0,7.0,2732.0,9.0
59:441098:6999:52086,59,B4-B8,1,B4,B8,-5.375151841868828,14.0,20.0,7.874007874011811,6.399999999999999,0.5,3.0,2.5999999999999988,18.0,7.0,2901.0,9.0
59:441098:6999:52086,59,B6-B8,2,B6,B8,-0.6410257209269972,7.5,12.0,5.522680508593631,4.4,-0.5,1.0,0.5999999999999996,11.0,0.0,2732.0,7.0
59:441104:7005:52092,59,B4-B6,0,B4,B6,-6.458197466628221,14.5,20.0,8.073877630977572,6.899999999999999,-1.5,1.5,3.999999999999999,20.0,12.0,2528.5,9.0
59:441104:7005:52092,59,B4-B8,1,B4,B8,-6.040672244319488,14.5,20.0,8.166241485530538,6.899999999999999,-0.5,3.5,0.1999999999999975,20.0,2.0,2574.5,8.0
59:441104:7005:52092,59,B6-B8,2,B6,B8,0.4175252223087327,12.5,20.0,8.166241485530538,6.700000000000001,0.25,2.0,3.8000000000000016,18.0,10.0,2528.5,9.0
59:441117:7017:52105,59,B4-B6,0,B4,B6,-5.432117870722436,10.5,21.0,7.433034373659253,6.2,0.375,0.75,7.900000000000002,21.0,28.0,2713.5,10.0
59:441117:7017:52105,59,B4-B8,1,B4,B8,-3.4295143072480414,10.0,17.0,6.417748826496718,3.7,-0.25,2.0,5.400000000000001,11.0,18.0,2541.0,10.0
59:441117:7017:52105,59,B6-B8,2,B6,B8,2.002603563474395,10.5,21.0,7.433034373659253,6.2,-0.625,1.25,2.5000000000000004,21.0,10.0,2541.0,9.0
59:441211:7104:52199,59,B4-B6,0,B4,B6,-2.7357688061034797,8.5,13.0,5.545268253204709,4.6,0.75,0.5,6.4,12.0,19.0,1748.0,15.0
59:441211:7104:52199,59,B4-B8,1,B4,B8,-4.308727407771812,9.5,12.0,5.545268253204709,4.6,-0.625,2.25,6.499999999999998,12.0,15.0,1748.0,17.0
59:441211:7104:52199,59,B6-B8,2,B6,B8,-1.5729586016683328,9.5,13.0,4.8218253804964775,1.8999999999999984,-0.375,2.75,0.0999999999999989,7.0,4.0,1913.5,17.0
59:441306:7189:52294,59,B4-B6,0,B4,B6,-5.818929971988794,40.5,52.0,20.4618547546404,17.1,-6.0,2.5,1.2000000000000028,52.0,3.0,1928.0,15.0
59:441306:7189:52294,59,B4-B8,1,B4,B8,-4.537949755073086,40.5,57.0,21.47527648250425,19.1,-2.5,9.5,36.2,57.0,109.0,2215.5,15.0
59:441306:7189:52294,59,B6-B8,2,B6,B8,1.280980216915708,34.0,57.0,21.47527648250425,19.1,-1.25,7.0,35.0,57.0,106.0,1928.0,15.0
